gene	seqnames	start	end	strand	type	Name	part	ID	Kinetic_class	cluster	au	si	gene_to_centroid_dist	sil_width
UL27	LT934125.1	16625	19375	-	CDS	SOF05926.1		UL27	L	cluster_1	0.999959717722831	0.995109237525998	0.0920408671985965	0.624210498405917
UL28	LT934125.1	19246	21402	-	CDS	SOF05927.1		UL28	E	cluster_2	0.999996368563461	0.998036591848665	0.00540713475684509	0.950029411623456
UL29	LT934125.1	21554	25087	-	CDS	SOF05928.1		UL29	E	cluster_2	0.999996368563461	0.998036591848665	0.00825190956490043	0.896416033159614
UL3	LT934125.1	92749	93465	-	CDS	SOF05969.1		UL3	L	cluster_7	0.999996108427462	0.997944248823682	0.00830847590218262	0.816697803445472
UL3.5	LT934125.1	92099	92752	-	CDS	SOF05968.1		UL3.5	L	cluster_7	0.999996108427462	0.997944248823682	0.00803357782605342	0.648466170004261
UL30	LT934125.1	25434	28580	+	CDS	SOF05929.1		UL30	E	cluster_2	0.999996368563461	0.998036591848665	0.0039430550619496	0.891241172456765
UL31	LT934125.1	28501	29316	-	CDS	SOF05930.1		UL31	L	cluster_7	0.999996108427462	0.997944248823682	0.0412658462042775	0.750992266242115
UL32	LT934125.1	29309	30721	-	CDS	SOF05931.1		UL32	L	cluster_6	0.999968060328334	0.99452676000638	0.000343933052098067	0.642953367379354
UL33	LT934125.1	30720	31070	+	CDS	SOF05932.1		UL33	E	cluster_8	0.999932133530879	0.989724082175006	0.00200954960299131	0.664188540492208
UL34	LT934125.1	31226	32011	+	CDS	SOF05933.1		UL34	E					
UL35	LT934125.1	32066	32377	+	CDS	SOF05934.1		UL35	L	cluster_1	0.999959717722831	0.995109237525998	0.0731764044514492	0.44589789891437
UL36	LT934125.1	32705	41983	-	CDS	SOF05935.1		UL36	L	cluster_6	0.999968060328334	0.99452676000638	0.000412932514599503	0.326286456614477
UL37	LT934125.1	42021	44780	-	CDS	SOF05936.1		UL37	L	cluster_6	0.999968060328334	0.99452676000638	0.00159182358701154	0.53059331325308
UL38	LT934125.1	44837	45943	+	CDS	SOF05937.1		UL38	E	cluster_9	0.999547420028088	0.9304798811437	0.0407154405356666	0.360778874039599
UL39	LT934125.1	46274	48646	+	CDS	SOF05938.1		UL39	E	cluster_2	0.999996368563461	0.998036591848665	0.0039783056561458	0.826640714301485
UL4	LT934125.1	91486	91923	+	CDS	SOF05967.1		UL4	L	cluster_9	0.999547420028088	0.9304798811437	0.0126072356590479	0.645650412314052
UL40	LT934125.1	48656	49567	+	CDS	SOF05939.1		UL40	E	cluster_5	0.999860158461417	0.987542933063031	0.0568151134302297	0.801096707689473
UL41	LT934125.1	50044	51141	-	CDS	SOF05940.1		UL41	L	cluster_4	0.999989626800028	0.997405399524303	0.0281101650690298	0.799489012398356
UL42	LT934125.1	51270	52415	+	CDS	SOF05941.1		UL42	L	cluster_3	0.999996368563461	0.998036591848665	0.0105717229173655	0.0143465528011232
UL43	LT934125.1	52473	53594	+	CDS	SOF05942.1		UL43	L	cluster_3	0.999996368563461	0.998036591848665	0.0286368562425733	-0.427900934553479
UL44	LT934125.1	53661	55103	+	CDS	SOF05943.1		UL44	L	cluster_10	0.999996368563461	0.998036591848665	0.0148434129887831	0.334447664447663
UL46	LT934125.1	14071	16146	+	CDS	SOF05925.1		UL46	L	cluster_3	0.999996368563461	0.998036591848665	0.0102637922085519	0.545082443101253
UL47	LT934125.1	11815	14052	+	CDS	SOF05924.1		UL47	L	cluster_6	0.999968060328334	0.99452676000638	0.000518595907657541	0.255782265142467
UL48	LT934125.1	10473	11714	+	CDS	SOF05923.1		UL48	L	cluster_1	0.999959717722831	0.995109237525998	0.11085995964368	0.153804683972657
UL49	LT934125.1	9657	10409	+	CDS	SOF05922.1		UL49	L	cluster_1	0.999959717722831	0.995109237525998	0.0933318615431569	0.162979606236216
UL49.5	LT934125.1	9323	9619	+	CDS	SOF05921.1		UL49.5	L	cluster_5	0.999860158461417	0.987542933063031	0.0216612569220051	0.814414926985501
UL5	LT934125.1	88923	91427	+	CDS	SOF05966.1		UL5	E	cluster_4	0.999989626800028	0.997405399524303	0.0200294160663926	0.814045426086942
UL50	LT934125.1	8593	9399	-	CDS	SOF05920.1		UL50	L	cluster_4	0.999989626800028	0.997405399524303	0.0190599990028335	0.770649287260234
UL51	LT934125.1	7729	8439	+	CDS	SOF05919.1		UL51	L	cluster_4	0.999989626800028	0.997405399524303	0.0187755655859264	0.600635815571041
UL52	LT934125.1	4854	7742	-	CDS	SOF05918.1		UL52	E	cluster_4	0.999989626800028	0.997405399524303	0.0198990134467601	0.822769519019005
UL53	LT934125.1	3961	4899	-	CDS	SOF05917.1		UL53	L	cluster_3	0.999996368563461	0.998036591848665	0.0221650534711666	0.534514253118817
UL54	LT934125.1	2797	3882	-	CDS	SOF05916.1		UL54	E	cluster_2	0.999996368563461	0.998036591848665	0.0108419040852394	0.912653968099597
UL6	LT934125.1	86993	88924	-	CDS	SOF05965.1		UL6	L	cluster_6	0.999968060328334	0.99452676000638	0.000417342725325266	0.069886674260335
UL7	LT934125.1	86302	87102	-	CDS	SOF05964.1		UL7	E	cluster_9	0.999547420028088	0.9304798811437	0.0124548998881359	0.52417090945919
UL8	LT934125.1	84087	86138	+	CDS	SOF05963.1		UL8	E					
UL9	LT934125.1	81550	84090	+	CDS	SOF05962.1		UL9	L	cluster_6	0.999968060328334	0.99452676000638	0.00114163872680868	0.500974803670408
US1	LT934125.1	115740	116831	+	CDS	SOF05974.1		SOF05974.1	E	cluster_2	0.999996368563461	0.998036591848665	0.00540400468727802	0.94514947214579
US1	LT934125.1	126886	127977	-	CDS	SOF05982.1		SOF05982.1	E	cluster_2	0.999996368563461	0.998036591848665	0.00540400468727802	0.94514947214579
US2	LT934125.1	125308	126078	+	CDS	SOF05981.1		US2	L	cluster_5	0.999860158461417	0.987542933063031	0.0195290083978211	0.805498891564717
US3	LT934125.1	117833	118837	+	CDS	SOF05975.1		US3	L	cluster_4	0.999989626800028	0.997405399524303	0.0203340741613216	0.191555687528012
US4	LT934125.1	118897	120396	+	CDS	SOF05976.1		US4	L	cluster_12	0.999350213243736	0.929940598269553	0.103941017271447	0.902625314501107
US6	LT934125.1	120576	121778	+	CDS	SOF05977.1		US6	L	cluster_1	0.999959717722831	0.995109237525998	0.109587561518745	0.628355333801598
US7	LT934125.1	121799	122896	+	CDS	SOF05978.1		US7	L	cluster_12	0.999350213243736	0.929940598269553	0.103941017271447	0.896024943142299
US8	LT934125.1	123000	124730	+	CDS	SOF05979.1		US8	L	cluster_4	0.999989626800028	0.997405399524303	0.0286493353026089	0.779558112038022
US9	LT934125.1	124788	125084	+	CDS	SOF05980.1		US9	L	cluster_1	0.999959717722831	0.995109237525998	0.0850182981229955	0.78730716975516
