chr	strand	gene	group	cluster	start	end	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC
LT934125.1	+	NOIR	PC_12_1h	979	107479	107479	107479	2227.171492	2227.171492	107479	107479	1		1	1h	PC_12	1	979	107483	108830	107483	108830	4	979
LT934125.1	+	NOIR	PC_12_2.5h	979	107482	107482	107482	2220.57735	2220.57735	107482	107482	1		1	2.5h	PC_12	2.5	979	107483	108830	107483	108830	1	979
LT934125.1	+	NOIR	PC_12_2h	978	107378	107432	107378	1334.222816	667.111408	107378	107432	55		55	2h	PC_12	2	978	107483	108830	107483	108830	105	0
LT934125.1	+	NOIR	PC_12_2h	979	107482	107482	107482	1334.222815	1334.222815	107482	107482	1		1	2h	PC_12	2	0	107483	108830	107483	108830	1	979
LT934125.1	+	NOIR	PC_12_4h	978	107420	107437	107420	501.907249	200.762899	107420	107437	18		18	4h	PC_12	4	978	107483	108830	107483	108830	63	978
LT934125.1	+	NOIR	PC_12_6h	976	107308	107308	107308	26.651031	26.651031	107308	107308	1		1	6h	PC_12	6	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PC_12_6h	978	107412	107432	107422	319.812376	106.604126	107420	107426	7		21	6h	PC_12	6	0	107483	108830	107483	108830	61	0
LT934125.1	+	NOIR	PC_12_6h	979	107473	107485	107483	799.530941	239.859283	107475	107485	11	NOIR	13	6h	PC_12	6	979	107483	108830	107483	108830	0	979
LT934125.1	+	NOIR	PC_12_8h	976	107308	107313	107308	63.9141	31.95705	107308	107313	6		6	8h	PC_12	8	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PC_12_8h	978	107415	107432	107422	575.226894	191.742298	107420	107432	13		18	8h	PC_12	8	0	107483	108830	107483	108830	61	0
LT934125.1	+	NOIR	PC_12_8h	979	107473	107485	107482	1661.766587	926.754442	107479	107484	6		13	8h	PC_12	8	979	107483	108830	107483	108830	1	979
LT934125.1	+	NOIR	PK_15_12h	976	107308	107308	107308	11.441648	11.441648	107308	107308	1		1	12h	PK_15	12	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PK_15_12h	978	107420	107432	107432	304.347828	100.686499	107420	107432	13		13	12h	PK_15	12	0	107483	108830	107483	108830	51	0
LT934125.1	+	NOIR	PK_15_12h	979	107473	107485	107482	1009.153318	405.034325	107482	107485	4		13	12h	PK_15	12	979	107483	108830	107483	108830	1	979
LT934125.1	+	NOIR	PK_15_2h	978	107401	107401	107401	362.056481	362.056481	107401	107401	1		1	2h	PK_15	2	0	107483	108830	107483	108830	82	0
LT934125.1	+	NOIR	PK_15_2h	979	107482	107482	107482	1810.282404	1810.282404	107482	107482	1		1	2h	PK_15	2	979	107483	108830	107483	108830	1	979
LT934125.1	+	NOIR	PK_15_4h	978	107420	107437	107432	2273.280834	649.508809	107420	107433	14		18	4h	PK_15	4	0	107483	108830	107483	108830	51	0
LT934125.1	+	NOIR	PK_15_4h	979	107476	107485	107482	2354.469434	933.668913	107479	107485	7		10	4h	PK_15	4	979	107483	108830	107483	108830	1	979
LT934125.1	+	NOIR	PK_15_6h	976	107308	107308	107308	16.129162	16.129162	107308	107308	1		1	6h	PK_15	6	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PK_15_6h	978	107419	107445	107422	967.749738	258.066597	107420	107432	13		27	6h	PK_15	6	0	107483	108830	107483	108830	61	0
LT934125.1	+	NOIR	PK_15_6h	979	107472	107485	107482	2467.761836	1201.622594	107482	107484	3		14	6h	PK_15	6	979	107483	108830	107483	108830	1	979
LT934125.1	+	NOIR	PK_15_8h	975	107242	107242	107242	13.157952	13.157952	107242	107242	1		1	8h	PK_15	8	0	107483	108830	107483	108830	241	0
LT934125.1	+	NOIR	PK_15_8h	976	107308	107308	107308	13.157952	13.157952	107308	107308	1		1	8h	PK_15	8	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PK_15_8h	977	107349	107349	107349	13.157952	13.157952	107349	107349	1		1	8h	PK_15	8	0	107483	108830	107483	108830	134	0
LT934125.1	+	NOIR	PK_15_8h	978	107420	107432	107422	815.793052	271.931017	107420	107432	13		13	8h	PK_15	8	0	107483	108830	107483	108830	61	0
LT934125.1	+	NOIR	PK_15_8h	979	107473	107485	107482	2535.098837	1364.04107	107482	107485	4		13	8h	PK_15	8	979	107483	108830	107483	108830	1	979
LT934125.1	+	ORF-1	C6_12h	15	1519	1519	1519	27.97418	27.97418	1519	1519	1		1	12h	C6	12	0	1623	2243	1623	2243	104	0
LT934125.1	+	ORF-1	C6_12h	16	1600	1604	1600	1951.199044	1433.676716	1600	1603	4		5	12h	C6	12	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	C6_4h	12	1393	1393	1393	525.486075	525.486075	1393	1393	1		1	4h	C6	4	0	1623	2243	1623	2243	230	0
LT934125.1	+	ORF-1	C6_4h	16	1593	1603	1600	4203.888598	2627.430373	1593	1603	11		11	4h	C6	4	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	C6_6h	16	1583	1604	1600	3363.518758	2328.589909	1600	1603	4		22	6h	C6	6	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	C6_8h	13	1428	1428	1428	32.2841	32.2841	1428	1428	1		1	8h	C6	8	0	1623	2243	1623	2243	195	0
LT934125.1	+	ORF-1	C6_8h	15	1519	1519	1519	32.2841	32.2841	1519	1519	1		1	8h	C6	8	0	1623	2243	1623	2243	104	0
LT934125.1	+	ORF-1	C6_8h	16	1590	1604	1600	1807.909604	1097.659403	1600	1603	4		15	8h	C6	8	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_12h	16	1590	1603	1600	2504.999761	1979.427604	1600	1603	4		14	12h	PC_12	12	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_2.5h	15	1542	1542	1542	1480.3849	1480.3849	1542	1542	1		1	2.5h	PC_12	2.5	0	1623	2243	1623	2243	81	0
LT934125.1	+	ORF-1	PC_12_2.5h	16	1600	1600	1600	2220.57735	2220.57735	1600	1600	1		1	2.5h	PC_12	2.5	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_2h	14	1477	1477	1477	667.111408	667.111408	1477	1477	1		1	2h	PC_12	2	0	1623	2243	1623	2243	146	0
LT934125.1	+	ORF-1	PC_12_2h	16	1600	1600	1600	1334.222815	1334.222815	1600	1600	1		1	2h	PC_12	2	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_4h	15	1519	1519	1519	100.38145	100.38145	1519	1519	1		1	4h	PC_12	4	0	1623	2243	1623	2243	104	0
LT934125.1	+	ORF-1	PC_12_4h	16	1595	1603	1600	3914.876532	3412.969283	1600	1600	1		9	4h	PC_12	4	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_6h	15	1519	1519	1519	26.651031	26.651031	1519	1519	1		1	6h	PC_12	6	0	1623	2243	1623	2243	104	0
LT934125.1	+	ORF-1	PC_12_6h	16	1590	1603	1600	3997.65471	3384.680987	1600	1602	3		14	6h	PC_12	6	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_8h	12	1393	1393	1393	63.914099	63.914099	1393	1393	1		1	8h	PC_12	8	0	1623	2243	1623	2243	230	0
LT934125.1	+	ORF-1	PC_12_8h	14	1471	1471	1471	31.95705	31.95705	1471	1471	1		1	8h	PC_12	8	0	1623	2243	1623	2243	152	0
LT934125.1	+	ORF-1	PC_12_8h	15	1536	1536	1536	31.95705	31.95705	1536	1536	1		1	8h	PC_12	8	0	1623	2243	1623	2243	87	0
LT934125.1	+	ORF-1	PC_12_8h	16	1588	1604	1600	3770.931868	2492.649879	1600	1603	4		17	8h	PC_12	8	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PK_15_12h	16	1600	1603	1600	1478.260869	1162.471396	1600	1603	4		4	12h	PK_15	12	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PK_15_2h	13	1429	1429	1429	362.056481	362.056481	1429	1429	1		1	2h	PK_15	2	0	1623	2243	1623	2243	194	0
LT934125.1	+	ORF-1	PK_15_2h	16	1600	1604	1600	1086.169443	724.112962	1600	1604	5		5	2h	PK_15	2	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PK_15_4h	14	1469	1469	1469	40.594301	40.594301	1469	1469	1		1	4h	PK_15	4	0	1623	2243	1623	2243	154	0
LT934125.1	+	ORF-1	PK_15_4h	15	1519	1519	1519	40.594301	40.594301	1519	1519	1		1	4h	PK_15	4	0	1623	2243	1623	2243	104	0
LT934125.1	+	ORF-1	PK_15_4h	16	1600	1604	1600	893.074612	608.914508	1600	1603	4		5	4h	PK_15	4	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PK_15_6h	16	1600	1604	1600	1088.718457	750.006048	1600	1603	4		5	6h	PK_15	6	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PK_15_8h	16	1600	1603	1600	1464.918706	1004.39037	1600	1603	4		4	8h	PK_15	8	16	1623	2243	1623	2243	23	16
LT934125.1	+	UL11	C6_1h	743	79749	79749	79749	1540.832049	1540.832049	79749	79749	1	UL12	1	1h	C6	1	743	79779	79970	79779	79970	30	743
LT934125.1	+	UL11	PC_12_1.5h	743	79681	79681	79681	2212.389381	2212.389381	79681	79681	1	UL12	1	1.5h	PC_12	1.5	743	79779	79970	79779	79970	98	743
LT934125.1	+	UL11	PC_12_1h	743	79712	79712	79712	2227.171492	2227.171492	79712	79712	1	UL12	1	1h	PC_12	1	743	79779	79970	79779	79970	67	743
LT934125.1	+	UL11	PC_12_2h	743	79714	79714	79714	667.111408	667.111408	79714	79714	1	UL12	1	2h	PC_12	2	743	79779	79970	79779	79970	65	743
LT934125.1	+	UL12	C6_8h	722	78267	78267	78267	32.2841	32.2841	78267	78267	1	UL13	1	8h	C6	8	0	78364	79821	78364	79821	97	0
LT934125.1	+	UL12	C6_8h	723	78329	78332	78329	64.5682	32.2841	78329	78332	4	UL13	4	8h	C6	8	723	78364	79821	78364	79821	35	723
LT934125.1	+	UL12	PC_12_8h	722	78295	78300	78295	63.9141	31.95705	78295	78300	6	UL13	6	8h	PC_12	8	722	78364	79821	78364	79821	69	722
LT934125.1	+	UL12	PK_15_4h	722	78282	78282	78282	40.594301	40.594301	78282	78282	1	UL13	1	4h	PK_15	4	722	78364	79821	78364	79821	82	722
LT934125.1	+	UL12	PK_15_8h	723	78332	78332	78332	13.157952	13.157952	78332	78332	1	UL13	1	8h	PK_15	8	723	78364	79821	78364	79821	32	723
LT934125.1	+	UL13	PC_12_8h	708	77169	77169	77169	31.95705	31.95705	77169	77169	1	UL14	1	8h	PC_12	8	708	77202	78398	77202	78398	33	708
LT934125.1	+	UL14	C6_12h	702	76677	76687	76683	1454.657352	832.23185	76683	76685	3		11	12h	C6	12	702	76753	77232	76753	77232	70	0
LT934125.1	+	UL14	C6_12h	703	76749	76749	76749	34.967725	34.967725	76749	76749	1		1	12h	C6	12	0	76753	77232	76753	77232	4	703
LT934125.1	+	UL14	C6_1h	702	76683	76689	76683	6163.328197	3081.664099	76683	76689	7		7	1h	C6	1	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	C6_6h	702	76674	76688	76683	1897.369557	948.684778	76683	76685	3		15	6h	C6	6	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	C6_8h	702	76677	76685	76683	1259.079903	742.534302	76677	76685	9		9	8h	C6	8	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	PC_12_12h	702	76677	76685	76683	389.059908	238.896435	76682	76685	4		9	12h	PC_12	12	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	PC_12_2h	702	76683	76685	76683	3335.557038	1334.222815	76683	76685	3		3	2h	PC_12	2	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	PC_12_4h	702	76683	76685	76683	903.433046	602.288697	76683	76685	3		3	4h	PC_12	4	702	76753	77232	76753	77232	70	0
LT934125.1	+	UL14	PC_12_4h	703	76748	76748	76748	100.38145	100.38145	76748	76748	1		1	4h	PC_12	4	0	76753	77232	76753	77232	5	703
LT934125.1	+	UL14	PC_12_6h	702	76677	76687	76683	799.530942	373.11444	76683	76685	3		11	6h	PC_12	6	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	PC_12_8h	702	76677	76685	76683	447.398696	255.656398	76677	76685	9		9	8h	PC_12	8	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	PK_15_12h	702	76683	76685	76683	183.066362	123.569794	76683	76685	3		3	12h	PK_15	12	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	PK_15_2h	702	76683	76683	76683	724.112962	724.112962	76683	76683	1		1	2h	PK_15	2	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	PK_15_4h	702	76682	76685	76683	974.263214	527.725907	76683	76685	3		4	4h	PK_15	4	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	PK_15_6h	702	76677	76689	76683	814.522697	451.616545	76683	76687	5		13	6h	PK_15	6	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL14	PK_15_8h	702	76677	76687	76683	644.73967	355.264716	76683	76685	3		11	8h	PK_15	8	702	76753	77232	76753	77232	70	702
LT934125.1	+	UL16	C6_8h	686	74573	74573	74573	32.2841	32.2841	74573	74573	1	UL17	1	8h	C6	8	686	74654	75640	74654	75640	81	686
LT934125.1	+	UL16	PC_12_4h	687	74643	74643	74643	100.38145	100.38145	74643	74643	1		1	4h	PC_12	4	687	74654	75640	74654	75640	11	687
LT934125.1	+	UL16	PC_12_8h	687	74643	74795	74643	191.742299	63.914099	74643	74795	153		153	8h	PC_12	8	687	74654	75640	74654	75640	11	687
LT934125.1	+	UL16	PK_15_4h	686	74556	74556	74556	40.594301	40.594301	74556	74556	1	UL17	1	4h	PK_15	4	0	74654	75640	74654	75640	98	0
LT934125.1	+	UL16	PK_15_4h	687	74629	74722	74629	162.377204	40.594301	74629	74722	94		94	4h	PK_15	4	687	74654	75640	74654	75640	25	687
LT934125.1	+	UL16	PK_15_6h	686	74570	74570	74570	16.129162	16.129162	74570	74570	1	UL17	1	6h	PK_15	6	0	74654	75640	74654	75640	84	0
LT934125.1	+	UL16	PK_15_6h	687	74636	74770	74636	40.322905	24.193743	74636	74770	135		135	6h	PK_15	6	687	74654	75640	74654	75640	18	687
LT934125.1	+	UL17	C6_12h	661	72758	72763	72759	1042.038199	657.393226	72758	72763	6		6	12h	C6	12	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	C6_4h	660	72688	72688	72688	525.486075	525.486075	72688	72688	1		1	4h	C6	4	0	72834	74627	72834	74627	146	0
LT934125.1	+	UL17	C6_4h	661	72759	72759	72759	1050.972149	1050.972149	72759	72759	1		1	4h	C6	4	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	C6_6h	660	72694	72694	72694	86.244071	86.244071	72694	72694	1		1	6h	C6	6	0	72834	74627	72834	74627	140	0
LT934125.1	+	UL17	C6_6h	661	72758	72763	72759	517.464425	344.976283	72758	72763	6		6	6h	C6	6	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	C6_8h	659	72649	72649	72649	32.2841	32.2841	72649	72649	1		1	8h	C6	8	0	72834	74627	72834	74627	185	0
LT934125.1	+	UL17	C6_8h	661	72758	72763	72759	548.829701	387.409201	72758	72759	2		6	8h	C6	8	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	PC_12_12h	661	72758	72763	72759	491.444095	382.234296	72759	72760	2		6	12h	PC_12	12	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	PC_12_4h	661	72759	72760	72759	401.525799	301.144349	72759	72760	2		2	4h	PC_12	4	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	PC_12_6h	659	72649	72649	72649	26.651031	26.651031	72649	72649	1		1	6h	PC_12	6	0	72834	74627	72834	74627	185	0
LT934125.1	+	UL17	PC_12_6h	661	72759	72763	72759	612.973722	533.020628	72759	72760	2		5	6h	PC_12	6	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	PC_12_8h	658	72618	72618	72618	31.95705	31.95705	72618	72618	1		1	8h	PC_12	8	0	72834	74627	72834	74627	216	0
LT934125.1	+	UL17	PC_12_8h	661	72758	72763	72759	543.269846	383.484597	72758	72761	4		6	8h	PC_12	8	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	PK_15_12h	661	72758	72763	72759	411.899313	292.906178	72759	72763	5		6	12h	PK_15	12	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	PK_15_4h	661	72758	72764	72759	243.565804	162.377202	72758	72764	7		7	4h	PK_15	4	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	PK_15_6h	661	72758	72763	72759	459.681127	322.583247	72758	72763	6		6	6h	PK_15	6	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL17	PK_15_8h	661	72758	72763	72759	605.265813	434.212431	72758	72763	6		6	8h	PK_15	8	661	72834	74627	72834	74627	75	661
LT934125.1	+	UL18	C6_12h	635	70414	70414	70414	20.980635	20.980635	70414	70414	1		1	12h	C6	12	0	70559	71449	70559	71449	145	0
LT934125.1	+	UL18	C6_12h	636	70525	70531	70531	53906.244537	31596.83612	70529	70531	3		7	12h	C6	12	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	C6_1h	636	70529	70534	70531	24653.312788	12326.656394	70529	70532	4		6	1h	C6	1	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	C6_2h	636	70528	70535	70531	39653.035936	18587.360595	70529	70531	3		8	2h	C6	2	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	C6_4h	636	70529	70531	70529	35733.053074	19442.984761	70529	70531	3		3	4h	C6	4	636	70559	71449	70559	71449	30	636
LT934125.1	+	UL18	C6_6h	636	70525	70531	70531	30530.401035	18025.010781	70529	70531	3		7	6h	C6	6	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	C6_8h	636	70525	70531	70531	35351.089588	19983.85795	70529	70531	3		7	8h	C6	8	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	NRK_1h	636	70529	70531	70529	20202.020202	10101.010101	70529	70531	3		3	1h	NRK	1	636	70559	71449	70559	71449	30	636
LT934125.1	+	UL18	NRK_2h	636	70529	70531	70529	16181.229773	9708.737864	70529	70531	3		3	2h	NRK	2	636	70559	71449	70559	71449	30	636
LT934125.1	+	UL18	PC_12_0.5h	636	70529	70529	70529	32258.064516	32258.064516	70529	70529	1		1	0.5h	PC_12	0.5	636	70559	71449	70559	71449	30	636
LT934125.1	+	UL18	PC_12_1.5h	636	70529	70534	70531	24336.283186	13274.336283	70529	70531	3		6	1.5h	PC_12	1.5	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PC_12_12h	635	70397	70397	70397	20.476837	20.476837	70397	70397	1		1	12h	PC_12	12	0	70559	71449	70559	71449	162	0
LT934125.1	+	UL18	PC_12_12h	636	70525	70531	70531	34872.053894	20667.954432	70529	70531	3		7	12h	PC_12	12	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PC_12_1h	636	70529	70531	70529	15590.200446	8908.685969	70529	70531	3		3	1h	PC_12	1	636	70559	71449	70559	71449	30	636
LT934125.1	+	UL18	PC_12_2.5h	636	70525	70532	70531	22945.965951	12583.271651	70529	70531	3		8	2.5h	PC_12	2.5	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PC_12_2h	636	70529	70531	70531	22014.676451	11340.893929	70529	70531	3		3	2h	PC_12	2	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PC_12_4h	636	70525	70531	70531	32925.115439	18871.712508	70529	70531	3		7	4h	PC_12	4	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PC_12_6h	635	70395	70438	70395	53.302062	26.651031	70395	70438	44		44	6h	PC_12	6	0	70559	71449	70559	71449	164	0
LT934125.1	+	UL18	PC_12_6h	636	70525	70531	70531	34646.340814	19481.90395	70529	70531	3		7	6h	PC_12	6	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PC_12_8h	636	70525	70531	70531	25821.296178	15754.825515	70529	70531	3		7	8h	PC_12	8	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PK_15_12h	636	70525	70531	70531	36659.038902	22148.741419	70529	70531	3		7	12h	PK_15	12	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PK_15_2h	636	70529	70534	70531	14844.315714	7603.186097	70529	70531	3		6	2h	PK_15	2	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PK_15_4h	636	70525	70531	70531	25696.192254	14086.222294	70529	70531	3		7	4h	PK_15	4	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PK_15_6h	636	70525	70531	70531	26395.374157	15742.062436	70529	70531	3		7	6h	PK_15	6	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL18	PK_15_8h	636	70525	70531	70531	26026.429941	15565.857745	70529	70531	3		7	8h	PK_15	8	636	70559	71449	70559	71449	28	636
LT934125.1	+	UL19	C6_12h	578	66335	66341	66338	4916.462105	3342.91449	66338	66341	4		7	12h	C6	12	578	66399	70391	66399	70391	61	578
LT934125.1	+	UL19	C6_2h	578	66338	66345	66338	3717.472119	2478.314746	66338	66345	8		8	2h	C6	2	578	66399	70391	66399	70391	61	578
