cluster	group	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score	cluster_width	hpi	cell_line	Time	TC.start	TC.end	consensus_peak	min_peak	max_peak	mean_shape	min_shape	max_shape	support	score	hpi_samples	cell_lines	peak_shift	TC.width
5	PC_12_6h	LT934125.1	982	990	+	990	2025.478386	1199.296413	986	990	5	4.00995492780286	9	6h	PC_12	6	976	994	989.833333333333	987	990	0	0	7.54578612195436	18	43637.421439	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.166666666666629	3
5	PC_12_8h	LT934125.1	978	990	+	990	1692.896107	940.497837	987	990	4	3.11275836924597	13	8h	PC_12	8	976	994	989.833333333333	987	990	0	0	7.54578612195436	18	43637.421439	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.166666666666629	3
5	PK_15_12h	LT934125.1	986	990	+	990	862.700229	622.425629	987	990	4	2.45352131156844	5	12h	PK_15	12	976	994	989.833333333333	987	990	0	0	7.54578612195436	18	43637.421439	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.166666666666629	3
5	PK_15_4h	LT934125.1	978	993	+	990	771.291712	243.565803	982	990	9	7.54578612195436	16	4h	PK_15	4	976	994	989.833333333333	987	990	0	0	7.54578612195436	18	43637.421439	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.166666666666629	3
5	PK_15_6h	LT934125.1	982	990	+	990	1008.072646	548.391519	986	990	5	4.03839388924435	9	6h	PK_15	6	976	994	989.833333333333	987	990	0	0	7.54578612195436	18	43637.421439	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.166666666666629	3
5	PK_15_8h	LT934125.1	982	990	+	990	1114.039974	763.161242	987	990	4	2.51930172434675	9	8h	PK_15	8	976	994	989.833333333333	987	990	0	0	7.54578612195436	18	43637.421439	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.166666666666629	3
6	PK_15_4h	LT934125.1	1036	1036	+	1036	40.594301	40.594301	1036	1036	1	0	1	4h	PK_15	4	1036	1036	1036	1036	1036	0	0	0	1	40.594301	4h	PK_15	0	0
7	PC_12_6h	LT934125.1	1122	1122	+	1122	26.651031	26.651031	1122	1122	1	0	1	6h	PC_12	6	1122	1122	1122	1122	1122	0	0	0	1	26.651031	6h	PC_12	0	0
8	PC_12_6h	LT934125.1	1167	1167	+	1167	26.651031	26.651031	1167	1167	1	0	1	6h	PC_12	6	1167	1167	1167	1167	1167	0	0	0	2	58.000959	6h, 8h	PC_12	0	0
8	PC_12_8h	LT934125.1	1167	1167	+	1167	31.349928	31.349928	1167	1167	1	0	1	8h	PC_12	8	1167	1167	1167	1167	1167	0	0	0	2	58.000959	6h, 8h	PC_12	0	0
9	C6_2h	LT934125.1	1221	1221	+	1221	1172.332943	1172.332943	1221	1221	1	0	1	2h	C6	2	1217	1258	1234.25	1217	1258	0	0	0	4	1316.577973	2h, 6h, 8h	C6, PC_12	13.25	41
9	C6_6h	LT934125.1	1258	1258	+	1258	86.244071	86.244071	1258	1258	1	0	1	6h	C6	6	1217	1258	1234.25	1217	1258	0	0	0	4	1316.577973	2h, 6h, 8h	C6, PC_12	-23.75	41
9	PC_12_6h	LT934125.1	1217	1217	+	1217	26.651031	26.651031	1217	1217	1	0	1	6h	PC_12	6	1217	1258	1234.25	1217	1258	0	0	0	4	1316.577973	2h, 6h, 8h	C6, PC_12	17.25	41
9	PC_12_8h	LT934125.1	1241	1241	+	1241	31.349928	31.349928	1241	1241	1	0	1	8h	PC_12	8	1217	1258	1234.25	1217	1258	0	0	0	4	1316.577973	2h, 6h, 8h	C6, PC_12	-6.75	41
10	C6_8h	LT934125.1	1292	1292	+	1292	32.2841	32.2841	1292	1292	1	0	1	8h	C6	8	1290	1323	1290.66666666667	1290	1292	0	0	14.3375814677532	3	356.795371	8h, 6h	C6, PC_12	-1.33333333333326	2
10	PC_12_6h	LT934125.1	1290	1323	+	1290	293.161343	53.302063	1290	1319	30	14.3375814677532	34	6h	PC_12	6	1290	1323	1290.66666666667	1290	1292	0	0	14.3375814677532	3	356.795371	8h, 6h	C6, PC_12	0.666666666666743	2
10	PC_12_8h	LT934125.1	1290	1290	+	1290	31.349928	31.349928	1290	1290	1	0	1	8h	PC_12	8	1290	1323	1290.66666666667	1290	1292	0	0	14.3375814677532	3	356.795371	8h, 6h	C6, PC_12	0.666666666666743	2
11	C6_12h	LT934125.1	1334	1351	+	1337	1433.676717	615.431956	1334	1342	9	6.179292494875	18	12h	C6	12	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	C6_1h	LT934125.1	1332	1337	+	1337	16949.152543	7704.160247	1334	1337	4	3.52192809483544	6	1h	C6	1	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	C6_2h	LT934125.1	1334	1339	+	1337	16412.661197	8206.330598	1334	1337	4	3.14680490507003	6	2h	C6	2	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	C6_4h	LT934125.1	1334	1351	+	1334	6305.832897	3152.916448	1334	1345	12	5.79756397506386	18	4h	C6	4	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	2.59090909090901	3
11	C6_6h	LT934125.1	1333	1339	+	1337	5778.352739	3363.518758	1334	1337	4	2.67315269268686	7	6h	C6	6	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	C6_8h	LT934125.1	1334	1345	+	1337	4261.50121	2098.466505	1334	1339	6	4.67353776284516	12	8h	C6	8	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	NRK_1h	LT934125.1	1337	1339	+	1337	40404.040404	30303.030303	1337	1339	3	1.28584540492312	3	1h	NRK	1	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	NRK_2h	LT934125.1	1334	1339	+	1337	16181.229774	6472.491909	1334	1339	6	4.96811205446213	6	2h	NRK	2	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PC_12_1.5h	LT934125.1	1334	1345	+	1337	26548.672568	15486.725664	1334	1339	6	3.85447597182561	12	1.5h	PC_12	1.5	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PC_12_12h	LT934125.1	1334	1345	+	1337	662.084406	341.280621	1334	1337	4	3.07487146710095	12	12h	PC_12	12	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PC_12_1h	LT934125.1	1334	1339	+	1337	24498.886414	15590.200445	1337	1339	3	1.39681302754227	6	1h	PC_12	1	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PC_12_2.5h	LT934125.1	1333	1358	+	1337	19985.19615	6661.73205	1334	1350	17	9.11330070724386	26	2.5h	PC_12	2.5	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PC_12_2h	LT934125.1	1334	1339	+	1334	19346.230821	7338.225484	1334	1337	4	3.0122093684225	6	2h	PC_12	2	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	2.59090909090901	3
11	PC_12_4h	LT934125.1	1334	1345	+	1337	6223.649871	2710.299137	1334	1339	6	4.92544296792471	12	4h	PC_12	4	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PC_12_6h	LT934125.1	1334	1351	+	1337	5996.482064	2904.962422	1334	1339	6	4.39299496245219	18	6h	PC_12	6	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PC_12_8h	LT934125.1	1325	1351	+	1337	2852.84344	1034.547621	1334	1345	12	8.59219496161554	27	8h	PC_12	8	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PK_15_12h	LT934125.1	1334	1337	+	1337	80.091533	54.919908	1334	1337	4	2.42093659690983	4	12h	PK_15	12	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PK_15_1h	LT934125.1	1335	1337	+	1337	8771.929824	5847.953216	1335	1337	3	1.45546446154482	3	1h	PK_15	1	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PK_15_2h	LT934125.1	1331	1351	+	1334	20275.162927	6517.016655	1334	1339	6	4.78205244078891	21	2h	PK_15	2	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	2.59090909090901	3
11	PK_15_4h	LT934125.1	1323	1339	+	1337	7591.134206	3369.326946	1334	1337	4	3.26236046550648	17	4h	PK_15	4	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PK_15_6h	LT934125.1	1332	1351	+	1337	2967.765867	1225.816337	1334	1339	6	4.85624438819556	20	6h	PK_15	6	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
11	PK_15_8h	LT934125.1	1334	1351	+	1337	1491.23461	578.949908	1334	1345	12	7.65495077967816	18	8h	PK_15	8	1323	1358	1336.59090909091	1334	1337	1.28584540492312	1.28584540492312	9.11330070724386	22	255017.812182	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	-0.409090909090992	3
12	C6_4h	LT934125.1	1393	1393	+	1393	525.486075	525.486075	1393	1393	1	0	1	4h	C6	4	1393	1393	1393	1393	1393	0	0	0	2	588.185931	4h, 8h	C6, PC_12	0	0
12	PC_12_8h	LT934125.1	1393	1393	+	1393	62.699856	62.699856	1393	1393	1	0	1	8h	PC_12	8	1393	1393	1393	1393	1393	0	0	0	2	588.185931	4h, 8h	C6, PC_12	0	0
13	C6_8h	LT934125.1	1428	1428	+	1428	32.2841	32.2841	1428	1428	1	0	1	8h	C6	8	1428	1429	1428.5	1428	1429	0	0	0	2	394.340581	8h, 2h	C6, PK_15	0.5	1
13	PK_15_2h	LT934125.1	1429	1429	+	1429	362.056481	362.056481	1429	1429	1	0	1	2h	PK_15	2	1428	1429	1428.5	1428	1429	0	0	0	2	394.340581	8h, 2h	C6, PK_15	-0.5	1
14	PC_12_2h	LT934125.1	1477	1477	+	1477	667.111408	667.111408	1477	1477	1	0	1	2h	PC_12	2	1469	1477	1472.33333333333	1469	1477	0	0	0	3	739.055637	2h, 8h, 4h	PC_12, PK_15	-4.66666666666674	8
14	PC_12_8h	LT934125.1	1471	1471	+	1471	31.349928	31.349928	1471	1471	1	0	1	8h	PC_12	8	1469	1477	1472.33333333333	1469	1477	0	0	0	3	739.055637	2h, 8h, 4h	PC_12, PK_15	1.33333333333326	8
14	PK_15_4h	LT934125.1	1469	1469	+	1469	40.594301	40.594301	1469	1469	1	0	1	4h	PK_15	4	1469	1477	1472.33333333333	1469	1477	0	0	0	3	739.055637	2h, 8h, 4h	PC_12, PK_15	3.33333333333326	8
15	C6_12h	LT934125.1	1519	1519	+	1519	27.97418	27.97418	1519	1519	1	0	1	12h	C6	12	1519	1542	1524.71428571429	1519	1542	0	0	0	7	1739.61989	12h, 8h, 2.5h, 4h, 6h	C6, PC_12, PK_15	5.71428571428578	23
15	C6_8h	LT934125.1	1519	1519	+	1519	32.2841	32.2841	1519	1519	1	0	1	8h	C6	8	1519	1542	1524.71428571429	1519	1542	0	0	0	7	1739.61989	12h, 8h, 2.5h, 4h, 6h	C6, PC_12, PK_15	5.71428571428578	23
15	PC_12_2.5h	LT934125.1	1542	1542	+	1542	1480.3849	1480.3849	1542	1542	1	0	1	2.5h	PC_12	2.5	1519	1542	1524.71428571429	1519	1542	0	0	0	7	1739.61989	12h, 8h, 2.5h, 4h, 6h	C6, PC_12, PK_15	-17.2857142857142	23
15	PC_12_4h	LT934125.1	1519	1519	+	1519	100.38145	100.38145	1519	1519	1	0	1	4h	PC_12	4	1519	1542	1524.71428571429	1519	1542	0	0	0	7	1739.61989	12h, 8h, 2.5h, 4h, 6h	C6, PC_12, PK_15	5.71428571428578	23
15	PC_12_6h	LT934125.1	1519	1519	+	1519	26.651031	26.651031	1519	1519	1	0	1	6h	PC_12	6	1519	1542	1524.71428571429	1519	1542	0	0	0	7	1739.61989	12h, 8h, 2.5h, 4h, 6h	C6, PC_12, PK_15	5.71428571428578	23
15	PC_12_8h	LT934125.1	1536	1536	+	1536	31.349928	31.349928	1536	1536	1	0	1	8h	PC_12	8	1519	1542	1524.71428571429	1519	1542	0	0	0	7	1739.61989	12h, 8h, 2.5h, 4h, 6h	C6, PC_12, PK_15	-11.2857142857142	23
15	PK_15_4h	LT934125.1	1519	1519	+	1519	40.594301	40.594301	1519	1519	1	0	1	4h	PK_15	4	1519	1542	1524.71428571429	1519	1542	0	0	0	7	1739.61989	12h, 8h, 2.5h, 4h, 6h	C6, PC_12, PK_15	5.71428571428578	23
16	C6_12h	LT934125.1	1600	1604	+	1600	1951.199044	1433.676716	1600	1603	4	1.85168084188069	5	12h	C6	12	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
16	C6_4h	LT934125.1	1593	1603	+	1600	4203.888598	2627.430373	1593	1603	11	5.3579501900602	11	4h	C6	4	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
16	C6_6h	LT934125.1	1583	1604	+	1600	3363.518758	2328.589909	1600	1603	4	1.7107058264745	22	6h	C6	6	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
16	C6_8h	LT934125.1	1590	1604	+	1600	1807.909604	1097.659403	1600	1603	4	2.18496458343504	15	8h	C6	8	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
16	PC_12_12h	LT934125.1	1590	1603	+	1600	2504.999761	1979.427604	1600	1603	4	1.64620793666675	14	12h	PC_12	12	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
16	PC_12_2.5h	LT934125.1	1600	1600	+	1600	2220.57735	2220.57735	1600	1600	1	0	1	2.5h	PC_12	2.5	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
16	PC_12_2h	LT934125.1	1600	1600	+	1600	1334.222815	1334.222815	1600	1600	1	0	1	2h	PC_12	2	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
16	PC_12_4h	LT934125.1	1595	1603	+	1600	3914.876532	3412.969283	1600	1600	1	0	9	4h	PC_12	4	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
16	PC_12_6h	LT934125.1	1590	1603	+	1600	3997.65471	3384.680987	1600	1602	3	0.368472899457413	14	6h	PC_12	6	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
16	PC_12_8h	LT934125.1	1588	1604	+	1600	3730.641421	2476.644304	1600	1603	4	2.02383310738917	17	8h	PC_12	8	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
16	PK_15_12h	LT934125.1	1600	1603	+	1600	1478.260869	1162.471396	1600	1603	4	1.73537097783437	4	12h	PK_15	12	1583	1604	1600	1600	1600	0	0	5.3579501900602	15	35040.63068	12h, 4h, 6h, 8h, 2.5h, 2h	C6, PC_12, PK_15	0	0
