seqnames	strand	gene	cluster	TC.start	TC.end	TC.width	support	score	mean_shape	min_shape	max_shape	consensus_peak	min_peak	max_peak	hpi_samples	cell_lines	dRNA_TC_significance
LT934125.1	+	TC_68	68	108747	108747	0	1	46.163789	0	0	0	108747	108747	108747	dRNA	PC_12	*
LT934125.1	+	TC_69	69	108816	108830	0	3	29765.581139	0.378438361632625	0.378438361632625	0.462749058644926	108829	108829	108829	dRNA	C6, PC_12, PK_15	***
LT934125.1	+	TC_7	7	12765	12765	0	1	46.163789	0	0	0	12765	12765	12765	dRNA	PC_12	*
LT934125.1	+	TC_70	70	109987	109987	0	1	129.082225	0	0	0	109987	109987	109987	dRNA	C6	*
LT934125.1	+	TC_71	71	111965	111965	0	1	46.163789	0	0	0	111965	111965	111965	dRNA	PC_12	*
LT934125.1	+	TC_72	72	115213	115213	0	1	129.082225	0	0	0	115213	115213	115213	dRNA	C6	*
LT934125.1	+	TC_73	73	115310	115310	0	1	129.082225	0	0	0	115310	115310	115310	dRNA	C6	*
LT934125.1	+	TC_74	74	115367	115376	9	2	175.246014	0	0	0	115372	115367	115376	dRNA	C6, PC_12	**
LT934125.1	+	TC_75	75	115664	115664	0	1	129.082225	0	0	0	115664	115664	115664	dRNA	C6	*
LT934125.1	+	TC_76	76	115887	115887	0	1	129.082225	0	0	0	115887	115887	115887	dRNA	C6	*
LT934125.1	+	TC_77	77	115935	115935	0	1	129.082225	0	0	0	115935	115935	115935	dRNA	C6	*
LT934125.1	+	TC_78	78	115989	115989	0	1	46.163789	0	0	0	115989	115989	115989	dRNA	PC_12	*
LT934125.1	+	TC_79	79	116148	116164	16	2	175.246014	0	0	0	116156	116148	116164	dRNA	C6, PC_12	**
LT934125.1	+	TC_8	8	13033	13033	0	1	129.082225	0	0	0	13033	13033	13033	dRNA	C6	*
LT934125.1	+	TC_80	80	116221	116221	0	1	46.163789	0	0	0	116221	116221	116221	dRNA	PC_12	*
LT934125.1	+	TC_81	81	116372	116372	0	1	129.082225	0	0	0	116372	116372	116372	dRNA	C6	*
LT934125.1	+	TC_82	82	116914	116914	0	1	129.082225	0	0	0	116914	116914	116914	dRNA	C6	*
LT934125.1	+	TC_83	83	116955	116962	0	3	5126.455559	0.743340427674793	0.743340427674793	1.43877128869348	116962	116962	116962	dRNA	C6, PC_12, PK_15	***
LT934125.1	+	TC_84	84	118933	118933	0	1	129.082225	0	0	0	118933	118933	118933	dRNA	C6	*
LT934125.1	+	TC_85	85	120460	120477	0	3	202309.893726	2.41817290212307	2.41817290212307	2.56875283007565	120477	120477	120477	dRNA	C6, PC_12, PK_15	***
LT934125.1	+	TC_86	86	120563	120563	0	1	129.082225	0	0	0	120563	120563	120563	dRNA	C6	*
LT934125.1	+	TC_87	87	122903	122916	3	3	61993.508124	3.57640565515788	3.57640565515788	4.85668762202043	122914	122912	122915	dRNA	C6, PC_12, PK_15	***
LT934125.1	+	TC_88	88	123070	123070	0	1	129.082225	0	0	0	123070	123070	123070	dRNA	C6	*
LT934125.1	+	TC_89	89	125213	125235	0	3	34952.710977	0	0	1.36204142960953	125230	125230	125230	dRNA	C6, PC_12, PK_15	***
LT934125.1	+	TC_9	9	13193	13193	0	1	129.082225	0	0	0	13193	13193	13193	dRNA	C6	*
LT934125.1	+	TC_90	90	125295	125295	0	1	46.163789	0	0	0	125295	125295	125295	dRNA	PC_12	*
LT934125.1	+	TC_91	91	126135	126151	0	3	119099.126702	0	0	0.807847355071825	126151	126151	126151	dRNA	C6, PC_12, PK_15	***
LT934125.1	+	TC_92	92	126462	126467	5	2	304.328239	0	0	2.58496250072116	126464	126462	126467	dRNA	C6, PC_12	**
LT934125.1	+	TC_93	93	126512	126512	0	1	129.082225	0	0	0	126512	126512	126512	dRNA	C6	*
LT934125.1	+	TC_94	94	129663	129663	0	1	46.163789	0	0	0	129663	129663	129663	dRNA	PC_12	
LT934125.1	+	TC_95	95	132111	132111	0	1	129.082225	0	0	0	132111	132111	132111	dRNA	C6	
LT934125.1	+	TC_96	96	132364	132364	0	1	129.082225	0	0	0	132364	132364	132364	dRNA	C6	
LT934125.1	+	TC_97	97	133515	133515	0	1	46.163789	0	0	0	133515	133515	133515	dRNA	PC_12	
LT934125.1	+	TC_98	98	135423	135423	0	1	46.163789	0	0	0	135423	135423	135423	dRNA	PC_12	
LT934125.1	+	TC_99	99	139091	139091	0	1	129.082225	0	0	0	139091	139091	139091	dRNA	C6	*
LT934125.1	-	TC_101	101	1399	1399	0	1	129.082225	0	0	0	1399	1399	1399	dRNA	C6	*
LT934125.1	-	TC_102	102	2778	2785	0	3	36458.221769	0	0	0	2778	2778	2778	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_103	103	2922	2922	0	1	129.082225	0	0	0	2922	2922	2922	dRNA	C6	*
LT934125.1	-	TC_104	104	3494	3494	0	1	129.082225	0	0	0	3494	3494	3494	dRNA	C6	*
LT934125.1	-	TC_105	105	8486	8497	0	3	12629.438499	0	0	1.06505947432164	8487	8487	8487	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_106	106	10815	10815	0	1	129.082225	0	0	0	10815	10815	10815	dRNA	C6	
LT934125.1	-	TC_107	107	15213	15213	0	1	46.163789	0	0	0	15213	15213	15213	dRNA	PC_12	*
LT934125.1	-	TC_108	108	15871	15871	0	1	46.163789	0	0	0	15871	15871	15871	dRNA	PC_12	*
LT934125.1	-	TC_109	109	16581	16593	0	3	117019.903507	1.29782804090456	1.29782804090456	1.37384648303827	16581	16581	16581	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_110	110	21473	21481	0	3	26311.904783	1.430259514142	1.430259514142	1.60678130897181	21477	21477	21477	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_111	111	22955	22955	0	1	129.082225	0	0	0	22955	22955	22955	dRNA	C6	*
LT934125.1	-	TC_112	112	23481	23481	0	1	129.082225	0	0	0	23481	23481	23481	dRNA	C6	*
LT934125.1	-	TC_113	113	24906	24906	0	1	46.163789	0	0	0	24906	24906	24906	dRNA	PC_12	*
LT934125.1	-	TC_114	114	28071	28071	0	1	129.082225	0	0	0	28071	28071	28071	dRNA	C6	*
LT934125.1	-	TC_115	115	28425	28440	0	3	108796.97401	0.855682166212876	0.855682166212876	2.11503912086685	28429	28429	28429	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_116	116	29691	29691	0	1	129.082225	0	0	0	29691	29691	29691	dRNA	C6	*
LT934125.1	-	TC_117	117	32686	32694	0	3	56435.852432	0	0	0	32686	32686	32686	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_118	118	33943	33943	0	1	46.163789	0	0	0	33943	33943	33943	dRNA	PC_12	*
LT934125.1	-	TC_119	119	39552	39552	0	1	129.082225	0	0	0	39552	39552	39552	dRNA	C6	*
LT934125.1	-	TC_120	120	41145	41145	0	1	129.082225	0	0	0	41145	41145	41145	dRNA	C6	*
LT934125.1	-	TC_121	121	41959	41959	0	1	129.082225	0	0	0	41959	41959	41959	dRNA	C6	*
LT934125.1	-	TC_122	122	41999	42014	2	3	32913.916305	3.08858254990152	3.08858254990152	3.15119866563287	42006	42005	42007	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_123	123	43059	43059	0	1	46.163789	0	0	0	43059	43059	43059	dRNA	PC_12	*
LT934125.1	-	TC_124	124	43495	43495	0	1	46.163789	0	0	0	43495	43495	43495	dRNA	PC_12	*
LT934125.1	-	TC_125	125	48175	48175	0	1	46.163789	0	0	0	48175	48175	48175	dRNA	PC_12	*
LT934125.1	-	TC_126	126	48875	48875	0	1	46.163789	0	0	0	48875	48875	48875	dRNA	PC_12	*
LT934125.1	-	TC_127	127	49775	49775	0	1	46.163789	0	0	0	49775	49775	49775	dRNA	PC_12	*
LT934125.1	-	TC_128	128	50026	50042	0	3	1003.179201	0.918295833193712	0.918295833193712	5.83659166810898	50030	50030	50030	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_129	129	51863	51863	0	1	129.082225	0	0	0	51863	51863	51863	dRNA	C6	
LT934125.1	-	TC_130	130	52027	52027	0	1	129.082225	0	0	0	52027	52027	52027	dRNA	C6	
LT934125.1	-	TC_131	131	55265	55280	0	3	190349.750824	0.065035383551287	0.065035383551287	1.00102374224329	55270	55270	55270	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_132	132	57879	57879	0	1	129.082225	0	0	0	57879	57879	57879	dRNA	C6	*
LT934125.1	-	TC_133	133	58500	58500	0	1	46.163789	0	0	0	58500	58500	58500	dRNA	PC_12	*
LT934125.1	-	TC_134	134	60419	60419	0	1	129.082225	0	0	0	60419	60419	60419	dRNA	C6	*
LT934125.1	-	TC_135	135	60884	60884	0	1	129.082225	0	0	0	60884	60884	60884	dRNA	C6	*
LT934125.1	-	TC_136	136	61570	61570	0	1	46.163789	0	0	0	61570	61570	61570	dRNA	PC_12	*
LT934125.1	-	TC_137	137	63152	63174	0	3	271712.52422	3.63376250160291	3.63376250160291	3.81106380716773	63161	63161	63161	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_138	138	63303	63303	0	1	129.082225	0	0	0	63303	63303	63303	dRNA	C6	*
LT934125.1	-	TC_139	139	63521	63521	0	1	46.163789	0	0	0	63521	63521	63521	dRNA	PC_12	*
LT934125.1	-	TC_140	140	64133	64152	0	3	40092.673631	5.79014143355835	5.79014143355835	5.95799711588242	64138	64138	64138	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_141	141	64226	64226	0	1	46.163789	0	0	0	64226	64226	64226	dRNA	PC_12	*
LT934125.1	-	TC_142	142	64801	64801	0	1	129.082225	0	0	0	64801	64801	64801	dRNA	C6	*
LT934125.1	-	TC_143	143	71546	71555	0	3	8763.431232	2.6491020823047	2.6491020823047	4.95180751965242	71549	71549	71549	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_144	144	72291	72291	0	1	46.163789	0	0	0	72291	72291	72291	dRNA	PC_12	*
LT934125.1	-	TC_145	145	75646	75652	6	3	460.65907	0	0	4.21103238308641	75649	75646	75652	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_146	146	77035	77035	0	1	46.163789	0	0	0	77035	77035	77035	dRNA	PC_12	
LT934125.1	-	TC_147	147	78736	78736	0	1	129.082225	0	0	0	78736	78736	78736	dRNA	C6	*
LT934125.1	-	TC_148	148	80352	80365	0	3	162682.581804	0	0	0.257087106694593	80352	80352	80352	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_149	149	80661	80661	0	1	129.082225	0	0	0	80661	80661	80661	dRNA	C6	*
LT934125.1	-	TC_150	150	86124	86145	0	3	27569.597226	0	0	0	86130	86130	86130	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_151	151	88000	88000	0	1	46.163789	0	0	0	88000	88000	88000	dRNA	PC_12	*
LT934125.1	-	TC_152	152	88112	88112	0	1	46.163789	0	0	0	88112	88112	88112	dRNA	PC_12	*
LT934125.1	-	TC_153	153	90287	90287	0	1	129.082225	0	0	0	90287	90287	90287	dRNA	C6	*
LT934125.1	-	TC_154	154	90507	90507	0	1	46.163789	0	0	0	90507	90507	90507	dRNA	PC_12	*
LT934125.1	-	TC_155	155	92017	92017	0	1	129.082225	0	0	0	92017	92017	92017	dRNA	C6	*
LT934125.1	-	TC_156	156	92054	92080	0	3	47535.72882	5.01788528480023	5.01788528480023	5.14441286408661	92069	92069	92069	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_157	157	92926	92926	0	1	129.082225	0	0	0	92926	92926	92926	dRNA	C6	*
LT934125.1	-	TC_158	158	93604	93604	0	1	129.082225	0	0	0	93604	93604	93604	dRNA	C6	*
LT934125.1	-	TC_159	159	93772	93772	0	1	129.082225	0	0	0	93772	93772	93772	dRNA	C6	*
LT934125.1	-	TC_160	160	95880	95898	0	3	23938.466062	8.46844140805196	8.46844140805196	10.6734323281201	95892	95892	95892	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_161	161	96807	96807	0	1	129.082225	0	0	0	96807	96807	96807	dRNA	C6	*
LT934125.1	-	TC_162	162	98783	98783	0	1	129.082225	0	0	0	98783	98783	98783	dRNA	C6	
LT934125.1	-	TC_163	163	102356	102369	0	3	13419.158879	4.79477013802349	4.79477013802349	5.00882419249324	102361	102361	102361	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_164	164	104626	104626	0	1	129.082225	0	0	0	104626	104626	104626	dRNA	C6	*
LT934125.1	-	TC_165	165	108294	108294	0	1	46.163789	0	0	0	108294	108294	108294	dRNA	PC_12	
LT934125.1	-	TC_166	166	110202	110202	0	1	46.163789	0	0	0	110202	110202	110202	dRNA	PC_12	
LT934125.1	-	TC_167	167	111353	111353	0	1	129.082225	0	0	0	111353	111353	111353	dRNA	C6	
LT934125.1	-	TC_168	168	111606	111606	0	1	129.082225	0	0	0	111606	111606	111606	dRNA	C6	
LT934125.1	-	TC_169	169	114054	114054	0	1	46.163789	0	0	0	114054	114054	114054	dRNA	PC_12	*
LT934125.1	-	TC_170	170	117248	117258	2	2	571.901831	2.09712352938225	2.09712352938225	4.75488750216347	117252	117251	117253	dRNA	C6, PC_12	***
LT934125.1	-	TC_171	171	122916	122916	0	2	175.246014	0	0	0	122916	122916	122916	dRNA	C6, PC_12	**
LT934125.1	-	TC_172	172	123708	123708	0	1	46.163789	0	0	0	123708	123708	123708	dRNA	PC_12	*
LT934125.1	-	TC_173	173	124844	124844	0	1	129.082225	0	0	0	124844	124844	124844	dRNA	C6	*
LT934125.1	-	TC_174	174	126753	126760	0	3	5080.29177	0.743340427674793	0.743340427674793	1.16017571583005	126753	126753	126753	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_175	175	126801	126801	0	1	129.082225	0	0	0	126801	126801	126801	dRNA	C6	*
LT934125.1	-	TC_176	176	127345	127345	0	1	129.082225	0	0	0	127345	127345	127345	dRNA	C6	*
LT934125.1	-	TC_177	177	127496	127496	0	1	46.163789	0	0	0	127496	127496	127496	dRNA	PC_12	*
LT934125.1	-	TC_178	178	127526	127526	0	1	129.082225	0	0	0	127526	127526	127526	dRNA	C6	*
LT934125.1	-	TC_179	179	127569	127569	0	1	46.163789	0	0	0	127569	127569	127569	dRNA	PC_12	*
LT934125.1	-	TC_180	180	127728	127728	0	1	46.163789	0	0	0	127728	127728	127728	dRNA	PC_12	*
LT934125.1	-	TC_181	181	127782	127782	0	1	129.082225	0	0	0	127782	127782	127782	dRNA	C6	*
LT934125.1	-	TC_182	182	127830	127830	0	1	129.082225	0	0	0	127830	127830	127830	dRNA	C6	*
LT934125.1	-	TC_183	183	128036	128036	0	1	129.082225	0	0	0	128036	128036	128036	dRNA	C6	*
LT934125.1	-	TC_184	184	128341	128350	9	2	175.246014	0	0	0	128346	128341	128350	dRNA	C6, PC_12	**
LT934125.1	-	TC_185	185	128407	128407	0	1	129.082225	0	0	0	128407	128407	128407	dRNA	C6	*
LT934125.1	-	TC_186	186	128504	128504	0	1	129.082225	0	0	0	128504	128504	128504	dRNA	C6	*
LT934125.1	-	TC_187	187	131752	131752	0	1	46.163789	0	0	0	131752	131752	131752	dRNA	PC_12	
LT934125.1	-	TC_188	188	133730	133730	0	1	129.082225	0	0	0	133730	133730	133730	dRNA	C6	*
LT934125.1	-	TC_189	189	134887	134901	0	3	29703.14302	0.378438361632625	0.378438361632625	0.462749058644926	134888	134888	134888	dRNA	C6, PC_12, PK_15	***
LT934125.1	-	TC_190	190	134970	134970	0	1	46.163789	0	0	0	134970	134970	134970	dRNA	PC_12	*
LT934125.1	-	TC_191	191	135103	135103	0	1	92.327578	0	0	0	135103	135103	135103	dRNA	PC_12	*
LT934125.1	-	TC_192	192	135464	135486	20	2	350.492028	1.58496250072116	1.58496250072116	2.8073549220576	135474	135464	135484	dRNA	C6, PC_12	**
LT934125.1	-	TC_193	193	135597	135597	0	1	46.163789	0	0	0	135597	135597	135597	dRNA	PC_12	*
LT934125.1	-	TC_194	194	135616	135649	19	2	479.574254	0	0	3.587681354691	135640	135630	135649	dRNA	C6, PC_12	***
LT934125.1	-	TC_195	195	135686	135686	0	1	129.082225	0	0	0	135686	135686	135686	dRNA	C6	*
LT934125.1	-	TC_196	196	135728	135728	0	1	129.082225	0	0	0	135728	135728	135728	dRNA	C6	*
LT934125.1	-	TC_197	197	139138	139138	0	1	46.163789	0	0	0	139138	139138	139138	dRNA	PC_12	
LT934125.1	-	TC_198	198	141110	141130	20	2	175.246014	0	0	0	141120	141110	141130	dRNA	C6, PC_12	
LT934125.1	-	TC_199	199	141324	141324	0	1	46.163789	0	0	0	141324	141324	141324	dRNA	PC_12	
