chr	strand	gene	group	cluster	start	end	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC
LT934125.1	+	NOIR	NRK_6h	965	107468	107486	107483	2825.238801	941.746267	107482	107485	4	NOIR	19	6h	NRK	6	965	107483	108830	107483	108830	0	965
LT934125.1	+	NOIR	NRK_8h	962	107308	107308	107308	81.685999	81.685999	107308	107308	1		1	8h	NRK	8	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	NRK_8h	964	107422	107422	107422	326.743996	326.743996	107422	107422	1		1	8h	NRK	8	0	107483	108830	107483	108830	61	0
LT934125.1	+	NOIR	NRK_8h	965	107476	107484	107482	1143.603986	571.801993	107480	107483	4		9	8h	NRK	8	965	107483	108830	107483	108830	1	965
LT934125.1	+	NOIR	PC_12_12h	962	107308	107308	107308	40.953675	40.953675	107308	107308	1		1	12h	PC_12	12	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PC_12_12h	964	107420	107432	107422	259.373273	81.907349	107420	107432	13		13	12h	PC_12	12	0	107483	108830	107483	108830	61	0
LT934125.1	+	NOIR	PC_12_12h	965	107473	107485	107482	1208.133401	423.187971	107476	107485	10		13	12h	PC_12	12	965	107483	108830	107483	108830	1	965
LT934125.1	+	NOIR	PC_12_1h	964	107400	107400	107400	2227.171492	2227.171492	107400	107400	1		1	1h	PC_12	1	964	107483	108830	107483	108830	83	0
LT934125.1	+	NOIR	PC_12_1h	965	107479	107479	107479	2227.171492	2227.171492	107479	107479	1		1	1h	PC_12	1	965	107483	108830	107483	108830	4	965
LT934125.1	+	NOIR	PC_12_2.5h	965	107482	107482	107482	2220.57735	2220.57735	107482	107482	1		1	2.5h	PC_12	2.5	965	107483	108830	107483	108830	1	965
LT934125.1	+	NOIR	PC_12_2h	964	107378	107432	107378	1334.222816	667.111408	107378	107432	55		55	2h	PC_12	2	964	107483	108830	107483	108830	105	0
LT934125.1	+	NOIR	PC_12_2h	965	107482	107482	107482	1334.222815	1334.222815	107482	107482	1		1	2h	PC_12	2	0	107483	108830	107483	108830	1	965
LT934125.1	+	NOIR	PC_12_4h	964	107420	107437	107420	501.907249	200.762899	107420	107437	18		18	4h	PC_12	4	964	107483	108830	107483	108830	63	964
LT934125.1	+	NOIR	PC_12_6h	962	107308	107308	107308	26.651031	26.651031	107308	107308	1		1	6h	PC_12	6	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PC_12_6h	964	107412	107432	107422	319.812376	106.604126	107420	107426	7		21	6h	PC_12	6	0	107483	108830	107483	108830	61	0
LT934125.1	+	NOIR	PC_12_6h	965	107473	107485	107483	799.530941	239.859283	107475	107485	11	NOIR	13	6h	PC_12	6	965	107483	108830	107483	108830	0	965
LT934125.1	+	NOIR	PC_12_8h	962	107308	107313	107308	63.9141	31.95705	107308	107313	6		6	8h	PC_12	8	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PC_12_8h	964	107415	107432	107422	575.226894	191.742298	107420	107432	13		18	8h	PC_12	8	0	107483	108830	107483	108830	61	0
LT934125.1	+	NOIR	PC_12_8h	965	107473	107485	107482	1661.766587	926.754442	107479	107484	6		13	8h	PC_12	8	965	107483	108830	107483	108830	1	965
LT934125.1	+	NOIR	PK_15_12h	962	107308	107308	107308	11.441648	11.441648	107308	107308	1		1	12h	PK_15	12	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PK_15_12h	964	107420	107432	107432	304.347828	100.686499	107420	107432	13		13	12h	PK_15	12	0	107483	108830	107483	108830	51	0
LT934125.1	+	NOIR	PK_15_12h	965	107473	107485	107482	1009.153318	405.034325	107482	107485	4		13	12h	PK_15	12	965	107483	108830	107483	108830	1	965
LT934125.1	+	NOIR	PK_15_2h	964	107401	107401	107401	362.056481	362.056481	107401	107401	1		1	2h	PK_15	2	0	107483	108830	107483	108830	82	0
LT934125.1	+	NOIR	PK_15_2h	965	107482	107482	107482	1810.282404	1810.282404	107482	107482	1		1	2h	PK_15	2	965	107483	108830	107483	108830	1	965
LT934125.1	+	NOIR	PK_15_4h	964	107420	107437	107432	2273.280834	649.508809	107420	107433	14		18	4h	PK_15	4	0	107483	108830	107483	108830	51	0
LT934125.1	+	NOIR	PK_15_4h	965	107476	107485	107482	2354.469434	933.668913	107479	107485	7		10	4h	PK_15	4	965	107483	108830	107483	108830	1	965
LT934125.1	+	NOIR	PK_15_6h	962	107308	107308	107308	16.129162	16.129162	107308	107308	1		1	6h	PK_15	6	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PK_15_6h	964	107419	107445	107422	967.749738	258.066597	107420	107432	13		27	6h	PK_15	6	0	107483	108830	107483	108830	61	0
LT934125.1	+	NOIR	PK_15_6h	965	107472	107485	107482	2467.761836	1201.622594	107482	107484	3		14	6h	PK_15	6	965	107483	108830	107483	108830	1	965
LT934125.1	+	NOIR	PK_15_8h	961	107242	107242	107242	13.157952	13.157952	107242	107242	1		1	8h	PK_15	8	0	107483	108830	107483	108830	241	0
LT934125.1	+	NOIR	PK_15_8h	962	107308	107308	107308	13.157952	13.157952	107308	107308	1		1	8h	PK_15	8	0	107483	108830	107483	108830	175	0
LT934125.1	+	NOIR	PK_15_8h	963	107349	107349	107349	13.157952	13.157952	107349	107349	1		1	8h	PK_15	8	0	107483	108830	107483	108830	134	0
LT934125.1	+	NOIR	PK_15_8h	964	107420	107432	107422	815.793052	271.931017	107420	107432	13		13	8h	PK_15	8	0	107483	108830	107483	108830	61	0
LT934125.1	+	NOIR	PK_15_8h	965	107473	107485	107482	2535.098837	1364.04107	107482	107485	4		13	8h	PK_15	8	965	107483	108830	107483	108830	1	965
LT934125.1	+	ORF-1	C6_12h	15	1519	1519	1519	27.97418	27.97418	1519	1519	1		1	12h	C6	12	0	1623	2243	1623	2243	104	0
LT934125.1	+	ORF-1	C6_12h	16	1600	1604	1600	1951.199044	1433.676716	1600	1603	4		5	12h	C6	12	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	C6_4h	13	1393	1393	1393	525.486075	525.486075	1393	1393	1		1	4h	C6	4	0	1623	2243	1623	2243	230	0
LT934125.1	+	ORF-1	C6_4h	16	1593	1603	1600	4203.888598	2627.430373	1593	1603	11		11	4h	C6	4	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	C6_6h	16	1583	1604	1600	3363.518758	2328.589909	1600	1603	4		22	6h	C6	6	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	C6_8h	14	1428	1428	1428	32.2841	32.2841	1428	1428	1		1	8h	C6	8	0	1623	2243	1623	2243	195	0
LT934125.1	+	ORF-1	C6_8h	15	1519	1519	1519	32.2841	32.2841	1519	1519	1		1	8h	C6	8	0	1623	2243	1623	2243	104	0
LT934125.1	+	ORF-1	C6_8h	16	1590	1604	1600	1807.909604	1097.659403	1600	1603	4		15	8h	C6	8	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	NRK_12h	15	1496	1496	1496	17.924841	17.924841	1496	1496	1		1	12h	NRK	12	0	1623	2243	1623	2243	127	0
LT934125.1	+	ORF-1	NRK_12h	16	1590	1603	1600	5673.212222	3988.277154	1600	1603	4		14	12h	NRK	12	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	NRK_4h	15	1524	1524	1524	586.85446	586.85446	1524	1524	1		1	4h	NRK	4	0	1623	2243	1623	2243	99	0
LT934125.1	+	ORF-1	NRK_4h	16	1600	1604	1600	7042.253521	5281.690141	1600	1604	5		5	4h	NRK	4	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	NRK_6h	16	1600	1612	1600	4977.801695	2690.703619	1600	1603	4		13	6h	NRK	6	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	NRK_8h	14	1438	1438	1438	81.685999	81.685999	1438	1438	1		1	8h	NRK	8	0	1623	2243	1623	2243	185	0
LT934125.1	+	ORF-1	NRK_8h	15	1496	1559	1496	163.371998	81.685999	1496	1559	64		64	8h	NRK	8	0	1623	2243	1623	2243	127	0
LT934125.1	+	ORF-1	NRK_8h	16	1597	1603	1600	5881.391929	4002.613952	1600	1603	4		7	8h	NRK	8	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_12h	16	1590	1603	1600	2504.999761	1979.427604	1600	1603	4		14	12h	PC_12	12	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_2.5h	15	1542	1542	1542	1480.3849	1480.3849	1542	1542	1		1	2.5h	PC_12	2.5	0	1623	2243	1623	2243	81	0
LT934125.1	+	ORF-1	PC_12_2.5h	16	1600	1600	1600	2220.57735	2220.57735	1600	1600	1		1	2.5h	PC_12	2.5	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_2h	15	1477	1477	1477	667.111408	667.111408	1477	1477	1		1	2h	PC_12	2	0	1623	2243	1623	2243	146	0
LT934125.1	+	ORF-1	PC_12_2h	16	1600	1600	1600	1334.222815	1334.222815	1600	1600	1		1	2h	PC_12	2	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_4h	15	1519	1519	1519	100.38145	100.38145	1519	1519	1		1	4h	PC_12	4	0	1623	2243	1623	2243	104	0
LT934125.1	+	ORF-1	PC_12_4h	16	1595	1603	1600	3914.876532	3412.969283	1600	1600	1		9	4h	PC_12	4	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_6h	15	1519	1519	1519	26.651031	26.651031	1519	1519	1		1	6h	PC_12	6	0	1623	2243	1623	2243	104	0
LT934125.1	+	ORF-1	PC_12_6h	16	1590	1603	1600	3997.65471	3384.680987	1600	1602	3		14	6h	PC_12	6	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PC_12_8h	13	1393	1393	1393	63.914099	63.914099	1393	1393	1		1	8h	PC_12	8	0	1623	2243	1623	2243	230	0
LT934125.1	+	ORF-1	PC_12_8h	15	1471	1536	1471	63.9141	31.95705	1471	1536	66		66	8h	PC_12	8	0	1623	2243	1623	2243	152	0
LT934125.1	+	ORF-1	PC_12_8h	16	1588	1604	1600	3770.931868	2492.649879	1600	1603	4		17	8h	PC_12	8	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PK_15_12h	16	1600	1603	1600	1478.260869	1162.471396	1600	1603	4		4	12h	PK_15	12	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PK_15_2h	14	1429	1429	1429	362.056481	362.056481	1429	1429	1		1	2h	PK_15	2	0	1623	2243	1623	2243	194	0
LT934125.1	+	ORF-1	PK_15_2h	16	1600	1604	1600	1086.169443	724.112962	1600	1604	5		5	2h	PK_15	2	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PK_15_4h	15	1469	1519	1469	81.188602	40.594301	1469	1519	51		51	4h	PK_15	4	0	1623	2243	1623	2243	154	0
LT934125.1	+	ORF-1	PK_15_4h	16	1600	1604	1600	893.074612	608.914508	1600	1603	4		5	4h	PK_15	4	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PK_15_6h	16	1600	1604	1600	1088.718457	750.006048	1600	1603	4		5	6h	PK_15	6	16	1623	2243	1623	2243	23	16
LT934125.1	+	ORF-1	PK_15_8h	16	1600	1603	1600	1464.918706	1004.39037	1600	1603	4		4	8h	PK_15	8	16	1623	2243	1623	2243	23	16
LT934125.1	+	UL11	C6_1h	724	79749	79749	79749	1540.832049	1540.832049	79749	79749	1	UL12	1	1h	C6	1	724	79779	79970	79779	79970	30	724
LT934125.1	+	UL11	PC_12_1.5h	724	79681	79681	79681	2212.389381	2212.389381	79681	79681	1	UL12	1	1.5h	PC_12	1.5	724	79779	79970	79779	79970	98	724
LT934125.1	+	UL11	PC_12_1h	724	79712	79712	79712	2227.171492	2227.171492	79712	79712	1	UL12	1	1h	PC_12	1	724	79779	79970	79779	79970	67	724
LT934125.1	+	UL11	PC_12_2h	724	79714	79714	79714	667.111408	667.111408	79714	79714	1	UL12	1	2h	PC_12	2	724	79779	79970	79779	79970	65	724
LT934125.1	+	UL12	C6_8h	704	78267	78267	78267	32.2841	32.2841	78267	78267	1	UL13	1	8h	C6	8	0	78364	79821	78364	79821	97	0
LT934125.1	+	UL12	C6_8h	705	78329	78332	78329	64.5682	32.2841	78329	78332	4	UL13	4	8h	C6	8	705	78364	79821	78364	79821	35	705
LT934125.1	+	UL12	PC_12_8h	704	78295	78300	78295	63.9141	31.95705	78295	78300	6	UL13	6	8h	PC_12	8	704	78364	79821	78364	79821	69	704
LT934125.1	+	UL12	PK_15_4h	704	78282	78282	78282	40.594301	40.594301	78282	78282	1	UL13	1	4h	PK_15	4	704	78364	79821	78364	79821	82	704
LT934125.1	+	UL12	PK_15_8h	705	78332	78332	78332	13.157952	13.157952	78332	78332	1	UL13	1	8h	PK_15	8	705	78364	79821	78364	79821	32	705
LT934125.1	+	UL13	NRK_4h	690	77175	77175	77175	586.85446	586.85446	77175	77175	1	UL14	1	4h	NRK	4	690	77202	78398	77202	78398	27	690
LT934125.1	+	UL13	NRK_8h	690	77196	77196	77196	81.685999	81.685999	77196	77196	1	UL14	1	8h	NRK	8	690	77202	78398	77202	78398	6	690
LT934125.1	+	UL13	PC_12_8h	690	77169	77169	77169	31.95705	31.95705	77169	77169	1	UL14	1	8h	PC_12	8	690	77202	78398	77202	78398	33	690
LT934125.1	+	UL14	C6_12h	684	76677	76687	76683	1454.657352	832.23185	76683	76685	3		11	12h	C6	12	684	76753	77232	76753	77232	70	0
LT934125.1	+	UL14	C6_12h	685	76749	76749	76749	34.967725	34.967725	76749	76749	1		1	12h	C6	12	0	76753	77232	76753	77232	4	685
LT934125.1	+	UL14	C6_1h	684	76683	76689	76683	6163.328197	3081.664099	76683	76689	7		7	1h	C6	1	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	C6_6h	684	76674	76688	76683	1897.369557	948.684778	76683	76685	3		15	6h	C6	6	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	C6_8h	684	76677	76685	76683	1259.079903	742.534302	76677	76685	9		9	8h	C6	8	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	NRK_12h	684	76683	76685	76683	304.7223	170.285991	76683	76685	3		3	12h	NRK	12	684	76753	77232	76753	77232	70	0
LT934125.1	+	UL14	NRK_12h	685	76749	76749	76749	26.887262	26.887262	76749	76749	1		1	12h	NRK	12	0	76753	77232	76753	77232	4	685
LT934125.1	+	UL14	NRK_4h	684	76685	76685	76685	1173.70892	1173.70892	76685	76685	1		1	4h	NRK	4	684	76753	77232	76753	77232	68	684
LT934125.1	+	UL14	NRK_6h	684	76677	76685	76685	538.140724	269.070362	76677	76685	9		9	6h	NRK	6	684	76753	77232	76753	77232	68	684
LT934125.1	+	UL14	NRK_8h	684	76677	76687	76683	1552.033981	980.231988	76682	76685	4		11	8h	NRK	8	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	PC_12_12h	684	76677	76685	76683	389.059908	238.896435	76682	76685	4		9	12h	PC_12	12	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	PC_12_2h	684	76683	76685	76683	3335.557038	1334.222815	76683	76685	3		3	2h	PC_12	2	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	PC_12_4h	684	76683	76685	76683	903.433046	602.288697	76683	76685	3		3	4h	PC_12	4	684	76753	77232	76753	77232	70	0
LT934125.1	+	UL14	PC_12_4h	685	76748	76748	76748	100.38145	100.38145	76748	76748	1		1	4h	PC_12	4	0	76753	77232	76753	77232	5	685
LT934125.1	+	UL14	PC_12_6h	684	76677	76687	76683	799.530942	373.11444	76683	76685	3		11	6h	PC_12	6	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	PC_12_8h	684	76677	76685	76683	447.398696	255.656398	76677	76685	9		9	8h	PC_12	8	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	PK_15_12h	684	76683	76685	76683	183.066362	123.569794	76683	76685	3		3	12h	PK_15	12	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	PK_15_2h	684	76683	76683	76683	724.112962	724.112962	76683	76683	1		1	2h	PK_15	2	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	PK_15_4h	684	76682	76685	76683	974.263214	527.725907	76683	76685	3		4	4h	PK_15	4	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	PK_15_6h	684	76677	76689	76683	814.522697	451.616545	76683	76687	5		13	6h	PK_15	6	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL14	PK_15_8h	684	76677	76687	76683	644.73967	355.264716	76683	76685	3		11	8h	PK_15	8	684	76753	77232	76753	77232	70	684
LT934125.1	+	UL16	C6_8h	672	74573	74573	74573	32.2841	32.2841	74573	74573	1	UL17	1	8h	C6	8	672	74654	75640	74654	75640	81	672
LT934125.1	+	UL16	NRK_12h	673	74629	74930	74629	179.248412	26.887262	74629	74927	299		302	12h	NRK	12	673	74654	75640	74654	75640	25	673
LT934125.1	+	UL16	NRK_4h	673	74629	74629	74629	586.85446	586.85446	74629	74629	1		1	4h	NRK	4	673	74654	75640	74654	75640	25	673
LT934125.1	+	UL16	PC_12_4h	673	74643	74896	74643	200.7629	100.38145	74643	74896	254		254	4h	PC_12	4	673	74654	75640	74654	75640	11	673
LT934125.1	+	UL16	PC_12_8h	673	74643	74981	74643	287.613449	63.914099	74643	74981	339		339	8h	PC_12	8	673	74654	75640	74654	75640	11	673
LT934125.1	+	UL16	PK_15_4h	672	74556	74556	74556	40.594301	40.594301	74556	74556	1	UL17	1	4h	PK_15	4	0	74654	75640	74654	75640	98	0
LT934125.1	+	UL16	PK_15_4h	673	74629	74932	74629	284.160107	40.594301	74629	74932	304		304	4h	PK_15	4	673	74654	75640	74654	75640	25	673
LT934125.1	+	UL16	PK_15_6h	672	74570	74570	74570	16.129162	16.129162	74570	74570	1	UL17	1	6h	PK_15	6	0	74654	75640	74654	75640	84	0
LT934125.1	+	UL16	PK_15_6h	673	74636	74770	74636	40.322905	24.193743	74636	74770	135		135	6h	PK_15	6	673	74654	75640	74654	75640	18	673
LT934125.1	+	UL17	C6_12h	645	72758	72763	72759	1042.038199	657.393226	72758	72763	6		6	12h	C6	12	645	72834	74627	72834	74627	75	645
LT934125.1	+	UL17	C6_4h	644	72688	72688	72688	525.486075	525.486075	72688	72688	1		1	4h	C6	4	0	72834	74627	72834	74627	146	0
LT934125.1	+	UL17	C6_4h	645	72759	72759	72759	1050.972149	1050.972149	72759	72759	1		1	4h	C6	4	645	72834	74627	72834	74627	75	645
LT934125.1	+	UL17	C6_6h	644	72694	72694	72694	86.244071	86.244071	72694	72694	1		1	6h	C6	6	0	72834	74627	72834	74627	140	0
LT934125.1	+	UL17	C6_6h	645	72758	72763	72759	517.464425	344.976283	72758	72763	6		6	6h	C6	6	645	72834	74627	72834	74627	75	645
LT934125.1	+	UL17	C6_8h	643	72649	72649	72649	32.2841	32.2841	72649	72649	1		1	8h	C6	8	0	72834	74627	72834	74627	185	0
LT934125.1	+	UL17	C6_8h	645	72758	72763	72759	548.829701	387.409201	72758	72759	2		6	8h	C6	8	645	72834	74627	72834	74627	75	645
LT934125.1	+	UL17	NRK_12h	645	72758	72759	72759	161.323571	134.436309	72758	72759	2		2	12h	NRK	12	645	72834	74627	72834	74627	75	645
LT934125.1	+	UL17	NRK_6h	645	72759	72759	72759	269.070362	269.070362	72759	72759	1		1	6h	NRK	6	645	72834	74627	72834	74627	75	645
LT934125.1	+	UL17	NRK_8h	645	72759	72759	72759	163.371998	163.371998	72759	72759	1		1	8h	NRK	8	645	72834	74627	72834	74627	75	645
LT934125.1	+	UL17	PC_12_12h	645	72758	72763	72759	491.444095	382.234296	72759	72760	2		6	12h	PC_12	12	645	72834	74627	72834	74627	75	645
LT934125.1	+	UL17	PC_12_4h	645	72759	72760	72759	401.525799	301.144349	72759	72760	2		2	4h	PC_12	4	645	72834	74627	72834	74627	75	645
LT934125.1	+	UL17	PC_12_6h	643	72649	72649	72649	26.651031	26.651031	72649	72649	1		1	6h	PC_12	6	0	72834	74627	72834	74627	185	0
LT934125.1	+	UL17	PC_12_6h	645	72759	72763	72759	612.973722	533.020628	72759	72760	2		5	6h	PC_12	6	645	72834	74627	72834	74627	75	645
