seqnames	strand	cluster	TC.start	TC.end	TC.width	support	score	mean_shape	min_shape	max_shape	consensus_peak	min_peak	max_peak	hpi_samples	cell_lines
LT934125.1	+	39	5838	5838	0	1	81.685999	0	0	0	5838	5838	5838	8h	NRK
LT934125.1	+	40	6021	6030	9	5	285.827903	0	0	0	6024	6021	6030	6h, 4h, 8h	C6, PC_12, PK_15
LT934125.1	+	41	6206	6206	0	1	81.685999	0	0	0	6206	6206	6206	8h	NRK
LT934125.1	+	42	6663	6669	6	2	58.608081	0	0	0	6666	6663	6669	6h, 8h	PC_12
LT934125.1	+	43	6705	6705	0	1	26.651031	0	0	0	6705	6705	6705	6h	PC_12
LT934125.1	+	44	6812	6813	1	2	112.895102	0	0	0	6812	6812	6813	6h	C6, PC_12
LT934125.1	+	45	6840	6840	0	1	31.95705	0	0	0	6840	6840	6840	8h	PC_12
LT934125.1	+	46	6885	6891	2	5	310.594316	0	0	2.32192809488736	6887	6885	6887	6h, 4h	C6, PC_12, PK_15
LT934125.1	+	47	6912	6912	0	1	32.2841	0	0	0	6912	6912	6912	8h	C6
LT934125.1	+	48	6992	6996	4	3	164.6226	0	0	0	6994	6992	6996	8h, 4h	C6, PC_12
LT934125.1	+	49	7184	7187	3	3	208.71848	0	0	0	7186	7184	7187	8h, 4h, 6h	NRK, PC_12
LT934125.1	+	50	7238	7254	9	2	85.586162	0	0	3	7242	7238	7247	8h, 6h	C6, PC_12
LT934125.1	+	51	7346	7346	0	1	740.19245	0	0	0	7346	7346	7346	2.5h	PC_12
LT934125.1	+	52	7385	7385	0	1	81.685999	0	0	0	7385	7385	7385	8h	NRK
LT934125.1	+	53	7451	7451	0	2	49.881891	0	0	0	7451	7451	7451	12h, 8h	NRK, PC_12
LT934125.1	+	54	7584	7596	4	25	94970.303818	0	0	5.55597598414139	7589	7588	7592	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	55	7664	7729	49	8	2512.362174	0	0	4.95174260275601	7687	7664	7713	1h, 6h, 8h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	56	7768	7768	0	1	100.38145	0	0	0	7768	7768	7768	4h	PC_12
LT934125.1	+	57	7809	7814	2	17	6078.730958	0	0	3.358939866416	7811	7809	7811	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	58	7858	7872	6	7	2095.870802	0	0	6.38450691980223	7860	7858	7864	12h, 1h, 6h, 4h, 8h	C6, NRK, PC_12
LT934125.1	+	59	7899	7913	14	3	82.165991	0	0	0	7905	7899	7913	8h, 12h	C6, NRK, PC_12
LT934125.1	+	60	7950	8001	51	5	434.306354	0	0	5.49185309632968	7969	7950	8001	6h, 4h, 8h	C6, NRK, PC_12, PK_15
LT934125.1	+	61	8055	8055	0	1	53.302063	0	0	0	8055	8055	8055	6h	PC_12
LT934125.1	+	62	8089	8094	5	2	557.443125	0	0	0	8092	8089	8094	4h, 8h	C6, PC_12
LT934125.1	+	63	8148	8148	0	2	126.838372	0	0	0	8148	8148	8148	6h, 4h	C6, PK_15
LT934125.1	+	64	8184	8192	8	3	142.967534	0	0	0	8189	8184	8192	6h, 4h	C6, PK_15
LT934125.1	+	65	8324	8346	22	4	2998.713851	0	0	0	8340	8324	8346	6h, 8h, 1h	PC_12, PK_15
LT934125.1	+	66	8433	8439	6	3	2345.699663	0	0	0	8437	8433	8439	6h, 8h, 1h	C6, PC_12
LT934125.1	+	67	8512	8540	28	6	396.881599	0	0	5.68203113013457	8526	8512	8540	6h, 8h, 4h	NRK, PC_12, PK_15
LT934125.1	+	68	8730	8730	0	1	81.685999	0	0	0	8730	8730	8730	8h	NRK
LT934125.1	+	69	8792	8792	0	1	26.651031	0	0	0	8792	8792	8792	6h	PC_12
LT934125.1	+	70	8838	8838	0	1	26.651031	0	0	0	8838	8838	8838	6h	PC_12
LT934125.1	+	71	8877	8904	27	5	322.420625	0	0	3.32192809488736	8889	8877	8904	6h, 8h, 12h, 4h	C6, NRK, PC_12
LT934125.1	+	72	8950	8950	0	1	32.2841	0	0	0	8950	8950	8950	8h	C6
LT934125.1	+	73	8998	9022	24	6	1100.540927	0	0	3.16992500144231	9015	8998	9022	4h, 12h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	74	9052	9052	0	1	53.302063	0	0	0	9052	9052	9052	6h	PC_12
LT934125.1	+	75	9098	9115	0	17	61314.438365	0	0	4.7982115986047	9113	9113	9113	12h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	76	9160	9160	0	3	128.813867	0	0	0	9160	9160	9160	8h, 12h, 6h	NRK, PC_12
LT934125.1	+	77	9206	9208	2	5	174.283452	0	0	0	9208	9206	9208	12h, 8h	NRK, PC_12, PK_15
LT934125.1	+	78	9266	9274	0	26	416468.174422	0	0	3.58496250080278	9270	9270	9270	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	79	9314	9338	24	3	1319.763363	0	0	0	9324	9314	9338	12h, 2h, 8h	C6, PK_15
LT934125.1	+	80	9412	9412	0	3	131.813532	0	0	0	9412	9412	9412	8h, 6h, 4h	C6, PC_12, PK_15
LT934125.1	+	81	9436	9477	39	10	809.875836	0	0	2.91092893411112	9454	9438	9477	6h, 12h, 8h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	82	9545	9559	11	21	36837.724989	0	0	4.75488750611082	9549	9545	9556	12h, 1h, 2h, 6h, 8h, 4h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	83	9638	9657	3	22	117519.981294	0.918295834088823	0.918295834088823	8.5072540590701	9645	9643	9646	12h, 1h, 2h, 4h, 6h, 8h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	84	9689	9745	53	12	5074.227319	0	0	16.046799875782	9707	9689	9742	12h, 2h, 6h, 1.5h, 4h, 8h	C6, NRK, PC_12, PK_15
LT934125.1	+	85	9771	9867	91	18	4594.756031	0	0	14.4628691154219	9804	9771	9862	12h, 6h, 8h, 4h, 2.5h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	86	9911	10002	78	12	1377.538366	0	0	13.2606918644674	9944	9911	9989	6h, 8h, 12h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	87	10026	10177	101	20	11263.916202	0	0	26.1059378513927	10093	10055	10156	12h, 4h, 6h, 8h, 2h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	88	10205	10218	10	7	873.10218	0	0	3.3613175777272	10209	10205	10215	12h, 2h, 4h, 6h, 8h	C6, NRK, PC_12, PK_15
LT934125.1	+	89	10242	10283	41	14	2119.659916	0	0	8.0142960138452	10254	10242	10283	12h, 6h, 8h, 2.5h, 4h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	90	10310	10343	33	8	645.912461	0	0	2.76588505704539	10334	10310	10343	12h, 6h, 8h, 2h	C6, PC_12, PK_15
LT934125.1	+	91	10430	10438	1	18	12201.977273	0	0	2.10596314775973	10431	10431	10432	12h, 1h, 4h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	92	10667	10667	0	1	40.594301	0	0	0	10667	10667	10667	4h	PK_15
LT934125.1	+	93	10725	10731	6	2	99.61084	0	0	0	10728	10725	10731	12h, 8h	NRK
LT934125.1	+	94	10782	10782	0	1	40.594301	0	0	0	10782	10782	10782	4h	PK_15
LT934125.1	+	95	10882	10882	0	1	32.2841	0	0	0	10882	10882	10882	8h	C6
LT934125.1	+	96	11002	11002	0	2	64.24115	0	0	0	11002	11002	11002	8h	C6, PC_12
LT934125.1	+	97	11078	11078	0	1	86.244071	0	0	0	11078	11078	11078	6h	C6
LT934125.1	+	98	11147	11166	19	2	182.067449	0	0	0	11156	11147	11166	8h, 4h	NRK, PC_12
LT934125.1	+	99	11290	11290	0	1	31.95705	0	0	0	11290	11290	11290	8h	PC_12
LT934125.1	+	100	11321	11321	0	1	26.651031	0	0	0	11321	11321	11321	6h	PC_12
LT934125.1	+	101	11498	11498	0	1	86.244071	0	0	0	11498	11498	11498	6h	C6
LT934125.1	+	102	11788	11806	3	12	4431.578238	0	0	9.32364519087167	11793	11791	11794	12h, 8h, 6h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	103	11846	11859	13	2	45.115002	0	0	0	11852	11846	11859	8h	PC_12, PK_15
LT934125.1	+	104	11913	11919	6	2	107.224706	0	0	0	11916	11913	11919	12h, 6h	C6
LT934125.1	+	105	11990	11990	0	2	34.138587	0	0	0	11990	11990	11990	12h, 8h	C6, PK_15
LT934125.1	+	106	12015	12099	84	11	841.750658	0	0	5.64385618977472	12054	12015	12099	12h, 6h, 8h, 2h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	107	12127	12127	0	1	26.651031	0	0	0	12127	12127	12127	6h	PC_12
LT934125.1	+	108	12161	12208	47	8	839.63607	0	0	0	12192	12161	12208	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	109	12242	12262	20	2	58.608081	0	0	0	12252	12242	12262	6h, 8h	PC_12
LT934125.1	+	110	12297	12297	0	1	16.129162	0	0	0	12297	12297	12297	6h	PK_15
LT934125.1	+	111	12327	12327	0	1	32.2841	0	0	0	12327	12327	12327	8h	C6
LT934125.1	+	112	12392	12392	0	1	100.38145	0	0	0	12392	12392	12392	4h	PC_12
LT934125.1	+	113	12425	12425	0	1	26.651031	0	0	0	12425	12425	12425	6h	PC_12
LT934125.1	+	114	12604	12604	0	3	88.434893	0	0	0	12604	12604	12604	8h, 6h	C6, PC_12, PK_15
LT934125.1	+	115	12653	12676	23	2	166.492231	0	0	0	12664	12653	12676	6h, 8h	NRK, PC_12
LT934125.1	+	116	12714	12714	0	1	20.476837	0	0	0	12714	12714	12714	12h	PC_12
LT934125.1	+	117	12744	12770	26	4	600.223318	0	0	0	12762	12744	12770	4h, 6h, 8h	C6, PC_12, PK_15
LT934125.1	+	118	12800	12891	91	7	391.071812	0	0	0	12845	12800	12891	6h, 8h, 12h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	119	12978	12978	0	1	86.244071	0	0	0	12978	12978	12978	6h	C6
LT934125.1	+	120	13035	13129	82	7	430.290481	0	0	6.56985560833095	13079	13035	13117	6h, 8h, 12h	C6, NRK, PC_12, PK_15
LT934125.1	+	121	13175	13177	2	2	90.565131	0	0	1.58496250072116	13176	13175	13177	6h, 8h	PC_12
LT934125.1	+	122	13255	13300	45	10	500.240822	0	0	3	13273	13255	13300	12h, 6h, 8h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	123	13343	13343	0	1	362.056481	0	0	0	13343	13343	13343	2h	PK_15
LT934125.1	+	124	13373	13392	19	2	64.24115	0	0	0	13382	13373	13392	8h	C6, PC_12
LT934125.1	+	125	13440	13458	18	5	3801.674626	0	0	2	13450	13440	13458	12h, 1h, 2h	C6, PC_12, PK_15
LT934125.1	+	126	13510	13539	29	8	250.058057	0	0	2.79536035879528	13523	13510	13539	12h, 6h, 8h	C6, PC_12, PK_15
LT934125.1	+	127	13569	13591	22	5	133.798417	0	0	0	13580	13569	13591	8h, 6h, 12h	C6, PC_12, PK_15
LT934125.1	+	128	13634	13634	0	1	16.129162	0	0	0	13634	13634	13634	6h	PK_15
LT934125.1	+	129	13665	13737	70	5	285.473282	0	0	5.35755200461808	13698	13665	13735	6h, 8h	C6, NRK, PC_12
LT934125.1	+	130	13764	13764	0	1	86.244071	0	0	0	13764	13764	13764	6h	C6
LT934125.1	+	131	13793	13817	24	3	114.758874	0	0	2.32192809488736	13805	13793	13817	6h, 8h	PC_12, PK_15
LT934125.1	+	132	13855	13855	0	1	40.594301	0	0	0	13855	13855	13855	4h	PK_15
LT934125.1	+	133	13896	13906	10	5	187.696217	0	0	0	13902	13896	13906	6h, 12h, 4h	C6, PC_12, PK_15
LT934125.1	+	134	13944	13944	0	2	68.054255	0	0	0	13944	13944	13944	12h, 4h	PK_15
LT934125.1	+	135	13985	13986	1	2	45.687027	0	0	0	13986	13985	13986	8h, 12h	PC_12, PK_15
LT934125.1	+	136	14040	14054	0	25	245550.164267	0	0	3.29952832500857	14048	14048	14048	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	137	14101	14178	68	12	1371.317985	0	0	5.4262647547021	14132	14101	14169	12h, 6h, 8h, 2h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	138	14212	14245	31	5	389.213049	0	0	4.75488751456263	14231	14214	14245	6h, 8h, 12h, 4h	C6, PC_12, PK_15
LT934125.1	+	139	14279	14279	0	3	144.852152	0	0	0	14279	14279	14279	6h, 8h	C6, PC_12
LT934125.1	+	140	14328	14379	48	7	709.707407	0	0	3.32192809488736	14362	14328	14376	12h, 6h, 8h, 2h	C6, NRK, PK_15
LT934125.1	+	141	14403	14457	54	12	867.904102	0	0	0	14439	14403	14457	12h, 8h, 6h, 4h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	142	14495	14818	312	18	7371.514588	0	0	27.2811604307452	14671	14506	14818	12h, 1h, 4h, 6h, 8h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	143	14847	14868	21	10	1280.104977	0	0	2.8073549220576	14857	14847	14868	12h, 4h, 8h, 6h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	144	14910	14970	60	12	1205.470565	0	0	8.5918806818448	14932	14910	14970	12h, 4h, 8h, 6h	C6, NRK, PC_12, PK_15
LT934125.1	+	145	15007	15201	176	17	5702.778751	0	0	24.9884297333958	15121	15024	15200	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	146	15228	15316	82	15	2552.065277	0	0	9.12128088679794	15272	15234	15316	12h, 6h, 8h, 2.5h, 2h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	147	15344	15354	10	4	698.49844	0	0	2.82085788735601	15348	15344	15354	4h, 12h	C6, PC_12, PK_15
LT934125.1	+	148	15387	15439	47	8	672.012411	0	0	5.4262647547021	15418	15387	15434	12h, 6h, 8h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	149	15468	15487	19	5	364.722443	0	0	0.954434001237924	15477	15468	15487	6h, 8h, 12h, 4h	NRK, PC_12, PK_15
LT934125.1	+	150	15527	15571	28	9	1401.048873	0	0	6.340440632719	15536	15527	15555	6h, 12h, 4h, 8h	C6, NRK, PC_12, PK_15
LT934125.1	+	151	15591	15802	190	20	46071.224783	0	0	32.873162311291	15674	15597	15787	12h, 1h, 2h, 6h, 8h, 0.5h, 1.5h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	152	15818	15894	58	14	3724.564245	0	0	17.0607238242575	15849	15834	15892	12h, 2h, 6h, 8h, 2.5h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	153	15919	15978	50	10	1144.210262	0	0	13.5121574624038	15951	15926	15976	12h, 8h, 6h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	154	16009	16131	80	16	7772.242656	0	0	24.6965889206987	16039	16013	16093	12h, 6h, 8h, 2h, 2.5h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	155	16469	16489	20	2	64.24115	0	0	0	16479	16469	16489	8h	C6, PC_12
LT934125.1	+	156	17305	17305	0	1	31.95705	0	0	0	17305	17305	17305	8h	PC_12
LT934125.1	+	157	17333	17333	0	1	26.651031	0	0	0	17333	17333	17333	6h	PC_12
LT934125.1	+	158	17519	17519	0	1	31.95705	0	0	0	17519	17519	17519	8h	PC_12
LT934125.1	+	159	17644	17647	3	6	278.826896	0	0	1	17646	17644	17647	12h, 4h, 6h, 8h	PC_12, PK_15
LT934125.1	+	160	17914	17914	0	1	40.594301	0	0	0	17914	17914	17914	4h	PK_15
LT934125.1	+	161	18005	18005	0	1	31.95705	0	0	0	18005	18005	18005	8h	PC_12
LT934125.1	+	162	18534	18534	0	1	31.95705	0	0	0	18534	18534	18534	8h	PC_12
LT934125.1	+	163	18572	18587	15	2	161.186212	0	0	0	18580	18572	18587	6h	NRK, PC_12
LT934125.1	+	164	18758	18758	0	1	31.95705	0	0	0	18758	18758	18758	8h	PC_12
LT934125.1	+	165	18853	18870	17	2	80.604513	0	0	0	18862	18853	18870	12h, 6h	PC_12
LT934125.1	+	166	18929	18929	0	1	32.2841	0	0	0	18929	18929	18929	8h	C6
LT934125.1	+	167	18987	18987	0	1	26.651031	0	0	0	18987	18987	18987	6h	PC_12
LT934125.1	+	168	19067	19085	18	8	350.242919	0	0	0	19078	19067	19085	12h, 8h, 6h	C6, NRK, PC_12, PK_15
LT934125.1	+	169	19136	19137	1	5	1034.550982	0	0	0	19136	19136	19137	8h, 6h, 12h, 2h	C6, NRK, PC_12
LT934125.1	+	170	19175	19175	0	1	26.651031	0	0	0	19175	19175	19175	6h	PC_12
LT934125.1	+	171	19507	19507	0	2	52.937685	0	0	0	19507	19507	19507	12h, 8h	C6, PC_12
LT934125.1	+	172	19666	19666	0	1	31.95705	0	0	0	19666	19666	19666	8h	PC_12
LT934125.1	+	173	19749	19749	0	1	40.594301	0	0	0	19749	19749	19749	4h	PK_15
LT934125.1	+	174	20988	20988	0	1	32.2841	0	0	0	20988	20988	20988	8h	C6
LT934125.1	+	175	21964	21964	0	1	362.056481	0	0	0	21964	21964	21964	2h	PK_15
LT934125.1	+	176	22420	22420	0	1	40.594301	0	0	0	22420	22420	22420	4h	PK_15
LT934125.1	+	177	22482	22482	0	1	32.2841	0	0	0	22482	22482	22482	8h	C6
LT934125.1	+	178	22683	22687	1	3	123.968795	0	0	2	22684	22683	22684	6h, 4h	PC_12, PK_15
LT934125.1	+	179	22861	22861	0	1	86.244071	0	0	0	22861	22861	22861	6h	C6
LT934125.1	+	180	23530	23530	0	1	31.95705	0	0	0	23530	23530	23530	8h	PC_12
LT934125.1	+	181	23570	23570	0	1	86.244071	0	0	0	23570	23570	23570	6h	C6
LT934125.1	+	182	24083	24083	0	1	86.244071	0	0	0	24083	24083	24083	6h	C6
LT934125.1	+	183	24227	24227	0	1	31.95705	0	0	0	24227	24227	24227	8h	PC_12
LT934125.1	+	184	24389	24437	48	3	122.84923	0	0	0	24413	24389	24437	8h, 6h	C6, PC_12
LT934125.1	+	185	24766	24766	0	1	667.111408	0	0	0	24766	24766	24766	2h	PC_12
LT934125.1	+	186	24824	24824	0	3	95.219512	0	0	0	24824	24824	24824	12h, 6h, 4h	C6, PC_12, PK_15
LT934125.1	+	187	25157	25174	17	5	265.40604	0	0	0	25160	25157	25174	12h, 6h, 8h	C6, PC_12
LT934125.1	+	188	25247	25250	3	2	112.895102	0	0	0	25248	25247	25250	6h	C6, PC_12
LT934125.1	+	189	25419	25426	2	18	19201.659058	0	0	4.64385618977472	25420	25420	25422	12h, 1h, 6h, 8h, 4h, 1.5h, 2h	C6, NRK, PC_12, PK_15
LT934125.1	+	190	25506	25506	0	2	85.259113	0	0	0	25506	25506	25506	6h, 8h	PC_12
LT934125.1	+	191	25715	25715	0	1	362.056481	0	0	0	25715	25715	25715	2h	PK_15
LT934125.1	+	192	25770	25770	0	1	100.38145	0	0	0	25770	25770	25770	4h	PC_12
LT934125.1	+	193	25820	25840	20	4	217.758107	0	0	0	25830	25820	25840	6h, 8h	C6, NRK, PK_15
LT934125.1	+	194	25928	25928	0	1	362.056481	0	0	0	25928	25928	25928	2h	PK_15
LT934125.1	+	195	25990	26001	11	4	280.915211	0	0	2.32192809488736	25994	25990	26001	8h, 6h	C6, NRK, PC_12
LT934125.1	+	196	26094	26094	0	1	26.651031	0	0	0	26094	26094	26094	6h	PC_12
LT934125.1	+	197	26135	26135	0	1	86.244071	0	0	0	26135	26135	26135	6h	C6
LT934125.1	+	198	26235	26241	6	2	67.245332	0	0	0	26238	26235	26241	6h, 4h	PC_12, PK_15
LT934125.1	+	199	26292	26292	0	1	53.302063	0	0	0	26292	26292	26292	6h	PC_12
LT934125.1	+	200	26357	26384	27	6	256.971796	0	0	5.8650581894328	26365	26357	26384	8h, 6h, 4h	C6, PC_12, PK_15
LT934125.1	+	201	26468	26486	18	2	1572.789099	0	0	0	26477	26468	26486	1h, 8h	C6, PC_12
LT934125.1	+	202	26520	26520	0	1	32.2841	0	0	0	26520	26520	26520	8h	C6
LT934125.1	+	203	26560	26583	23	2	394.013531	0	0	0	26572	26560	26583	8h, 2h	PC_12, PK_15
LT934125.1	+	204	26706	26706	0	2	1573.116149	0	0	0	26706	26706	26706	1h, 8h	C6
LT934125.1	+	205	26760	26778	18	4	679.723425	0	0	0	26766	26760	26778	4h, 8h	C6, NRK, PC_12, PK_15
LT934125.1	+	206	26882	26882	0	1	31.95705	0	0	0	26882	26882	26882	8h	PC_12
LT934125.1	+	207	26919	26930	6	3	389.053024	0	0	5.37744373426736	26926	26924	26930	8h, 4h, 6h	NRK, PC_12
LT934125.1	+	208	27170	27170	0	1	26.651031	0	0	0	27170	27170	27170	6h	PC_12
LT934125.1	+	209	27224	27242	18	2	64.24115	0	0	0	27233	27224	27242	8h	C6, PC_12
LT934125.1	+	210	27447	27461	14	2	166.819281	0	0	0	27454	27447	27461	8h, 6h	C6, NRK
LT934125.1	+	211	27524	27612	88	7	1139.799912	0	0	9.68178219873147	27557	27524	27612	12h, 8h, 2.5h, 6h	C6, NRK, PC_12
LT934125.1	+	212	27657	27657	0	1	134.535181	0	0	0	27657	27657	27657	6h	NRK
LT934125.1	+	213	27684	27684	0	1	86.244071	0	0	0	27684	27684	27684	6h	C6
LT934125.1	+	214	27775	27878	98	13	2257.175403	0	0	12.0080674463682	27826	27775	27873	12h, 6h, 8h, 2.5h, 2h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	215	27909	27911	2	2	50.208941	0	0	0	27910	27909	27911	8h, 12h	C6, NRK
LT934125.1	+	216	27976	27976	0	1	40.594301	0	0	0	27976	27976	27976	4h	PK_15
LT934125.1	+	217	28063	28063	0	1	32.2841	0	0	0	28063	28063	28063	8h	C6
LT934125.1	+	218	28120	28120	0	1	32.2841	0	0	0	28120	28120	28120	8h	C6
LT934125.1	+	219	28152	28160	8	2	64.215375	0	0	0	28156	28152	28160	8h, 6h	PC_12, PK_15
LT934125.1	+	220	28191	28191	0	1	362.056481	0	0	0	28191	28191	28191	2h	PK_15
LT934125.1	+	221	28370	28386	16	2	58.935131	0	0	0	28378	28370	28386	8h, 6h	C6, PC_12
LT934125.1	+	222	28433	28446	13	3	474.951583	0	0	0	28442	28433	28446	6h, 2h	C6, PC_12, PK_15
LT934125.1	+	223	28472	28472	0	2	687.588245	0	0	0	28472	28472	28472	12h, 2h	PC_12
LT934125.1	+	224	28504	28511	7	5	201.575615	0	0	0	28507	28504	28511	6h, 8h, 4h	C6, PC_12, PK_15
LT934125.1	+	225	28549	28551	2	2	59.2595	0	0	0	28550	28549	28551	12h, 8h	PC_12
LT934125.1	+	226	28625	28625	0	1	21.929921	0	0	0	28625	28625	28625	8h	PK_15
LT934125.1	+	227	28681	28681	0	1	86.244071	0	0	0	28681	28681	28681	6h	C6
