cluster	group	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score	cluster_width	hpi	cell_line	Time	TC.start	TC.end	consensus_peak	min_peak	max_peak	mean_shape	min_shape	max_shape	support	score	hpi_samples	cell_lines	peak_shift	TC.width
2	PC_12_1.5h	LT934125.1	2273	2275	+	2273	28241.335044	23106.546855	2273	2275	3	1.3179653430031	3	1.5h	PC_12	1.5	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PC_12_12h	LT934125.1	2266	2275	+	2273	10250.763599	7025.925856	2272	2275	4	1.92826701240046	10	12h	PC_12	12	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PC_12_1h	LT934125.1	2266	2275	+	2273	27439.02439	14481.707317	2271	2275	5	3.37734538650487	10	1h	PC_12	1	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PC_12_2.5h	LT934125.1	2268	2275	+	2273	25839.79328	18087.855297	2273	2275	3	1.21123548567091	8	2.5h	PC_12	2.5	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PC_12_2h	LT934125.1	2266	2275	+	2273	26143.790847	18039.215686	2272	2275	4	1.84366785816134	10	2h	PC_12	2	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PC_12_4h	LT934125.1	2266	2275	+	2273	23678.385752	16368.97102	2272	2275	4	1.81532209411409	10	4h	PC_12	4	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PC_12_6h	LT934125.1	2266	2275	+	2273	21677.578056	14579.836778	2271	2275	5	2.98840334270072	10	6h	PC_12	6	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PC_12_8h	LT934125.1	2266	2275	+	2273	15795.007771	11074.79199	2272	2275	4	1.90564890489342	10	8h	PC_12	8	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PK_15_12h	LT934125.1	2266	2275	+	2273	4992.759419	3546.186884	2271	2275	5	2.70654801487798	10	12h	PK_15	12	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PK_15_1h	LT934125.1	2269	2275	+	2273	11227.54491	5988.023952	2271	2275	5	3.73964455027798	7	1h	PK_15	1	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PK_15_2h	LT934125.1	2266	2275	+	2273	25301.509658	17542.380029	2271	2275	5	2.76844490415879	10	2h	PK_15	2	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PK_15_4h	LT934125.1	2266	2275	+	2273	18941.2841	13078.010645	2271	2275	5	2.73176501922966	10	4h	PK_15	4	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PK_15_6h	LT934125.1	2263	2275	+	2273	12441.577913	8577.796336	2271	2275	5	2.73889517846468	13	6h	PK_15	6	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
2	PK_15_8h	LT934125.1	2266	2275	+	2273	7543.197528	5320.648256	2271	2275	5	2.68016858586653	10	8h	PK_15	8	2259	2275	2273	2272	2273	0.743340428785194	0.743340428785194	3.73964455027798	23	469991.551327	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	1
3	C6_6h	LT934125.1	7254	7254	+	7254	54.540496	54.540496	7254	7254	1	0	1	6h	C6	6	7254	7254	7254	7254	7254	0	0	0	1	54.540496	6h	C6	0	0
4	C6_12h	LT934125.1	8518	8526	+	8523	1760.430491	1083.52914	8519	8526	8	4.88686440197069	9	12h	C6	12	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	C6_1h	LT934125.1	8518	8526	+	8523	2609.262884	1304.631442	8518	8526	9	4.75488750216347	9	1h	C6	1	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	C6_2h	LT934125.1	8519	8526	+	8523	5592.272497	4067.10727	8520	8523	4	1.0065166698427	8	2h	C6	2	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	C6_4h	LT934125.1	8519	8526	+	8523	3403.289846	2552.467385	8520	8523	4	0.937991186731476	8	4h	C6	4	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	C6_6h	LT934125.1	8509	8526	+	8523	4254.158713	2836.105809	8519	8526	8	4.56836845740617	18	6h	C6	6	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	C6_8h	LT934125.1	8518	8526	+	8523	3489.634808	2135.266054	8519	8526	8	4.79457979360361	9	8h	C6	8	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	NRK_2h	LT934125.1	8520	8523	+	8523	4901.960784	3267.973856	8520	8523	4	2.50325833477565	4	2h	NRK	2	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PC_12_1.5h	LT934125.1	8518	8523	+	8523	5134.788189	2567.394095	8518	8523	6	3.87744375083002	6	1.5h	PC_12	1.5	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PC_12_12h	LT934125.1	8512	8526	+	8523	1612.418871	973.944285	8519	8526	8	5.15642537935024	15	12h	PC_12	12	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PC_12_1h	LT934125.1	8519	8526	+	8523	5335.365854	3048.780488	8519	8526	8	4.99349333760138	8	1h	PC_12	1	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PC_12_2.5h	LT934125.1	8519	8523	+	8523	2153.316106	1291.989664	8519	8523	5	3.1832487012832	5	2.5h	PC_12	2.5	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PC_12_2h	LT934125.1	8519	8526	+	8523	4705.882351	3398.69281	8521	8526	6	2.5281335379181	8	2h	PC_12	2	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PC_12_4h	LT934125.1	8518	8526	+	8523	6125.495445	4117.980131	8519	8526	8	4.42742949642207	9	4h	PC_12	4	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PC_12_6h	LT934125.1	8512	8526	+	8523	4420.073539	2805.785812	8519	8526	8	4.87951669098765	15	6h	PC_12	6	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PC_12_8h	LT934125.1	8518	8526	+	8523	2742.982536	1417.207644	8519	8526	8	5.7977921798273	9	8h	PC_12	8	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PK_15_12h	LT934125.1	8518	8526	+	8523	691.637668	470.869395	8519	8526	8	4.2248775516559	9	12h	PK_15	12	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PK_15_1h	LT934125.1	8523	8523	+	8523	3742.51497	3742.51497	8523	8523	1	0	1	1h	PK_15	1	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PK_15_2h	LT934125.1	8519	8528	+	8523	1855.444043	1012.060386	8520	8526	7	4.5709922116088	10	2h	PK_15	2	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PK_15_4h	LT934125.1	8517	8526	+	8523	6611.776448	3784.09847	8519	8526	8	5.12813884894266	10	4h	PK_15	4	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PK_15_6h	LT934125.1	8512	8526	+	8523	3788.317091	2178.408102	8519	8526	8	5.29872263031505	15	6h	PK_15	6	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
4	PK_15_8h	LT934125.1	8518	8526	+	8523	2449.543641	1653.816125	8519	8526	8	4.4292379609835	9	8h	PK_15	8	8509	8528	8523	8523	8523	0	0	5.7977921798273	21	77380.566775	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	0
5	C6_8h	LT934125.1	9272	9272	+	9272	24.403041	24.403041	9272	9272	1	0	1	8h	C6	8	9272	9279	9277	9272	9279	0	0	2.95568441820438	3	101.2033	8h, 4h, 6h	C6, PK_15	5	7
5	PK_15_4h	LT934125.1	9279	9279	+	9279	41.5835	41.5835	9279	9279	1	0	1	4h	PK_15	4	9272	9279	9277	9272	9279	0	0	2.95568441820438	3	101.2033	8h, 4h, 6h	C6, PK_15	-2	7
5	PK_15_6h	LT934125.1	9272	9279	+	9279	35.216759	20.123862	9272	9279	8	2.95568441820438	8	6h	PK_15	6	9272	9279	9277	9272	9279	0	0	2.95568441820438	3	101.2033	8h, 4h, 6h	C6, PK_15	-2	7
6	PC_12_2h	LT934125.1	9934	9934	+	9934	261.437908	261.437908	9934	9934	1	0	1	2h	PC_12	2	9934	9934	9934	9934	9934	0	0	0	1	261.437908	2h	PC_12	0	0
7	PC_12_4h	LT934125.1	9986	9986	+	9986	51.474752	51.474752	9986	9986	1	0	1	4h	PC_12	4	9986	9986	9986	9986	9986	0	0	0	1	51.474752	4h	PC_12	0	0
8	NRK_2h	LT934125.1	10332	10332	+	10332	816.993464	816.993464	10332	10332	1	0	1	2h	NRK	2	10332	10332	10332	10332	10332	0	0	0	1	816.993464	2h	NRK	0	0
9	C6_12h	LT934125.1	10412	10431	+	10426	40816.177455	29678.958838	10425	10430	6	1.94104132218837	20	12h	C6	12	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	C6_1h	LT934125.1	10417	10431	+	10426	35877.364645	22831.050228	10424	10431	8	4.66718998580948	15	1h	C6	1	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	C6_2h	LT934125.1	10420	10431	+	10426	41179.461108	31011.692933	10425	10429	5	1.23677972418411	12	2h	C6	2	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	C6_4h	LT934125.1	10420	10431	+	10426	27509.92626	21270.561543	10426	10431	6	2.27279118232668	12	4h	C6	4	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	C6_6h	LT934125.1	10414	10431	+	10426	32069.811835	23397.872921	10425	10430	6	1.95715657104581	18	6h	C6	6	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	C6_8h	LT934125.1	10417	10431	+	10426	35713.849945	26257.671706	10425	10430	6	1.91758275441025	15	8h	C6	8	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	NRK_1h	LT934125.1	10424	10426	+	10426	21052.631579	15789.473684	10424	10426	3	1.28584540495295	3	1h	NRK	1	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	NRK_2h	LT934125.1	10421	10431	+	10426	22058.823529	14705.882353	10423	10429	7	3.2935491208164	11	2h	NRK	2	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PC_12_0.5h	LT934125.1	10421	10431	+	10421	33333.333334	16666.666667	10421	10431	11	3.4594316186373	11	0.5h	PC_12	0.5	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	5	5
9	PC_12_1.5h	LT934125.1	10424	10431	+	10426	24390.243902	17971.758665	10424	10431	8	3.26096310692279	8	1.5h	PC_12	1.5	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PC_12_12h	LT934125.1	10412	10431	+	10426	45707.746374	32329.53946	10424	10430	7	3.25513363272393	20	12h	PC_12	12	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PC_12_1h	LT934125.1	10423	10431	+	10426	23628.048781	15243.902439	10425	10430	6	2.88501533102111	9	1h	PC_12	1	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PC_12_2.5h	LT934125.1	10419	10431	+	10426	36175.710593	22825.150732	10424	10431	8	5.00570661567399	13	2.5h	PC_12	2.5	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PC_12_2h	LT934125.1	10414	10431	+	10426	25620.915029	18300.653595	10424	10430	7	2.89898202909048	18	2h	PC_12	2	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PC_12_4h	LT934125.1	10412	10431	+	10426	34899.881609	25737.375817	10425	10430	6	2.01581000646959	20	4h	PC_12	4	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PC_12_6h	LT934125.1	10414	10431	+	10426	34950.61048	25482.684842	10425	10430	6	2.08627414483896	18	6h	PC_12	6	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PC_12_8h	LT934125.1	10412	10431	+	10426	38973.210204	27944.134589	10425	10430	6	2.11838814579045	20	8h	PC_12	8	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PK_15_12h	LT934125.1	10412	10431	+	10426	56505.8712	37757.550121	10425	10431	7	3.89907602750032	20	12h	PK_15	12	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PK_15_1h	LT934125.1	10420	10431	+	10426	14970.05988	5239.520958	10424	10431	8	6.99540802087286	12	1h	PK_15	1	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PK_15_2h	LT934125.1	10417	10431	+	10426	42928.228052	25132.832926	10424	10431	8	5.69969774992586	15	2h	PK_15	2	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PK_15_4h	LT934125.1	10412	10431	+	10426	40710.246177	26176.813041	10425	10431	7	4.38146467699737	20	4h	PK_15	4	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PK_15_6h	LT934125.1	10412	10431	+	10426	34150.194446	22533.694892	10425	10431	7	3.97991368376718	20	6h	PK_15	6	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
9	PK_15_8h	LT934125.1	10413	10431	+	10426	38816.037276	26226.580292	10425	10431	7	3.87133612494645	19	8h	PK_15	8	10412	10431	10426	10421	10426	1.23677972418411	1.23677972418411	6.99540802087286	23	782038.383693	12h, 1h, 2h, 4h, 6h, 8h, 0.5h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	0	5
10	C6_12h	LT934125.1	11996	11996	+	11996	19.479176	19.479176	11996	11996	1	0	1	12h	C6	12	11996	12012	12001	11996	12008	0	0	8.67836846429158	9	565.806258	12h, 6h, 4h, 8h	C6, PC_12, PK_15	5	12
10	C6_6h	LT934125.1	12005	12005	+	12005	54.540496	54.540496	12005	12005	1	0	1	6h	C6	6	11996	12012	12001	11996	12008	0	0	8.67836846429158	9	565.806258	12h, 6h, 4h, 8h	C6, PC_12, PK_15	-4	12
10	PC_12_12h	LT934125.1	11996	12005	+	11996	35.17021	21.643206	11996	12005	10	3.19315889291627	10	12h	PC_12	12	11996	12012	12001	11996	12008	0	0	8.67836846429158	9	565.806258	12h, 6h, 4h, 8h	C6, PC_12, PK_15	5	12
10	PC_12_4h	LT934125.1	12002	12002	+	12002	51.474752	51.474752	12002	12002	1	0	1	4h	PC_12	4	11996	12012	12001	11996	12008	0	0	8.67836846429158	9	565.806258	12h, 6h, 4h, 8h	C6, PC_12, PK_15	-1	12
10	PC_12_6h	LT934125.1	12008	12008	+	12008	38.435422	38.435422	12008	12008	1	0	1	6h	PC_12	6	11996	12012	12001	11996	12008	0	0	8.67836846429158	9	565.806258	12h, 6h, 4h, 8h	C6, PC_12, PK_15	-7	12
10	PK_15_12h	LT934125.1	11996	12012	+	12005	148.208072	57.121861	11996	12012	17	8.67836846429158	17	12h	PK_15	12	11996	12012	12001	11996	12008	0	0	8.67836846429158	9	565.806258	12h, 6h, 4h, 8h	C6, PC_12, PK_15	-4	12
10	PK_15_4h	LT934125.1	11996	11999	+	11996	83.167	41.5835	11996	11999	4	2	4	4h	PK_15	4	11996	12012	12001	11996	12008	0	0	8.67836846429158	9	565.806258	12h, 6h, 4h, 8h	C6, PC_12, PK_15	5	12
10	PK_15_6h	LT934125.1	11996	12012	+	11996	75.464483	20.123862	11996	12012	17	8.13363453207714	17	6h	PK_15	6	11996	12012	12001	11996	12008	0	0	8.67836846429158	9	565.806258	12h, 6h, 4h, 8h	C6, PC_12, PK_15	5	12
10	PK_15_8h	LT934125.1	11996	12012	+	12008	59.866647	27.43888	11996	12012	17	6.27154628127096	17	8h	PK_15	8	11996	12012	12001	11996	12008	0	0	8.67836846429158	9	565.806258	12h, 6h, 4h, 8h	C6, PC_12, PK_15	-7	12
11	C6_12h	LT934125.1	12081	12092	+	12086	60.872424	31.65366	12081	12092	12	5.26696434066636	12	12h	C6	12	12077	12092	12085	12077	12087	0	0	7.9238883329054	10	838.873126	12h, 6h, 4h, 8h	C6, PC_12, PK_15	-1	10
11	C6_6h	LT934125.1	12077	12086	+	12077	109.080992	54.540496	12077	12086	10	3.32192809488736	10	6h	C6	6	12077	12092	12085	12077	12087	0	0	7.9238883329054	10	838.873126	12h, 6h, 4h, 8h	C6, PC_12, PK_15	8	10
