group	enhancer	cluster.m	cluster.p	chr	dominant_tss.m	dominant_tss.p	tags.m	tags.p	D	hpi	cell_line	Time
C6_6h	58	1982	729	LT934125.1	80491	80543	86.244071	86.244071	0	6h	C6	6
C6_6h	59	2006	750	LT934125.1	82750	82790	86.244071	86.244071	0	6h	C6	6
C6_6h	60	2014	757	LT934125.1	83954	83980	86.244071	86.244071	0	6h	C6	6
C6_6h	61	2052	795	LT934125.1	87985	88068	86.244071	86.244071	0	6h	C6	6
C6_6h	65	2160	882	LT934125.1	96776	96948	86.244071	86.244071	0	6h	C6	6
C6_6h	66	2174	894	LT934125.1	98596	98712	86.244071	86.244071	0	6h	C6	6
C6_6h	67	2252	955	LT934125.1	106673	106853	86.244071	86.244071	0	6h	C6	6
C6_6h	70	2317	1027	LT934125.1	116570	116622	86.244071	689.952567	0.777777777491482	6h	C6	6
C6_6h	73	2342	1059	LT934125.1	119499	119500	86.244071	86.244071	0	6h	C6	6
C6_6h	74	2346	1065	LT934125.1	119910	119913	344.976283	86.244071	-0.5999999990724	6h	C6	6
C6_6h	75	2347	1067	LT934125.1	119990	120017	86.244071	86.244071	0	6h	C6	6
C6_6h	81	2404	1151	LT934125.1	127095	127147	258.732212	86.244071	-0.499999998550625	6h	C6	6
C6_6h	84	2477	1214	LT934125.1	136864	137044	86.244071	86.244071	0	6h	C6	6
C6_8h	12	1372	120	LT934125.1	12921	13035	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	15	1388	153	LT934125.1	15834	15954	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	16	1410	166	LT934125.1	18857	18929	32.2841	32.2841	0	8h	C6	8
C6_8h	19	1485	184	LT934125.1	24411	24413	32.2841	32.2841	0	8h	C6	8
C6_8h	32	1570	272	LT934125.1	33182	33300	32.2841	32.2841	0	8h	C6	8
C6_8h	33	1575	276	LT934125.1	33533	33584	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	34	1578	279	LT934125.1	33803	33831	96.8523	32.2841	-0.5	8h	C6	8
C6_8h	35	1617	304	LT934125.1	40960	41095	32.2841	32.2841	0	8h	C6	8
C6_8h	36	1639	315	LT934125.1	43410	43558	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	41	1678	367	LT934125.1	47263	47311	32.2841	225.9887	0.75	8h	C6	8
C6_8h	44	1689	390	LT934125.1	49141	49196	32.2841	96.8523	0.5	8h	C6	8
C6_8h	45	1691	393	LT934125.1	49465	49501	64.5682	290.5569	0.636363636363636	8h	C6	8
C6_8h	46	1694	399	LT934125.1	50245	50273	32.2841	32.2841	0	8h	C6	8
C6_8h	47	1696	401	LT934125.1	50370	50425	96.8523	32.2841	-0.5	8h	C6	8
C6_8h	48	1698	403	LT934125.1	50492	50513	129.1364	32.2841	-0.6	8h	C6	8
C6_8h	51	1711	420	LT934125.1	51809	51845	64.5682	96.8523	0.2	8h	C6	8
C6_8h	52	1713	421	LT934125.1	51947	51957	32.2841	32.2841	0	8h	C6	8
C6_8h	54	1722	433	LT934125.1	52992	53060	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	58	1733	447	LT934125.1	54398	54402	32.2841	161.4205	0.666666666666667	8h	C6	8
C6_8h	59	1741	458	LT934125.1	55438	55478	225.9887	96.8523	-0.4	8h	C6	8
C6_8h	69	1805	529	LT934125.1	60843	61003	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	70	1810	539	LT934125.1	61856	62008	32.2841	161.4205	0.666666666666667	8h	C6	8
C6_8h	71	1812	540	LT934125.1	62075	62147	32.2841	32.2841	0	8h	C6	8
C6_8h	72	1878	586	LT934125.1	67724	67775	32.2841	32.2841	0	8h	C6	8
C6_8h	73	1881	592	LT934125.1	68066	68195	32.2841	32.2841	0	8h	C6	8
C6_8h	74	1886	599	LT934125.1	68527	68697	32.2841	32.2841	0	8h	C6	8
C6_8h	75	1888	602	LT934125.1	68898	68936	32.2841	32.2841	0	8h	C6	8
C6_8h	76	1890	607	LT934125.1	69257	69395	64.5682	64.5682	0	8h	C6	8
C6_8h	77	1891	608	LT934125.1	69435	69535	32.2841	32.2841	0	8h	C6	8
C6_8h	78	1895	614	LT934125.1	70004	70012	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	82	1908	633	LT934125.1	71652	71767	32.2841	32.2841	0	8h	C6	8
C6_8h	85	1932	656	LT934125.1	73649	73676	32.2841	32.2841	0	8h	C6	8
C6_8h	86	1933	662	LT934125.1	73787	73982	32.2841	32.2841	0	8h	C6	8
C6_8h	89	1947	681	LT934125.1	75604	75653	32.2841	32.2841	0	8h	C6	8
C6_8h	90	1971	717	LT934125.1	78942	79020	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	94	2018	768	LT934125.1	84623	84645	32.2841	32.2841	0	8h	C6	8
C6_8h	98	2092	850	LT934125.1	92157	92158	32.2841	32.2841	0	8h	C6	8
C6_8h	102	2151	876	LT934125.1	96089	96095	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	103	2152	877	LT934125.1	96194	96197	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	104	2161	881	LT934125.1	96834	96885	129.1364	32.2841	-0.6	8h	C6	8
C6_8h	106	2171	892	LT934125.1	98231	98379	32.2841	32.2841	0	8h	C6	8
C6_8h	107	2173	893	LT934125.1	98400	98452	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	108	2195	919	LT934125.1	102771	102803	32.2841	32.2841	0	8h	C6	8
C6_8h	109	2223	937	LT934125.1	104762	104851	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	110	2227	940	LT934125.1	105044	105170	64.5682	64.5682	0	8h	C6	8
C6_8h	111	2243	949	LT934125.1	106189	106300	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	112	2250	952	LT934125.1	106566	106601	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	116	2276	979	LT934125.1	108456	108584	32.2841	32.2841	0	8h	C6	8
C6_8h	123	2342	1060	LT934125.1	119481	119567	32.2841	96.8523	0.5	8h	C6	8
C6_8h	124	2346	1066	LT934125.1	119910	119941	516.5456	516.5456	0	8h	C6	8
C6_8h	131	2378	1116	LT934125.1	123537	123625	32.2841	32.2841	0	8h	C6	8
C6_8h	133	2401	1146	LT934125.1	126112	126194	129.1364	32.2841	-0.6	8h	C6	8
C6_8h	134	2449	1190	LT934125.1	135094	135261	32.2841	32.2841	0	8h	C6	8
C6_8h	137	2480	1216	LT934125.1	137114	137151	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	138	2483	1224	LT934125.1	137416	137528	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	139	2492	1240	LT934125.1	138545	138665	64.5682	64.5682	0	8h	C6	8
C6_8h	140	2495	1243	LT934125.1	138866	138923	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	141	2513	1271	LT934125.1	140914	140946	32.2841	32.2841	0	8h	C6	8
NRK_12h	12	1741	458	LT934125.1	55439	55478	241.985354	116.511468	-0.349999995257978	12h	NRK	12
NRK_12h	14	1812	540	LT934125.1	62075	62152	80.661785	44.812103	-0.285714283437204	12h	NRK	12
NRK_12h	15	1845	557	LT934125.1	65081	65194	80.661785	17.924841	-0.636363638207884	12h	NRK	12
NRK_12h	16	1890	607	LT934125.1	69254	69378	71.699364	53.774523	-0.142857142857143	12h	NRK	12
NRK_12h	23	2092	853	LT934125.1	92220	92289	26.887262	17.924841	-0.20000000892616	12h	NRK	12
NRK_12h	25	2144	872	LT934125.1	95694	95750	26.887262	17.924841	-0.20000000892616	12h	NRK	12
NRK_12h	28	2173	893	LT934125.1	98397	98464	17.924841	26.887262	0.20000000892616	12h	NRK	12
NRK_12h	29	2224	936	LT934125.1	104796	104822	17.924841	71.699365	0.60000000446308	12h	NRK	12
NRK_12h	31	2313	1021	LT934125.1	115634	115753	125.473888	26.887262	-0.647058820440775	12h	NRK	12
NRK_12h	34	2342	1060	LT934125.1	119499	119567	35.849682	98.586626	0.466666668650258	12h	NRK	12
NRK_12h	41	2411	1155	LT934125.1	127964	128083	26.887262	134.436309	0.666666664600426	12h	NRK	12
NRK_12h	43	2496	1243	LT934125.1	138895	138921	71.699365	17.924841	-0.60000000446308	12h	NRK	12
NRK_2h	1	1640	315	LT934125.1	43473	43527	3236.245955	3236.245955	0	2h	NRK	2
NRK_4h	2	1965	701	LT934125.1	77985	78040	586.85446	1760.56338	0.5	4h	NRK	4
NRK_4h	4	2273	974	LT934125.1	108046	108051	586.85446	586.85446	0	4h	NRK	4
NRK_4h	5	2457	1193	LT934125.1	135666	135671	586.85446	586.85446	0	4h	NRK	4
NRK_6h	2	1407	163	LT934125.1	18557	18572	134.535181	134.535181	0	6h	NRK	6
NRK_6h	7	1732	448	LT934125.1	54372	54475	134.535181	403.605543	0.5	6h	NRK	6
NRK_6h	9	1888	603	LT934125.1	68886	69009	134.535181	134.535181	0	6h	NRK	6
NRK_6h	10	1935	664	LT934125.1	74089	74121	134.535181	134.535181	0	6h	NRK	6
NRK_6h	15	2173	893	LT934125.1	98415	98473	134.535181	134.535181	0	6h	NRK	6
NRK_6h	16	2224	938	LT934125.1	104822	104929	134.535181	134.535181	0	6h	NRK	6
NRK_6h	17	2253	955	LT934125.1	106706	106842	134.535181	134.535181	0	6h	NRK	6
NRK_6h	21	2274	976	LT934125.1	108136	108297	134.535181	403.605543	0.5	6h	NRK	6
NRK_6h	22	2295	998	LT934125.1	111663	111791	134.535181	134.535181	0	6h	NRK	6
NRK_6h	30	2342	1060	LT934125.1	119481	119559	134.535181	269.070362	0.333333333333333	6h	NRK	6
NRK_6h	31	2346	1066	LT934125.1	119907	119941	269.070362	1614.422172	0.714285714285714	6h	NRK	6
NRK_6h	34	2378	1116	LT934125.1	123566	123609	134.535181	134.535181	0	6h	NRK	6
NRK_6h	37	2411	1155	LT934125.1	127949	128047	134.535181	134.535181	0	6h	NRK	6
NRK_6h	38	2430	1171	LT934125.1	131926	132054	134.535181	134.535181	0	6h	NRK	6
NRK_6h	39	2457	1194	LT934125.1	135666	135800	134.535181	134.535181	0	6h	NRK	6
NRK_6h	42	2477	1213	LT934125.1	136875	137011	134.535181	134.535181	0	6h	NRK	6
NRK_6h	43	2494	1243	LT934125.1	138788	138895	134.535181	134.535181	0	6h	NRK	6
NRK_8h	4	1511	207	LT934125.1	26878	26924	81.685999	81.685999	0	8h	NRK	8
NRK_8h	5	1519	229	LT934125.1	28617	28807	490.115994	81.685999	-0.714285714285714	8h	NRK	8
NRK_8h	7	1645	320	LT934125.1	43810	43944	81.685999	81.685999	0	8h	NRK	8
NRK_8h	9	1711	420	LT934125.1	51809	51841	81.685999	81.685999	0	8h	NRK	8
NRK_8h	14	1769	483	LT934125.1	57560	57620	81.685999	81.685999	0	8h	NRK	8
NRK_8h	17	1886	598	LT934125.1	68527	68565	81.685999	245.057997	0.5	8h	NRK	8
NRK_8h	20	1986	733	LT934125.1	81009	81082	408.429995	81.685999	-0.666666666666667	8h	NRK	8
NRK_8h	22	2016	765	LT934125.1	84467	84477	81.685999	163.371998	0.333333333333333	8h	NRK	8
NRK_8h	23	2055	796	LT934125.1	88102	88155	81.685999	163.371998	0.333333333333333	8h	NRK	8
NRK_8h	24	2072	815	LT934125.1	89757	89883	81.685999	490.115994	0.714285714285714	8h	NRK	8
NRK_8h	33	2342	1060	LT934125.1	119499	119567	81.685999	163.371998	0.333333333333333	8h	NRK	8
PC_12_1.5h	1	1574	277	LT934125.1	33505	33612	2212.389381	2212.389381	0	1.5h	PC_12	1.5
PC_12_12h	7	1383	145	LT934125.1	15130	15136	20.476837	34.128062	0.250000004578344	12h	PC_12	12
PC_12_12h	8	1385	149	LT934125.1	15458	15468	136.512248	54.604899	-0.428571430066398	12h	PC_12	12
PC_12_12h	9	1388	152	LT934125.1	15834	15856	382.234296	109.209798	-0.555555558268648	12h	PC_12	12
PC_12_12h	10	1398	159	LT934125.1	17626	17647	20.476837	34.128062	0.250000004578344	12h	PC_12	12
PC_12_12h	15	1591	293	LT934125.1	35221	35251	20.476837	20.476837	0	12h	PC_12	12
PC_12_12h	17	1731	446	LT934125.1	54174	54245	54.604899	20.476837	-0.454545456967058	12h	PC_12	12
PC_12_12h	18	1735	451	LT934125.1	54702	54728	40.953674	184.291535	0.636363639592441	12h	PC_12	12
PC_12_12h	20	1738	453	LT934125.1	54983	55038	40.953675	47.779287	0.076923071721645	12h	PC_12	12
PC_12_12h	21	1741	458	LT934125.1	55438	55480	122.861024	68.256124	-0.285714288704225	12h	PC_12	12
PC_12_12h	26	1812	540	LT934125.1	62075	62152	47.779287	68.256124	0.176470586207516	12h	PC_12	12
PC_12_12h	27	1886	598	LT934125.1	68527	68600	68.256124	47.779287	-0.176470586207516	12h	PC_12	12
PC_12_12h	28	1887	601	LT934125.1	68709	68873	88.732962	40.953674	-0.36842106074831	12h	PC_12	12
PC_12_12h	29	1888	603	LT934125.1	68886	69077	163.814698	34.128062	-0.655172414489926	12h	PC_12	12
PC_12_12h	30	1890	606	LT934125.1	69254	69288	204.768372	34.128062	-0.714285714285714	12h	PC_12	12
PC_12_12h	31	1895	614	LT934125.1	69990	70012	27.30245	68.256124	0.428571422591551	12h	PC_12	12
PC_12_12h	33	1912	635	LT934125.1	71882	71902	156.989087	20.476837	-0.769230773565296	12h	PC_12	12
PC_12_12h	35	2026	788	LT934125.1	86522	86544	20.476837	20.476837	0	12h	PC_12	12
PC_12_12h	36	2077	824	LT934125.1	90326	90381	20.476837	40.953675	0.333333344185704	12h	PC_12	12
PC_12_12h	37	2092	852	LT934125.1	92231	92247	20.476837	27.30245	0.142857154816898	12h	PC_12	12
PC_12_12h	39	2144	872	LT934125.1	95694	95750	184.291536	27.30245	-0.741935482041536	12h	PC_12	12
PC_12_12h	44	2341	1058	LT934125.1	119416	119436	20.476837	40.953675	0.333333344185704	12h	PC_12	12
PC_12_12h	45	2342	1060	LT934125.1	119481	119567	102.384186	61.430512	-0.249999996947771	12h	PC_12	12
PC_12_12h	46	2346	1066	LT934125.1	119910	119941	675.735629	320.803784	-0.356164382833095	12h	PC_12	12
PC_12_12h	50	2367	1100	LT934125.1	122320	122402	27.30245	47.779287	0.272727267884066	12h	PC_12	12
PC_12_1h	1	1578	281	LT934125.1	33876	33986	2227.171492	2227.171492	0	1h	PC_12	1
PC_12_2.5h	2	2342	1061	LT934125.1	119496	119623	740.19245	740.19245	0	2.5h	PC_12	2.5
PC_12_2h	2	1741	458	LT934125.1	55438	55473	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	3	2092	853	LT934125.1	92194	92283	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	4	2215	930	LT934125.1	104235	104310	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	5	2221	935	LT934125.1	104626	104722	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	6	2313	1022	LT934125.1	115685	115841	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	9	2342	1060	LT934125.1	119495	119567	1334.222816	667.111408	-0.333333333333333	2h	PC_12	2
PC_12_2h	12	2410	1155	LT934125.1	127876	128032	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	13	2497	1245	LT934125.1	138995	139091	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	14	2502	1252	LT934125.1	139407	139482	667.111408	667.111408	0	2h	PC_12	2
PC_12_4h	4	1388	152	LT934125.1	15833	15838	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	5	1396	159	LT934125.1	17456	17647	702.670148	100.38145	-0.749999999377375	4h	PC_12	4
PC_12_4h	6	1517	214	LT934125.1	27761	27833	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	12	1643	317	LT934125.1	43729	43746	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	18	1774	488	LT934125.1	57881	58002	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	20	1807	533	LT934125.1	61400	61456	100.38145	200.7629	0.333333333333333	4h	PC_12	4
PC_12_4h	21	1812	540	LT934125.1	62075	62143	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	25	1877	586	LT934125.1	67649	67755	100.38145	200.7629	0.333333333333333	4h	PC_12	4
PC_12_4h	28	1965	701	LT934125.1	77985	78041	100.38145	702.670149	0.749999999688688	4h	PC_12	4
PC_12_4h	29	1975	724	LT934125.1	79609	79622	100.38145	200.762899	0.333333331119556	4h	PC_12	4
PC_12_4h	30	1986	733	LT934125.1	81035	81082	200.7629	100.38145	-0.333333333333333	4h	PC_12	4
PC_12_4h	31	2009	752	LT934125.1	83014	83125	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	32	2093	853	LT934125.1	92261	92292	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	35	2113	863	LT934125.1	93827	93929	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	36	2224	936	LT934125.1	104793	104819	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	37	2251	953	LT934125.1	106609	106657	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	38	2255	955	LT934125.1	106796	106863	100.38145	200.762899	0.333333331119556	4h	PC_12	4
PC_12_4h	42	2341	1059	LT934125.1	119439	119500	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	43	2346	1066	LT934125.1	119910	119938	200.762899	301.144349	0.20000000079696	4h	PC_12	4
PC_12_4h	44	2347	1067	LT934125.1	119988	120022	100.38145	200.7629	0.333333333333333	4h	PC_12	4
PC_12_4h	47	2382	1121	LT934125.1	123859	123953	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	49	2477	1211	LT934125.1	136854	136921	200.762899	100.38145	-0.333333331119556	4h	PC_12	4
PC_12_4h	50	2479	1215	LT934125.1	137060	137108	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	51	2496	1243	LT934125.1	138898	138924	100.38145	100.38145	0	4h	PC_12	4
PC_12_6h	3	1289	25	LT934125.1	3022	3218	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	6	1325	42	LT934125.1	6533	6663	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	14	1368	113	LT934125.1	12372	12425	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	16	1385	149	LT934125.1	15465	15483	79.953094	53.302063	-0.19999999699824	6h	PC_12	6
PC_12_6h	17	1407	163	LT934125.1	18525	18587	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	18	1410	165	LT934125.1	18865	18870	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	21	1457	178	LT934125.1	22661	22683	53.302063	26.651031	-0.333333341671556	6h	PC_12	6
PC_12_6h	23	1504	195	LT934125.1	25961	25993	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	24	1505	198	LT934125.1	26238	26241	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	25	1515	211	LT934125.1	27377	27524	26.651031	79.953093	0.5	6h	PC_12	6
PC_12_6h	28	1534	237	LT934125.1	29996	30010	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	29	1535	238	LT934125.1	30040	30110	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	34	1567	268	LT934125.1	32888	32984	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	35	1568	269	LT934125.1	33065	33084	26.651031	53.302062	0.333333333333333	6h	PC_12	6
PC_12_6h	37	1575	276	LT934125.1	33536	33573	26.651031	106.604124	0.6	6h	PC_12	6
PC_12_6h	38	1578	280	LT934125.1	33797	33890	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	39	1591	293	LT934125.1	35221	35251	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	40	1641	315	LT934125.1	43545	43582	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	41	1646	319	LT934125.1	43849	43881	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	44	1692	395	LT934125.1	49616	49714	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	45	1698	403	LT934125.1	50498	50526	133.255157	26.651031	-0.666666670835778	6h	PC_12	6
PC_12_6h	53	1722	432	LT934125.1	52998	53009	79.953094	26.651031	-0.50000000469025	6h	PC_12	6
PC_12_6h	57	1731	446	LT934125.1	54180	54219	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	59	1736	452	LT934125.1	54855	54935	26.651031	106.604126	0.60000000600352	6h	PC_12	6
PC_12_6h	61	1741	458	LT934125.1	55426	55474	53.302063	79.953094	0.19999999699824	6h	PC_12	6
PC_12_6h	62	1742	460	LT934125.1	55574	55631	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	68	1774	486	LT934125.1	57887	57933	53.302063	26.651031	-0.333333341671556	6h	PC_12	6
PC_12_6h	74	1806	530	LT934125.1	60985	61076	53.302062	159.906187	0.500000002345125	6h	PC_12	6
PC_12_6h	75	1812	539	LT934125.1	62074	62099	79.953094	159.906187	0.333333330553926	6h	PC_12	6
PC_12_6h	76	1842	554	LT934125.1	64944	64954	186.557219	26.651031	-0.750000002345125	6h	PC_12	6
PC_12_6h	77	1845	556	LT934125.1	65075	65082	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	81	1883	594	LT934125.1	68249	68272	26.651031	53.302062	0.333333333333333	6h	PC_12	6
PC_12_6h	82	1884	597	LT934125.1	68325	68366	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	83	1890	606	LT934125.1	69253	69288	79.953094	26.651031	-0.50000000469025	6h	PC_12	6
PC_12_6h	85	1910	633	LT934125.1	71758	71767	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	86	1912	636	LT934125.1	71882	71941	186.557219	26.651031	-0.750000002345125	6h	PC_12	6
PC_12_6h	90	1945	676	LT934125.1	75080	75154	53.302062	53.302062	0	6h	PC_12	6
PC_12_6h	92	1983	730	LT934125.1	80597	80693	106.604125	26.651031	-0.60000000300176	6h	PC_12	6
PC_12_6h	94	2002	748	LT934125.1	82329	82471	79.953094	26.651031	-0.50000000469025	6h	PC_12	6
PC_12_6h	95	2012	753	LT934125.1	83371	83424	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	96	2021	780	LT934125.1	85656	85710	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	99	2052	796	LT934125.1	87980	88162	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	102	2071	813	LT934125.1	89634	89758	26.651031	53.302062	0.333333333333333	6h	PC_12	6
PC_12_6h	103	2075	820	LT934125.1	90043	90128	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	104	2079	828	LT934125.1	90571	90644	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	106	2092	852	LT934125.1	92150	92239	26.651031	26.651031	0	6h	PC_12	6
