group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	cluster_width	hpi	cell_line	Time
C6_dRNA	46	LT934125.1	71528	71546	+	71544	32270.556344	11359.235833	71530	71544	15	19	dRNA	C6	dRNA
C6_dRNA	49	LT934125.1	75647	75652	+	75648	3872.466761	2452.562282	75648	75652	5	6	dRNA	C6	dRNA
C6_dRNA	50	LT934125.1	76786	76786	+	76786	129.082225	129.082225	76786	76786	1	1	dRNA	C6	dRNA
C6_dRNA	51	LT934125.1	79987	79998	+	79996	58990.576996	49051.245643	79993	79996	4	12	dRNA	C6	dRNA
C6_dRNA	53	LT934125.1	86161	86168	+	86167	4388.795662	3743.384536	86164	86167	4	8	dRNA	C6	dRNA
C6_dRNA	55	LT934125.1	92051	92059	+	92059	5421.453465	4517.877888	92052	92059	8	9	dRNA	C6	dRNA
C6_dRNA	56	LT934125.1	95020	95020	+	95020	129.082225	129.082225	95020	95020	1	1	dRNA	C6	dRNA
C6_dRNA	60	LT934125.1	102587	102587	+	102587	129.082225	129.082225	102587	102587	1	1	dRNA	C6	dRNA
C6_dRNA	62	LT934125.1	107989	107989	+	107989	129.082225	129.082225	107989	107989	1	1	dRNA	C6	dRNA
C6_dRNA	63	LT934125.1	108031	108031	+	108031	129.082225	129.082225	108031	108031	1	1	dRNA	C6	dRNA
C6_dRNA	64	LT934125.1	108071	108071	+	108071	258.164451	258.164451	108071	108071	1	1	dRNA	C6	dRNA
C6_dRNA	66	LT934125.1	108229	108231	+	108229	258.16445	129.082225	108229	108231	3	3	dRNA	C6	dRNA
C6_dRNA	69	LT934125.1	108816	108830	+	108829	6970.440169	5937.782367	108828	108829	2	15	dRNA	C6	dRNA
C6_dRNA	70	LT934125.1	109987	109987	+	109987	129.082225	129.082225	109987	109987	1	1	dRNA	C6	dRNA
C6_dRNA	72	LT934125.1	115213	115213	+	115213	129.082225	129.082225	115213	115213	1	1	dRNA	C6	dRNA
C6_dRNA	73	LT934125.1	115310	115310	+	115310	129.082225	129.082225	115310	115310	1	1	dRNA	C6	dRNA
C6_dRNA	74	LT934125.1	115376	115376	+	115376	129.082225	129.082225	115376	115376	1	1	dRNA	C6	dRNA
C6_dRNA	75	LT934125.1	115664	115664	+	115664	129.082225	129.082225	115664	115664	1	1	dRNA	C6	dRNA
C6_dRNA	76	LT934125.1	115887	115887	+	115887	129.082225	129.082225	115887	115887	1	1	dRNA	C6	dRNA
C6_dRNA	77	LT934125.1	115935	115935	+	115935	129.082225	129.082225	115935	115935	1	1	dRNA	C6	dRNA
C6_dRNA	79	LT934125.1	116164	116164	+	116164	129.082225	129.082225	116164	116164	1	1	dRNA	C6	dRNA
C6_dRNA	81	LT934125.1	116372	116372	+	116372	129.082225	129.082225	116372	116372	1	1	dRNA	C6	dRNA
C6_dRNA	82	LT934125.1	116914	116914	+	116914	129.082225	129.082225	116914	116914	1	1	dRNA	C6	dRNA
C6_dRNA	83	LT934125.1	116957	116962	+	116962	1419.904478	1161.740028	116960	116962	3	6	dRNA	C6	dRNA
C6_dRNA	84	LT934125.1	118933	118933	+	118933	129.082225	129.082225	118933	118933	1	1	dRNA	C6	dRNA
C6_dRNA	85	LT934125.1	120469	120477	+	120477	53181.876855	40015.489867	120472	120477	6	9	dRNA	C6	dRNA
C6_dRNA	86	LT934125.1	120563	120563	+	120563	129.082225	129.082225	120563	120563	1	1	dRNA	C6	dRNA
C6_dRNA	87	LT934125.1	122905	122916	+	122912	18975.087131	8648.5091	122908	122915	8	12	dRNA	C6	dRNA
C6_dRNA	88	LT934125.1	123070	123070	+	123070	129.082225	129.082225	123070	123070	1	1	dRNA	C6	dRNA
C6_dRNA	89	LT934125.1	125225	125235	+	125230	9681.166903	8132.180199	125230	125230	1	11	dRNA	C6	dRNA
C6_dRNA	91	LT934125.1	126139	126151	+	126151	49696.65677	44404.28553	126148	126151	4	13	dRNA	C6	dRNA
C6_dRNA	92	LT934125.1	126462	126467	+	126462	258.16445	129.082225	126462	126467	6	6	dRNA	C6	dRNA
C6_dRNA	93	LT934125.1	126512	126512	+	126512	129.082225	129.082225	126512	126512	1	1	dRNA	C6	dRNA
C6_dRNA	95	LT934125.1	132111	132111	+	132111	129.082225	129.082225	132111	132111	1	1	dRNA	C6	dRNA
C6_dRNA	96	LT934125.1	132364	132364	+	132364	129.082225	129.082225	132364	132364	1	1	dRNA	C6	dRNA
C6_dRNA	99	LT934125.1	139091	139091	+	139091	129.082225	129.082225	139091	139091	1	1	dRNA	C6	dRNA
C6_dRNA	100	LT934125.1	141348	141359	+	141356	4517.877888	2581.644508	141350	141359	10	12	dRNA	C6	dRNA
C6_dRNA	101	LT934125.1	1399	1399	-	1399	129.082225	129.082225	1399	1399	1	1	dRNA	C6	dRNA
C6_dRNA	102	LT934125.1	2778	2781	-	2778	13166.386988	12133.729185	2778	2778	1	4	dRNA	C6	dRNA
C6_dRNA	103	LT934125.1	2922	2922	-	2922	129.082225	129.082225	2922	2922	1	1	dRNA	C6	dRNA
C6_dRNA	104	LT934125.1	3494	3494	-	3494	129.082225	129.082225	3494	3494	1	1	dRNA	C6	dRNA
C6_dRNA	105	LT934125.1	8486	8497	-	8487	5163.289015	4388.795663	8487	8487	1	12	dRNA	C6	dRNA
C6_dRNA	106	LT934125.1	10815	10815	-	10815	129.082225	129.082225	10815	10815	1	1	dRNA	C6	dRNA
C6_dRNA	109	LT934125.1	16581	16593	-	16581	34723.118626	24912.869498	16581	16583	3	13	dRNA	C6	dRNA
C6_dRNA	110	LT934125.1	21475	21481	-	21477	9164.838002	5808.700142	21475	21477	3	7	dRNA	C6	dRNA
C6_dRNA	111	LT934125.1	22955	22955	-	22955	129.082225	129.082225	22955	22955	1	1	dRNA	C6	dRNA
C6_dRNA	112	LT934125.1	23481	23481	-	23481	129.082225	129.082225	23481	23481	1	1	dRNA	C6	dRNA
C6_dRNA	114	LT934125.1	28071	28071	-	28071	129.082225	129.082225	28071	28071	1	1	dRNA	C6	dRNA
C6_dRNA	115	LT934125.1	28425	28433	-	28429	39111.91429	26461.856202	28427	28430	4	9	dRNA	C6	dRNA
C6_dRNA	116	LT934125.1	29691	29691	-	29691	129.082225	129.082225	29691	29691	1	1	dRNA	C6	dRNA
C6_dRNA	117	LT934125.1	32686	32694	-	32686	16264.360398	15102.620369	32686	32686	1	9	dRNA	C6	dRNA
C6_dRNA	119	LT934125.1	39552	39552	-	39552	129.082225	129.082225	39552	39552	1	1	dRNA	C6	dRNA
C6_dRNA	120	LT934125.1	41145	41145	-	41145	129.082225	129.082225	41145	41145	1	1	dRNA	C6	dRNA
C6_dRNA	121	LT934125.1	41959	41959	-	41959	129.082225	129.082225	41959	41959	1	1	dRNA	C6	dRNA
C6_dRNA	122	LT934125.1	41999	42012	-	42007	12391.893636	4776.042339	42005	42008	4	14	dRNA	C6	dRNA
C6_dRNA	128	LT934125.1	50029	50030	-	50030	387.246676	258.164451	50029	50030	2	2	dRNA	C6	dRNA
C6_dRNA	129	LT934125.1	51863	51863	-	51863	129.082225	129.082225	51863	51863	1	1	dRNA	C6	dRNA
C6_dRNA	130	LT934125.1	52027	52027	-	52027	129.082225	129.082225	52027	52027	1	1	dRNA	C6	dRNA
C6_dRNA	131	LT934125.1	55268	55279	-	55270	68671.743901	56667.096941	55270	55273	4	12	dRNA	C6	dRNA
C6_dRNA	132	LT934125.1	57879	57879	-	57879	129.082225	129.082225	57879	57879	1	1	dRNA	C6	dRNA
C6_dRNA	134	LT934125.1	60419	60419	-	60419	129.082225	129.082225	60419	60419	1	1	dRNA	C6	dRNA
C6_dRNA	135	LT934125.1	60884	60884	-	60884	129.082225	129.082225	60884	60884	1	1	dRNA	C6	dRNA
C6_dRNA	137	LT934125.1	63152	63174	-	63161	87001.419904	52794.630179	63153	63161	9	23	dRNA	C6	dRNA
C6_dRNA	138	LT934125.1	63303	63303	-	63303	129.082225	129.082225	63303	63303	1	1	dRNA	C6	dRNA
C6_dRNA	140	LT934125.1	64133	64151	-	64138	13037.304762	6195.946818	64133	64144	12	19	dRNA	C6	dRNA
C6_dRNA	142	LT934125.1	64801	64801	-	64801	129.082225	129.082225	64801	64801	1	1	dRNA	C6	dRNA
C6_dRNA	143	LT934125.1	71546	71555	-	71549	3097.973408	1936.233381	71546	71554	9	10	dRNA	C6	dRNA
C6_dRNA	145	LT934125.1	75652	75652	-	75652	258.164451	258.164451	75652	75652	1	1	dRNA	C6	dRNA
C6_dRNA	147	LT934125.1	78736	78736	-	78736	129.082225	129.082225	78736	78736	1	1	dRNA	C6	dRNA
C6_dRNA	148	LT934125.1	80352	80363	-	80352	52536.465728	46727.765587	80352	80354	3	12	dRNA	C6	dRNA
C6_dRNA	149	LT934125.1	80661	80661	-	80661	129.082225	129.082225	80661	80661	1	1	dRNA	C6	dRNA
C6_dRNA	150	LT934125.1	86124	86145	-	86130	11230.153607	10197.495805	86130	86130	1	22	dRNA	C6	dRNA
C6_dRNA	153	LT934125.1	90287	90287	-	90287	129.082225	129.082225	90287	90287	1	1	dRNA	C6	dRNA
C6_dRNA	155	LT934125.1	92017	92017	-	92017	129.082225	129.082225	92017	92017	1	1	dRNA	C6	dRNA
C6_dRNA	156	LT934125.1	92054	92080	-	92069	16651.607071	7099.522396	92067	92072	6	27	dRNA	C6	dRNA
C6_dRNA	157	LT934125.1	92926	92926	-	92926	129.082225	129.082225	92926	92926	1	1	dRNA	C6	dRNA
C6_dRNA	158	LT934125.1	93604	93604	-	93604	129.082225	129.082225	93604	93604	1	1	dRNA	C6	dRNA
C6_dRNA	159	LT934125.1	93772	93772	-	93772	129.082225	129.082225	93772	93772	1	1	dRNA	C6	dRNA
C6_dRNA	160	LT934125.1	95886	95898	-	95892	9164.838002	1807.151155	95889	95898	10	13	dRNA	C6	dRNA
C6_dRNA	161	LT934125.1	96807	96807	-	96807	129.082225	129.082225	96807	96807	1	1	dRNA	C6	dRNA
C6_dRNA	162	LT934125.1	98783	98783	-	98783	129.082225	129.082225	98783	98783	1	1	dRNA	C6	dRNA
C6_dRNA	163	LT934125.1	102357	102369	-	102361	4646.960113	2581.644508	102358	102367	10	13	dRNA	C6	dRNA
C6_dRNA	164	LT934125.1	104626	104626	-	104626	129.082225	129.082225	104626	104626	1	1	dRNA	C6	dRNA
C6_dRNA	167	LT934125.1	111353	111353	-	111353	129.082225	129.082225	111353	111353	1	1	dRNA	C6	dRNA
C6_dRNA	168	LT934125.1	111606	111606	-	111606	129.082225	129.082225	111606	111606	1	1	dRNA	C6	dRNA
C6_dRNA	170	LT934125.1	117251	117258	-	117251	387.246675	129.082225	117251	117258	8	8	dRNA	C6	dRNA
C6_dRNA	171	LT934125.1	122916	122916	-	122916	129.082225	129.082225	122916	122916	1	1	dRNA	C6	dRNA
C6_dRNA	173	LT934125.1	124844	124844	-	124844	129.082225	129.082225	124844	124844	1	1	dRNA	C6	dRNA
C6_dRNA	174	LT934125.1	126753	126758	-	126753	1419.904478	1161.740028	126753	126755	3	6	dRNA	C6	dRNA
C6_dRNA	175	LT934125.1	126801	126801	-	126801	129.082225	129.082225	126801	126801	1	1	dRNA	C6	dRNA
C6_dRNA	176	LT934125.1	127345	127345	-	127345	129.082225	129.082225	127345	127345	1	1	dRNA	C6	dRNA
C6_dRNA	178	LT934125.1	127526	127526	-	127526	129.082225	129.082225	127526	127526	1	1	dRNA	C6	dRNA
C6_dRNA	181	LT934125.1	127782	127782	-	127782	129.082225	129.082225	127782	127782	1	1	dRNA	C6	dRNA
C6_dRNA	182	LT934125.1	127830	127830	-	127830	129.082225	129.082225	127830	127830	1	1	dRNA	C6	dRNA
C6_dRNA	183	LT934125.1	128036	128036	-	128036	129.082225	129.082225	128036	128036	1	1	dRNA	C6	dRNA
C6_dRNA	184	LT934125.1	128341	128341	-	128341	129.082225	129.082225	128341	128341	1	1	dRNA	C6	dRNA
C6_dRNA	185	LT934125.1	128407	128407	-	128407	129.082225	129.082225	128407	128407	1	1	dRNA	C6	dRNA
C6_dRNA	186	LT934125.1	128504	128504	-	128504	129.082225	129.082225	128504	128504	1	1	dRNA	C6	dRNA
C6_dRNA	188	LT934125.1	133730	133730	-	133730	129.082225	129.082225	133730	133730	1	1	dRNA	C6	dRNA
C6_dRNA	189	LT934125.1	134887	134901	-	134888	6970.440169	5937.782367	134888	134889	2	15	dRNA	C6	dRNA
C6_dRNA	192	LT934125.1	135464	135470	-	135464	258.16445	129.082225	135464	135470	7	7	dRNA	C6	dRNA
C6_dRNA	194	LT934125.1	135616	135630	-	135630	387.246676	258.164451	135616	135630	15	15	dRNA	C6	dRNA
C6_dRNA	195	LT934125.1	135686	135686	-	135686	129.082225	129.082225	135686	135686	1	1	dRNA	C6	dRNA
C6_dRNA	196	LT934125.1	135728	135728	-	135728	129.082225	129.082225	135728	135728	1	1	dRNA	C6	dRNA
C6_dRNA	198	LT934125.1	141130	141130	-	141130	129.082225	129.082225	141130	141130	1	1	dRNA	C6	dRNA
PC_12_dRNA	1	LT934125.1	2266	2275	+	2273	15511.033144	10109.869818	2271	2275	5	10	dRNA	PC_12	dRNA
PC_12_dRNA	2	LT934125.1	8518	8526	+	8519	2031.206722	969.439572	8519	8526	8	9	dRNA	PC_12	dRNA
PC_12_dRNA	3	LT934125.1	8666	8666	+	8666	46.163789	46.163789	8666	8666	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	4	LT934125.1	10416	10431	+	10426	56827.624411	47641.030376	10426	10429	4	16	dRNA	PC_12	dRNA
PC_12_dRNA	6	LT934125.1	12517	12517	+	12517	46.163789	46.163789	12517	12517	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	7	LT934125.1	12765	12765	+	12765	46.163789	46.163789	12765	12765	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	12	LT934125.1	15630	15630	+	15630	46.163789	46.163789	15630	15630	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	13	LT934125.1	16209	16226	+	16224	56735.296831	51518.788662	16224	16224	1	18	dRNA	PC_12	dRNA
PC_12_dRNA	14	LT934125.1	18834	18834	+	18834	46.163789	46.163789	18834	18834	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	17	LT934125.1	28629	28632	+	28632	969.439571	877.111993	28632	28632	1	4	dRNA	PC_12	dRNA
PC_12_dRNA	18	LT934125.1	32402	32415	+	32415	80094.174129	69661.157788	32414	32415	2	14	dRNA	PC_12	dRNA
PC_12_dRNA	19	LT934125.1	32704	32704	+	32704	46.163789	46.163789	32704	32704	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	21	LT934125.1	46035	46038	+	46038	12002.585172	10294.524975	46036	46038	3	4	dRNA	PC_12	dRNA
PC_12_dRNA	28	LT934125.1	49334	49334	+	49334	46.163789	46.163789	49334	49334	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	29	LT934125.1	49640	49647	+	49647	35776.936571	32868.617856	49647	49647	1	8	dRNA	PC_12	dRNA
PC_12_dRNA	30	LT934125.1	52422	52439	+	52435	12187.240326	5908.965008	52430	52439	10	18	dRNA	PC_12	dRNA
PC_12_dRNA	31	LT934125.1	53590	53604	+	53594	10940.81802	3508.447973	53594	53604	11	15	dRNA	PC_12	dRNA
PC_12_dRNA	32	LT934125.1	53765	53765	+	53765	46.163789	46.163789	53765	53765	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	35	LT934125.1	54725	54725	+	54725	46.163789	46.163789	54725	54725	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	36	LT934125.1	55147	55161	+	55161	26451.851167	25159.265072	55161	55161	1	15	dRNA	PC_12	dRNA
PC_12_dRNA	37	LT934125.1	55270	55279	+	55271	230.818945	92.327578	55270	55279	10	10	dRNA	PC_12	dRNA
PC_12_dRNA	38	LT934125.1	55666	55666	+	55666	46.163789	46.163789	55666	55666	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	39	LT934125.1	60245	60254	+	60251	11079.309388	9001.938879	60250	60251	2	10	dRNA	PC_12	dRNA
PC_12_dRNA	40	LT934125.1	62333	62341	+	62340	14356.938417	9925.214662	62338	62340	3	9	dRNA	PC_12	dRNA
PC_12_dRNA	43	LT934125.1	66028	66028	+	66028	46.163789	46.163789	66028	66028	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	44	LT934125.1	70515	70521	+	70521	24882.282337	23728.18761	70521	70521	1	7	dRNA	PC_12	dRNA
PC_12_dRNA	46	LT934125.1	71519	71544	+	71544	30421.937032	9509.74056	71530	71544	15	26	dRNA	PC_12	dRNA
PC_12_dRNA	47	LT934125.1	74218	74218	+	74218	46.163789	46.163789	74218	74218	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	48	LT934125.1	74593	74593	+	74593	46.163789	46.163789	74593	74593	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	49	LT934125.1	75644	75652	+	75648	1800.387775	1107.930939	75648	75651	4	9	dRNA	PC_12	dRNA
PC_12_dRNA	51	LT934125.1	79974	79997	+	79996	41547.410211	35499.953836	79993	79996	4	24	dRNA	PC_12	dRNA
PC_12_dRNA	52	LT934125.1	84254	84254	+	84254	46.163789	46.163789	84254	84254	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	53	LT934125.1	86161	86168	+	86167	4754.870279	3693.10313	86164	86167	4	8	dRNA	PC_12	dRNA
PC_12_dRNA	54	LT934125.1	91559	91559	+	91559	92.327578	92.327578	91559	91559	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	55	LT934125.1	92045	92059	+	92059	4062.413442	3231.465239	92052	92059	8	15	dRNA	PC_12	dRNA
PC_12_dRNA	57	LT934125.1	96246	96246	+	96246	46.163789	46.163789	96246	96246	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	58	LT934125.1	98936	98936	+	98936	46.163789	46.163789	98936	98936	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	59	LT934125.1	102393	102393	+	102393	46.163789	46.163789	102393	102393	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	60	LT934125.1	102607	102607	+	102607	46.163789	46.163789	102607	102607	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	61	LT934125.1	104579	104579	+	104579	46.163789	46.163789	104579	104579	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	64	LT934125.1	108068	108068	+	108068	92.327578	92.327578	108068	108068	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	65	LT934125.1	108120	108120	+	108120	46.163789	46.163789	108120	108120	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	66	LT934125.1	108231	108233	+	108231	92.327578	46.163789	108231	108233	3	3	dRNA	PC_12	dRNA
PC_12_dRNA	67	LT934125.1	108614	108614	+	108614	92.327578	92.327578	108614	108614	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	68	LT934125.1	108747	108747	+	108747	46.163789	46.163789	108747	108747	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	69	LT934125.1	108816	108830	+	108829	10940.818022	9001.938879	108828	108829	2	15	dRNA	PC_12	dRNA
PC_12_dRNA	71	LT934125.1	111965	111965	+	111965	46.163789	46.163789	111965	111965	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	74	LT934125.1	115367	115367	+	115367	46.163789	46.163789	115367	115367	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	78	LT934125.1	115989	115989	+	115989	46.163789	46.163789	115989	115989	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	79	LT934125.1	116148	116148	+	116148	46.163789	46.163789	116148	116148	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	80	LT934125.1	116221	116221	+	116221	46.163789	46.163789	116221	116221	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	83	LT934125.1	116957	116962	+	116962	1985.042932	1523.405041	116959	116962	4	6	dRNA	PC_12	dRNA
PC_12_dRNA	85	LT934125.1	120464	120477	+	120477	75477.795217	55627.365894	120472	120477	6	14	dRNA	PC_12	dRNA
PC_12_dRNA	87	LT934125.1	122903	122916	+	122915	21004.52405	9186.594036	122909	122915	7	14	dRNA	PC_12	dRNA
PC_12_dRNA	89	LT934125.1	125213	125235	+	125230	11633.274858	9555.904349	125225	125230	6	23	dRNA	PC_12	dRNA
PC_12_dRNA	90	LT934125.1	125295	125295	+	125295	46.163789	46.163789	125295	125295	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	91	LT934125.1	126135	126151	+	126151	39931.677591	36469.393408	126151	126151	1	17	dRNA	PC_12	dRNA
PC_12_dRNA	92	LT934125.1	126467	126467	+	126467	46.163789	46.163789	126467	126467	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	94	LT934125.1	129663	129663	+	129663	46.163789	46.163789	129663	129663	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	97	LT934125.1	133515	133515	+	133515	46.163789	46.163789	133515	133515	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	98	LT934125.1	135423	135423	+	135423	46.163789	46.163789	135423	135423	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	100	LT934125.1	141348	141359	+	141356	5816.637429	3923.922076	141350	141359	10	12	dRNA	PC_12	dRNA
PC_12_dRNA	102	LT934125.1	2778	2785	-	2778	11910.257593	10940.818022	2778	2778	1	8	dRNA	PC_12	dRNA
PC_12_dRNA	105	LT934125.1	8487	8492	-	8487	3693.103129	3185.30145	8487	8489	3	6	dRNA	PC_12	dRNA
PC_12_dRNA	107	LT934125.1	15213	15213	-	15213	46.163789	46.163789	15213	15213	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	108	LT934125.1	15871	15871	-	15871	46.163789	46.163789	15871	15871	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	109	LT934125.1	16581	16591	-	16581	36931.031297	26036.377066	16581	16583	3	11	dRNA	PC_12	dRNA
PC_12_dRNA	110	LT934125.1	21475	21479	-	21477	9832.887083	5585.818484	21475	21477	3	5	dRNA	PC_12	dRNA
PC_12_dRNA	113	LT934125.1	24906	24906	-	24906	46.163789	46.163789	24906	24906	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	115	LT934125.1	28425	28433	-	28429	35638.445203	24974.609916	28427	28430	4	9	dRNA	PC_12	dRNA
PC_12_dRNA	117	LT934125.1	32686	32694	-	32686	26221.032221	25066.937494	32686	32686	1	9	dRNA	PC_12	dRNA
PC_12_dRNA	118	LT934125.1	33943	33943	-	33943	46.163789	46.163789	33943	33943	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	122	LT934125.1	42005	42012	-	42005	11771.766227	5078.016804	42005	42008	4	8	dRNA	PC_12	dRNA
PC_12_dRNA	123	LT934125.1	43059	43059	-	43059	46.163789	46.163789	43059	43059	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	124	LT934125.1	43495	43495	-	43495	46.163789	46.163789	43495	43495	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	125	LT934125.1	48175	48175	-	48175	46.163789	46.163789	48175	48175	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	126	LT934125.1	48875	48875	-	48875	46.163789	46.163789	48875	48875	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	127	LT934125.1	49775	49775	-	49775	46.163789	46.163789	49775	49775	1	1	dRNA	PC_12	dRNA
PC_12_dRNA	128	LT934125.1	50027	50042	-	50030	276.982734	138.491367	50027	50042	16	16	dRNA	PC_12	dRNA
PC_12_dRNA	131	LT934125.1	55265	55279	-	55270	60890.037855	49256.762995	55270	55275	6	15	dRNA	PC_12	dRNA
