group	enhancer	cluster.m	cluster.p	chr	dominant_tss.m	dominant_tss.p	tags.m	tags.p	D	hpi	cell_line	Time
C6_4h	6	2331	1037	LT934125.1	115638	115759	525.486075	525.486075	0	4h	C6	4
C6_4h	8	2364	1086	LT934125.1	119910	119949	525.486075	525.486075	0	4h	C6	4
C6_4h	10	2430	1187	LT934125.1	127958	128057	525.486075	525.486075	0	4h	C6	4
C6_6h	2	1353	41	LT934125.1	5966	6022	86.244071	86.244071	0	6h	C6	6
C6_6h	3	1365	65	LT934125.1	8371	8439	86.244071	86.244071	0	6h	C6	6
C6_6h	5	1396	100	LT934125.1	11467	11498	86.244071	86.244071	0	6h	C6	6
C6_6h	6	1405	124	LT934125.1	13185	13256	86.244071	172.488142	0.333333333333333	6h	C6	6
C6_6h	8	1414	150	LT934125.1	15127	15287	86.244071	172.488141	0.333333330756667	6h	C6	6
C6_6h	9	1501	187	LT934125.1	23540	23570	86.244071	86.244071	0	6h	C6	6
C6_6h	10	1509	188	LT934125.1	23992	24083	86.244071	86.244071	0	6h	C6	6
C6_6h	12	1545	233	LT934125.1	28630	28681	86.244071	86.244071	0	6h	C6	6
C6_6h	15	1565	244	LT934125.1	29972	30026	86.244071	86.244071	0	6h	C6	6
C6_6h	21	1602	282	LT934125.1	33304	33387	86.244071	86.244071	0	6h	C6	6
C6_6h	22	1607	286	LT934125.1	33566	33698	86.244071	86.244071	0	6h	C6	6
C6_6h	23	1610	288	LT934125.1	33827	33900	172.488142	86.244071	-0.333333333333333	6h	C6	6
C6_6h	24	1611	289	LT934125.1	33928	33984	172.488142	86.244071	-0.333333333333333	6h	C6	6
C6_6h	25	1668	322	LT934125.1	43158	43230	86.244071	86.244071	0	6h	C6	6
C6_6h	26	1674	325	LT934125.1	43598	43659	86.244071	86.244071	0	6h	C6	6
C6_6h	31	1720	402	LT934125.1	49357	49543	86.244071	86.244071	0	6h	C6	6
C6_6h	37	1753	443	LT934125.1	53036	53060	86.244071	172.488142	0.333333333333333	6h	C6	6
C6_6h	39	1770	472	LT934125.1	55454	55484	258.732212	86.244071	-0.499999998550625	6h	C6	6
C6_6h	47	1872	569	LT934125.1	64944	64979	86.244071	86.244071	0	6h	C6	6
C6_6h	51	1940	651	LT934125.1	71882	71905	172.488141	86.244071	-0.333333330756667	6h	C6	6
C6_6h	53	1965	680	LT934125.1	74006	74191	86.244071	86.244071	0	6h	C6	6
C6_6h	55	1970	687	LT934125.1	74562	74701	86.244071	86.244071	0	6h	C6	6
C6_6h	56	1975	694	LT934125.1	75065	75183	86.244071	86.244071	0	6h	C6	6
C6_6h	57	1996	731	LT934125.1	78652	78763	86.244071	86.244071	0	6h	C6	6
C6_6h	58	2009	748	LT934125.1	80491	80543	86.244071	86.244071	0	6h	C6	6
C6_6h	60	2032	770	LT934125.1	82750	82790	86.244071	86.244071	0	6h	C6	6
C6_6h	61	2040	776	LT934125.1	83954	83980	86.244071	86.244071	0	6h	C6	6
C6_6h	62	2077	814	LT934125.1	87985	88068	86.244071	86.244071	0	6h	C6	6
C6_6h	66	2186	901	LT934125.1	96776	96948	86.244071	86.244071	0	6h	C6	6
C6_6h	67	2200	913	LT934125.1	98596	98712	86.244071	86.244071	0	6h	C6	6
C6_6h	68	2276	969	LT934125.1	106673	106853	86.244071	86.244071	0	6h	C6	6
C6_6h	71	2335	1047	LT934125.1	116570	116622	86.244071	689.952567	0.777777777491482	6h	C6	6
C6_6h	74	2360	1079	LT934125.1	119499	119500	86.244071	86.244071	0	6h	C6	6
C6_6h	75	2364	1085	LT934125.1	119910	119913	344.976283	86.244071	-0.5999999990724	6h	C6	6
C6_6h	76	2365	1087	LT934125.1	119990	120017	86.244071	86.244071	0	6h	C6	6
C6_6h	82	2419	1183	LT934125.1	127095	127147	258.732212	86.244071	-0.499999998550625	6h	C6	6
C6_6h	85	2498	1240	LT934125.1	136864	137044	86.244071	86.244071	0	6h	C6	6
C6_8h	13	1403	121	LT934125.1	12921	13035	32.2841	32.2841	0	8h	C6	8
C6_8h	16	1419	159	LT934125.1	15834	15954	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	17	1446	172	LT934125.1	18857	18929	32.2841	32.2841	0	8h	C6	8
C6_8h	20	1513	190	LT934125.1	24411	24413	32.2841	32.2841	0	8h	C6	8
C6_8h	24	1545	234	LT934125.1	28644	28746	96.8523	32.2841	-0.5	8h	C6	8
C6_8h	33	1601	280	LT934125.1	33182	33300	32.2841	32.2841	0	8h	C6	8
C6_8h	34	1606	284	LT934125.1	33533	33584	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	35	1610	287	LT934125.1	33803	33831	96.8523	32.2841	-0.5	8h	C6	8
C6_8h	36	1650	312	LT934125.1	40960	41095	32.2841	32.2841	0	8h	C6	8
C6_8h	37	1671	324	LT934125.1	43410	43558	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	42	1708	372	LT934125.1	47263	47311	32.2841	225.9887	0.75	8h	C6	8
C6_8h	43	1712	383	LT934125.1	47959	48038	32.2841	32.2841	0	8h	C6	8
C6_8h	45	1719	398	LT934125.1	49141	49196	32.2841	96.8523	0.5	8h	C6	8
C6_8h	46	1721	401	LT934125.1	49465	49501	64.5682	290.5569	0.636363636363636	8h	C6	8
C6_8h	47	1724	407	LT934125.1	50245	50273	32.2841	32.2841	0	8h	C6	8
C6_8h	48	1725	409	LT934125.1	50370	50425	96.8523	32.2841	-0.5	8h	C6	8
C6_8h	49	1727	411	LT934125.1	50492	50513	129.1364	32.2841	-0.6	8h	C6	8
C6_8h	52	1741	429	LT934125.1	51809	51845	64.5682	96.8523	0.2	8h	C6	8
C6_8h	53	1743	430	LT934125.1	51947	51957	32.2841	32.2841	0	8h	C6	8
C6_8h	55	1752	443	LT934125.1	52992	53060	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	59	1762	460	LT934125.1	54398	54402	32.2841	161.4205	0.666666666666667	8h	C6	8
C6_8h	60	1770	472	LT934125.1	55438	55478	225.9887	96.8523	-0.4	8h	C6	8
C6_8h	70	1833	543	LT934125.1	60843	61003	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	71	1838	553	LT934125.1	61856	62008	32.2841	161.4205	0.666666666666667	8h	C6	8
C6_8h	72	1840	554	LT934125.1	62075	62147	32.2841	32.2841	0	8h	C6	8
C6_8h	73	1906	599	LT934125.1	67724	67775	32.2841	32.2841	0	8h	C6	8
C6_8h	74	1909	605	LT934125.1	68066	68195	32.2841	32.2841	0	8h	C6	8
C6_8h	75	1914	612	LT934125.1	68527	68560	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	76	1916	616	LT934125.1	68898	68936	32.2841	32.2841	0	8h	C6	8
C6_8h	77	1918	621	LT934125.1	69257	69395	64.5682	64.5682	0	8h	C6	8
C6_8h	78	1919	623	LT934125.1	69435	69535	32.2841	32.2841	0	8h	C6	8
C6_8h	79	1923	629	LT934125.1	70004	70012	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	83	1936	649	LT934125.1	71652	71767	32.2841	32.2841	0	8h	C6	8
C6_8h	86	1963	672	LT934125.1	73649	73676	32.2841	32.2841	0	8h	C6	8
C6_8h	87	1964	677	LT934125.1	73787	73982	32.2841	32.2841	0	8h	C6	8
C6_8h	91	1977	700	LT934125.1	75604	75653	32.2841	32.2841	0	8h	C6	8
C6_8h	92	1998	735	LT934125.1	78942	79020	32.2841	32.2841	0	8h	C6	8
C6_8h	96	2042	787	LT934125.1	84623	84645	32.2841	32.2841	0	8h	C6	8
C6_8h	100	2112	870	LT934125.1	92157	92158	32.2841	32.2841	0	8h	C6	8
C6_8h	104	2174	895	LT934125.1	96089	96095	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	105	2176	896	LT934125.1	96194	96197	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	106	2187	900	LT934125.1	96834	96885	129.1364	32.2841	-0.6	8h	C6	8
C6_8h	108	2198	911	LT934125.1	98231	98379	32.2841	32.2841	0	8h	C6	8
C6_8h	109	2199	912	LT934125.1	98400	98452	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	110	2219	935	LT934125.1	102771	102803	32.2841	32.2841	0	8h	C6	8
C6_8h	111	2249	953	LT934125.1	104762	104851	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	112	2254	955	LT934125.1	105044	105170	64.5682	64.5682	0	8h	C6	8
C6_8h	113	2268	963	LT934125.1	106189	106300	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	114	2274	966	LT934125.1	106566	106601	32.2841	64.5682	0.333333333333333	8h	C6	8
C6_8h	118	2296	994	LT934125.1	108456	108584	32.2841	32.2841	0	8h	C6	8
C6_8h	126	2360	1080	LT934125.1	119481	119567	32.2841	96.8523	0.5	8h	C6	8
C6_8h	127	2364	1086	LT934125.1	119910	119941	516.5456	516.5456	0	8h	C6	8
C6_8h	134	2394	1140	LT934125.1	123537	123625	32.2841	32.2841	0	8h	C6	8
C6_8h	136	2416	1178	LT934125.1	126112	126194	129.1364	32.2841	-0.6	8h	C6	8
C6_8h	137	2468	1220	LT934125.1	135094	135261	32.2841	32.2841	0	8h	C6	8
C6_8h	140	2501	1242	LT934125.1	137114	137151	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	141	2504	1249	LT934125.1	137416	137528	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	142	2512	1263	LT934125.1	138545	138665	64.5682	64.5682	0	8h	C6	8
C6_8h	143	2514	1267	LT934125.1	138866	138923	64.5682	32.2841	-0.333333333333333	8h	C6	8
C6_8h	144	2533	1299	LT934125.1	140914	140946	32.2841	32.2841	0	8h	C6	8
NRK_2h	1	1672	323	LT934125.1	43473	43527	3236.245955	3236.245955	0	2h	NRK	2
PC_12_1.5h	1	1605	285	LT934125.1	33505	33612	2212.389381	2212.389381	0	1.5h	PC_12	1.5
PC_12_12h	7	1414	149	LT934125.1	15130	15136	20.476837	34.128062	0.250000004578344	12h	PC_12	12
PC_12_12h	8	1416	153	LT934125.1	15458	15468	136.512248	54.604899	-0.428571430066398	12h	PC_12	12
PC_12_12h	9	1419	157	LT934125.1	15834	15856	382.234296	109.209798	-0.555555558268648	12h	PC_12	12
PC_12_12h	10	1433	165	LT934125.1	17626	17647	20.476837	34.128062	0.250000004578344	12h	PC_12	12
PC_12_12h	15	1625	301	LT934125.1	35221	35251	20.476837	20.476837	0	12h	PC_12	12
PC_12_12h	17	1761	458	LT934125.1	54174	54245	54.604899	20.476837	-0.454545456967058	12h	PC_12	12
PC_12_12h	18	1764	464	LT934125.1	54702	54728	40.953674	184.291535	0.636363639592441	12h	PC_12	12
PC_12_12h	20	1767	467	LT934125.1	54983	55038	40.953675	47.779287	0.076923071721645	12h	PC_12	12
PC_12_12h	21	1770	472	LT934125.1	55438	55480	122.861024	68.256124	-0.285714288704225	12h	PC_12	12
PC_12_12h	26	1839	553	LT934125.1	62029	62032	27.30245	81.907348	0.499999990843312	12h	PC_12	12
PC_12_12h	27	1840	554	LT934125.1	62075	62152	47.779287	68.256124	0.176470586207516	12h	PC_12	12
PC_12_12h	28	1914	612	LT934125.1	68527	68600	68.256124	47.779287	-0.176470586207516	12h	PC_12	12
PC_12_12h	29	1915	615	LT934125.1	68709	68873	88.732962	40.953674	-0.36842106074831	12h	PC_12	12
PC_12_12h	30	1916	617	LT934125.1	68886	69077	163.814698	34.128062	-0.655172414489926	12h	PC_12	12
PC_12_12h	31	1918	620	LT934125.1	69254	69288	204.768372	34.128062	-0.714285714285714	12h	PC_12	12
PC_12_12h	32	1923	629	LT934125.1	69990	70012	27.30245	68.256124	0.428571422591551	12h	PC_12	12
PC_12_12h	34	1940	651	LT934125.1	71882	71902	156.989087	20.476837	-0.769230773565296	12h	PC_12	12
PC_12_12h	36	2050	808	LT934125.1	86522	86544	20.476837	20.476837	0	12h	PC_12	12
PC_12_12h	37	2100	843	LT934125.1	90326	90381	20.476837	40.953675	0.333333344185704	12h	PC_12	12
PC_12_12h	38	2112	872	LT934125.1	92231	92247	20.476837	27.30245	0.142857154816898	12h	PC_12	12
PC_12_12h	40	2167	891	LT934125.1	95694	95750	184.291536	27.30245	-0.741935482041536	12h	PC_12	12
PC_12_12h	45	2359	1078	LT934125.1	119416	119436	20.476837	40.953675	0.333333344185704	12h	PC_12	12
PC_12_12h	46	2360	1080	LT934125.1	119481	119567	102.384186	61.430512	-0.249999996947771	12h	PC_12	12
PC_12_12h	47	2364	1086	LT934125.1	119910	119941	675.735629	320.803784	-0.356164382833095	12h	PC_12	12
PC_12_12h	51	2384	1123	LT934125.1	122320	122402	27.30245	47.779287	0.272727267884066	12h	PC_12	12
PC_12_1h	1	1610	289	LT934125.1	33876	33986	2227.171492	2227.171492	0	1h	PC_12	1
PC_12_2.5h	2	2360	1081	LT934125.1	119496	119623	740.19245	740.19245	0	2.5h	PC_12	2.5
PC_12_2h	3	1765	465	LT934125.1	54815	54891	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	4	1770	472	LT934125.1	55438	55473	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	5	2112	873	LT934125.1	92194	92283	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	6	2241	946	LT934125.1	104235	104310	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	7	2247	951	LT934125.1	104626	104722	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	8	2331	1039	LT934125.1	115685	115841	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	11	2360	1080	LT934125.1	119495	119567	1334.222816	667.111408	-0.333333333333333	2h	PC_12	2
PC_12_2h	14	2428	1187	LT934125.1	127876	128032	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	15	2517	1269	LT934125.1	138995	139091	667.111408	667.111408	0	2h	PC_12	2
PC_12_2h	16	2522	1276	LT934125.1	139407	139482	667.111408	667.111408	0	2h	PC_12	2
PC_12_4h	5	1419	157	LT934125.1	15833	15838	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	6	1430	165	LT934125.1	17456	17647	702.670148	100.38145	-0.749999999377375	4h	PC_12	4
PC_12_4h	7	1543	220	LT934125.1	27761	27833	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	13	1675	326	LT934125.1	43729	43746	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	19	1803	500	LT934125.1	57881	58002	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	21	1835	546	LT934125.1	61400	61456	100.38145	200.7629	0.333333333333333	4h	PC_12	4
PC_12_4h	22	1840	553	LT934125.1	62075	62078	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	26	1905	599	LT934125.1	67649	67755	100.38145	200.7629	0.333333333333333	4h	PC_12	4
PC_12_4h	29	1993	719	LT934125.1	77985	78041	100.38145	702.670149	0.749999999688688	4h	PC_12	4
PC_12_4h	30	2002	743	LT934125.1	79609	79622	100.38145	200.762899	0.333333331119556	4h	PC_12	4
PC_12_4h	31	2013	752	LT934125.1	81035	81082	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	32	2035	771	LT934125.1	83014	83125	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	33	2113	873	LT934125.1	92261	92292	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	36	2138	883	LT934125.1	93827	93929	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	37	2250	952	LT934125.1	104793	104819	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	38	2275	967	LT934125.1	106609	106657	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	39	2278	969	LT934125.1	106796	106863	100.38145	200.762899	0.333333331119556	4h	PC_12	4
PC_12_4h	43	2359	1079	LT934125.1	119439	119500	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	44	2364	1086	LT934125.1	119910	119938	200.762899	301.144349	0.20000000079696	4h	PC_12	4
PC_12_4h	45	2365	1087	LT934125.1	119988	120022	100.38145	200.7629	0.333333333333333	4h	PC_12	4
PC_12_4h	48	2398	1146	LT934125.1	123859	123953	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	50	2498	1238	LT934125.1	136854	136921	200.762899	100.38145	-0.333333331119556	4h	PC_12	4
PC_12_4h	51	2500	1241	LT934125.1	137060	137108	100.38145	100.38145	0	4h	PC_12	4
PC_12_4h	52	2515	1267	LT934125.1	138898	138924	100.38145	100.38145	0	4h	PC_12	4
PC_12_6h	3	1319	28	LT934125.1	3022	3218	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	6	1355	42	LT934125.1	6533	6663	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	16	1399	112	LT934125.1	12372	12425	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	18	1416	153	LT934125.1	15465	15483	79.953094	53.302063	-0.19999999699824	6h	PC_12	6
PC_12_6h	19	1427	163	LT934125.1	17198	17333	213.20825	26.651031	-0.777777779630716	6h	PC_12	6
PC_12_6h	20	1443	169	LT934125.1	18525	18587	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	21	1446	171	LT934125.1	18865	18870	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	24	1488	184	LT934125.1	22661	22683	53.302063	26.651031	-0.333333341671556	6h	PC_12	6
PC_12_6h	26	1531	201	LT934125.1	25961	25993	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	27	1532	204	LT934125.1	26238	26241	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	28	1541	217	LT934125.1	27377	27524	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	31	1565	244	LT934125.1	29996	30010	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	32	1566	245	LT934125.1	30040	30110	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	37	1597	276	LT934125.1	32888	32984	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	38	1599	277	LT934125.1	33065	33084	26.651031	53.302062	0.333333333333333	6h	PC_12	6
PC_12_6h	40	1606	284	LT934125.1	33536	33573	26.651031	106.604124	0.6	6h	PC_12	6
PC_12_6h	41	1610	288	LT934125.1	33797	33890	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	42	1625	301	LT934125.1	35221	35251	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	43	1673	324	LT934125.1	43545	43582	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	44	1677	328	LT934125.1	43849	43881	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	47	1722	403	LT934125.1	49616	49714	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	48	1727	411	LT934125.1	50498	50526	133.255157	26.651031	-0.666666670835778	6h	PC_12	6
PC_12_6h	57	1752	442	LT934125.1	52998	53009	79.953094	26.651031	-0.50000000469025	6h	PC_12	6
PC_12_6h	61	1761	458	LT934125.1	54180	54219	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	63	1765	466	LT934125.1	54855	54935	26.651031	106.604126	0.60000000600352	6h	PC_12	6
PC_12_6h	65	1770	472	LT934125.1	55426	55474	53.302063	79.953094	0.19999999699824	6h	PC_12	6
PC_12_6h	66	1771	474	LT934125.1	55574	55631	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	72	1803	498	LT934125.1	57887	57933	53.302063	26.651031	-0.333333341671556	6h	PC_12	6
PC_12_6h	78	1834	544	LT934125.1	60985	61076	53.302062	159.906187	0.500000002345125	6h	PC_12	6
PC_12_6h	79	1840	553	LT934125.1	62074	62099	79.953094	133.255156	0.249999997654875	6h	PC_12	6
PC_12_6h	80	1872	568	LT934125.1	64944	64954	186.557219	26.651031	-0.750000002345125	6h	PC_12	6
PC_12_6h	81	1874	570	LT934125.1	65075	65082	53.302062	26.651031	-0.333333333333333	6h	PC_12	6
PC_12_6h	85	1911	607	LT934125.1	68249	68272	26.651031	53.302062	0.333333333333333	6h	PC_12	6
PC_12_6h	86	1912	610	LT934125.1	68325	68366	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	87	1918	620	LT934125.1	69253	69288	79.953094	26.651031	-0.50000000469025	6h	PC_12	6
PC_12_6h	89	1938	649	LT934125.1	71758	71767	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	90	1940	652	LT934125.1	71882	71941	186.557219	26.651031	-0.750000002345125	6h	PC_12	6
PC_12_6h	94	1971	687	LT934125.1	74597	74777	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	95	1975	693	LT934125.1	75080	75154	53.302062	53.302062	0	6h	PC_12	6
PC_12_6h	97	2010	749	LT934125.1	80597	80693	106.604125	26.651031	-0.60000000300176	6h	PC_12	6
PC_12_6h	100	2028	768	LT934125.1	82329	82471	79.953094	26.651031	-0.50000000469025	6h	PC_12	6
PC_12_6h	101	2038	772	LT934125.1	83371	83424	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	102	2045	800	LT934125.1	85656	85710	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	105	2077	815	LT934125.1	87980	88162	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	108	2095	831	LT934125.1	89634	89758	26.651031	53.302062	0.333333333333333	6h	PC_12	6
PC_12_6h	109	2098	839	LT934125.1	90043	90128	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	110	2102	847	LT934125.1	90571	90644	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	112	2112	872	LT934125.1	92150	92239	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	113	2117	875	LT934125.1	92447	92451	79.953094	106.604124	0.142857136731102	6h	PC_12	6
PC_12_6h	116	2167	891	LT934125.1	95697	95749	26.651031	53.302062	0.333333333333333	6h	PC_12	6
PC_12_6h	118	2196	908	LT934125.1	97927	98034	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	120	2219	936	LT934125.1	102784	102860	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	121	2245	951	LT934125.1	104520	104703	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	122	2248	952	LT934125.1	104714	104822	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	123	2254	955	LT934125.1	105044	105142	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	124	2260	957	LT934125.1	105391	105410	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	125	2271	964	LT934125.1	106325	106365	26.651031	53.302063	0.333333341671556	6h	PC_12	6
PC_12_6h	126	2277	968	LT934125.1	106734	106764	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	132	2305	1008	LT934125.1	110645	110677	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	134	2334	1043	LT934125.1	116149	116283	26.651031	159.906188	0.714285717348735	6h	PC_12	6
PC_12_6h	143	2360	1080	LT934125.1	119499	119567	79.953094	213.20825	0.454545453305058	6h	PC_12	6
PC_12_6h	144	2364	1086	LT934125.1	119910	119941	319.812374	239.859282	-0.142857139794122	6h	PC_12	6
PC_12_6h	152	2386	1124	LT934125.1	122413	122463	106.604124	53.302063	-0.333333324995111	6h	PC_12	6
PC_12_6h	153	2397	1144	LT934125.1	123763	123824	26.651031	79.953094	0.50000000469025	6h	PC_12	6
PC_12_6h	157	2424	1184	LT934125.1	127434	127568	159.906188	26.651031	-0.714285717348735	6h	PC_12	6
PC_12_6h	159	2455	1211	LT934125.1	133040	133072	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	165	2499	1239	LT934125.1	136953	136983	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	166	2503	1245	LT934125.1	137352	137368	53.302063	26.651031	-0.333333341671556	6h	PC_12	6
PC_12_6h	167	2510	1257	LT934125.1	138307	138326	53.302063	26.651031	-0.333333341671556	6h	PC_12	6
PC_12_6h	168	2512	1263	LT934125.1	138526	138673	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	169	2516	1268	LT934125.1	138950	139003	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	170	2532	1299	LT934125.1	140857	140933	26.651031	26.651031	0	6h	PC_12	6
PC_12_6h	171	2534	1300	LT934125.1	140993	140994	26.651031	26.651031	0	6h	PC_12	6
PC_12_8h	1	1317	26	LT934125.1	2840	2854	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	2	1319	27	LT934125.1	3034	3132	63.914099	31.95705	-0.333333326379556	8h	PC_12	8
PC_12_8h	6	1364	64	LT934125.1	8288	8346	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	11	1393	98	LT934125.1	11173	11290	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	13	1401	116	LT934125.1	12704	12770	31.95705	31.95705	0	8h	PC_12	8
PC_12_8h	14	1404	123	LT934125.1	13131	13175	31.95705	63.9141	0.333333333333333	8h	PC_12	8
PC_12_8h	16	1414	149	LT934125.1	15130	15185	31.95705	287.613449	0.79999999937416	8h	PC_12	8
PC_12_8h	17	1415	152	LT934125.1	15374	15414	63.9141	31.95705	-0.333333333333333	8h	PC_12	8
PC_12_8h	19	1419	157	LT934125.1	15834	15836	287.613447	575.226896	0.333333334878617	8h	PC_12	8
PC_12_8h	22	1430	164	LT934125.1	17472	17519	127.828199	31.95705	-0.59999999749664	8h	PC_12	8
PC_12_8h	23	1433	165	LT934125.1	17630	17646	95.871149	63.9141	-0.19999999499328	8h	PC_12	8
