dcDNA_TC_ID	seqnames	strand	transcript_id	exon_number	start.TR	end.TR	start.exon	end.exon	start	end	prime5.TR	prime5.ex	prime3.TR	prime3.ex	last_exon	source	TC.start	TC.end	support	score	consensus_peak	dcDNA_TC_significance
	LT934125.1	+	nc-US1	1	115012	116628	115012	116628	115012	116628	115012	115012	116628	116628	TRUE	NAGATA						
	LT934125.1	-	AZURE-L2	1	117251	119611	117251	119611	117251	119611	119611	119611	117251	117251	TRUE	NAGATA						
	LT934125.1	-	CTO-L2	1	63161	65821	63161	65821	63161	65821	65821	65821	63161	63161	TRUE	NAGATA						
	LT934125.1	-	EP0.4	1	95890	96866	95890	96866	95890	96866	96866	96866	95890	95890	TRUE	NAGATA						
	LT934125.1	-	FORF15-L2	1	71549	73139	71549	73139	71549	73139	73139	73139	71549	71549	TRUE	NAGATA						
	LT934125.1	-	NOIR_2-1S-2	1	134888	136131	134888	136131	134888	136131	136131	136131	134888	134888	TRUE	NAGATA						
	LT934125.1	-	UL10-L7	1	80352	83780	80352	83780	80352	83780	83780	83780	80352	80352	TRUE	NAGATA						
	LT934125.1	-	UL10-L8	1	80352	83205	80352	83205	80352	83205	83205	83205	80352	80352	TRUE	NAGATA						
	LT934125.1	-	UL16-AS	1	74413	75324	74413	75324	74413	75324	75324	75324	74413	74413	TRUE	NAGATA						
	LT934125.1	-	UL1L2-2-3-3.5	1	92069	95471	92069	95471	92069	95471	95471	95471	92069	92069	TRUE	NAGATA						
	LT934125.1	-	UL20-21-C	1	64173	66924	64173	66924	64173	66924	66924	66924	64173	64173	TRUE	NAGATA						
	LT934125.1	-	UL26-26.5-L	1	55270	57535	55270	57535	55270	57535	57535	57535	55270	55270	TRUE	NAGATA						
	LT934125.1	-	UL27.6	1	16583	17568	16583	17568	16583	17568	17568	17568	16583	16583	TRUE	NAGATA						
	LT934125.1	-	UL36.43	1	32686	34532	32686	34532	32686	34532	34532	34532	32686	32686	TRUE	NAGATA						
	LT934125.1	-	UL37.6	1	42005	44067	42005	44067	42005	44067	44067	44067	42005	42005	TRUE	NAGATA						
	LT934125.1	-	UL37.6-S	1	42005	43628	42005	43628	42005	43628	43628	43628	42005	42005	TRUE	NAGATA						
	LT934125.1	-	UL44-43-42-41	1	50027	54882	50027	54882	50027	54882	54882	54882	50027	50027	TRUE	NAGATA						
	LT934125.1	-	UL51-52	1	4648	8526	4648	8526	4648	8526	8526	8526	4648	4648	TRUE	NAGATA						
	LT934125.1	-	UL54.5	1	2778	3753	2778	3753	2778	3753	3753	3753	2778	2778	TRUE	NAGATA						
	LT934125.1	-	US1_2-splice-L	1	126752	129714	126752	127952	126752	129714	129714	127952	126752	126752	TRUE	NAGATA						
	LT934125.1	-	US1_2-splice-L	2	126752	129714	128147	128198	126752	129714	129714	128198	126752	128147	FALSE	NAGATA						
	LT934125.1	-	US1_2-splice-L	3	126752	129714	128321	129714	126752	129714	129714	129714	126752	128321	FALSE	NAGATA						
	LT934125.1	-	US4-AS1	1	118860	120344	118860	120344	118860	120344	120344	120344	118860	118860	TRUE	NAGATA						
	LT934125.1	-	nc-US1_2	1	127089	128705	127089	128705	127089	128705	128705	128705	127089	127089	TRUE	NAGATA						
TC_101	LT934125.1	+	UL47-46	1	11793	16224	11793	16224	11793	16224	11793	11793	16224	16224	TRUE	NAGATA	11778	11816	9	3847.906406	11792.8888888889	***
TC_101	LT934125.1	+	nc-UL47	1	11793	12084	11793	12084	11793	12084	11793	11793	12084	12084	TRUE	NAGATA	11778	11816	9	3847.906406	11792.8888888889	***
TC_1016	LT934125.1	+	PTO-US1-nonsp	1	112884	116962	112884	116962	112884	116962	112884	112884	116962	116962	TRUE	NAGATA	112873	112898	10	1091.345025	112884	***
TC_1016	LT934125.1	+	PTO-US1-sp	1	112883	116961	112883	115138	112883	116961	112883	112883	116961	115138	FALSE	NAGATA	112873	112898	10	1091.345025	112884	***
TC_1016	LT934125.1	+	PTO-US1-sp	2	112883	116961	115256	115308	112883	116961	112883	115256	116961	115308	FALSE	NAGATA	112873	112898	10	1091.345025	112884	***
TC_1016	LT934125.1	+	PTO-US1-sp	3	112883	116961	115464	116961	112883	116961	112883	115464	116961	116961	TRUE	NAGATA	112873	112898	10	1091.345025	112884	***
TC_1026	LT934125.1	+	US1-splice-L2	1	114832	116961	114832	115138	114832	116961	114832	114832	116961	115138	FALSE	NAGATA	114825	114847	3	76.229692	114835.666666667	*
TC_1026	LT934125.1	+	US1-splice-L2	2	114832	116961	115256	115308	114832	116961	114832	115256	116961	115308	FALSE	NAGATA	114825	114847	3	76.229692	114835.666666667	*
TC_1026	LT934125.1	+	US1-splice-L2	3	114832	116961	115464	116961	114832	116961	114832	115464	116961	116961	TRUE	NAGATA	114825	114847	3	76.229692	114835.666666667	*
TC_1027	LT934125.1	+	US1	1	114985	116962	114985	116962	114985	116962	114985	114985	116962	116962	TRUE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice	1	114984	116961	114984	115138	114984	116961	114984	114984	116961	115138	FALSE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice	2	114984	116961	115256	115308	114984	116961	114984	115256	116961	115308	FALSE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice	3	114984	116961	115464	116961	114984	116961	114984	115464	116961	116961	TRUE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice-2	1	114985	116962	114985	115139	114985	116962	114985	114985	116962	115139	FALSE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice-2	2	114985	116962	115257	116962	114985	116962	114985	115257	116962	116962	TRUE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice-3	1	114985	116962	114985	115186	114985	116962	114985	114985	116962	115186	FALSE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice-3	2	114985	116962	115474	116962	114985	116962	114985	115474	116962	116962	TRUE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice-4	1	114985	116962	114985	115169	114985	116962	114985	114985	116962	115169	FALSE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice-4	2	114985	116962	115465	116962	114985	116962	114985	115465	116962	116962	TRUE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice-5	1	114985	116962	114985	115180	114985	116962	114985	114985	116962	115180	FALSE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice-5	2	114985	116962	115465	116962	114985	116962	114985	115465	116962	116962	TRUE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice-6	1	114985	116962	114985	115309	114985	116962	114985	114985	116962	115309	FALSE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1027	LT934125.1	+	US1-splice-6	2	114985	116962	115465	116962	114985	116962	114985	115465	116962	116962	TRUE	NAGATA	114969	114998	22	1482603.953159	114985	***
TC_1047	LT934125.1	+	TRS1-L2	1	116552	116962	116552	116962	116552	116962	116552	116552	116962	116962	TRUE	NAGATA	116414	116569	17	14294.581866	116515.823529412	***
TC_1047	LT934125.1	+	TRS1-L3	1	116541	116962	116541	116962	116541	116962	116541	116541	116962	116962	TRUE	NAGATA	116414	116569	17	14294.581866	116515.823529412	***
TC_1048	LT934125.1	+	TRS1	1	116628	116962	116628	116962	116628	116962	116628	116628	116962	116962	TRUE	NAGATA	116567	116791	20	34333.727468	116642.35	***
TC_1048	LT934125.1	+	TRS1-L	1	116600	116962	116600	116962	116600	116962	116600	116600	116962	116962	TRUE	NAGATA	116567	116791	20	34333.727468	116642.35	***
TC_1048	LT934125.1	+	TRS1-S	1	116715	116962	116715	116962	116715	116962	116715	116715	116962	116962	TRUE	NAGATA	116567	116791	20	34333.727468	116642.35	***
TC_1052	LT934125.1	+	US3-L-4	1	117607	120477	117607	120477	117607	120477	117607	117607	120477	120477	TRUE	NAGATA	117593	117622	12	5809.352639	117606.666666667	***
TC_1054	LT934125.1	+	US3-4	1	117769	120477	117769	120477	117769	120477	117769	117769	120477	120477	TRUE	NAGATA	117758	117790	22	61007.114666	117769	***
TC_1070	LT934125.1	+	US4-L	1	118807	120477	118807	120477	118807	120477	118807	118807	120477	120477	TRUE	NAGATA	118781	118809	3	565.295058	118793.666666667	**
TC_1071	LT934125.1	+	US4	1	118864	120477	118864	120477	118864	120477	118864	118864	120477	120477	TRUE	NAGATA	118842	118878	23	1379961.755467	118864.086956522	***
TC_1071	LT934125.1	+	US4-6-7	1	118864	122915	118864	122915	118864	122915	118864	118864	122915	122915	TRUE	NAGATA	118842	118878	23	1379961.755467	118864.086956522	***
TC_1071	LT934125.1	+	US4-AT	1	118864	121347	118864	121347	118864	121347	118864	118864	121347	121347	TRUE	NAGATA	118842	118878	23	1379961.755467	118864.086956522	***
TC_1074	LT934125.1	+	US4.2	1	119002	120477	119002	120477	119002	120477	119002	119002	120477	120477	TRUE	NAGATA	118999	119121	14	5061.505461	119064.428571429	***
TC_1075	LT934125.1	+	US4.3-S	1	119221	120477	119221	120477	119221	120477	119221	119221	120477	120477	TRUE	NAGATA	119145	119284	14	5757.187264	119214.285714286	***
TC_1077	LT934125.1	+	US4.5	1	119344	120477	119344	120477	119344	120477	119344	119344	120477	120477	TRUE	NAGATA	119327	119363	8	1469.98138	119342.375	***
TC_1079	LT934125.1	+	US4.5-S2	1	119436	120477	119436	120477	119436	120477	119436	119436	120477	120477	TRUE	NAGATA	119414	119454	10	2766.415188	119433.9	***
TC_1080	LT934125.1	+	US4.6	1	119500	120477	119500	120477	119500	120477	119500	119500	120477	120477	TRUE	NAGATA	119451	119510	7	1479.386085	119484.142857143	***
TC_1082	LT934125.1	+	US4.6-S	1	119632	120477	119632	120477	119632	120477	119632	119632	120477	120477	TRUE	NAGATA	119608	119675	11	2608.991216	119636.636363636	***
TC_1088	LT934125.1	+	US4.7	1	120081	120477	120081	120477	120081	120477	120081	120081	120477	120477	TRUE	NAGATA	119986	120107	14	6047.072498	120063.071428571	***
TC_1091	LT934125.1	+	US4.7-S	1	120256	120477	120256	120477	120256	120477	120256	120256	120477	120477	TRUE	NAGATA	120228	120283	12	2323.952903	120250.583333333	***
TC_1094	LT934125.1	+	US6	1	120555	121842	120555	121842	120555	121842	120555	120555	121842	121842	TRUE	NAGATA	120544	120568	17	32083.694761	120555	***
TC_1094	LT934125.1	+	US6-7	1	120555	122915	120555	122915	120555	122915	120555	120555	122915	122915	TRUE	NAGATA	120544	120568	17	32083.694761	120555	***
TC_1094	LT934125.1	+	US6-7-8-9-2	1	120555	126151	120555	126151	120555	126151	120555	120555	126151	126151	TRUE	NAGATA	120544	120568	17	32083.694761	120555	***
TC_11	LT934125.1	+	ORF-1M1	1	1335	2273	1335	2273	1335	2273	1335	1335	2273	2273	TRUE	NAGATA	1313	1368	22	255017.812182	1336.59090909091	***
TC_1100	LT934125.1	+	US7-L	1	120934	122915	120934	122915	120934	122915	120934	120934	122915	122915	TRUE	NAGATA	120922	120955	13	4488.558946	120935.692307692	***
TC_1102	LT934125.1	+	US7-L2	1	121058	122915	121058	122915	121058	122915	121058	121058	122915	122915	TRUE	NAGATA	121038	121113	4	128.329028	121069.75	*
TC_1116	LT934125.1	+	US7-L3	1	121715	122915	121715	122915	121715	122915	121715	121715	122915	122915	TRUE	NAGATA	121704	121755	10	1156.715322	121718.7	***
TC_1117	LT934125.1	+	US7	1	121784	122915	121784	122915	121784	122915	121784	121784	122915	122915	TRUE	NAGATA	121767	121805	22	222596.320718	121784.272727273	***
TC_1117	LT934125.1	+	US7-8-9	1	121784	125230	121784	125230	121784	125230	121784	121784	125230	125230	TRUE	NAGATA	121767	121805	22	222596.320718	121784.272727273	***
TC_1117	LT934125.1	+	US7-8-9-2	1	121784	126151	121784	126151	121784	126151	121784	121784	126151	126151	TRUE	NAGATA	121767	121805	22	222596.320718	121784.272727273	***
TC_1117	LT934125.1	+	US7-8-9-2-AT1	1	121783	126191	121783	126191	121783	126191	121783	121783	126191	126191	TRUE	NAGATA	121767	121805	22	222596.320718	121784.272727273	***
TC_1119	LT934125.1	+	US7.3	1	121886	122915	121886	122915	121886	122915	121886	121886	122915	122915	TRUE	NAGATA	121876	121941	13	3453.676413	121902.307692308	***
TC_1123	LT934125.1	+	US7.3-S	1	122258	122915	122258	122915	122258	122915	122258	122258	122915	122915	TRUE	NAGATA	122248	122364	12	1759.024213	122293.75	***
TC_1125	LT934125.1	+	US7.3-S2	1	122463	122915	122463	122915	122463	122915	122463	122463	122915	122915	TRUE	NAGATA	122453	122481	5	253.588692	122463.6	**
TC_1127	LT934125.1	+	US7.1	1	122698	122915	122698	122915	122698	122915	122698	122698	122915	122915	TRUE	NAGATA	122565	122829	13	14313.015555	122640.615384615	***
TC_1127	LT934125.1	+	US8-L-US9	1	122698	125230	122698	125230	122698	125230	122698	122698	125230	125230	TRUE	NAGATA	122565	122829	13	14313.015555	122640.615384615	***
TC_1130	LT934125.1	+	US8-9	1	122979	125230	122979	125230	122979	125230	122979	122979	125230	125230	TRUE	NAGATA	122968	122998	21	149819.611095	122979.095238095	***
TC_1130	LT934125.1	+	US8-9-2	1	122979	126151	122979	126151	122979	126151	122979	122979	126151	126151	TRUE	NAGATA	122968	122998	21	149819.611095	122979.095238095	***
TC_1130	LT934125.1	+	US8-9-2-AT1	1	122979	126191	122979	126191	122979	126191	122979	122979	126191	126191	TRUE	NAGATA	122968	122998	21	149819.611095	122979.095238095	***
TC_1135	LT934125.1	+	US9-US2-L4	1	123314	126151	123314	126151	123314	126151	123314	123314	126151	126151	TRUE	NAGATA	123272	123321	5	702.015205	123298.2	**
TC_1140	LT934125.1	+	US9-L6	1	123560	125230	123560	125230	123560	125230	123560	123560	125230	125230	TRUE	NAGATA	123550	123570	1	20.980635	123560	*
TC_1141	LT934125.1	+	US9-US2-L3	1	123587	126151	123587	126151	123587	126151	123587	123587	126151	126151	TRUE	NAGATA	123577	123651	8	889.704167	123604.625	**
TC_1144	LT934125.1	+	US9-L5	1	123780	125230	123780	125230	123780	125230	123780	123780	125230	125230	TRUE	NAGATA	123770	123798	4	383.330689	123780	**
TC_1145	LT934125.1	+	US9-US2-L2	1	123824	126151	123824	126151	123824	126151	123824	123824	126151	126151	TRUE	NAGATA	123807	123843	6	497.232587	123822.166666667	**
TC_1146	LT934125.1	+	US9-L4	1	123878	125230	123878	125230	123878	125230	123878	123878	125230	125230	TRUE	NAGATA	123860	123888	2	402.650782	123874	*
TC_1151	LT934125.1	+	US9-L3	1	124180	125230	124180	125230	124180	125230	124180	124180	125230	125230	TRUE	NAGATA	124152	124190	11	1229.386039	124169.727272727	***
TC_1152	LT934125.1	+	US9-L2	1	124286	125230	124286	125230	124286	125230	124286	124286	125230	125230	TRUE	NAGATA	124222	124326	16	9642.461146	124296.75	***
TC_1154	LT934125.1	+	US9-US2-L	1	124402	126151	124402	126151	124402	126151	124402	124402	126151	126151	TRUE	NAGATA	124359	124416	14	4308.320158	124387.142857143	***
TC_1159	LT934125.1	+	US9-L1	1	124677	125230	124677	125230	124677	125230	124677	124677	125230	125230	TRUE	NAGATA	124662	124726	9	898.062833	124684.666666667	***
TC_1160	LT934125.1	+	US9	1	124756	125230	124756	125230	124756	125230	124756	124756	125230	125230	TRUE	NAGATA	124726	124774	21	133591.947919	124756.380952381	***
TC_1160	LT934125.1	+	US9-2	1	124756	126151	124756	126151	124756	126151	124756	124756	126151	126151	TRUE	NAGATA	124726	124774	21	133591.947919	124756.380952381	***
TC_1163	LT934125.1	+	US9.3	1	124872	125230	124872	125230	124872	125230	124872	124872	125230	125230	TRUE	NAGATA	124843	124919	9	3192.910936	124877.555555556	***
TC_1165	LT934125.1	+	US2-L	1	125105	126151	125105	126151	125105	126151	125105	125105	126151	126151	TRUE	NAGATA	125064	125115	10	4238.311376	125102.6	***
TC_1168	LT934125.1	+	US2	1	125225	126151	125225	126151	125225	126151	125225	125225	126151	126151	TRUE	NAGATA	125167	125246	23	822484.536148	125224.565217391	***
TC_1168	LT934125.1	+	US2-AT	1	125225	126191	125225	126191	125225	126191	125225	125225	126191	126191	TRUE	NAGATA	125167	125246	23	822484.536148	125224.565217391	***
TC_1171	LT934125.1	+	US2.3	1	125373	126151	125373	126151	125373	126151	125373	125373	126151	126151	TRUE	NAGATA	125355	125385	8	805.031569	125373	**
TC_1173	LT934125.1	+	US2.3-S	1	125430	126151	125430	126151	125430	126151	125430	125430	126151	126151	TRUE	NAGATA	125413	125456	5	800.077029	125432	**
TC_1175	LT934125.1	+	US2.3-S2	1	125609	126151	125609	126151	125609	126151	125609	125609	126151	126151	TRUE	NAGATA	125543	125763	15	8895.77066	125672.466666667	***
TC_1175	LT934125.1	+	US2.3-S3	1	125729	126151	125729	126151	125729	126151	125729	125729	126151	126151	TRUE	NAGATA	125543	125763	15	8895.77066	125672.466666667	***
TC_1206	LT934125.1	+	NOIR_2-2	1	132614	133513	132614	133513	132614	133513	132614	132614	133513	133513	TRUE	NAGATA	132588	132630	14	13177.432927	132612.857142857	***
TC_1228	LT934125.1	+	IE180_2	1	136158	141356	136158	141356	136158	141356	136158	136158	141356	141356	TRUE	NAGATA	136143	136169	16	230790.031937	136157.9375	***
TC_123	LT934125.1	+	UL46-L7	1	13177	16224	13177	16224	13177	16224	13177	13177	16224	16224	TRUE	NAGATA	13165	13187	2	89.350887	13176	*
TC_123	LT934125.1	+	UL47.3	1	13166	14176	13166	14176	13166	14176	13166	13166	14176	14176	TRUE	NAGATA	13165	13187	2	89.350887	13176	*
TC_1230	LT934125.1	+	IE180_2-S	1	136348	141356	136348	141356	136348	141356	136348	136348	141356	141356	TRUE	NAGATA	136312	136365	15	18715.870744	136348	***
TC_129	LT934125.1	+	UL46-L5	1	13539	16224	13539	16224	13539	16224	13539	13539	16224	16224	TRUE	NAGATA	13500	13549	8	250.058057	13522.625	**
TC_129	LT934125.1	+	UL46-L6	1	13521	16224	13521	16224	13521	16224	13521	13521	16224	16224	TRUE	NAGATA	13500	13549	8	250.058057	13522.625	**
TC_130	LT934125.1	+	UL46-L4	1	13569	16224	13569	16224	13569	16224	13569	13569	16224	16224	TRUE	NAGATA	13559	13601	5	133.191295	13580	**
TC_132	LT934125.1	+	UL46-L3	1	13746	16224	13746	16224	13746	16224	13746	13746	16224	16224	TRUE	NAGATA	13655	13747	4	203.180161	13689.25	**
TC_1321	LT934125.1	-	UL54.3	1	2778	3281	2778	3281	2778	3281	3281	3281	2778	2778	TRUE	NAGATA	3070	3361	13	6772.409699	3269.76923076923	***
TC_1321	LT934125.1	-	UL54.3-S	1	2778	3172	2778	3172	2778	3172	3172	3172	2778	2778	TRUE	NAGATA	3070	3361	13	6772.409699	3269.76923076923	***
TC_1321	LT934125.1	-	UL54.3-S2	1	2778	3141	2778	3141	2778	3141	3141	3141	2778	2778	TRUE	NAGATA	3070	3361	13	6772.409699	3269.76923076923	***
TC_1321	LT934125.1	-	UL54.4	1	2778	3351	2778	3351	2778	3351	3351	3351	2778	2778	TRUE	NAGATA	3070	3361	13	6772.409699	3269.76923076923	***
TC_1322	LT934125.1	-	UL54.5-S2	1	2778	3429	2778	3429	2778	3429	3429	3429	2778	2778	TRUE	NAGATA	3379	3514	13	6316.503347	3449.07692307692	***
TC_1326	LT934125.1	-	UL54.5-S	1	2778	3640	2778	3640	2778	3640	3640	3640	2778	2778	TRUE	NAGATA	3624	3711	8	2094.491736	3663.375	***
TC_1329	LT934125.1	-	UL54	1	2778	3910	2778	3910	2778	3910	3910	3910	2778	2778	TRUE	NAGATA	3888	3927	20	95569.477131	3909.8	***
TC_134	LT934125.1	+	UL46-L2	1	13793	16224	13793	16224	13793	16224	13793	13793	16224	16224	TRUE	NAGATA	13783	13827	3	113.54463	13805.3333333333	*
TC_1342	LT934125.1	-	UL54-L	1	2778	4687	2778	4687	2778	4687	4687	4687	2778	2778	TRUE	NAGATA	4654	4699	3	149.878099	4679	**
TC_1345	LT934125.1	-	UL53-54	1	2778	4925	2778	4925	2778	4925	4925	4925	2778	2778	TRUE	NAGATA	4904	4938	12	3148.548618	4925.25	***
TC_1354	LT934125.1	-	UL53L-54	1	2778	5969	2778	5969	2778	5969	5969	5969	2778	2778	TRUE	NAGATA	5956	5976	1	86.244071	5966	*
TC_1361	LT934125.1	-	UL52-53-54	1	2778	7758	2778	7758	2778	7758	7758	7758	2778	2778	TRUE	NAGATA	7748	7777	12	5130.568905	7758.75	***
TC_137	LT934125.1	+	UL46-L	1	13944	16224	13944	16224	13944	16224	13944	13944	16224	16224	TRUE	NAGATA	13934	13954	2	68.054255	13944	*
TC_1373	LT934125.1	-	UL50.1-S	1	8487	8997	8487	8997	8487	8997	8997	8997	8487	8487	TRUE	NAGATA	8986	9007	9	1109.905359	8996.88888888889	***
TC_1374	LT934125.1	-	UL50.1	1	8487	9058	8487	9058	8487	9058	9058	9058	8487	8487	TRUE	NAGATA	9027	9069	16	6340.10455	9056.125	***
TC_1377	LT934125.1	-	UL50S	1	8487	9214	8487	9214	8487	9214	9214	9214	8487	8487	TRUE	NAGATA	9202	9228	11	1738.048136	9214.63636363636	***
TC_1381	LT934125.1	-	UL50	1	8487	9494	8487	9494	8487	9494	9494	9494	8487	8487	TRUE	NAGATA	9479	9511	21	184906.890606	9494	***
TC_1382	LT934125.1	-	UL50L	1	8487	9590	8487	9590	8487	9590	9590	9590	8487	8487	TRUE	NAGATA	9578	9611	11	888.64808	9590.81818181818	**
TC_1384	LT934125.1	-	UL50-L3	1	8487	9752	8487	9752	8487	9752	9752	9752	8487	8487	TRUE	NAGATA	9744	9765	5	266.961102	9754.2	**
TC_1385	LT934125.1	-	UL50-L4	1	8487	9800	8487	9800	8487	9800	9800	9800	8487	8487	TRUE	NAGATA	9790	9810	1	31.349928	9800	*
TC_139	LT934125.1	+	UL46	1	14048	16224	14048	16224	14048	16224	14048	14048	16224	16224	TRUE	NAGATA	14030	14064	21	219059.700347	14048	***
TC_1424	LT934125.1	-	UL27.2	1	16583	16878	16583	16878	16583	16878	16878	16878	16583	16583	TRUE	NAGATA	16667	16890	14	6113.926276	16777.5714285714	***
TC_1425	LT934125.1	-	UL27.3	1	16583	16970	16583	16970	16583	16970	16970	16970	16583	16583	TRUE	NAGATA	16897	17057	13	10501.58503	16947.6153846154	***
TC_1425	LT934125.1	-	UL27.3-L	1	16583	16928	16583	16928	16583	16928	16928	16928	16583	16583	TRUE	NAGATA	16897	17057	13	10501.58503	16947.6153846154	***
TC_1425	LT934125.1	-	UL27.4-S4	1	16583	17024	16583	17024	16583	17024	17024	17024	16583	16583	TRUE	NAGATA	16897	17057	13	10501.58503	16947.6153846154	***
