chr	pos	strand	C6_12h	C6_4h	PC_12_12h	PC_12_4h	PK_15_12h	PK_15_4h
LT934125.1	4557	+	27.285874	0	0	0	0	0
LT934125.1	4630	+	0	0	0	0	0	62.932662
LT934125.1	4632	+	54.571748	0	72.903124	0	0	62.932662
LT934125.1	4635	+	54.571748	0	24.301041	0	18.007181	0
LT934125.1	4949	+	0	0	0	0	0	62.932662
LT934125.1	4967	+	245.572867	0	0	0	0	0
LT934125.1	4978	+	0	567.859171	0	0	0	0
LT934125.1	5107	+	27.285874	0	0	0	0	0
LT934125.1	6452	+	27.285874	0	0	0	0	0
LT934125.1	6455	+	27.285874	0	0	0	0	0
LT934125.1	6680	+	27.285874	0	0	0	0	0
LT934125.1	6731	+	0	0	0	0	0	62.932662
LT934125.1	6887	+	0	0	0	0	0	62.932662
LT934125.1	7097	+	0	0	0	0	0	62.932662
LT934125.1	7125	+	0	0	0	0	0	62.932662
LT934125.1	7272	+	0	0	0	0	0	62.932662
LT934125.1	7281	+	0	0	0	0	0	62.932662
LT934125.1	7441	+	27.285874	0	0	0	0	0
LT934125.1	7585	+	0	0	0	0	100.840215	0
LT934125.1	7586	+	0	0	0	0	50.420108	0
LT934125.1	7587	+	0	0	36.451562	725.338491	0	125.865324
LT934125.1	7588	+	245.572867	0	315.913537	967.117988	0	1132.787917
LT934125.1	7591	+	654.860978	0	340.214578	1692.45648	237.694793	2706.104468
LT934125.1	7622	+	27.285874	0	0	0	0	0
LT934125.1	7638	+	27.285874	0	0	0	0	0
LT934125.1	7698	+	0	0	0	0	0	62.932662
LT934125.1	7752	+	0	0	0	0	0	62.932662
LT934125.1	7779	+	0	0	0	0	0	62.932662
LT934125.1	7808	+	27.285874	0	0	0	0	0
LT934125.1	7811	+	54.571748	0	36.451562	0	57.62298	62.932662
LT934125.1	7812	+	0	0	0	0	0	62.932662
LT934125.1	7813	+	0	0	0	0	0	62.932662
LT934125.1	7851	+	27.285874	0	0	0	0	0
LT934125.1	7863	+	0	0	0	0	0	62.932662
LT934125.1	8238	+	0	0	24.301041	0	0	0
LT934125.1	8239	+	0	0	0	0	0	62.932662
LT934125.1	8531	+	0	0	24.301041	0	0	0
LT934125.1	8605	+	0	0	0	0	0	62.932662
LT934125.1	8705	+	0	0	0	241.779497	0	0
LT934125.1	8735	+	0	0	24.301041	0	0	0
LT934125.1	8805	+	0	0	0	0	0	62.932662
LT934125.1	8902	+	27.285874	0	0	0	0	62.932662
LT934125.1	8904	+	0	0	24.301041	241.779497	0	0
LT934125.1	9017	+	27.285874	0	0	0	0	0
LT934125.1	9020	+	0	0	48.602083	0	0	0
LT934125.1	9028	+	27.285874	0	0	0	0	0
LT934125.1	9052	+	0	0	0	0	0	62.932662
LT934125.1	9096	+	27.285874	0	0	0	0	0
LT934125.1	9108	+	0	0	1883.330701	725.338491	0	0
LT934125.1	9109	+	2346.585173	567.859171	255.160934	0	2412.962289	0
LT934125.1	9110	+	81.857622	0	0	0	626.649908	62.932662
LT934125.1	9111	+	54.571748	0	0	0	0	0
LT934125.1	9112	+	1036.863216	1135.718342	1117.8479	241.779497	1310.922796	188.797986
LT934125.1	9113	+	8704.193839	0	4021.822335	725.338491	1703.479348	0
LT934125.1	9114	+	27.285874	0	0	0	21.608618	0
LT934125.1	9115	+	654.860978	567.859171	315.913537	0	212.484739	0
LT934125.1	9123	+	0	0	0	241.779497	0	0
LT934125.1	9143	+	27.285874	0	0	0	0	0
LT934125.1	9162	+	27.285874	0	0	0	0	0
LT934125.1	9205	+	27.285874	0	0	0	0	0
LT934125.1	9232	+	27.285874	0	24.301041	0	0	0
LT934125.1	9233	+	54.571748	0	0	0	0	0
LT934125.1	9234	+	27.285874	0	0	0	0	0
LT934125.1	9257	+	27.285874	0	0	0	0	0
LT934125.1	9260	+	27.285874	0	0	0	0	0
LT934125.1	9265	+	0	0	0	0	1058.822258	0
LT934125.1	9266	+	0	1703.577513	0	241.779497	0	0
LT934125.1	9267	+	982.291468	1135.718342	534.622909	1208.897485	237.694793	566.393958
LT934125.1	9268	+	27.285874	0	0	0	18.007181	62.932662
LT934125.1	9269	+	1637.152446	0	1360.858313	1934.235977	0	1573.316551
LT934125.1	9270	+	12633.35971	16467.915957	9671.814437	17891.682785	10908.75041	14474.512272
LT934125.1	9271	+	0	0	48.602083	241.779497	54.021544	125.865324
LT934125.1	9272	+	136.429371	567.859171	97.204165	0	97.238779	62.932662
LT934125.1	9275	+	27.285874	0	24.301041	0	14.405745	0
LT934125.1	9279	+	0	0	24.301041	0	0	0
LT934125.1	9296	+	27.285874	0	0	0	0	0
LT934125.1	9299	+	0	0	0	0	36.014363	0
LT934125.1	9302	+	54.571748	0	0	0	0	0
LT934125.1	9339	+	0	0	0	0	14.405745	62.932662
LT934125.1	9340	+	54.571748	0	0	0	0	0
LT934125.1	9365	+	27.285874	0	0	0	0	0
LT934125.1	9377	+	27.285874	0	0	0	0	0
LT934125.1	9380	+	27.285874	0	0	0	0	0
LT934125.1	9411	+	0	0	0	0	0	62.932662
LT934125.1	9413	+	81.857622	0	48.602083	0	28.81149	0
LT934125.1	9414	+	27.285874	0	911.289049	1450.676983	0	0
LT934125.1	9415	+	1309.721957	1135.718342	0	0	406.962297	692.259283
LT934125.1	9417	+	54.571748	0	0	0	0	0
LT934125.1	9421	+	27.285874	0	0	0	0	0
LT934125.1	9423	+	0	567.859171	0	0	0	0
LT934125.1	9434	+	0	0	36.451562	0	0	0
LT934125.1	9436	+	0	0	24.301041	0	0	0
LT934125.1	9437	+	54.571748	0	0	0	25.210054	0
LT934125.1	9444	+	0	0	24.301041	0	0	0
LT934125.1	9459	+	27.285874	0	0	0	0	0
LT934125.1	9461	+	27.285874	0	0	0	0	0
LT934125.1	9473	+	0	0	24.301041	0	0	0
LT934125.1	9478	+	0	0	0	0	0	62.932662
LT934125.1	9479	+	0	0	85.053645	483.558994	0	0
LT934125.1	9480	+	327.430489	0	0	0	108.043088	188.797986
LT934125.1	9487	+	27.285874	0	0	0	0	62.932662
LT934125.1	9488	+	0	0	0	0	0	125.865324
LT934125.1	9489	+	109.143496	0	0	0	0	0
LT934125.1	9490	+	0	0	24.301041	0	0	0
LT934125.1	9491	+	27.285874	0	0	0	0	0
LT934125.1	9510	+	0	0	0	0	14.405745	0
LT934125.1	9538	+	27.285874	0	0	0	0	0
LT934125.1	9545	+	0	0	0	0	0	125.865324
LT934125.1	9547	+	0	0	0	0	18.007181	0
LT934125.1	9548	+	218.286993	0	97.204165	0	270.107719	503.461296
LT934125.1	9549	+	27.285874	0	0	0	0	0
LT934125.1	9550	+	0	0	24.301041	241.779497	104.441651	0
LT934125.1	9554	+	27.285874	0	0	0	0	0
LT934125.1	9558	+	27.285874	0	0	0	0	62.932662
LT934125.1	9583	+	27.285874	0	0	0	0	0
LT934125.1	9585	+	0	0	0	0	0	62.932662
LT934125.1	9586	+	27.285874	0	0	0	0	0
LT934125.1	9592	+	0	0	0	0	21.608618	0
LT934125.1	9607	+	27.285874	0	0	0	0	0
LT934125.1	9609	+	0	0	0	241.779497	0	62.932662
LT934125.1	9611	+	0	0	0	0	21.608618	0
LT934125.1	9612	+	27.285874	0	24.301041	241.779497	0	0
LT934125.1	9638	+	0	0	0	0	97.238779	0
LT934125.1	9639	+	0	567.859171	0	0	0	0
LT934125.1	9640	+	163.715245	0	97.204165	0	0	125.865324
LT934125.1	9641	+	27.285874	0	0	0	752.700177	0
LT934125.1	9642	+	54.571748	0	60.752603	241.779497	93.637343	0
LT934125.1	9643	+	191.001119	0	765.482801	0	24680.64264	881.057269
LT934125.1	9644	+	436.573986	0	947.740611	2176.015474	1310.922796	1195.720579
LT934125.1	9645	+	300.144615	1135.718342	449.569264	241.779497	93.637343	566.393958
LT934125.1	9646	+	18336.107397	22146.507666	16050.837778	9671.179884	0	16928.886092
LT934125.1	9647	+	1282.436083	567.859171	777.633322	967.117988	511.403948	251.730648
LT934125.1	9648	+	54.571748	0	97.204165	241.779497	54.021544	125.865324
LT934125.1	9650	+	0	0	60.752603	241.779497	82.833034	125.865324
LT934125.1	9657	+	0	0	36.451562	0	0	0
LT934125.1	9668	+	0	0	0	0	0	62.932662
LT934125.1	9677	+	0	0	0	0	172.86894	0
LT934125.1	9679	+	81.857622	0	60.752603	241.779497	0	62.932662
LT934125.1	9684	+	27.285874	0	0	0	0	0
LT934125.1	9692	+	0	0	0	0	14.405745	0
LT934125.1	9693	+	0	0	36.451562	0	0	0
LT934125.1	9699	+	0	0	48.602083	0	0	0
LT934125.1	9705	+	27.285874	0	0	0	0	0
LT934125.1	9706	+	0	0	121.505206	0	0	0
LT934125.1	9707	+	218.286993	0	48.602083	0	172.86894	377.595972
LT934125.1	9708	+	54.571748	0	0	0	75.630161	251.730648
LT934125.1	9709	+	0	0	0	0	68.427289	0
LT934125.1	9710	+	54.571748	0	60.752603	0	28.81149	188.797986
LT934125.1	9712	+	0	0	24.301041	0	0	0
LT934125.1	9713	+	0	0	0	0	25.210054	0
LT934125.1	9714	+	27.285874	0	0	0	0	0
LT934125.1	9715	+	81.857622	0	0	0	0	0
LT934125.1	9716	+	0	0	0	0	21.608618	0
LT934125.1	9720	+	81.857622	0	0	0	0	0
LT934125.1	9721	+	0	0	0	0	140.456014	0
LT934125.1	9723	+	0	0	170.107289	0	0	62.932662
LT934125.1	9724	+	27.285874	0	0	0	14.405745	62.932662
LT934125.1	9727	+	0	0	0	0	0	62.932662
LT934125.1	9728	+	0	1135.718342	0	0	82.833034	0
LT934125.1	9729	+	491.145734	0	182.25781	0	0	0
LT934125.1	9740	+	0	0	0	0	32.412926	62.932662
LT934125.1	9742	+	0	0	85.053645	0	0	0
LT934125.1	9743	+	136.429371	0	0	0	32.412926	0
LT934125.1	9750	+	163.715245	0	60.752603	0	0	0
LT934125.1	9753	+	27.285874	0	0	0	0	0
LT934125.1	9756	+	354.716363	0	0	0	0	0
LT934125.1	9757	+	0	0	0	0	36.014363	0
LT934125.1	9759	+	1227.864335	0	24.301041	241.779497	0	188.797986
LT934125.1	9760	+	0	0	0	0	309.723518	0
LT934125.1	9762	+	81.857622	0	643.977594	0	0	251.730648
LT934125.1	9764	+	0	0	24.301041	0	0	0
LT934125.1	9768	+	0	0	0	0	21.608618	0
LT934125.1	9771	+	54.571748	0	24.301041	0	0	62.932662
LT934125.1	9782	+	0	0	24.301041	0	0	0
LT934125.1	9783	+	27.285874	0	0	0	0	0
LT934125.1	9789	+	27.285874	0	0	0	0	0
LT934125.1	9792	+	0	0	36.451562	241.779497	0	0
LT934125.1	9803	+	0	0	0	0	61.224416	0
LT934125.1	9804	+	163.715245	0	157.956768	241.779497	0	62.932662
LT934125.1	9805	+	54.571748	0	0	0	0	0
LT934125.1	9807	+	54.571748	0	0	0	0	0
LT934125.1	9817	+	27.285874	0	0	0	0	0
LT934125.1	9820	+	0	1135.718342	0	0	21.608618	0
LT934125.1	9821	+	0	0	36.451562	0	0	0
LT934125.1	9837	+	0	0	24.301041	0	0	62.932662
LT934125.1	9840	+	27.285874	0	0	0	0	0
LT934125.1	9843	+	0	567.859171	0	0	0	0
LT934125.1	9850	+	0	0	0	0	14.405745	0
LT934125.1	9859	+	0	0	48.602083	0	0	0
LT934125.1	9862	+	191.001119	0	0	0	36.014363	62.932662
LT934125.1	9864	+	0	567.859171	0	0	0	0
LT934125.1	9866	+	0	0	0	0	21.608618	0
LT934125.1	9867	+	54.571748	0	85.053645	0	0	125.865324
LT934125.1	9879	+	27.285874	0	0	0	0	0
LT934125.1	9888	+	27.285874	0	0	0	0	0
LT934125.1	9889	+	0	0	0	0	21.608618	0
LT934125.1	9896	+	0	0	24.301041	0	0	0
LT934125.1	9897	+	0	0	0	0	14.405745	188.797986
LT934125.1	9909	+	27.285874	0	0	0	0	0
LT934125.1	9910	+	0	0	0	0	72.028725	0
LT934125.1	9920	+	0	0	24.301041	0	0	0
LT934125.1	9932	+	0	0	303.763016	483.558994	0	62.932662
LT934125.1	9933	+	436.573986	567.859171	0	0	230.49192	503.461296
LT934125.1	9939	+	0	0	0	0	0	125.865324
LT934125.1	9941	+	0	0	0	0	147.658886	0
LT934125.1	9942	+	382.002237	0	121.505206	0	0	0
LT934125.1	9949	+	0	0	0	0	43.217235	0
LT934125.1	9951	+	0	0	36.451562	0	0	62.932662
LT934125.1	9963	+	27.285874	0	24.301041	0	0	0
LT934125.1	9971	+	0	0	97.204165	0	0	0
LT934125.1	9972	+	0	0	0	0	0	62.932662
LT934125.1	9983	+	0	0	0	0	14.405745	0
LT934125.1	9996	+	54.571748	0	0	0	0	0
LT934125.1	9998	+	81.857622	0	109.354686	0	21.608618	62.932662
LT934125.1	9999	+	27.285874	0	48.602083	0	0	0
LT934125.1	10005	+	0	0	0	0	18.007181	0
LT934125.1	10007	+	0	0	48.602083	0	0	0
LT934125.1	10008	+	27.285874	0	0	0	21.608618	62.932662
LT934125.1	10009	+	0	0	0	0	28.81149	0
LT934125.1	10010	+	0	0	0	0	0	62.932662
LT934125.1	10011	+	81.857622	0	36.451562	0	0	0
LT934125.1	10012	+	0	0	0	0	28.81149	0
LT934125.1	10014	+	0	0	85.053645	0	0	0
LT934125.1	10035	+	54.571748	0	0	0	0	0
LT934125.1	10045	+	0	0	0	0	21.608618	0
LT934125.1	10046	+	27.285874	0	24.301041	0	0	0
LT934125.1	10059	+	0	0	0	241.779497	0	0
LT934125.1	10065	+	27.285874	0	0	0	0	62.932662
LT934125.1	10077	+	0	0	0	0	14.405745	0
LT934125.1	10087	+	0	0	72.903124	0	0	0
LT934125.1	10088	+	54.571748	0	315.913537	241.779497	18.007181	62.932662
LT934125.1	10089	+	436.573986	0	0	0	151.260323	188.797986
LT934125.1	10105	+	54.571748	0	0	0	0	0
LT934125.1	10111	+	27.285874	0	0	0	0	0
LT934125.1	10126	+	27.285874	0	0	0	0	0
LT934125.1	10131	+	27.285874	0	0	0	0	0
LT934125.1	10135	+	0	0	0	0	0	62.932662
LT934125.1	10142	+	27.285874	0	24.301041	241.779497	0	0
LT934125.1	10143	+	81.857622	0	0	0	0	0
LT934125.1	10149	+	27.285874	0	0	0	0	0
LT934125.1	10159	+	27.285874	0	0	0	0	0
LT934125.1	10163	+	0	0	0	0	18.007181	0
LT934125.1	10164	+	272.858741	0	109.354686	0	0	0
LT934125.1	10166	+	27.285874	0	0	0	0	0
LT934125.1	10184	+	27.285874	0	0	0	0	0
LT934125.1	10205	+	27.285874	0	0	0	0	0
LT934125.1	10218	+	0	0	24.301041	0	0	0
LT934125.1	10258	+	27.285874	0	0	0	0	0
LT934125.1	10267	+	27.285874	0	0	0	0	0
LT934125.1	10334	+	27.285874	0	0	0	0	0
LT934125.1	10426	+	0	0	0	0	32.412926	0
LT934125.1	10428	+	0	0	0	0	8204.071784	0
LT934125.1	10429	+	0	0	0	0	266.506283	0
LT934125.1	10431	+	600.28923	0	1397.309875	241.779497	0	566.393958
LT934125.1	10432	+	27.285874	0	0	0	111.644524	62.932662
LT934125.1	10433	+	0	0	170.107289	0	947.177734	125.865324
LT934125.1	10434	+	0	0	0	0	18.007181	0
LT934125.1	10435	+	0	0	48.602083	0	309.723518	125.865324
LT934125.1	10436	+	0	0	0	0	25.210054	0
LT934125.1	10461	+	0	0	0	0	46.818671	0
LT934125.1	10521	+	0	0	0	0	0	62.932662
LT934125.1	10620	+	27.285874	0	0	0	0	0
LT934125.1	10628	+	0	0	0	0	0	62.932662
LT934125.1	10694	+	27.285874	0	0	0	0	0
LT934125.1	10784	+	0	0	0	0	18.007181	0
LT934125.1	10794	+	0	0	0	0	14.405745	0
LT934125.1	10859	+	27.285874	0	0	0	0	0
LT934125.1	10888	+	27.285874	0	0	0	0	0
LT934125.1	10956	+	0	0	0	0	0	62.932662
LT934125.1	10997	+	0	0	0	0	0	62.932662
LT934125.1	10998	+	0	0	0	0	18.007181	0
LT934125.1	10999	+	27.285874	0	0	0	0	0
LT934125.1	11040	+	0	0	0	0	0	62.932662
LT934125.1	11063	+	0	0	24.301041	0	0	0
LT934125.1	11153	+	27.285874	0	0	0	0	0
LT934125.1	11270	+	27.285874	0	0	0	0	0
LT934125.1	11499	+	27.285874	0	0	0	0	0
LT934125.1	11526	+	0	0	0	0	18.007181	0
LT934125.1	11605	+	0	0	0	0	14.405745	0
LT934125.1	11606	+	27.285874	567.859171	0	0	0	0
LT934125.1	11628	+	0	0	0	0	158.463195	0
LT934125.1	11631	+	327.430489	0	170.107289	0	0	0
LT934125.1	11636	+	27.285874	0	0	0	0	0
LT934125.1	11639	+	0	0	0	0	36.014363	0
LT934125.1	11640	+	54.571748	0	36.451562	0	0	0
LT934125.1	11655	+	27.285874	0	0	0	0	0
LT934125.1	11701	+	27.285874	0	0	0	0	0
LT934125.1	11726	+	0	0	0	0	0	62.932662
LT934125.1	11756	+	27.285874	0	0	0	21.608618	0
LT934125.1	11757	+	0	0	0	0	28.81149	0
LT934125.1	11758	+	54.571748	0	24.301041	0	0	0
LT934125.1	11760	+	54.571748	0	267.311454	0	0	0
LT934125.1	11761	+	518.431608	0	0	0	298.919209	125.865324
LT934125.1	11762	+	0	0	0	0	18.007181	0
LT934125.1	11775	+	54.571748	0	24.301041	0	0	0
LT934125.1	11785	+	27.285874	0	0	0	0	0
LT934125.1	11787	+	0	0	0	0	0	188.797986
LT934125.1	11788	+	0	0	24.301041	241.779497	0	0
LT934125.1	11789	+	0	0	352.365099	0	201.68043	0
LT934125.1	11790	+	163.715245	0	862.686966	483.558994	561.824055	0
LT934125.1	11791	+	1064.14909	0	1069.245817	1692.45648	1660.262113	440.528634
LT934125.1	11792	+	1664.43832	0	22053.194979	8220.502901	2758.70017	314.66331
LT934125.1	11793	+	18990.968376	10789.324248	984.192173	1450.676983	55141.590466	4342.353682
LT934125.1	11794	+	736.718601	2271.436684	24.301041	0	15831.913767	3713.027061
LT934125.1	11796	+	7203.470763	567.859171	2284.297882	483.558994	2384.150799	314.66331
LT934125.1	11797	+	2373.871047	0	1105.697379	0	288.1149	314.66331
LT934125.1	11798	+	27.285874	0	60.752603	0	18.007181	0
LT934125.1	11800	+	27.285874	0	24.301041	0	90.035906	0
LT934125.1	11805	+	0	0	0	241.779497	21.608618	0
LT934125.1	11818	+	27.285874	0	0	0	0	0
LT934125.1	11819	+	0	0	0	0	25.210054	0
LT934125.1	11825	+	0	0	0	0	25.210054	0
LT934125.1	11826	+	0	0	24.301041	0	0	0
LT934125.1	11835	+	0	0	24.301041	0	0	0
LT934125.1	11840	+	0	0	0	0	0	62.932662
LT934125.1	11841	+	0	0	0	0	14.405745	0
LT934125.1	11844	+	54.571748	0	0	0	0	0
LT934125.1	11847	+	54.571748	0	0	0	0	0
LT934125.1	11859	+	0	0	0	0	21.608618	0
LT934125.1	11861	+	0	0	0	0	0	62.932662
LT934125.1	11863	+	0	0	0	0	64.825853	0
LT934125.1	11864	+	27.285874	0	0	0	0	0
LT934125.1	11872	+	0	0	0	0	21.608618	0
LT934125.1	11883	+	0	0	0	0	14.405745	0
LT934125.1	11885	+	0	0	0	0	32.412926	0
LT934125.1	11886	+	27.285874	0	0	0	0	0
LT934125.1	11888	+	0	0	0	0	36.014363	0
LT934125.1	11908	+	0	0	0	0	18.007181	0
LT934125.1	11920	+	0	0	48.602083	241.779497	39.615799	0
LT934125.1	11921	+	0	0	0	0	201.68043	0
LT934125.1	11922	+	0	0	0	0	43.217235	0
LT934125.1	11923	+	54.571748	0	0	0	0	0
LT934125.1	11925	+	81.857622	0	0	0	25.210054	0
LT934125.1	11926	+	0	0	0	0	39.615799	0
LT934125.1	11928	+	0	0	0	0	36.014363	0
LT934125.1	11929	+	0	0	0	0	32.412926	0
LT934125.1	11930	+	0	0	0	0	0	62.932662
LT934125.1	11935	+	0	0	0	0	14.405745	0
LT934125.1	11936	+	0	0	24.301041	0	25.210054	0
LT934125.1	11937	+	0	0	85.053645	0	0	0
LT934125.1	11938	+	27.285874	0	0	0	50.420108	0
LT934125.1	11941	+	27.285874	0	0	0	0	0
LT934125.1	11945	+	27.285874	0	0	0	0	0
LT934125.1	11946	+	0	0	0	0	0	62.932662
LT934125.1	11958	+	0	0	0	0	18.007181	0
LT934125.1	11962	+	27.285874	0	0	0	0	0
LT934125.1	11969	+	0	0	0	0	18.007181	0
LT934125.1	11970	+	0	0	0	0	25.210054	0
LT934125.1	11971	+	27.285874	0	0	0	0	0
