chr	strand	gene	group	cluster	start	end	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC
LT934125.1	-	NOIR_2	C6_dRNA	195	135686	135686	135686	129.082225	129.082225	135686	135686	1	NOIR_2	1	dRNA	C6	dRNA	0	134888	136235	136235	134888	-798	0
LT934125.1	-	NOIR_2	C6_dRNA	196	135728	135728	135728	129.082225	129.082225	135728	135728	1	NOIR_2	1	dRNA	C6	dRNA	0	134888	136235	136235	134888	-840	0
LT934125.1	-	NOIR_2	PC_12_dRNA	192	135484	135486	135484	92.327578	46.163789	135484	135486	3	NOIR_2	3	dRNA	PC_12	dRNA	192	134888	136235	136235	134888	-596	192
LT934125.1	-	NOIR_2	PC_12_dRNA	193	135597	135597	135597	46.163789	46.163789	135597	135597	1	NOIR_2	1	dRNA	PC_12	dRNA	0	134888	136235	136235	134888	-709	0
LT934125.1	-	NOIR_2	PC_12_dRNA	194	135649	135649	135649	92.327578	92.327578	135649	135649	1	NOIR_2	1	dRNA	PC_12	dRNA	194	134888	136235	136235	134888	-761	0
LT934125.1	-	UL10	C6_dRNA	149	80661	80661	80661	129.082225	129.082225	80661	80661	1	UL10	1	dRNA	C6	dRNA	149	80370	81551	81551	80370	-291	149
LT934125.1	-	UL2	C6_dRNA	158	93604	93604	93604	129.082225	129.082225	93604	93604	1	UL2	1	dRNA	C6	dRNA	158	93521	94483	94483	93521	-83	158
LT934125.1	-	UL2	C6_dRNA	159	93772	93772	93772	129.082225	129.082225	93772	93772	1	UL2	1	dRNA	C6	dRNA	159	93521	94483	94483	93521	-251	0
LT934125.1	-	UL21	C6_dRNA	142	64801	64801	64801	129.082225	129.082225	64801	64801	1	UL21	1	dRNA	C6	dRNA	142	64143	65720	65720	64143	-658	142
LT934125.1	-	UL25	C6_dRNA	132	57879	57879	57879	129.082225	129.082225	57879	57879	1	UL25	1	dRNA	C6	dRNA	132	56951	58555	58555	56951	-928	132
LT934125.1	-	UL25	PC_12_dRNA	133	58500	58500	58500	46.163789	46.163789	58500	58500	1	UL25	1	dRNA	PC_12	dRNA	133	56951	58555	58555	56951	-1549	133
LT934125.1	-	UL26.5	C6_dRNA	131	55268	55279	55270	68671.743901	56667.096941	55270	55273	4		12	dRNA	C6	dRNA	131	55343	56179	56179	55343	73	131
LT934125.1	-	UL26.5	PC_12_dRNA	131	55265	55279	55270	60890.037855	49256.762995	55270	55275	6		15	dRNA	PC_12	dRNA	131	55343	56179	56179	55343	73	131
LT934125.1	-	UL26.5	PK_15_dRNA	131	55265	55280	55270	60787.969068	50664.073998	55270	55271	2		16	dRNA	PK_15	dRNA	131	55343	56179	56179	55343	73	131
LT934125.1	-	UL29	PC_12_dRNA	113	24906	24906	24906	46.163789	46.163789	24906	24906	1	UL29	1	dRNA	PC_12	dRNA	113	21554	25087	25087	21554	-3352	113
LT934125.1	-	UL3	C6_dRNA	157	92926	92926	92926	129.082225	129.082225	92926	92926	1	UL3	1	dRNA	C6	dRNA	157	92749	93465	93465	92749	-177	157
LT934125.1	-	UL3.5	C6_dRNA	155	92017	92017	92017	129.082225	129.082225	92017	92017	1		1	dRNA	C6	dRNA	0	92099	92752	92752	92099	82	0
LT934125.1	-	UL3.5	C6_dRNA	156	92054	92080	92069	16651.607071	7099.522396	92067	92072	6		27	dRNA	C6	dRNA	156	92099	92752	92752	92099	30	156
LT934125.1	-	UL3.5	PC_12_dRNA	156	92064	92080	92069	17219.09334	6832.24079	92067	92072	6		17	dRNA	PC_12	dRNA	156	92099	92752	92752	92099	30	156
LT934125.1	-	UL3.5	PK_15_dRNA	156	92063	92080	92069	13665.028409	4834.494385	92067	92072	6		18	dRNA	PK_15	dRNA	156	92099	92752	92752	92099	30	156
LT934125.1	-	UL31	C6_dRNA	115	28425	28433	28429	39111.91429	26461.856202	28427	28430	4		9	dRNA	C6	dRNA	115	28501	29316	29316	28501	72	115
LT934125.1	-	UL31	PC_12_dRNA	115	28425	28433	28429	35638.445203	24974.609916	28427	28430	4		9	dRNA	PC_12	dRNA	115	28501	29316	29316	28501	72	115
LT934125.1	-	UL31	PK_15_dRNA	115	28427	28440	28429	34046.614517	24939.56882	28428	28430	3		14	dRNA	PK_15	dRNA	115	28501	29316	29316	28501	72	115
LT934125.1	-	UL36	C6_dRNA	120	41145	41145	41145	129.082225	129.082225	41145	41145	1	UL36	1	dRNA	C6	dRNA	0	32705	41983	41983	32705	-8440	120
LT934125.1	-	UL36	C6_dRNA	121	41959	41959	41959	129.082225	129.082225	41959	41959	1	UL36	1	dRNA	C6	dRNA	0	32705	41983	41983	32705	-9254	0
LT934125.1	-	UL36	C6_dRNA	122	41999	42012	42007	12391.893636	4776.042339	42005	42008	4		14	dRNA	C6	dRNA	122	32705	41983	41983	32705	-9302	0
LT934125.1	-	UL36	PC_12_dRNA	122	42005	42012	42005	11771.766227	5078.016804	42005	42008	4		8	dRNA	PC_12	dRNA	122	32705	41983	41983	32705	-9300	122
LT934125.1	-	UL36	PK_15_dRNA	122	42004	42014	42005	8750.256442	3728.447699	42005	42008	4		11	dRNA	PK_15	dRNA	122	32705	41983	41983	32705	-9300	122
LT934125.1	-	UL50	C6_dRNA	105	8486	8497	8487	5163.289015	4388.795663	8487	8487	1		12	dRNA	C6	dRNA	105	8593	9399	9399	8593	106	105
LT934125.1	-	UL50	PC_12_dRNA	105	8487	8492	8487	3693.103129	3185.30145	8487	8489	3		6	dRNA	PC_12	dRNA	105	8593	9399	9399	8593	106	105
LT934125.1	-	UL50	PK_15_dRNA	105	8487	8492	8487	3773.046355	3327.059789	8487	8490	4		6	dRNA	PK_15	dRNA	105	8593	9399	9399	8593	106	105
LT934125.1	-	UL54	C6_dRNA	103	2922	2922	2922	129.082225	129.082225	2922	2922	1	UL54	1	dRNA	C6	dRNA	103	2797	3882	3882	2797	-125	103
LT934125.1	-	UL54	C6_dRNA	104	3494	3494	3494	129.082225	129.082225	3494	3494	1	UL54	1	dRNA	C6	dRNA	104	2797	3882	3882	2797	-697	0
LT934125.1	-	UL6	PC_12_dRNA	151	88000	88000	88000	46.163789	46.163789	88000	88000	1	UL6	1	dRNA	PC_12	dRNA	151	86993	88924	88924	86993	-1007	151
LT934125.1	-	UL6	PC_12_dRNA	152	88112	88112	88112	46.163789	46.163789	88112	88112	1	UL6	1	dRNA	PC_12	dRNA	152	86993	88924	88924	86993	-1119	0
LT934125.1	-	UL7	C6_dRNA	150	86124	86145	86130	11230.153607	10197.495805	86130	86130	1		22	dRNA	C6	dRNA	150	86302	87102	87102	86302	172	150
LT934125.1	-	UL7	PC_12_dRNA	150	86124	86142	86130	10479.18013	9648.231927	86130	86130	1		19	dRNA	PC_12	dRNA	150	86302	87102	87102	86302	172	150
LT934125.1	-	UL7	PK_15_dRNA	150	86124	86133	86130	5860.263489	5360.758534	86130	86130	1		10	dRNA	PK_15	dRNA	150	86302	87102	87102	86302	172	150
LT934125.1	-	US1_2	C6_dRNA	176	127345	127345	127345	129.082225	129.082225	127345	127345	1	US1_2	1	dRNA	C6	dRNA	176	126886	127977	127977	126886	-459	176
LT934125.1	-	US1_2	C6_dRNA	178	127526	127526	127526	129.082225	129.082225	127526	127526	1	US1_2	1	dRNA	C6	dRNA	178	126886	127977	127977	126886	-640	0
LT934125.1	-	US1_2	C6_dRNA	181	127782	127782	127782	129.082225	129.082225	127782	127782	1	US1_2	1	dRNA	C6	dRNA	181	126886	127977	127977	126886	-896	0
LT934125.1	-	US1_2	C6_dRNA	182	127830	127830	127830	129.082225	129.082225	127830	127830	1	US1_2	1	dRNA	C6	dRNA	182	126886	127977	127977	126886	-944	0
LT934125.1	-	US1_2	PC_12_dRNA	177	127496	127496	127496	46.163789	46.163789	127496	127496	1	US1_2	1	dRNA	PC_12	dRNA	177	126886	127977	127977	126886	-610	177
LT934125.1	-	US1_2	PC_12_dRNA	179	127569	127569	127569	46.163789	46.163789	127569	127569	1	US1_2	1	dRNA	PC_12	dRNA	179	126886	127977	127977	126886	-683	0
LT934125.1	-	US1_2	PC_12_dRNA	180	127728	127728	127728	46.163789	46.163789	127728	127728	1	US1_2	1	dRNA	PC_12	dRNA	180	126886	127977	127977	126886	-842	0
