chr	pos	strand	C6_12h	C6_4h	PC_12_12h	PC_12_4h	PK_15_12h	PK_15_4h
LT934125.1	2017	+	0	0	0	1	0	0
LT934125.1	2044	-	0	0	0	0	1	0
LT934125.1	2057	+	0	0	0	0	1	0
LT934125.1	2060	+	0	0	0	0	1	0
LT934125.1	2069	+	1	0	0	0	0	0
LT934125.1	2084	-	0	0	1	0	0	0
LT934125.1	2139	+	0	0	0	0	1	0
LT934125.1	2142	+	0	0	5	0	0	0
LT934125.1	2167	+	0	0	0	0	1	0
LT934125.1	2168	+	0	0	0	0	6	2
LT934125.1	2169	+	0	0	0	0	1	0
LT934125.1	2188	+	0	0	0	0	0	1
LT934125.1	2190	+	0	0	0	0	1	0
LT934125.1	2210	-	1	0	0	0	0	0
LT934125.1	2216	+	0	0	0	0	1	0
LT934125.1	2221	+	0	0	1	0	0	0
LT934125.1	2223	+	0	0	0	0	6	0
LT934125.1	2225	+	0	0	0	0	1	0
LT934125.1	2245	-	0	0	0	1	0	0
LT934125.1	2246	-	0	0	1	0	0	0
LT934125.1	2277	+	0	0	0	0	1	1
LT934125.1	2284	+	0	0	0	0	1	0
LT934125.1	2286	+	0	0	0	0	7	0
LT934125.1	2292	+	0	0	0	0	2	0
LT934125.1	2301	+	0	0	0	0	6	0
LT934125.1	2330	+	0	0	1	0	4	0
LT934125.1	2331	+	0	0	0	0	1	0
LT934125.1	2332	+	0	0	0	0	2	0
LT934125.1	2344	+	0	0	0	0	2	0
LT934125.1	2351	+	0	0	1	0	0	0
LT934125.1	2352	+	0	0	0	0	2	0
LT934125.1	2361	+	0	0	1	0	0	0
LT934125.1	2362	+	0	0	0	0	1	0
LT934125.1	2369	+	0	0	0	0	1	0
LT934125.1	2370	+	0	0	0	0	0	1
LT934125.1	2371	+	0	0	0	0	1	0
LT934125.1	2375	+	0	0	0	0	1	0
LT934125.1	2377	+	0	0	0	0	1	0
LT934125.1	2382	+	0	0	0	0	1	0
LT934125.1	2384	+	0	0	0	0	1	0
LT934125.1	2385	+	0	0	0	0	1	0
LT934125.1	2392	+	0	0	0	0	1	0
LT934125.1	2400	+	0	0	1	0	0	0
LT934125.1	2405	+	0	0	0	0	1	0
LT934125.1	2422	+	0	0	0	0	2	0
LT934125.1	2424	+	0	0	0	0	1	0
LT934125.1	2426	+	0	0	0	0	2	0
LT934125.1	2433	+	0	0	1	0	0	0
LT934125.1	2434	+	0	0	0	0	2	0
LT934125.1	2436	-	0	0	0	0	1	0
LT934125.1	2443	+	0	0	0	0	2	0
LT934125.1	2444	+	0	0	0	0	1	0
LT934125.1	2446	+	0	0	0	0	1	0
LT934125.1	2453	+	0	0	0	0	1	0
LT934125.1	2466	-	1	0	0	0	0	0
LT934125.1	2473	+	0	0	4	0	0	0
LT934125.1	2475	+	0	0	0	0	1	0
LT934125.1	2476	+	0	0	0	0	1	0
LT934125.1	2477	+	0	0	0	0	1	0
LT934125.1	2479	+	0	0	0	0	2	0
LT934125.1	2485	+	0	0	1	0	0	0
LT934125.1	2486	+	0	0	1	0	0	0
LT934125.1	2487	+	0	0	0	0	2	1
LT934125.1	2489	+	1	0	1	0	0	0
LT934125.1	2489	-	0	0	0	0	1	0
LT934125.1	2491	+	0	0	0	0	1	0
LT934125.1	2506	+	0	0	0	0	6	0
LT934125.1	2518	+	0	0	0	0	2	0
LT934125.1	2528	-	0	0	0	0	1	0
LT934125.1	2537	+	0	0	0	0	4	0
LT934125.1	2539	+	0	0	0	0	1	0
LT934125.1	2546	+	0	1	0	0	0	0
LT934125.1	2549	+	1	0	0	0	0	0
LT934125.1	2568	+	0	0	2	0	0	0
LT934125.1	2569	+	0	0	0	0	0	1
LT934125.1	2570	+	0	0	0	0	2	0
LT934125.1	2571	+	0	0	1	0	1	1
LT934125.1	2572	+	0	0	0	0	7	0
LT934125.1	2572	-	0	0	0	0	1	0
LT934125.1	2574	+	0	0	0	0	1	0
LT934125.1	2580	+	0	0	2	0	0	0
LT934125.1	2581	+	0	0	0	0	0	1
LT934125.1	2582	+	0	0	1	0	4	0
LT934125.1	2583	+	0	0	1	0	1	1
LT934125.1	2584	+	2	0	0	0	8	0
LT934125.1	2586	+	3	0	0	0	3	0
LT934125.1	2588	+	0	0	0	0	1	0
LT934125.1	2589	+	0	0	0	0	2	0
LT934125.1	2595	+	0	0	0	0	2	0
LT934125.1	2596	+	0	0	1	0	1	1
LT934125.1	2597	+	0	0	0	0	7	0
LT934125.1	2599	+	2	0	0	0	3	0
LT934125.1	2602	+	0	0	0	0	2	0
LT934125.1	2604	+	1	0	0	0	1	0
LT934125.1	2607	+	0	0	0	0	1	0
LT934125.1	2618	+	0	0	2	0	0	0
LT934125.1	2619	+	0	0	0	0	0	1
LT934125.1	2620	+	0	0	0	0	2	0
LT934125.1	2621	+	0	0	1	0	1	1
LT934125.1	2622	+	0	0	0	0	8	0
LT934125.1	2622	-	0	0	0	0	1	0
LT934125.1	2624	+	1	0	0	0	3	0
LT934125.1	2626	+	0	0	0	0	1	0
LT934125.1	2626	-	1	0	0	0	0	0
LT934125.1	2627	+	0	0	0	0	3	0
LT934125.1	2633	+	0	0	0	0	2	0
LT934125.1	2634	+	0	0	1	0	1	1
LT934125.1	2635	+	0	0	0	0	7	0
LT934125.1	2637	+	1	0	0	0	1	0
LT934125.1	2720	+	0	0	0	0	1	0
LT934125.1	2753	+	0	0	0	1	0	0
LT934125.1	2761	-	6	0	0	0	0	0
LT934125.1	2762	-	0	0	0	0	32	0
LT934125.1	2767	-	0	0	0	0	2	0
LT934125.1	2770	-	0	0	1	0	0	0
LT934125.1	2784	-	0	0	0	0	1	0
LT934125.1	2788	-	0	0	1	0	0	0
LT934125.1	2792	-	0	0	0	0	1	0
LT934125.1	2803	-	0	0	1	0	1	0
LT934125.1	2843	+	0	0	1	0	0	0
LT934125.1	2844	+	0	0	0	0	1	0
LT934125.1	2851	+	1	0	0	0	0	0
LT934125.1	2870	-	0	0	0	0	1	0
LT934125.1	2871	-	0	0	0	0	1	0
LT934125.1	2872	-	0	0	0	0	1	0
LT934125.1	2895	-	0	0	0	0	1	0
LT934125.1	2923	-	0	0	0	0	1	0
LT934125.1	2968	+	0	0	0	0	1	0
LT934125.1	2969	+	0	0	0	0	0	1
LT934125.1	2973	-	1	0	0	0	1	0
LT934125.1	2974	-	0	0	0	0	1	0
LT934125.1	2978	+	0	0	0	1	0	0
LT934125.1	3001	+	0	0	0	0	1	0
LT934125.1	3042	-	0	0	0	0	1	0
LT934125.1	3049	+	0	0	1	0	0	0
LT934125.1	3074	-	1	0	1	0	0	0
LT934125.1	3120	-	1	0	1	0	1	0
LT934125.1	3139	-	1	0	0	0	0	0
LT934125.1	3163	-	0	0	0	0	1	0
LT934125.1	3169	-	0	0	0	0	2	0
LT934125.1	3170	-	0	0	0	0	1	0
LT934125.1	3172	-	0	0	1	0	0	0
LT934125.1	3174	-	0	0	1	0	0	0
LT934125.1	3186	-	0	0	1	0	0	0
LT934125.1	3196	-	1	0	0	0	1	0
LT934125.1	3214	-	1	0	0	0	0	2
LT934125.1	3215	-	0	0	0	0	2	0
LT934125.1	3216	-	0	0	3	0	0	0
LT934125.1	3218	-	0	0	0	0	0	1
LT934125.1	3219	-	0	0	1	0	0	0
LT934125.1	3237	-	1	0	0	0	0	0
LT934125.1	3238	-	0	0	1	0	0	0
LT934125.1	3252	-	0	0	2	0	0	0
LT934125.1	3265	-	0	0	0	0	1	0
LT934125.1	3273	-	0	0	0	0	0	1
LT934125.1	3274	-	0	0	0	0	0	1
LT934125.1	3286	-	0	0	0	0	1	1
LT934125.1	3319	-	0	0	0	0	1	0
LT934125.1	3339	+	0	0	0	0	1	0
LT934125.1	3345	-	0	0	0	0	0	1
LT934125.1	3348	-	0	0	1	0	1	0
LT934125.1	3349	-	1	0	1	0	0	0
LT934125.1	3350	-	1	0	0	0	0	0
LT934125.1	3351	-	3	0	4	0	4	0
LT934125.1	3353	-	0	0	0	0	0	2
LT934125.1	3366	-	0	0	0	0	0	1
LT934125.1	3367	-	0	0	1	0	0	0
LT934125.1	3370	-	0	0	0	1	0	0
LT934125.1	3372	+	0	0	0	0	1	0
LT934125.1	3387	-	0	0	0	0	1	0
LT934125.1	3388	-	1	0	1	0	2	0
LT934125.1	3390	-	0	0	1	0	0	0
LT934125.1	3397	-	0	0	0	0	1	0
LT934125.1	3398	-	1	0	2	0	0	1
LT934125.1	3406	-	0	0	0	1	0	0
LT934125.1	3412	-	0	0	0	0	1	0
LT934125.1	3421	-	1	0	0	0	0	0
LT934125.1	3426	-	0	0	1	0	0	0
LT934125.1	3463	-	0	0	1	0	0	0
LT934125.1	3480	-	0	0	1	0	0	0
LT934125.1	3506	-	0	0	3	0	0	0
LT934125.1	3507	-	0	0	0	0	2	0
LT934125.1	3509	-	0	0	0	0	0	1
LT934125.1	3511	-	0	0	0	0	0	1
LT934125.1	3526	-	0	0	0	0	1	0
LT934125.1	3528	-	0	0	1	0	0	0
LT934125.1	3594	+	0	0	0	0	1	0
LT934125.1	3634	-	0	0	1	0	0	0
LT934125.1	3635	-	0	0	0	0	1	0
LT934125.1	3637	-	0	0	0	0	1	0
LT934125.1	3644	-	0	0	1	0	0	0
LT934125.1	3645	+	0	0	0	1	0	0
LT934125.1	3651	+	0	3	4	8	0	0
LT934125.1	3656	-	0	0	1	0	1	0
LT934125.1	3657	+	1	0	0	0	0	0
LT934125.1	3662	-	0	0	1	0	0	0
LT934125.1	3669	+	1	0	0	0	0	0
LT934125.1	3672	+	1	0	0	0	0	0
LT934125.1	3680	-	0	0	1	0	0	0
LT934125.1	3683	-	0	0	1	0	0	0
LT934125.1	3686	-	0	0	0	0	1	0
LT934125.1	3689	-	1	0	0	0	0	0
LT934125.1	3693	-	0	1	0	0	0	0
LT934125.1	3701	-	0	1	0	6	0	0
LT934125.1	3726	-	0	0	1	0	0	0
LT934125.1	3756	-	1	0	0	0	0	0
LT934125.1	3806	-	0	0	1	0	0	0
LT934125.1	3871	+	7	0	0	0	0	0
LT934125.1	3885	-	1	0	0	0	0	0
LT934125.1	3901	+	1	0	0	0	0	0
LT934125.1	3909	+	0	0	0	0	1	0
LT934125.1	3910	-	5	0	1	1	41	15
LT934125.1	3911	-	0	0	1	0	0	0
LT934125.1	3913	-	0	0	16	0	0	0
LT934125.1	3916	-	0	0	0	0	2	0
LT934125.1	3924	+	0	0	1	0	0	0
LT934125.1	3927	+	0	0	1	0	0	0
LT934125.1	3931	+	0	0	0	0	1	0
LT934125.1	3932	+	0	0	1	0	0	0
LT934125.1	3942	-	0	0	0	0	3	1
LT934125.1	3943	-	0	0	0	0	1	0
LT934125.1	3951	-	0	0	1	0	0	0
LT934125.1	3963	+	0	0	0	0	1	0
LT934125.1	3966	+	0	0	0	0	0	1
LT934125.1	3967	+	0	0	2	0	1	0
LT934125.1	3971	+	0	0	1	0	0	0
LT934125.1	3985	-	0	0	1	0	0	0
LT934125.1	4010	-	0	0	0	0	1	1
LT934125.1	4011	-	1	0	0	0	0	0
LT934125.1	4023	+	0	0	0	0	1	0
LT934125.1	4026	+	0	0	0	0	1	0
LT934125.1	4036	-	0	0	1	0	0	0
LT934125.1	4038	-	1	0	0	0	0	0
LT934125.1	4053	-	0	0	1	0	0	0
LT934125.1	4067	-	0	0	0	0	1	0
LT934125.1	4084	-	1	0	0	0	0	0
LT934125.1	4134	-	1	0	1	0	0	0
LT934125.1	4135	-	0	0	0	0	2	0
LT934125.1	4149	+	0	0	0	0	1	0
LT934125.1	4165	-	0	0	0	0	1	0
LT934125.1	4168	-	0	0	1	0	0	0
LT934125.1	4204	+	0	0	0	0	1	0
LT934125.1	4210	-	0	0	1	0	1	0
LT934125.1	4212	-	0	0	0	0	1	0
LT934125.1	4213	-	0	0	0	1	0	0
LT934125.1	4229	+	0	0	1	0	2	0
LT934125.1	4231	+	0	0	0	0	1	0
LT934125.1	4234	+	0	0	0	0	1	0
LT934125.1	4292	-	0	0	0	0	1	0
LT934125.1	4315	-	0	0	0	0	1	0
LT934125.1	4337	-	0	0	0	0	1	0
LT934125.1	4356	+	0	0	1	0	1	0
LT934125.1	4361	+	0	0	1	0	0	0
LT934125.1	4384	-	0	0	0	0	1	0
LT934125.1	4392	-	0	0	0	0	1	0
LT934125.1	4416	-	1	0	0	0	0	0
LT934125.1	4419	+	0	0	0	0	1	0
LT934125.1	4434	-	0	0	1	0	0	0
LT934125.1	4447	+	0	0	0	0	1	0
LT934125.1	4454	+	0	0	0	0	1	0
LT934125.1	4458	-	0	0	2	0	0	0
LT934125.1	4465	+	0	0	0	0	1	0
LT934125.1	4470	-	0	0	1	0	0	0
LT934125.1	4478	+	0	0	0	0	1	0
LT934125.1	4480	+	0	0	2	0	13	0
LT934125.1	4490	+	0	0	1	0	0	0
LT934125.1	4536	-	0	0	0	0	1	0
LT934125.1	4537	+	0	0	1	0	0	0
LT934125.1	4540	-	0	0	1	0	0	0
LT934125.1	4542	-	1	0	0	0	0	0
LT934125.1	4557	+	1	0	0	0	0	0
LT934125.1	4583	-	0	0	1	0	0	0
LT934125.1	4597	-	0	0	0	0	2	0
LT934125.1	4630	+	0	0	0	0	0	1
LT934125.1	4631	+	0	0	0	0	3	0
LT934125.1	4632	+	2	0	6	0	2	1
LT934125.1	4635	+	2	0	2	0	5	0
LT934125.1	4656	-	1	0	0	0	0	0
LT934125.1	4658	-	1	0	0	0	0	0
LT934125.1	4676	+	0	0	0	0	1	0
LT934125.1	4687	+	0	0	0	0	1	0
LT934125.1	4687	-	1	0	0	0	0	0
LT934125.1	4692	+	0	0	0	0	1	0
LT934125.1	4695	-	0	0	0	0	1	0
LT934125.1	4698	-	0	0	1	0	0	0
LT934125.1	4699	-	0	0	0	0	1	0
LT934125.1	4700	-	0	0	1	0	0	0
LT934125.1	4727	-	0	1	0	0	0	0
LT934125.1	4732	-	0	0	0	0	1	0
LT934125.1	4734	-	2	0	0	0	1	0
LT934125.1	4738	+	0	0	1	0	0	0
LT934125.1	4752	-	0	0	1	0	0	0
LT934125.1	4759	-	0	0	0	0	1	0
LT934125.1	4808	-	0	0	0	0	1	0
LT934125.1	4809	-	0	0	0	0	1	0
LT934125.1	4811	-	0	0	0	0	3	0
LT934125.1	4818	-	0	0	0	0	1	0
LT934125.1	4823	-	0	0	0	0	1	0
LT934125.1	4825	-	0	0	0	0	1	0
LT934125.1	4826	-	1	0	0	0	5	1
LT934125.1	4828	-	0	0	0	0	1	0
LT934125.1	4830	-	1	0	2	0	0	1
LT934125.1	4831	-	0	0	0	0	1	0
LT934125.1	4836	-	0	0	0	0	1	0
LT934125.1	4848	-	1	0	1	0	0	2
LT934125.1	4849	-	0	0	0	0	2	0
LT934125.1	4857	-	0	0	0	0	1	0
LT934125.1	4888	-	0	0	0	0	1	0
LT934125.1	4889	-	1	0	0	0	0	0
LT934125.1	4895	-	0	0	0	0	1	0
LT934125.1	4899	-	0	0	0	0	1	0
LT934125.1	4905	-	0	0	0	0	1	0
LT934125.1	4906	-	0	0	2	0	0	0
LT934125.1	4907	-	0	0	0	1	0	0
LT934125.1	4924	-	2	0	2	0	5	2
LT934125.1	4925	-	26	0	17	4	53	15
LT934125.1	4926	-	5	1	7	3	42	6
LT934125.1	4927	-	0	1	1	0	2	0
LT934125.1	4928	-	1	2	5	0	3	0
LT934125.1	4947	+	0	0	0	0	1	0
LT934125.1	4949	+	0	0	0	0	3	1
LT934125.1	4966	-	0	0	0	0	1	0
LT934125.1	4967	+	9	0	0	0	0	0
LT934125.1	4978	+	0	1	0	0	0	0
LT934125.1	4986	-	0	0	0	0	1	0
LT934125.1	4991	-	0	0	0	0	0	1
LT934125.1	4994	-	0	0	1	0	0	0
LT934125.1	5004	-	0	0	0	0	1	0
LT934125.1	5008	-	0	0	0	0	1	0
LT934125.1	5041	+	0	0	0	0	1	0
LT934125.1	5046	+	0	0	0	0	1	0
LT934125.1	5059	+	0	0	0	0	1	0
LT934125.1	5066	-	0	0	1	0	2	0
LT934125.1	5069	-	0	0	1	0	0	0
LT934125.1	5107	+	1	0	0	0	0	0
LT934125.1	5115	-	0	0	0	0	1	0
LT934125.1	5118	-	0	0	0	0	1	0
LT934125.1	5119	-	1	0	0	0	0	0
LT934125.1	5139	-	0	0	0	0	1	0
LT934125.1	5142	+	0	0	0	0	1	0
LT934125.1	5151	-	1	0	0	0	0	0
LT934125.1	5159	-	0	0	0	0	1	0
LT934125.1	5171	-	0	0	0	0	1	0
LT934125.1	5192	-	0	0	0	0	1	0
LT934125.1	5193	+	0	0	0	0	1	0
LT934125.1	5199	+	0	0	0	0	1	0
LT934125.1	5259	+	0	0	1	0	0	0
LT934125.1	5267	-	0	1	2	0	1	0
LT934125.1	5271	-	0	0	0	0	3	0
LT934125.1	5272	-	0	0	0	0	1	0
LT934125.1	5291	-	0	0	0	0	1	0
LT934125.1	5318	-	1	0	0	0	0	0
LT934125.1	5335	-	0	0	0	0	1	0
LT934125.1	5375	-	0	0	0	0	1	0
LT934125.1	5427	-	0	0	1	0	0	0
LT934125.1	5461	-	1	0	0	0	0	0
LT934125.1	5496	-	0	1	0	0	0	0
LT934125.1	5655	-	0	0	1	0	0	0
LT934125.1	5699	-	0	0	0	1	0	0
LT934125.1	5762	-	0	0	1	0	0	0
LT934125.1	5850	-	0	0	0	0	1	0
LT934125.1	5991	+	0	0	0	0	1	0
LT934125.1	6088	+	0	0	1	0	0	0
LT934125.1	6092	+	0	0	0	0	1	0
LT934125.1	6173	-	0	0	0	0	1	0
LT934125.1	6183	-	0	0	1	0	1	0
LT934125.1	6201	-	1	0	0	0	0	0
LT934125.1	6204	-	0	0	1	0	0	0
LT934125.1	6219	+	0	0	0	0	1	0
LT934125.1	6286	+	0	0	0	0	1	0
LT934125.1	6452	+	1	0	0	0	0	0
LT934125.1	6455	+	1	0	0	0	0	0
LT934125.1	6533	+	0	0	0	0	1	0
LT934125.1	6557	-	0	0	0	0	1	0
LT934125.1	6574	+	0	0	0	0	1	0
LT934125.1	6590	+	0	0	1	0	0	0
LT934125.1	6648	-	0	0	0	0	1	0
LT934125.1	6675	+	0	0	0	0	1	0
LT934125.1	6680	+	1	0	0	0	0	0
LT934125.1	6731	+	0	0	0	0	0	1
LT934125.1	6736	-	0	0	0	0	1	0
LT934125.1	6785	-	0	0	0	0	1	0
LT934125.1	6813	+	0	0	1	0	0	0
LT934125.1	6831	+	0	0	0	0	1	0
LT934125.1	6853	+	0	0	1	0	0	0
LT934125.1	6871	-	0	0	0	0	1	0
LT934125.1	6887	+	0	0	0	0	0	1
LT934125.1	6896	+	0	0	0	0	1	0
LT934125.1	6911	-	0	0	0	0	1	0
LT934125.1	6912	+	0	0	1	0	0	0
LT934125.1	6963	+	0	0	0	0	1	0
LT934125.1	6998	-	0	0	0	0	1	0
LT934125.1	7007	+	0	0	0	0	2	0
LT934125.1	7009	+	0	0	1	0	0	0
LT934125.1	7077	-	0	0	1	0	0	0
LT934125.1	7078	+	0	0	1	0	0	0
LT934125.1	7097	+	0	0	0	0	0	1
LT934125.1	7109	-	0	0	0	0	1	0
LT934125.1	7117	+	0	0	0	0	1	0
LT934125.1	7125	+	0	0	0	0	0	1
LT934125.1	7127	-	0	0	1	0	0	0
LT934125.1	7129	-	0	1	1	0	0	0
LT934125.1	7146	-	0	0	1	0	1	0
LT934125.1	7150	+	0	0	0	0	2	0
LT934125.1	7161	-	0	0	1	0	0	0
LT934125.1	7176	-	0	0	1	0	0	0
LT934125.1	7253	-	0	0	0	0	1	0
LT934125.1	7261	+	0	0	0	0	2	0
LT934125.1	7270	-	0	0	0	0	0	1
LT934125.1	7272	+	0	0	0	0	0	1
LT934125.1	7281	+	0	0	0	0	0	1
LT934125.1	7336	+	0	0	0	0	1	0
LT934125.1	7416	-	0	0	0	0	1	0
LT934125.1	7441	+	1	0	0	0	0	0
LT934125.1	7451	+	0	0	0	0	1	0
LT934125.1	7454	+	0	0	1	0	1	0
LT934125.1	7471	+	0	0	1	0	0	0
LT934125.1	7494	-	0	0	0	0	1	0
LT934125.1	7498	-	0	0	0	0	1	0
LT934125.1	7534	-	0	0	0	1	1	0
LT934125.1	7536	-	0	0	0	0	3	0
LT934125.1	7566	-	0	0	0	0	0	1
LT934125.1	7568	-	0	0	2	2	0	2
LT934125.1	7585	+	0	0	0	0	28	0
