chr	strand	gene	group	cluster	start	end	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC	gene_mean_dominant_TSS	gene_dominant_TSS_shift	gene_mean_shift_TSS	gene_sd_shift_TSS	gene_varcoeff_shif_TSS
LT934125.1	+	ORF-1	PC_12_4h	12	1599	1599	1599	483.558994	483.558994	1599	1599	1		1	4h	PC_12	4	12	1623	2243	1623	2243	24	12	1600	1	0.166666666666667	0.408248290463863	2.44948974278318
LT934125.1	+	ORF-1	PK_15_12h	12	1600	1603	1600	756.301613	601.439854	1600	1603	4		4	12h	PK_15	12	12	1623	2243	1623	2243	23	12	1600	0	0.166666666666667	0.408248290463863	2.44948974278318
LT934125.1	+	ORF-1	PK_15_4h	12	1600	1604	1600	314.66331	125.865324	1600	1604	5		5	4h	PK_15	4	12	1623	2243	1623	2243	23	12	1600	0	0.166666666666667	0.408248290463863	2.44948974278318
LT934125.1	+	UL11	C6_12h	645	79720	79720	79720	27.285874	27.285874	79720	79720	1	UL12	1	12h	C6	12	645	79779	79970	79779	79970	59	645	79720	0	0.5	0.707106781186548	1.4142135623731
LT934125.1	+	UL11	PC_12_12h	645	79719	79719	79719	24.301041	24.301041	79719	79719	1	UL12	1	12h	PC_12	12	645	79779	79970	79779	79970	60	645	79720	1	0.5	0.707106781186548	1.4142135623731
LT934125.1	+	UL14	C6_12h	621	76677	76685	76685	245.572866	109.143496	76677	76685	9		9	12h	C6	12	621	76753	77232	76753	77232	68	621	76684	-1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL14	C6_4h	621	76683	76683	76683	1703.577513	1703.577513	76683	76683	1		1	4h	C6	4	621	76753	77232	76753	77232	70	621	76684	1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL14	PC_12_12h	621	76683	76685	76685	194.40833	170.107289	76683	76685	3		3	12h	PC_12	12	621	76753	77232	76753	77232	68	621	76684	-1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL14	PC_12_4h	621	76682	76683	76682	1208.897485	725.338491	76682	76683	2		2	4h	PC_12	4	621	76753	77232	76753	77232	71	621	76684	2	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL14	PK_15_4h	621	76677	76685	76685	1950.912523	1384.518565	76679	76685	7		9	4h	PK_15	4	621	76753	77232	76753	77232	68	621	76684	-1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL16	PK_15_4h	605	74632	74632	74632	62.932662	62.932662	74632	74632	1		1	4h	PK_15	4	605	74654	75640	74654	75640	22	605	74632	0	0		
LT934125.1	+	UL17	PC_12_12h	593	72758	72763	72759	1251.503627	729.031239	72759	72763	5		6	12h	PC_12	12	593	72834	74627	72834	74627	75	593	72759	0	0	0	
LT934125.1	+	UL17	PC_12_4h	593	72756	72763	72759	3143.133462	1450.676983	72756	72763	8		8	4h	PC_12	4	593	72834	74627	72834	74627	75	593	72759	0	0	0	
LT934125.1	+	UL18	C6_12h	563	70528	70534	70531	13451.935932	8758.765587	70529	70531	3		7	12h	C6	12	563	70559	71449	70559	71449	28	563	70530	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	UL18	C6_4h	563	70528	70531	70531	8517.887564	5678.591709	70528	70531	4		4	4h	C6	4	563	70559	71449	70559	71449	28	563	70530	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	UL18	PC_12_12h	563	70525	70534	70531	11700.951385	7642.677489	70529	70531	3		10	12h	PC_12	12	563	70559	71449	70559	71449	28	563	70530	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	UL18	PC_12_4h	563	70528	70529	70528	10638.297873	6528.046422	70528	70529	2		2	4h	PC_12	4	563	70559	71449	70559	71449	31	563	70530	2	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	UL18	PK_15_12h	563	70526	70534	70531	13966.369788	8146.448804	70526	70531	6		9	12h	PK_15	12	563	70559	71449	70559	71449	28	563	70530	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	UL18	PK_15_4h	563	70529	70531	70531	7866.582757	4782.882316	70529	70531	3		3	4h	PK_15	4	563	70559	71449	70559	71449	28	563	70530	-1	1.16666666666667	0.408248290463863	0.349927106111883
LT934125.1	+	UL19	C6_12h	500	66335	66338	66338	33015.907664	32879.478294	66338	66338	1		4	12h	C6	12	500	66399	70391	66399	70391	61	500	66338	0	0	0	
LT934125.1	+	UL19	C6_4h	500	66334	66338	66338	10789.324248	10221.465077	66338	66338	1		5	4h	C6	4	500	66399	70391	66399	70391	61	500	66338	0	0	0	
LT934125.1	+	UL19	PC_12_12h	500	66335	66338	66338	26889.102198	26512.436058	66338	66338	1		4	12h	PC_12	12	500	66399	70391	66399	70391	61	500	66338	0	0	0	
LT934125.1	+	UL19	PC_12_4h	500	66333	66338	66338	23936.170212	23210.831721	66338	66338	1		6	4h	PC_12	4	500	66399	70391	66399	70391	61	500	66338	0	0	0	
LT934125.1	+	UL19	PK_15_12h	500	66330	66338	66338	29214.850883	28285.680329	66338	66338	1		9	12h	PK_15	12	500	66399	70391	66399	70391	61	500	66338	0	0	0	
LT934125.1	+	UL19	PK_15_4h	500	66337	66338	66338	12586.53241	12460.667086	66338	66338	1		2	4h	PK_15	4	500	66399	70391	66399	70391	61	500	66338	0	0	0	
LT934125.1	+	UL20	C6_12h	495	65805	65809	65807	163.715244	81.857622	65805	65809	5		5	12h	C6	12	495	65827	66312	65827	66312	20	495	65806	-1	1	0	0
LT934125.1	+	UL20	C6_4h	495	65807	65807	65807	567.859171	567.859171	65807	65807	1		1	4h	C6	4	495	65827	66312	65827	66312	20	495	65806	-1	1	0	0
LT934125.1	+	UL20	PC_12_12h	495	65805	65809	65805	1044.944776	607.526032	65805	65807	3		5	12h	PC_12	12	495	65827	66312	65827	66312	22	495	65806	1	1	0	0
LT934125.1	+	UL20	PC_12_4h	495	65802	65805	65805	1692.456479	967.117988	65802	65805	4		4	4h	PC_12	4	495	65827	66312	65827	66312	22	495	65806	1	1	0	0
LT934125.1	+	UL20	PK_15_12h	495	65805	65807	65807	947.177734	543.816874	65805	65807	3		3	12h	PK_15	12	495	65827	66312	65827	66312	20	495	65806	-1	1	0	0
LT934125.1	+	UL20	PK_15_4h	495	65805	65807	65807	2706.104468	1510.383889	65805	65807	3		3	4h	PK_15	4	495	65827	66312	65827	66312	20	495	65806	-1	1	0	0
LT934125.1	+	UL22	C6_12h	443	60232	60239	60232	1364.293705	518.431608	60232	60235	4		8	12h	C6	12	443	60254	62314	60254	62314	22	443	60233	1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL22	PC_12_12h	443	60232	60236	60235	1737.524453	571.074471	60232	60236	5		5	12h	PC_12	12	443	60254	62314	60254	62314	19	443	60233	-2	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL22	PC_12_4h	443	60232	60235	60234	2176.015473	967.117988	60232	60235	4		4	4h	PC_12	4	443	60254	62314	60254	62314	20	443	60233	-1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL22	PK_15_12h	443	60232	60239	60232	1451.37881	522.208257	60232	60236	5		8	12h	PK_15	12	443	60254	62314	60254	62314	22	443	60233	1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL22	PK_15_4h	443	60232	60239	60232	1195.720578	440.528634	60232	60236	5		8	4h	PK_15	4	443	60254	62314	60254	62314	22	443	60233	1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL23	C6_12h	428	59065	59070	59068	4202.024611	3519.877759	59068	59070	3		6	12h	C6	12	428	59156	60118	59156	60118	88	428	59068	0	0	0	
LT934125.1	+	UL23	C6_4h	428	59067	59068	59068	3407.155026	2839.295855	59067	59068	2		2	4h	C6	4	428	59156	60118	59156	60118	88	428	59068	0	0	0	
LT934125.1	+	UL23	PC_12_12h	428	59067	59070	59068	2089.889552	1846.879139	59068	59068	1		4	12h	PC_12	12	428	59156	60118	59156	60118	88	428	59068	0	0	0	
LT934125.1	+	UL23	PC_12_4h	428	59068	59070	59068	7978.723405	6286.266925	59068	59070	3		3	4h	PC_12	4	428	59156	60118	59156	60118	88	428	59068	0	0	0	
LT934125.1	+	UL23	PK_15_12h	428	59068	59070	59068	1318.125668	1130.850983	59068	59070	3		3	12h	PK_15	12	428	59156	60118	59156	60118	88	428	59068	0	0	0	
LT934125.1	+	UL30	C6_12h	169	25419	25422	25419	54.571748	27.285874	25419	25422	4		4	12h	C6	12	169	25434	28580	25434	28580	15	169	25420	1	0.8	0.836660026534076	1.04582503316759
LT934125.1	+	UL30	PC_12_12h	169	25420	25422	25420	194.408331	109.354686	25420	25422	3		3	12h	PC_12	12	169	25434	28580	25434	28580	14	169	25420	0	0.8	0.836660026534076	1.04582503316759
LT934125.1	+	UL30	PC_12_4h	169	25419	25420	25419	483.558994	241.779497	25419	25420	2		2	4h	PC_12	4	169	25434	28580	25434	28580	15	169	25420	1	0.8	0.836660026534076	1.04582503316759
LT934125.1	+	UL30	PK_15_12h	169	25418	25422	25422	75.630162	28.81149	25418	25422	5		5	12h	PK_15	12	169	25434	28580	25434	28580	12	169	25420	-2	0.8	0.836660026534076	1.04582503316759
LT934125.1	+	UL30	PK_15_4h	169	25420	25422	25420	3272.498426	1636.249213	25420	25422	3		3	4h	PK_15	4	169	25434	28580	25434	28580	14	169	25420	0	0.8	0.836660026534076	1.04582503316759
LT934125.1	+	UL33	C6_12h	210	30702	30710	30702	81.857622	27.285874	30702	30710	9		9	12h	C6	12	210	30720	31070	30720	31070	18	210	30706	4	6	2.64575131106459	0.440958551844098
LT934125.1	+	UL33	PC_12_12h	210	30701	30701	30701	24.301041	24.301041	30701	30701	1		1	12h	PC_12	12	210	30720	31070	30720	31070	19	210	30706	5	6	2.64575131106459	0.440958551844098
LT934125.1	+	UL33	PK_15_4h	210	30715	30715	30715	62.932662	62.932662	30715	30715	1		1	4h	PK_15	4	210	30720	31070	30720	31070	5	210	30706	-9	6	2.64575131106459	0.440958551844098
LT934125.1	+	UL34	PC_12_4h	215	31093	31098	31098	15232.108317	11363.636364	31096	31098	3		6	4h	PC_12	4	215	31226	32011	31226	32011	128	215	31098	0	0		
LT934125.1	+	UL35	C6_12h	229	32007	32038	32038	101203.307047	70179.268193	32036	32038	3		32	12h	C6	12	229	32066	32377	32066	32377	28	229	32037	-1	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	+	UL35	C6_4h	229	32032	32040	32038	17603.634299	7382.169222	32035	32038	4		9	4h	C6	4	229	32066	32377	32066	32377	28	229	32037	-1	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	+	UL35	PC_12_12h	229	32030	32038	32038	86645.362753	58529.05797	32036	32038	3		9	12h	PC_12	12	229	32066	32377	32066	32377	28	229	32037	-1	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	+	UL35	PC_12_4h	229	32032	32034	32034	44970.98646	26837.524178	32032	32034	3		3	4h	PC_12	4	229	32066	32377	32066	32377	32	229	32037	3	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	+	UL35	PK_15_12h	229	32020	32038	32038	28249.665965	15248.481094	32036	32038	3		19	12h	PK_15	12	229	32066	32377	32066	32377	28	229	32037	-1	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	+	UL35	PK_15_4h	229	32029	32040	32038	6859.660163	3209.565765	32036	32038	3		12	4h	PK_15	4	229	32066	32377	32066	32377	28	229	32037	-1	1.33333333333333	0.816496580927726	0.612372435695795
LT934125.1	+	UL38	C6_12h	252	44806	44812	44812	4966.029086	4038.309367	44810	44812	3		7	12h	C6	12	252	44837	45943	44837	45943	25	252	44812	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL38	C6_4h	252	44812	44812	44812	2839.295855	2839.295855	44812	44812	1		1	4h	C6	4	252	44837	45943	44837	45943	25	252	44812	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL38	PC_12_12h	252	44810	44812	44812	5795.79835	4884.509301	44810	44812	3		3	12h	PC_12	12	252	44837	45943	44837	45943	25	252	44812	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL38	PC_12_4h	252	44806	44812	44809	6528.046422	4593.810445	44809	44810	2		7	4h	PC_12	4	252	44837	45943	44837	45943	28	252	44812	3	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL38	PK_15_12h	252	44807	44812	44812	12252.086133	9432.161546	44810	44812	3		6	12h	PK_15	12	252	44837	45943	44837	45943	25	252	44812	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL38	PK_15_4h	252	44810	44812	44812	6356.198867	5097.545626	44810	44812	3		3	4h	PK_15	4	252	44837	45943	44837	45943	25	252	44812	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL39	C6_12h	272	46235	46235	46235	1555.294824	1555.294824	46235	46235	1		1	12h	C6	12	272	46274	48646	46274	48646	39	272	46235	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL39	C6_4h	272	46235	46235	46235	2839.295855	2839.295855	46235	46235	1		1	4h	C6	4	272	46274	48646	46274	48646	39	272	46235	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL39	PC_12_12h	272	46234	46234	46234	2673.114543	2673.114543	46234	46234	1		1	12h	PC_12	12	272	46274	48646	46274	48646	40	272	46235	1	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL39	PC_12_4h	272	46234	46234	46234	4835.589942	4835.589942	46234	46234	1		1	4h	PC_12	4	272	46274	48646	46274	48646	40	272	46235	1	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL39	PK_15_12h	272	46235	46235	46235	1447.777374	1447.777374	46235	46235	1		1	12h	PK_15	12	272	46274	48646	46274	48646	39	272	46235	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL39	PK_15_4h	272	46227	46235	46235	9502.83197	9439.899308	46235	46235	1		9	4h	PK_15	4	272	46274	48646	46274	48646	39	272	46235	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL4	C6_4h	726	91412	91412	91412	567.859171	567.859171	91412	91412	1	UL5	1	4h	C6	4	726	91486	91923	91486	91923	74	726	91409	-3	0.8	1.30384048104053	1.62980060130066
LT934125.1	+	UL4	PC_12_12h	726	91409	91412	91409	1044.944776	692.579677	91409	91412	4	UL5	4	12h	PC_12	12	726	91486	91923	91486	91923	77	726	91409	0	0.8	1.30384048104053	1.62980060130066
LT934125.1	+	UL4	PC_12_4h	726	91405	91412	91409	2417.794971	1692.45648	91409	91412	4	UL5	8	4h	PC_12	4	726	91486	91923	91486	91923	77	726	91409	0	0.8	1.30384048104053	1.62980060130066
LT934125.1	+	UL4	PK_15_12h	726	91408	91412	91408	979.590661	500.599639	91408	91412	5	UL5	5	12h	PK_15	12	726	91486	91923	91486	91923	78	726	91409	1	0.8	1.30384048104053	1.62980060130066
LT934125.1	+	UL4	PK_15_4h	726	91409	91412	91409	1132.787916	566.393958	91409	91412	4	UL5	4	4h	PK_15	4	726	91486	91923	91486	91923	77	726	91409	0	0.8	1.30384048104053	1.62980060130066
LT934125.1	+	UL40	C6_4h	307	48565	48567	48567	39750.141965	32935.831914	48566	48567	2	UL39	3	4h	C6	4	307	48656	49567	48656	49567	89	307	48567	0	0	0	
LT934125.1	+	UL40	PK_15_12h	307	48565	48570	48567	1490.994608	1260.502688	48567	48570	4	UL39	6	12h	PK_15	12	307	48656	49567	48656	49567	89	307	48567	0	0	0	
LT934125.1	+	UL40	PK_15_4h	307	48554	48570	48567	36375.078665	27061.044682	48567	48570	4	UL39	17	4h	PK_15	4	307	48656	49567	48656	49567	89	307	48567	0	0	0	
LT934125.1	+	UL42	C6_12h	339	51230	51239	51235	6112.035799	3710.878878	51235	51237	3		10	12h	C6	12	339	51270	52415	51270	52415	35	339	51235	0	0	0	
LT934125.1	+	UL42	C6_4h	339	51235	51237	51235	12492.901761	10221.465077	51235	51237	3		3	4h	C6	4	339	51270	52415	51270	52415	35	339	51235	0	0	0	
LT934125.1	+	UL42	PC_12_12h	339	51232	51237	51235	9683.964958	6500.528548	51235	51237	3		6	12h	PC_12	12	339	51270	52415	51270	52415	35	339	51235	0	0	0	
LT934125.1	+	UL42	PC_12_4h	339	51233	51235	51235	17408.123791	13056.092843	51233	51235	3		3	4h	PC_12	4	339	51270	52415	51270	52415	35	339	51235	0	0	0	
LT934125.1	+	UL42	PK_15_12h	339	51234	51237	51235	7429.76299	4768.301599	51235	51237	3		4	12h	PK_15	12	339	51270	52415	51270	52415	35	339	51235	0	0	0	
LT934125.1	+	UL42	PK_15_4h	339	51235	51237	51235	15292.636878	9943.360604	51235	51237	3		3	4h	PK_15	4	339	51270	52415	51270	52415	35	339	51235	0	0	0	
LT934125.1	+	UL43	C6_12h	357	52435	52461	52460	3438.020137	1882.725313	52444	52460	17		27	12h	C6	12	357	52473	53594	52473	53594	13	357	52460	0	0	0	
LT934125.1	+	UL43	C6_4h	357	52460	52460	52460	6246.45088	6246.45088	52460	52460	1		1	4h	C6	4	357	52473	53594	52473	53594	13	357	52460	0	0	0	
LT934125.1	+	UL43	PC_12_12h	357	52435	52461	52460	3645.156195	1676.77185	52444	52460	17		27	12h	PC_12	12	357	52473	53594	52473	53594	13	357	52460	0	0	0	
LT934125.1	+	UL43	PC_12_4h	357	52440	52460	52460	3868.471953	2176.015474	52444	52460	17		21	4h	PC_12	4	357	52473	53594	52473	53594	13	357	52460	0	0	0	
LT934125.1	+	UL43	PK_15_12h	357	52460	52461	52460	1238.894071	1174.068218	52460	52460	1		2	12h	PK_15	12	357	52473	53594	52473	53594	13	357	52460	0	0	0	
LT934125.1	+	UL43	PK_15_4h	357	52434	52460	52460	7048.458149	3524.229075	52441	52460	20		27	4h	PK_15	4	357	52473	53594	52473	53594	13	357	52460	0	0	0	
LT934125.1	+	UL44	C6_12h	376	53640	53648	53648	7749.188246	7312.61426	53648	53648	1		9	12h	C6	12	376	53661	55103	53661	55103	13	376	53648	0	0	0	
LT934125.1	+	UL44	C6_4h	376	53644	53648	53648	3975.014197	2271.436684	53644	53648	5		5	4h	C6	4	376	53661	55103	53661	55103	13	376	53648	0	0	0	
LT934125.1	+	UL44	PC_12_12h	376	53642	53648	53648	9112.890488	8298.805604	53648	53648	1		7	12h	PC_12	12	376	53661	55103	53661	55103	13	376	53648	0	0	0	
LT934125.1	+	UL44	PC_12_4h	376	53643	53648	53648	3384.912959	3143.133462	53648	53648	1		6	4h	PC_12	4	376	53661	55103	53661	55103	13	376	53648	0	0	0	
LT934125.1	+	UL44	PK_15_12h	376	53642	53648	53648	14286.897615	11128.438021	53644	53648	5		7	12h	PK_15	12	376	53661	55103	53661	55103	13	376	53648	0	0	0	
LT934125.1	+	UL44	PK_15_4h	376	53635	53652	53648	1321.585903	1006.922593	53644	53648	5		18	4h	PK_15	4	376	53661	55103	53661	55103	13	376	53648	0	0	0	
LT934125.1	+	UL46	C6_12h	113	14044	14051	14048	4611.312724	3410.734263	14045	14050	6	UL47	8	12h	C6	12	113	14071	16146	14071	16146	23	113	14047	-1	1	0.632455532033676	0.632455532033676
LT934125.1	+	UL46	C6_4h	113	14047	14048	14047	6814.310051	5110.732538	14047	14048	2	UL47	2	4h	C6	4	113	14071	16146	14071	16146	24	113	14047	0	1	0.632455532033676	0.632455532033676
LT934125.1	+	UL46	PC_12_12h	113	14043	14051	14048	7071.603018	5990.20668	14048	14048	1	UL47	9	12h	PC_12	12	113	14071	16146	14071	16146	23	113	14047	-1	1	0.632455532033676	0.632455532033676
LT934125.1	+	UL46	PC_12_4h	113	14045	14051	14045	5077.369438	3626.692456	14045	14051	7	UL47	7	4h	PC_12	4	113	14071	16146	14071	16146	26	113	14047	2	1	0.632455532033676	0.632455532033676
LT934125.1	+	UL46	PK_15_12h	113	14044	14051	14046	13822.312338	8081.622951	14046	14048	3	UL47	8	12h	PK_15	12	113	14071	16146	14071	16146	25	113	14047	1	1	0.632455532033676	0.632455532033676
LT934125.1	+	UL46	PK_15_4h	113	14044	14051	14048	16173.694147	14096.9163	14048	14050	3	UL47	8	4h	PK_15	4	113	14071	16146	14071	16146	23	113	14047	-1	1	0.632455532033676	0.632455532033676
LT934125.1	+	UL47	C6_12h	93	11785	11797	11793	32224.617316	18990.968376	11793	11796	4		13	12h	C6	12	93	11815	14052	11815	14052	22	93	11793	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL47	C6_4h	93	11793	11796	11793	13628.620103	10789.324248	11793	11794	2		4	4h	C6	4	93	11815	14052	11815	14052	22	93	11793	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL47	PC_12_12h	93	11788	11797	11792	28760.282377	22053.194979	11792	11796	5		10	12h	PC_12	12	93	11815	14052	11815	14052	23	93	11793	1	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL47	PC_12_4h	93	11788	11796	11792	12572.533849	8220.502901	11791	11793	3		9	4h	PC_12	4	93	11815	14052	11815	14052	23	93	11793	1	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL47	PK_15_12h	93	11789	11794	11793	76155.971001	55141.590466	11793	11794	2		6	12h	PK_15	12	93	11815	14052	11815	14052	22	93	11793	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL47	PK_15_4h	93	11787	11797	11793	9628.697293	4342.353682	11793	11794	2		11	4h	PK_15	4	93	11815	14052	11815	14052	22	93	11793	0	0.333333333333333	0.516397779494322	1.54919333848297
LT934125.1	+	UL48	C6_12h	78	10431	10431	10431	600.28923	600.28923	10431	10431	1		1	12h	C6	12	78	10473	11714	10473	11714	42	78	10430	-1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL48	PC_12_12h	78	10431	10433	10431	1567.417164	1397.309875	10431	10433	3		3	12h	PC_12	12	78	10473	11714	10473	11714	42	78	10430	-1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL48	PC_12_4h	78	10431	10431	10431	241.779497	241.779497	10431	10431	1		1	4h	PC_12	4	78	10473	11714	10473	11714	42	78	10430	-1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL48	PK_15_12h	78	10426	10433	10428	9561.813251	8204.071784	10428	10432	5		8	12h	PK_15	12	78	10473	11714	10473	11714	45	78	10430	2	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL48	PK_15_4h	78	10431	10435	10431	881.057268	566.393958	10431	10435	5		5	4h	PK_15	4	78	10473	11714	10473	11714	42	78	10430	-1	1.2	0.447213595499958	0.372677996249965
LT934125.1	+	UL49	C6_12h	65	9640	9647	9646	20791.836067	18336.107397	9646	9646	1		8	12h	C6	12	65	9657	10409	9657	10409	11	65	9646	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL49	C6_4h	65	9639	9646	9646	23850.085179	22146.507666	9646	9646	1		8	4h	C6	4	65	9657	10409	9657	10409	11	65	9646	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL49	PC_12_12h	65	9640	9646	9646	18371.587222	16050.837778	9644	9646	3		7	12h	PC_12	12	65	9657	10409	9657	10409	11	65	9646	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL49	PC_12_4h	65	9642	9647	9646	13297.87234	9671.179884	9644	9646	3		6	4h	PC_12	4	65	9657	10409	9657	10409	11	65	9646	0	0.5	1.22474487139159	2.44948974278318
LT934125.1	+	UL49	PK_15_12h	65	9638	9644	9643	26935.141735	24680.64264	9643	9643	1		7	12h	PK_15	12	65	9657	10409	9657	10409	14	65	9646	3	0.5	1.22474487139159	2.44948974278318
