chr	pos	strand	C6_12h	C6_1h	C6_2h	C6_4h	C6_6h	C6_8h	NRK_12h	NRK_1h	NRK_2h	NRK_4h	NRK_6h	NRK_8h	PC_12_0.5h	PC_12_1.5h	PC_12_12h	PC_12_1h	PC_12_2.5h	PC_12_2h	PC_12_4h	PC_12_6h	PC_12_8h	PK_15_12h	PK_15_1h	PK_15_2h	PK_15_4h	PK_15_6h	PK_15_8h
LT934125.1	12209	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.438341	0	0	0	0	0
LT934125.1	12210	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.472218
LT934125.1	12212	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.623615	0	0	0	0	0	15.092897	0
LT934125.1	12221	+	12.174485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.263004	0	0	0	0	0
LT934125.1	12227	+	19.479176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.613677	0	0	0	15.092897	12.472218
LT934125.1	12235	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.338366	0	0	0
LT934125.1	15554	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.858188	0	0	0	0	0	0
LT934125.1	15608	+	14.609382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	15612	+	24.348969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	15744	+	12.174485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.894507	0	0	0	0	12.472218
LT934125.1	15782	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748.502994	0	0	0	0
LT934125.1	16193	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.263004	0	0	0	0	0
LT934125.1	16206	+	0	0	0	0	0	0	0	0	0	0	38.645849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	16209	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.232405	0	0	0	0	0	22.858188	0	0	0	0	0	0
LT934125.1	16210	+	0	0	0	0	0	0	0	0	0	0	38.645849	0	0	0	37.875611	0	0	0	0	0	22.858188	0	0	0	0	0	0
LT934125.1	16211	+	0	0	0	0	0	0	0	0	0	0	38.645849	0	0	0	21.643206	0	0	0	0	25.623615	0	9.263004	0	0	0	25.154828	0
LT934125.1	16212	+	21.914072	652.315721	0	0	0	36.604561	0	0	0	151.538112	0	0	0	0	16.232405	0	0	0	51.474752	0	0	10.806839	0	0	0	30.185794	14.966662
LT934125.1	16213	+	12.174485	0	0	0	0	24.403041	0	0	0	0	0	0	0	0	16.232405	0	0	0	0	0	0	0	0	0	0	15.092897	0
LT934125.1	16214	+	31.65366	0	0	0	0	0	17.072275	0	816.993464	0	0	0	0	0	21.643206	0	0	0	0	38.435422	0	41.68352	0	0	41.5835	20.123862	17.461105
LT934125.1	16215	+	19.479176	0	0	0	0	0	17.072275	0	0	0	0	34.372529	0	0	16.232405	0	0	0	0	0	0	24.701345	0	84.338366	0	25.154828	14.966662
LT934125.1	16216	+	43.828145	0	0	0	0	0	0	0	0	0	0	0	0	0	27.054008	0	0	0	0	0	22.858188	26.245179	0	0	0	20.123862	0
LT934125.1	16217	+	133.919332	0	0	0	54.540496	85.410642	64.021033	0	0	0	77.291699	120.303853	0	0	59.518817	762.195122	0	0	0	89.682652	91.432751	118.875224	0	168.676731	166.333999	105.650277	104.766632
LT934125.1	16218	+	199.661549	0	0	0	54.540496	158.619764	128.042066	0	0	0	193.229247	154.676383	0	2567.394095	246.191472	0	0	0	51.474752	128.118074	240.010972	344.275	0	253.015097	270.292748	191.176693	154.655505
LT934125.1	16219	+	3029.011797	1956.947162	1016.776817	2552.467385	1745.295882	1903.437168	1199.327352	0	816.993464	2121.533566	2164.167568	1220.224796	0	0	3024.638085	3048.780488	430.663221	1045.751634	978.020281	1844.90026	1817.22593	3881.19888	748.502994	2361.474235	2162.341983	2243.810655	1928.204924
LT934125.1	16220	+	1964.961833	1304.631442	1525.165226	1134.429949	981.728934	1049.330747	1549.309	0	816.993464	1515.381118	1661.771526	1220.224796	0	0	1655.705284	762.195122	0	261.437908	875.070778	999.320974	1040.047545	2204.595068	748.502994	1433.752214	1185.129741	1272.834295	1092.566309
LT934125.1	16221	+	2710.040298	2609.262883	1016.776817	567.214974	1527.133897	1573.99612	2193.787399	2631.578947	1633.986928	2273.071678	1816.354923	1735.812738	0	0	1815.323931	0	0	522.875817	1132.444536	973.697359	1382.920362	2460.871525	748.502994	1855.444041	1247.50499	1167.184018	1077.599647
LT934125.1	16222	+	5183.895592	3261.578604	1016.776817	850.822462	2563.403327	2757.54359	2620.594286	0	1633.986928	2727.686013	3555.418148	2027.979239	0	1283.697047	3855.196128	0	861.326443	1568.627451	1183.919288	2306.125325	2868.702569	4960.338902	1497.005988	3120.519524	2245.508982	2490.327969	2407.1381
LT934125.1	16223	+	788.90661	0	0	0	272.702482	463.657772	1335.905556	0	0	1060.766783	656.97944	1048.362149	0	0	573.544968	0	0	261.437908	51.474752	281.859762	457.163756	663.848655	0	421.691828	353.459747	286.765039	364.18877
LT934125.1	16224	+	50273.317182	22831.050228	14234.875445	26091.888826	28579.220071	32248.618178	21861.04875	15789.473684	12254.901961	11819.972723	12057.505024	20606.33142	33333.333333	7702.182285	49368.153645	19817.073171	9905.254091	14117.647059	20950.223915	24970.212548	32401.481211	59087.161785	4491.017964	24964.156195	27320.359281	30794.540396	35653.082758
LT934125.1	16225	+	51.132836	0	0	0	0	24.403041	76.82524	0	816.993464	0	0	51.558794	0	0	51.402615	0	0	0	0	51.247229	34.287282	58.665695	0	84.338366	0	25.154828	27.43888
LT934125.1	16226	+	832.734755	0	0	0	545.404963	561.269934	456.683369	0	816.993464	303.076224	270.520946	446.842883	0	0	762.923023	762.195122	0	0	308.84851	294.671569	560.025601	1208.822085	0	253.015097	582.168995	684.211321	770.783081
LT934125.1	16227	+	0	0	0	0	0	0	0	0	0	0	38.645849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	16228	+	73.046908	0	0	0	109.080993	48.806081	46.948758	0	0	151.538112	38.645849	103.117588	0	0	100.099829	0	430.663221	0	102.949503	25.623615	91.432751	148.208072	0	0	41.5835	120.743174	92.294414
LT934125.1	16229	+	19.479176	0	0	0	0	0	0	0	0	0	0	0	0	0	13.527004	0	0	0	0	0	0	10.806839	0	0	0	0	0
LT934125.1	16231	+	26.783866	0	0	0	54.540496	0	0	0	0	0	0	0	0	0	27.054008	0	0	0	0	0	0	32.420516	0	0	0	0	0
LT934125.1	28614	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.338366	0	0	0
LT934125.1	28625	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.338366	0	0	0
LT934125.1	28629	+	14.609382	0	0	0	54.540496	0	21.340344	0	0	0	38.645849	34.372529	0	0	0	0	0	261.437908	102.949503	51.247229	57.14547	0	0	253.015097	41.5835	15.092897	22.449993
LT934125.1	28630	+	0	0	0	0	0	24.403041	38.41262	0	816.993464	151.538112	0	0	0	0	16.232405	0	0	261.437908	51.474752	89.682652	57.14547	0	0	0	0	0	0
LT934125.1	28631	+	0	0	0	0	0	0	0	0	0	0	0	34.372529	0	0	0	0	430.663221	261.437908	0	0	0	0	0	0	0	0	0
LT934125.1	28632	+	413.93248	5218.525766	2033.553635	1134.429949	872.647941	829.703381	563.385091	0	2450.980392	606.152447	502.396043	996.803355	0	2567.394095	495.088345	6859.756098	430.663221	2875.816993	463.272765	794.332056	1131.480296	121.962892	1497.005988	3879.564814	665.335995	482.972697	508.8665
LT934125.1	28633	+	12.174485	0	0	0	54.540496	0	12.804207	0	0	0	0	0	0	0	0	0	430.663221	261.437908	0	25.623615	22.858188	0	0	84.338366	41.5835	15.092897	0
LT934125.1	28668	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.338366	0	0	0
LT934125.1	28674	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.338366	0	0	0
LT934125.1	28877	+	0	0	0	0	54.540496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	28947	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.338366	0	0	0
LT934125.1	32187	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.338366	0	0	0
LT934125.1	32276	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.623615	0	0	0	0	0	0	0
LT934125.1	32402	+	12.174485	0	0	0	0	0	12.804207	0	0	0	0	0	0	0	0	0	0	0	0	0	22.858188	0	0	0	0	0	0
LT934125.1	32404	+	0	0	0	0	0	0	21.340344	0	0	0	0	0	0	0	0	0	0	0	51.474752	0	0	9.263004	0	0	0	0	0
LT934125.1	32405	+	17.044279	0	0	0	0	0	17.072275	0	0	0	38.645849	0	0	0	0	0	0	0	0	0	34.287282	0	0	84.338366	0	0	0
LT934125.1	32406	+	0	0	0	0	0	0	0	0	0	0	38.645849	0	0	0	0	0	0	0	0	0	0	13.894507	0	0	0	0	0
LT934125.1	32407	+	36.523454	0	0	0	0	0	55.484895	0	0	0	38.645849	51.558794	0	0	35.17021	762.195122	0	0	0	0	45.716376	40.139686	0	84.338366	0	0	17.461105
LT934125.1	32408	+	12.174485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.123862	0
LT934125.1	32409	+	70.612011	0	0	0	163.621489	36.604561	243.279926	0	0	303.076224	38.645849	171.862647	0	0	135.27004	0	0	0	51.474752	51.247229	114.290939	129.682063	0	0	41.5835	85.526415	72.338865
