chr	pos	strand	C6_12h	C6_1h	C6_2h	C6_4h	C6_6h	C6_8h	NRK_12h	NRK_1h	NRK_2h	NRK_4h	NRK_6h	NRK_8h	PC_12_0.5h	PC_12_1.5h	PC_12_12h	PC_12_1h	PC_12_2.5h	PC_12_2h	PC_12_4h	PC_12_6h	PC_12_8h	PK_15_12h	PK_15_1h	PK_15_2h	PK_15_4h	PK_15_6h	PK_15_8h
LT934125.1	960	+	0	0	0	0	86.244071	64.5682	17.924841	0	0	0	0	0	0	0	0	0	0	0	100.38145	26.651031	0	0	0	0	0	0	0
LT934125.1	965	+	20.980635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.762899	53.302063	0	0	0	0	0	0	0
LT934125.1	976	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	978	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	40.594301	0	0
LT934125.1	982	+	0	0	0	525.486075	86.244071	32.2841	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	26.651031	31.95705	0	0	0	40.594301	32.258325	21.929921
LT934125.1	984	+	0	0	0	0	0	0	0	0	0	586.85446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	986	+	34.967725	0	0	0	172.488141	96.8523	44.812103	0	0	0	403.605543	0	0	0	27.30245	0	0	0	0	213.208251	95.871149	20.594966	0	0	81.188601	96.774974	39.473857
LT934125.1	987	+	111.896719	0	0	525.486075	431.220354	193.7046	161.32357	0	3236.245955	0	403.605543	571.801993	0	0	184.291536	0	740.19245	0	501.907248	239.859283	191.742298	82.379863	0	0	81.188601	225.808273	105.26362
LT934125.1	988	+	76.928995	0	0	1050.972149	517.464424	129.1364	116.511467	0	0	1760.56338	269.070362	735.173991	0	0	88.732962	0	0	0	501.907248	266.510314	223.699348	91.533181	0	0	121.782902	56.452068	131.579524
LT934125.1	989	+	118.890264	0	0	525.486075	172.488141	96.8523	170.285991	0	0	586.85446	0	490.115994	0	0	47.779287	0	0	0	0	79.953094	127.828199	45.76659	0	0	121.782902	48.387487	52.63181
LT934125.1	990	+	2000.153858	1540.832049	3717.472119	6305.832895	4312.203536	1388.216303	1595.310862	0	0	3521.126761	1748.957352	2368.893972	0	2212.389381	675.73563	0	1480.3849	1334.222815	903.433046	1199.296413	926.754442	622.425629	0	0	243.565803	548.391519	763.161242
LT934125.1	991	+	34.967725	0	0	0	0	0	0	0	0	0	134.535181	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	992	+	34.967725	0	0	0	86.244071	0	71.699365	0	0	0	0	163.371998	0	0	0	0	0	0	100.38145	26.651031	31.95705	18.306636	0	0	0	16.129162	0
LT934125.1	993	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	11.441648	0	0	40.594301	0	0
LT934125.1	994	+	34.967725	0	0	0	172.488141	0	17.924841	0	0	0	134.535181	81.685999	0	0	0	0	0	0	100.38145	26.651031	0	11.441648	0	0	0	24.193743	17.543937
LT934125.1	995	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	997	+	0	0	0	0	86.244071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1001	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1007	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1028	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1036	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1092	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1098	+	0	0	0	0	0	0	0	0	0	0	134.535181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1106	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1122	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1167	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	31.95705	0	0	0	0	0	0
LT934125.1	1174	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1217	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1221	+	0	0	1239.157373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1222	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1241	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1245	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1249	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1258	+	0	0	0	0	86.244071	0	0	0	0	0	134.535181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1273	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1290	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	53.302063	31.95705	0	0	0	0	0	0
LT934125.1	1292	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1295	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.476837	0	0	667.111408	0	26.651031	0	0	0	0	0	16.129162	0
LT934125.1	1300	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1302	+	0	0	0	0	0	0	26.887262	0	0	0	0	0	0	2212.389381	0	0	740.19245	0	0	53.302063	0	0	0	0	0	16.129162	0
LT934125.1	1304	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1305	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1306	+	0	0	0	0	0	0	0	0	0	0	134.535181	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1308	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1311	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1312	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1314	+	0	0	0	0	86.244071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1316	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1319	+	0	0	0	0	86.244071	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1321	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1323	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	40.594301	0	0
LT934125.1	1325	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1331	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	362.056481	0	0	0
LT934125.1	1332	+	0	1540.832049	0	0	0	0	17.924841	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	362.056481	40.594301	56.452068	0
LT934125.1	1333	+	0	0	0	0	86.244071	0	0	0	0	0	0	0	0	0	0	0	740.19245	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1334	+	412.619153	3081.664099	4956.629492	3152.916448	1293.661061	1065.375303	941.05416	0	3236.245955	7042.253521	1883.492533	3349.12596	0	4424.778761	170.640311	2227.171492	5921.5396	7338.225484	1405.340293	1545.759821	703.055094	13.729977	0	6517.016655	2232.686531	838.716441	390.352589
LT934125.1	1335	+	76.928995	3081.664099	1239.157373	0	517.464424	161.4205	322.647141	0	3236.245955	1760.56338	807.211086	1306.975984	0	2212.389381	68.256124	0	1480.3849	3335.557038	1104.195945	506.369597	319.570497	11.441648	2923.976608	1810.282404	852.480312	241.937435	192.983303
LT934125.1	1336	+	62.941905	1540.832049	1239.157373	0	86.244071	129.1364	44.812103	0	0	586.85446	672.675905	245.057997	0	0	27.30245	0	740.19245	0	301.144349	266.510314	63.914099	0	0	0	365.348705	169.356204	35.087873
LT934125.1	1337	+	615.431956	7704.160247	6195.786865	1576.458224	3363.518758	2098.466505	1102.37773	30303.030303	6472.491909	12323.943662	5650.4776	3104.067963	0	15486.725664	341.280621	15590.200445	6661.73205	7338.225484	2710.299137	2904.962422	1054.582641	54.919908	5847.953216	6517.016655	3369.326946	1225.816337	578.949908
LT934125.1	1338	+	0	0	0	0	86.244071	64.5682	26.887262	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	24.193743	13.157952
LT934125.1	1339	+	90.916084	0	1239.157373	525.486075	344.976283	484.261501	125.473888	10101.010101	3236.245955	0	807.211086	163.371998	0	2212.389381	27.30245	6681.514477	0	1334.222815	301.144349	186.55722	95.871149	0	0	3620.564808	649.508809	120.968717	61.403778
LT934125.1	1340	+	20.980635	0	0	0	86.244071	0	71.699365	0	0	0	134.535181	0	0	0	0	0	0	0	0	53.302063	0	0	0	362.056481	40.594301	32.258325	0
LT934125.1	1341	+	0	0	0	0	0	0	0	0	0	586.85446	134.535181	0	0	0	0	0	0	0	0	26.651031	31.95705	0	0	0	0	16.129162	0
LT934125.1	1342	+	20.980635	0	0	0	0	32.2841	0	0	0	0	134.535181	0	0	0	0	0	0	0	0	0	63.914099	0	0	0	0	0	0
LT934125.1	1343	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740.19245	0	0	0	0	0	0	0	0	0	0
LT934125.1	1345	+	97.909629	0	0	525.486075	0	225.988701	134.436309	0	0	1760.56338	269.070362	245.057997	0	2212.389381	27.30245	0	1480.3849	0	401.525798	293.161345	287.613448	0	0	362.056481	0	96.774974	118.421572
LT934125.1	1346	+	0	0	0	0	0	0	17.924841	0	0	0	403.605543	0	0	0	0	0	0	0	0	53.302063	0	0	0	0	81.188601	0	0
LT934125.1	1348	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1350	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740.19245	0	0	0	0	0	0	0	0	0	0
LT934125.1	1351	+	34.967725	0	0	525.486075	172.488141	0	179.248411	0	0	0	134.535181	571.801993	0	0	0	0	740.19245	1334.222815	100.38145	159.906188	159.785249	0	0	362.056481	365.348705	145.162461	100.877635
LT934125.1	1352	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.38145	0	0	0	0	0	0	0	0
LT934125.1	1353	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1354	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	53.302063	31.95705	0	0	0	40.594301	16.129162	0
LT934125.1	1356	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.476837	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1358	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740.19245	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1361	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1364	+	0	0	0	0	86.244071	64.5682	17.924841	0	0	0	0	163.371998	0	0	0	0	0	0	0	0	0	0	0	0	0	16.129162	0
LT934125.1	1369	+	0	0	0	0	86.244071	64.5682	53.774523	0	0	0	0	245.057997	0	0	20.476837	0	0	667.111408	0	0	31.95705	0	0	0	121.782902	32.258325	0
LT934125.1	1370	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1375	+	0	0	0	0	0	32.2841	53.774523	0	0	0	0	81.685999	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	13.157952
LT934125.1	1376	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	26.651031	0	0	0	0	40.594301	0	0
LT934125.1	1377	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1378	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1380	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	40.594301	0	0
LT934125.1	1388	+	0	0	0	0	86.244071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1393	+	0	0	0	525.486075	0	0	35.849682	0	0	0	0	0	0	0	0	0	0	667.111408	0	26.651031	63.914099	0	0	0	0	0	0
LT934125.1	1396	+	0	0	0	0	86.244071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1397	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1401	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1407	+	0	0	0	0	0	0	26.887262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.594301	16.129162	0
LT934125.1	1412	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1428	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1429	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362.056481	0	0	0
LT934125.1	1435	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1438	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1469	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1471	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1477	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667.111408	0	0	0	0	0	0	0	0	0
LT934125.1	1496	+	0	0	0	0	0	0	17.924841	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1519	+	27.97418	0	0	0	0	32.2841	17.924841	0	0	0	0	0	0	0	0	0	0	0	100.38145	26.651031	0	0	0	0	40.594301	0	0
LT934125.1	1524	+	0	0	0	0	0	0	0	0	0	586.85446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1536	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1542	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1480.3849	0	0	0	0	0	0	0	0	0	0
LT934125.1	1552	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1559	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1565	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.129162	0
LT934125.1	1570	+	0	0	0	0	0	0	0	0	0	0	134.535181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.129162	0
LT934125.1	1573	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1583	+	0	0	0	0	86.244071	0	0	0	0	0	0	0	0	0	0	0	740.19245	0	0	0	0	0	0	0	0	0	0
LT934125.1	1588	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1590	+	0	0	0	0	86.244071	64.5682	17.924841	0	0	0	0	0	0	0	20.476837	0	0	0	0	53.302063	0	0	0	0	0	0	0
LT934125.1	1593	+	0	0	0	525.486075	0	0	35.849682	0	0	0	0	0	0	0	0	0	0	0	0	53.302063	0	0	0	0	0	0	0
LT934125.1	1595	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.38145	0	0	0	0	0	0	0	0
LT934125.1	1597	+	0	0	0	0	86.244071	32.2841	0	0	0	0	0	81.685999	0	0	20.476837	0	0	0	100.38145	53.302063	31.95705	0	0	0	0	0	0
LT934125.1	1599	+	0	0	0	0	0	0	44.812103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1600	+	1433.676716	0	0	2627.430373	2328.589909	1097.659403	3988.277154	0	0	5281.690141	2690.703619	4002.613952	0	0	1979.427604	0	2220.57735	1334.222815	3412.969283	3384.680987	2492.649879	1162.471396	0	724.112962	608.914508	750.006048	1004.39037
LT934125.1	1601	+	0	0	0	0	0	0	107.549047	0	0	0	134.535181	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1602	+	62.941905	0	0	525.486075	86.244071	64.5682	322.647141	0	0	586.85446	269.070362	245.057997	0	0	61.430512	0	0	0	100.38145	133.255157	95.871149	41.189931	0	0	81.188601	40.322906	92.105667
LT934125.1	1603	+	377.651428	0	0	525.486075	517.464424	484.261501	1156.152254	0	0	0	1479.88699	1470.347982	0	0	423.187971	0	0	0	200.762899	319.812377	990.668541	274.599542	0	0	81.188601	217.743691	368.422669
LT934125.1	1604	+	76.928995	0	0	0	172.488141	64.5682	161.32357	0	0	1173.70892	134.535181	81.685999	0	0	40.953675	0	0	0	100.38145	79.953094	127.828199	43.478261	0	362.056481	81.188601	80.645812	30.701889
LT934125.1	1605	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1606	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	11.441648	0	0	0	0	13.157952
LT934125.1	1607	+	27.97418	0	0	0	0	0	62.736944	0	0	0	0	81.685999	0	0	0	0	0	0	0	79.953094	0	25.171625	0	0	0	0	21.929921
LT934125.1	1612	+	0	0	0	0	0	0	98.586626	0	0	0	269.070362	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1632	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1644	+	0	0	0	0	0	32.2841	44.812103	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	16.129162	17.543937
LT934125.1	1660	+	0	0	0	0	0	32.2841	0	0	0	586.85446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1663	+	0	0	0	0	0	0	0	0	0	0	134.535181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1668	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1669	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1671	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1680	+	0	0	0	0	0	0	17.924841	0	0	0	134.535181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1686	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1702	+	0	0	0	0	0	0	0	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1706	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1710	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1712	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	100.38145	0	31.95705	0	0	362.056481	0	0	0
LT934125.1	1716	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1717	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362.056481	0	0	0
LT934125.1	1720	+	0	0	1239.157373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1722	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1725	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1728	+	0	0	0	0	86.244071	0	17.924841	0	0	0	0	81.685999	0	0	0	0	0	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1733	+	0	0	0	0	0	0	17.924841	0	0	0	134.535181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1745	+	0	0	0	0	86.244071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1753	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1759	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1760	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1766	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1768	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1770	+	0	0	0	0	0	64.5682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1773	+	0	0	0	0	0	0	0	0	0	0	134.535181	0	0	0	0	0	0	0	0	0	0	0	0	0	40.594301	0	0
LT934125.1	1777	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	1787	+	0	0	0	0	0	0	17.924841	0	0	0	0	0	0	0	0	0	0	0	0	26.651031	0	0	0	0	0	0	0
LT934125.1	1790	+	0	0	0	0	0	0	0	0	0	0	0	163.371998	0	0	0	0	0	0	0	0	31.95705	0	0	0	0	0	0
LT934125.1	1792	+	0	0	0	0	0	32.2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
