cluster	group	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score	cluster_width	hpi	cell_line	Time	TC.start	TC.end	consensus_peak	min_peak	max_peak	mean_shape	min_shape	max_shape	support	score	hpi_samples	cell_lines	peak_shift	TC.width
21	PK_15_dRNA	LT934125.1	46034	46039	+	46038	19284.459152	15894.961244	46035	46038	4	1.73206694019068	6	dRNA	PK_15	dRNA	46034	46039	46038	46038	46038	0.6478248352415	0.6478248352415	1.73206694019068	3	41742.70458	dRNA	C6, PC_12, PK_15	0	0
22	C6_dRNA	LT934125.1	46190	46190	+	46190	129.082225	129.082225	46190	46190	1	0	1	dRNA	C6	dRNA	46190	46190	46190	46190	46190	0	0	0	1	129.082225	dRNA	C6	0	0
23	C6_dRNA	LT934125.1	46297	46297	+	46297	129.082225	129.082225	46297	46297	1	0	1	dRNA	C6	dRNA	46297	46297	46297	46297	46297	0	0	0	1	129.082225	dRNA	C6	0	0
24	C6_dRNA	LT934125.1	48315	48315	+	48315	129.082225	129.082225	48315	48315	1	0	1	dRNA	C6	dRNA	48315	48315	48315	48315	48315	0	0	0	1	129.082225	dRNA	C6	0	0
25	C6_dRNA	LT934125.1	48641	48641	+	48641	129.082225	129.082225	48641	48641	1	0	1	dRNA	C6	dRNA	48641	48641	48641	48641	48641	0	0	0	1	129.082225	dRNA	C6	0	0
26	C6_dRNA	LT934125.1	48878	48885	+	48878	258.16445	129.082225	48878	48885	8	3	8	dRNA	C6	dRNA	48878	48885	48878	48878	48878	3	3	3	1	258.16445	dRNA	C6	0	0
27	C6_dRNA	LT934125.1	49164	49164	+	49164	129.082225	129.082225	49164	49164	1	0	1	dRNA	C6	dRNA	49164	49164	49164	49164	49164	0	0	0	1	129.082225	dRNA	C6	0	0
28	PC_12_dRNA	LT934125.1	49334	49334	+	49334	46.163789	46.163789	49334	49334	1	0	1	dRNA	PC_12	dRNA	49334	49334	49334	49334	49334	0	0	0	1	46.163789	dRNA	PC_12	0	0
29	C6_dRNA	LT934125.1	49640	49647	+	49647	38337.420936	35239.447528	49647	49647	1	0	8	dRNA	C6	dRNA	49640	49647	49647	49647	49647	0	0	0	3	95316.558897	dRNA	C6, PC_12, PK_15	0	0
29	PC_12_dRNA	LT934125.1	49640	49647	+	49647	35776.936571	32868.617856	49647	49647	1	0	8	dRNA	PC_12	dRNA	49640	49647	49647	49647	49647	0	0	0	3	95316.558897	dRNA	C6, PC_12, PK_15	0	0
29	PK_15_dRNA	LT934125.1	49640	49647	+	49647	21202.20139	19596.649749	49647	49647	1	0	8	dRNA	PK_15	dRNA	49640	49647	49647	49647	49647	0	0	0	3	95316.558897	dRNA	C6, PC_12, PK_15	0	0
30	C6_dRNA	LT934125.1	52426	52439	+	52435	12262.81141	6841.357945	52430	52439	10	5.20550748698154	14	dRNA	C6	dRNA	52422	52440	52435	52435	52435	4.10739074871094	4.10739074871094	6.23273204491502	3	40871.277128	dRNA	C6, PC_12, PK_15	0	0
30	PC_12_dRNA	LT934125.1	52422	52439	+	52435	12187.240326	5908.965008	52430	52439	10	6.23273204491502	18	dRNA	PC_12	dRNA	52422	52440	52435	52435	52435	4.10739074871094	4.10739074871094	6.23273204491502	3	40871.277128	dRNA	C6, PC_12, PK_15	0	0
30	PK_15_dRNA	LT934125.1	52422	52440	+	52435	16421.225392	8554.022353	52434	52439	6	4.10739074871094	19	dRNA	PK_15	dRNA	52422	52440	52435	52435	52435	4.10739074871094	4.10739074871094	6.23273204491502	3	40871.277128	dRNA	C6, PC_12, PK_15	0	0
31	C6_dRNA	LT934125.1	53591	53604	+	53594	11101.071382	4001.548987	53594	53604	11	8.01499867280815	14	dRNA	C6	dRNA	53590	53604	53594	53594	53594	7.55335249668586	7.55335249668586	8.21379000769157	3	33815.934768	dRNA	C6, PC_12, PK_15	0	0
31	PC_12_dRNA	LT934125.1	53590	53604	+	53594	10940.81802	3508.447973	53594	53604	11	8.21379000769157	15	dRNA	PC_12	dRNA	53590	53604	53594	53594	53594	7.55335249668586	7.55335249668586	8.21379000769157	3	33815.934768	dRNA	C6, PC_12, PK_15	0	0
31	PK_15_dRNA	LT934125.1	53590	53604	+	53594	11774.045366	5672.949131	53594	53604	11	7.55335249668586	15	dRNA	PK_15	dRNA	53590	53604	53594	53594	53594	7.55335249668586	7.55335249668586	8.21379000769157	3	33815.934768	dRNA	C6, PC_12, PK_15	0	0
32	C6_dRNA	LT934125.1	53758	53758	+	53758	129.082225	129.082225	53758	53758	1	0	1	dRNA	C6	dRNA	53758	53765	53762	53758	53765	0	0	0	2	175.246014	dRNA	C6, PC_12	4	7
32	PC_12_dRNA	LT934125.1	53765	53765	+	53765	46.163789	46.163789	53765	53765	1	0	1	dRNA	PC_12	dRNA	53758	53765	53762	53758	53765	0	0	0	2	175.246014	dRNA	C6, PC_12	-3	7
33	C6_dRNA	LT934125.1	54271	54271	+	54271	129.082225	129.082225	54271	54271	1	0	1	dRNA	C6	dRNA	54271	54271	54271	54271	54271	0	0	0	1	129.082225	dRNA	C6	0	0
34	C6_dRNA	LT934125.1	54412	54412	+	54412	129.082225	129.082225	54412	54412	1	0	1	dRNA	C6	dRNA	54412	54412	54412	54412	54412	0	0	0	1	129.082225	dRNA	C6	0	0
35	PC_12_dRNA	LT934125.1	54725	54725	+	54725	46.163789	46.163789	54725	54725	1	0	1	dRNA	PC_12	dRNA	54725	54725	54725	54725	54725	0	0	0	1	46.163789	dRNA	PC_12	0	0
36	C6_dRNA	LT934125.1	55154	55161	+	55161	20524.073834	19362.333807	55161	55161	1	0	8	dRNA	C6	dRNA	55147	55161	55161	55161	55161	0	0	0	3	74921.443282	dRNA	C6, PC_12, PK_15	0	0
36	PC_12_dRNA	LT934125.1	55147	55161	+	55161	26451.851167	25159.265072	55161	55161	1	0	15	dRNA	PC_12	dRNA	55147	55161	55161	55161	55161	0	0	0	3	74921.443282	dRNA	C6, PC_12, PK_15	0	0
36	PK_15_dRNA	LT934125.1	55153	55161	+	55161	27945.518281	26063.454969	55161	55161	1	0	9	dRNA	PK_15	dRNA	55147	55161	55161	55161	55161	0	0	0	3	74921.443282	dRNA	C6, PC_12, PK_15	0	0
37	C6_dRNA	LT934125.1	55271	55279	+	55271	645.411127	258.164451	55271	55279	9	4.82439791641632	9	dRNA	C6	dRNA	55262	55279	55271	55271	55271	4.82439791641632	4.82439791641632	6.38450693475967	3	956.507654	dRNA	C6, PC_12, PK_15	0	0
37	PC_12_dRNA	LT934125.1	55270	55279	+	55271	230.818945	92.327578	55270	55279	10	6.38450693475967	10	dRNA	PC_12	dRNA	55262	55279	55271	55271	55271	4.82439791641632	4.82439791641632	6.38450693475967	3	956.507654	dRNA	C6, PC_12, PK_15	0	0
37	PK_15_dRNA	LT934125.1	55262	55279	+	55271	80.277582	35.678925	55262	55279	18	6.3820412792215	18	dRNA	PK_15	dRNA	55262	55279	55271	55271	55271	4.82439791641632	4.82439791641632	6.38450693475967	3	956.507654	dRNA	C6, PC_12, PK_15	0	0
38	PC_12_dRNA	LT934125.1	55666	55666	+	55666	46.163789	46.163789	55666	55666	1	0	1	dRNA	PC_12	dRNA	55666	55666	55666	55666	55666	0	0	0	1	46.163789	dRNA	PC_12	0	0
39	C6_dRNA	LT934125.1	60247	60254	+	60251	11230.153607	10068.413579	60251	60251	1	0	8	dRNA	C6	dRNA	60240	60254	60251	60251	60251	0	0	0.142004463559876	3	33735.638839	dRNA	C6, PC_12, PK_15	0	0
39	PC_12_dRNA	LT934125.1	60245	60254	+	60251	11079.309388	9001.938879	60250	60251	2	0.142004463559876	10	dRNA	PC_12	dRNA	60240	60254	60251	60251	60251	0	0	0.142004463559876	3	33735.638839	dRNA	C6, PC_12, PK_15	0	0
39	PK_15_dRNA	LT934125.1	60240	60254	+	60251	11426.175844	9570.871725	60251	60251	1	0	15	dRNA	PK_15	dRNA	60240	60254	60251	60251	60251	0	0	0.142004463559876	3	33735.638839	dRNA	C6, PC_12, PK_15	0	0
40	C6_dRNA	LT934125.1	62336	62341	+	62340	10584.742481	6454.111269	62338	62340	3	1.45546446149025	6	dRNA	C6	dRNA	62333	62341	62340	62340	62340	1.37681018175203	1.37681018175203	1.45546446149025	3	32443.174953	dRNA	C6, PC_12, PK_15	0	0
40	PC_12_dRNA	LT934125.1	62333	62341	+	62340	14356.938417	9925.214662	62338	62340	3	1.37804884716492	9	dRNA	PC_12	dRNA	62333	62341	62340	62340	62340	1.37681018175203	1.37681018175203	1.45546446149025	3	32443.174953	dRNA	C6, PC_12, PK_15	0	0
40	PK_15_dRNA	LT934125.1	62334	62341	+	62340	7501.494055	5209.123101	62338	62340	3	1.37681018175203	8	dRNA	PK_15	dRNA	62333	62341	62340	62340	62340	1.37681018175203	1.37681018175203	1.45546446149025	3	32443.174953	dRNA	C6, PC_12, PK_15	0	0
41	C6_dRNA	LT934125.1	63280	63280	+	63280	129.082225	129.082225	63280	63280	1	0	1	dRNA	C6	dRNA	63280	63280	63280	63280	63280	0	0	0	1	129.082225	dRNA	C6	0	0
42	C6_dRNA	LT934125.1	63577	63577	+	63577	129.082225	129.082225	63577	63577	1	0	1	dRNA	C6	dRNA	63577	63577	63577	63577	63577	0	0	0	1	129.082225	dRNA	C6	0	0
43	PC_12_dRNA	LT934125.1	66028	66028	+	66028	46.163789	46.163789	66028	66028	1	0	1	dRNA	PC_12	dRNA	66028	66028	66028	66028	66028	0	0	0	1	46.163789	dRNA	PC_12	0	0
44	C6_dRNA	LT934125.1	70507	70521	+	70521	17813.347101	16135.278172	70521	70521	1	0	15	dRNA	C6	dRNA	70507	70521	70521	70521	70521	0	0	0	3	81103.992578	dRNA	C6, PC_12, PK_15	0	0
44	PC_12_dRNA	LT934125.1	70515	70521	+	70521	24882.282337	23728.18761	70521	70521	1	0	7	dRNA	PC_12	dRNA	70507	70521	70521	70521	70521	0	0	0	3	81103.992578	dRNA	C6, PC_12, PK_15	0	0
44	PK_15_dRNA	LT934125.1	70512	70521	+	70521	38408.36314	36178.430306	70521	70521	1	0	10	dRNA	PK_15	dRNA	70507	70521	70521	70521	70521	0	0	0	3	81103.992578	dRNA	C6, PC_12, PK_15	0	0
45	C6_dRNA	LT934125.1	70709	70709	+	70709	129.082225	129.082225	70709	70709	1	0	1	dRNA	C6	dRNA	70709	70709	70709	70709	70709	0	0	0	1	129.082225	dRNA	C6	0	0
46	C6_dRNA	LT934125.1	71528	71546	+	71544	32270.556344	11359.235833	71530	71544	15	8.50999316163837	19	dRNA	C6	dRNA	71519	71546	71544	71544	71544	8.32282871918086	8.32282871918086	8.79422788307516	3	82958.122976	dRNA	C6, PC_12, PK_15	0	0
46	PC_12_dRNA	LT934125.1	71519	71544	+	71544	30421.937032	9509.74056	71530	71544	15	8.79422788307516	26	dRNA	PC_12	dRNA	71519	71546	71544	71544	71544	8.32282871918086	8.32282871918086	8.79422788307516	3	82958.122976	dRNA	C6, PC_12, PK_15	0	0
46	PK_15_dRNA	LT934125.1	71519	71544	+	71544	20265.6296	6573.841996	71530	71544	15	8.32282871918086	26	dRNA	PK_15	dRNA	71519	71546	71544	71544	71544	8.32282871918086	8.32282871918086	8.79422788307516	3	82958.122976	dRNA	C6, PC_12, PK_15	0	0
47	PC_12_dRNA	LT934125.1	74218	74218	+	74218	46.163789	46.163789	74218	74218	1	0	1	dRNA	PC_12	dRNA	74218	74218	74218	74218	74218	0	0	0	1	46.163789	dRNA	PC_12	0	0
48	PC_12_dRNA	LT934125.1	74593	74593	+	74593	46.163789	46.163789	74593	74593	1	0	1	dRNA	PC_12	dRNA	74593	74593	74593	74593	74593	0	0	0	1	46.163789	dRNA	PC_12	0	0
49	C6_dRNA	LT934125.1	75647	75652	+	75648	3872.466761	2452.562282	75648	75652	5	3.56785754675472	6	dRNA	C6	dRNA	75639	75652	75648	75648	75648	2.01020878075274	2.01020878075274	3.56785754675472	3	7438.961341	dRNA	C6, PC_12, PK_15	0	0
49	PC_12_dRNA	LT934125.1	75644	75652	+	75648	1800.387775	1107.930939	75648	75651	4	2.62720174560609	9	dRNA	PC_12	dRNA	75639	75652	75648	75648	75648	2.01020878075274	2.01020878075274	3.56785754675472	3	7438.961341	dRNA	C6, PC_12, PK_15	0	0
49	PK_15_dRNA	LT934125.1	75639	75652	+	75648	1766.106805	865.21394	75648	75650	3	2.01020878075274	14	dRNA	PK_15	dRNA	75639	75652	75648	75648	75648	2.01020878075274	2.01020878075274	3.56785754675472	3	7438.961341	dRNA	C6, PC_12, PK_15	0	0
50	C6_dRNA	LT934125.1	76786	76786	+	76786	129.082225	129.082225	76786	76786	1	0	1	dRNA	C6	dRNA	76786	76786	76786	76786	76786	0	0	0	1	129.082225	dRNA	C6	0	0
51	C6_dRNA	LT934125.1	79987	79998	+	79996	58990.576996	49051.245643	79993	79996	4	0.845904218482002	12	dRNA	C6	dRNA	79974	79998	79996	79996	79996	0.21876580708643	0.21876580708643	0.998563353337915	3	137572.711721	dRNA	C6, PC_12, PK_15	0	0
51	PC_12_dRNA	LT934125.1	79974	79997	+	79996	41547.410211	35499.953836	79993	79996	4	0.998563353337915	24	dRNA	PC_12	dRNA	79974	79998	79996	79996	79996	0.21876580708643	0.21876580708643	0.998563353337915	3	137572.711721	dRNA	C6, PC_12, PK_15	0	0
51	PK_15_dRNA	LT934125.1	79989	79996	+	79996	37034.724514	32922.728367	79994	79996	3	0.21876580708643	8	dRNA	PK_15	dRNA	79974	79998	79996	79996	79996	0.21876580708643	0.21876580708643	0.998563353337915	3	137572.711721	dRNA	C6, PC_12, PK_15	0	0
52	PC_12_dRNA	LT934125.1	84254	84254	+	84254	46.163789	46.163789	84254	84254	1	0	1	dRNA	PC_12	dRNA	84254	84254	84254	84254	84254	0	0	0	1	46.163789	dRNA	PC_12	0	0
53	C6_dRNA	LT934125.1	86161	86168	+	86167	4388.795662	3743.384536	86164	86167	4	0.897728977247964	8	dRNA	C6	dRNA	86158	86168	86167	86167	86167	0.897728977247964	0.897728977247964	1.22521096794187	3	11944.461581	dRNA	C6, PC_12, PK_15	0	0
53	PC_12_dRNA	LT934125.1	86161	86168	+	86167	4754.870279	3693.10313	86164	86167	4	1.22521096794187	8	dRNA	PC_12	dRNA	86158	86168	86167	86167	86167	0.897728977247964	0.897728977247964	1.22521096794187	3	11944.461581	dRNA	C6, PC_12, PK_15	0	0
53	PK_15_dRNA	LT934125.1	86158	86168	+	86167	2800.79564	2256.692028	86164	86167	4	1.07006590849055	11	dRNA	PK_15	dRNA	86158	86168	86167	86167	86167	0.897728977247964	0.897728977247964	1.22521096794187	3	11944.461581	dRNA	C6, PC_12, PK_15	0	0
54	PC_12_dRNA	LT934125.1	91559	91559	+	91559	92.327578	92.327578	91559	91559	1	0	1	dRNA	PC_12	dRNA	91551	91562	91559	91559	91559	0	0	4.79764393196584	2	226.123548	dRNA	PC_12, PK_15	0	0
54	PK_15_dRNA	LT934125.1	91551	91562	+	91559	133.79597	80.277582	91551	91562	12	4.79764393196584	12	dRNA	PK_15	dRNA	91551	91562	91559	91559	91559	0	0	4.79764393196584	2	226.123548	dRNA	PC_12, PK_15	0	0
55	C6_dRNA	LT934125.1	92051	92059	+	92059	5421.453465	4517.877888	92052	92059	8	2.35132145708783	9	dRNA	C6	dRNA	92045	92059	92059	92059	92059	2.35132145708783	2.35132145708783	3.24327162430543	3	11348.090756	dRNA	C6, PC_12, PK_15	0	0
55	PC_12_dRNA	LT934125.1	92045	92059	+	92059	4062.413442	3231.465239	92052	92059	8	3.08109575961805	15	dRNA	PC_12	dRNA	92045	92059	92059	92059	92059	2.35132145708783	2.35132145708783	3.24327162430543	3	11348.090756	dRNA	C6, PC_12, PK_15	0	0
55	PK_15_dRNA	LT934125.1	92050	92059	+	92059	1864.223849	1436.076745	92052	92059	8	3.24327162430543	10	dRNA	PK_15	dRNA	92045	92059	92059	92059	92059	2.35132145708783	2.35132145708783	3.24327162430543	3	11348.090756	dRNA	C6, PC_12, PK_15	0	0
56	C6_dRNA	LT934125.1	95020	95020	+	95020	129.082225	129.082225	95020	95020	1	0	1	dRNA	C6	dRNA	95020	95020	95020	95020	95020	0	0	0	1	129.082225	dRNA	C6	0	0
57	PC_12_dRNA	LT934125.1	96246	96246	+	96246	46.163789	46.163789	96246	96246	1	0	1	dRNA	PC_12	dRNA	96246	96246	96246	96246	96246	0	0	0	1	46.163789	dRNA	PC_12	0	0
58	PC_12_dRNA	LT934125.1	98936	98936	+	98936	46.163789	46.163789	98936	98936	1	0	1	dRNA	PC_12	dRNA	98936	98936	98936	98936	98936	0	0	0	1	46.163789	dRNA	PC_12	0	0
59	PC_12_dRNA	LT934125.1	102393	102393	+	102393	46.163789	46.163789	102393	102393	1	0	1	dRNA	PC_12	dRNA	102393	102393	102393	102393	102393	0	0	0	1	46.163789	dRNA	PC_12	0	0
60	C6_dRNA	LT934125.1	102587	102587	+	102587	129.082225	129.082225	102587	102587	1	0	1	dRNA	C6	dRNA	102587	102607	102597	102587	102607	0	0	0	2	175.246014	dRNA	C6, PC_12	10	20
60	PC_12_dRNA	LT934125.1	102607	102607	+	102607	46.163789	46.163789	102607	102607	1	0	1	dRNA	PC_12	dRNA	102587	102607	102597	102587	102607	0	0	0	2	175.246014	dRNA	C6, PC_12	-10	20
61	PC_12_dRNA	LT934125.1	104579	104579	+	104579	46.163789	46.163789	104579	104579	1	0	1	dRNA	PC_12	dRNA	104579	104579	104579	104579	104579	0	0	0	1	46.163789	dRNA	PC_12	0	0
62	C6_dRNA	LT934125.1	107989	107989	+	107989	129.082225	129.082225	107989	107989	1	0	1	dRNA	C6	dRNA	107989	107989	107989	107989	107989	0	0	0	1	129.082225	dRNA	C6	0	0
63	C6_dRNA	LT934125.1	108031	108031	+	108031	129.082225	129.082225	108031	108031	1	0	1	dRNA	C6	dRNA	108031	108031	108031	108031	108031	0	0	0	1	129.082225	dRNA	C6	0	0
64	C6_dRNA	LT934125.1	108071	108071	+	108071	258.164451	258.164451	108071	108071	1	0	1	dRNA	C6	dRNA	108068	108071	108070	108068	108071	0	0	0	2	350.492029	dRNA	C6, PC_12	-1	3
64	PC_12_dRNA	LT934125.1	108068	108068	+	108068	92.327578	92.327578	108068	108068	1	0	1	dRNA	PC_12	dRNA	108068	108071	108070	108068	108071	0	0	0	2	350.492029	dRNA	C6, PC_12	2	3
65	PC_12_dRNA	LT934125.1	108120	108120	+	108120	46.163789	46.163789	108120	108120	1	0	1	dRNA	PC_12	dRNA	108120	108120	108120	108120	108120	0	0	0	1	46.163789	dRNA	PC_12	0	0
66	C6_dRNA	LT934125.1	108229	108231	+	108229	258.16445	129.082225	108229	108231	3	1.58496250072116	3	dRNA	C6	dRNA	108229	108233	108230	108229	108231	1.58496250072116	1.58496250072116	1.58496250072116	2	350.492028	dRNA	C6, PC_12	1	2
66	PC_12_dRNA	LT934125.1	108231	108233	+	108231	92.327578	46.163789	108231	108233	3	1.58496250072116	3	dRNA	PC_12	dRNA	108229	108233	108230	108229	108231	1.58496250072116	1.58496250072116	1.58496250072116	2	350.492028	dRNA	C6, PC_12	-1	2
