seqnames	strand	cluster	TC.start	TC.end	TC.width	support	score	mean_shape	min_shape	max_shape	consensus_peak	min_peak	max_peak	hpi_samples	cell_lines
LT934125.1	+	66	8518	8540	13	4	178.839053	0	0	5.68203113013457	8526	8518	8531	6h, 8h, 4h	PC_12, PK_15
LT934125.1	+	67	8792	8792	0	1	26.651031	0	0	0	8792	8792	8792	6h	PC_12
LT934125.1	+	68	8838	8838	0	1	26.651031	0	0	0	8838	8838	8838	6h	PC_12
LT934125.1	+	69	8877	8902	25	4	304.495784	0	0	3.32192809488736	8885.75	8877	8902	6h, 8h, 4h	C6, PC_12
LT934125.1	+	70	8950	8950	0	1	32.2841	0	0	0	8950	8950	8950	8h	C6
LT934125.1	+	71	8998	9022	24	5	1080.1876	0	0	3.16992500144231	9014.4	8998	9022	4h, 6h, 8h, 2h	C6, PC_12, PK_15
LT934125.1	+	72	9052	9052	0	1	53.302063	0	0	0	9052	9052	9052	6h	PC_12
LT934125.1	+	73	9098	9114	0	13	50958.016148	0	0	4.7982115986047	9113	9113	9113	12h, 4h, 6h, 8h, 2h	C6, PC_12, PK_15
LT934125.1	+	74	9160	9160	0	2	47.127868	0	0	0	9160	9160	9160	12h, 6h	PC_12
LT934125.1	+	75	9208	9208	0	3	74.06549	0	0	0	9208	9208	9208	8h, 12h	PC_12, PK_15
LT934125.1	+	76	9263	9274	0	22	376186.731986	0	0	3.58496250080278	9270	9270	9270	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	77	9314	9338	24	3	1252.938933	0	0	0	9324.33333333333	9314	9338	12h, 2h, 8h	C6, PK_15
LT934125.1	+	78	9412	9412	0	3	131.813532	0	0	0	9412	9412	9412	8h, 6h, 4h	C6, PC_12, PK_15
LT934125.1	+	79	9444	9477	33	7	401.574031	0	0	2.91092892308965	9457	9444	9477	6h, 12h, 8h, 4h	C6, PC_12, PK_15
LT934125.1	+	80	9545	9559	8	17	33596.848588	0	0	4.75488750611082	9548.58823529412	9548	9556	12h, 1h, 2h, 6h, 8h, 2.5h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	81	9638	9657	3	18	95820.768472	0.918295834088823	0.918295834088823	8.5072540590701	9644.83333333333	9643	9646	12h, 1h, 2h, 4h, 6h, 8h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	82	9689	9745	53	10	4722.790639	0	0	16.0467998551598	9705.7	9689	9742	12h, 2h, 1.5h, 4h, 6h, 8h	C6, PC_12, PK_15
LT934125.1	+	83	9771	9821	46	11	2321.486637	0	0	5.49185309632968	9787.09090909091	9771	9817	12h, 6h, 2.5h, 4h, 2h, 8h	C6, PC_12, PK_15
LT934125.1	+	84	9852	9867	10	6	999.866254	0	0	5.45605514896518	9858.33333333333	9852	9862	12h, 8h, 2h	C6, PC_12, PK_15
LT934125.1	+	85	9911	9937	24	7	343.860821	0	0	1.58496250072116	9923.28571428571	9911	9935	6h, 12h, 8h	C6, PC_12, PK_15
LT934125.1	+	86	9971	10002	31	7	515.399505	0	0	5.02421225738452	9981.71428571429	9971	10002	8h, 12h, 4h, 6h	C6, PC_12, PK_15
LT934125.1	+	87	10035	10177	100	16	9234.422624	0	0	25.7917494206798	10092.75	10056	10156	12h, 4h, 6h, 8h, 2h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	88	10205	10215	10	6	568.379881	0	0	3.32192809488736	10208.1666666667	10205	10215	12h, 2h, 4h, 6h, 8h	C6, PC_12, PK_15
LT934125.1	+	89	10242	10283	36	12	1932.967299	0	0	8.0142960138452	10256	10247	10283	12h, 6h, 8h, 2.5h, 4h, 2h	C6, PC_12, PK_15
LT934125.1	+	90	10310	10343	33	8	645.912461	0	0	2.76588505704539	10333.75	10310	10343	12h, 6h, 8h, 2h	C6, PC_12, PK_15
LT934125.1	+	91	10430	10438	1	14	10884.461621	0	0	2.10596314775973	10431.0714285714	10431	10432	12h, 1h, 4h, 6h, 8h, 2h	C6, PC_12, PK_15
LT934125.1	+	92	10667	10667	0	1	40.594301	0	0	0	10667	10667	10667	4h	PK_15
LT934125.1	+	93	10782	10782	0	1	40.594301	0	0	0	10782	10782	10782	4h	PK_15
LT934125.1	+	94	10882	10882	0	1	32.2841	0	0	0	10882	10882	10882	8h	C6
LT934125.1	+	95	11002	11002	0	2	63.634028	0	0	0	11002	11002	11002	8h	C6, PC_12
LT934125.1	+	96	11078	11078	0	1	86.244071	0	0	0	11078	11078	11078	6h	C6
LT934125.1	+	97	11166	11166	0	1	100.38145	0	0	0	11166	11166	11166	4h	PC_12
LT934125.1	+	98	11290	11290	0	1	31.349928	0	0	0	11290	11290	11290	8h	PC_12
LT934125.1	+	99	11321	11321	0	1	26.651031	0	0	0	11321	11321	11321	6h	PC_12
LT934125.1	+	100	11498	11498	0	1	86.244071	0	0	0	11498	11498	11498	6h	C6
LT934125.1	+	101	11788	11806	2	9	3847.906406	0	0	9.32364519087167	11792.8888888889	11792	11794	12h, 8h, 6h, 4h	C6, PC_12, PK_15
LT934125.1	+	102	11846	11859	13	2	44.50788	0	0	0	11852.5	11846	11859	8h	PC_12, PK_15
LT934125.1	+	103	11913	11919	6	2	107.224706	0	0	0	11916	11913	11919	12h, 6h	C6
LT934125.1	+	104	11990	11990	0	2	34.138587	0	0	0	11990	11990	11990	12h, 8h	C6, PK_15
LT934125.1	+	105	12015	12099	84	9	632.959435	0	0	0	12055.3333333333	12015	12099	12h, 6h, 8h, 2h, 4h	C6, PC_12, PK_15
LT934125.1	+	106	12127	12127	0	1	26.651031	0	0	0	12127	12127	12127	6h	PC_12
LT934125.1	+	107	12174	12208	34	6	623.41489	0	0	0	12194.1666666667	12174	12208	12h, 6h, 4h, 2h, 8h	C6, PC_12, PK_15
LT934125.1	+	108	12242	12262	20	2	58.000959	0	0	0	12252	12242	12262	6h, 8h	PC_12
LT934125.1	+	109	12297	12297	0	1	16.129162	0	0	0	12297	12297	12297	6h	PK_15
LT934125.1	+	110	12327	12327	0	1	32.2841	0	0	0	12327	12327	12327	8h	C6
LT934125.1	+	111	12392	12392	0	1	100.38145	0	0	0	12392	12392	12392	4h	PC_12
LT934125.1	+	112	12425	12425	0	1	26.651031	0	0	0	12425	12425	12425	6h	PC_12
LT934125.1	+	113	12604	12604	0	3	87.827771	0	0	0	12604	12604	12604	8h, 6h	C6, PC_12, PK_15
LT934125.1	+	114	12653	12653	0	1	31.349928	0	0	0	12653	12653	12653	8h	PC_12
LT934125.1	+	115	12714	12714	0	1	20.476837	0	0	0	12714	12714	12714	12h	PC_12
LT934125.1	+	116	12744	12770	26	4	599.616196	0	0	0	12761.5	12744	12770	4h, 6h, 8h	C6, PC_12, PK_15
LT934125.1	+	117	12800	12800	0	1	86.244071	0	0	0	12800	12800	12800	6h	C6
LT934125.1	+	118	12834	12834	0	1	100.38145	0	0	0	12834	12834	12834	4h	PC_12
LT934125.1	+	119	12863	12891	28	3	104.228329	0	0	0	12876	12863	12891	8h, 4h	C6, PC_12, PK_15
LT934125.1	+	120	12978	12978	0	1	86.244071	0	0	0	12978	12978	12978	6h	C6
LT934125.1	+	121	13035	13050	15	2	118.528171	0	0	0	13042.5	13035	13050	6h, 8h	C6
LT934125.1	+	122	13081	13129	48	4	95.54113	0	0	0	13107.75	13081	13129	8h, 12h, 6h	C6, PC_12, PK_15
LT934125.1	+	123	13175	13177	2	2	89.350887	0	0	1.58496250072116	13176	13175	13177	6h, 8h	PC_12
LT934125.1	+	124	13255	13263	8	6	330.847257	0	0	3	13258	13255	13263	6h, 8h, 12h	C6, PC_12, PK_15
LT934125.1	+	125	13296	13300	4	2	68.568481	0	0	0	13298	13296	13300	12h, 4h	C6, PK_15
LT934125.1	+	126	13343	13343	0	1	362.056481	0	0	0	13343	13343	13343	2h	PK_15
LT934125.1	+	127	13373	13392	19	2	63.634028	0	0	0	13382.5	13373	13392	8h	C6, PC_12
LT934125.1	+	128	13440	13458	18	5	3801.674626	0	0	2	13450.2	13440	13458	12h, 1h, 2h	C6, PC_12, PK_15
LT934125.1	+	129	13510	13539	29	8	250.058057	0	0	2.79536035879528	13522.625	13510	13539	12h, 6h, 8h	C6, PC_12, PK_15
LT934125.1	+	130	13569	13591	22	5	133.191295	0	0	0	13580	13569	13591	8h, 6h, 12h	C6, PC_12, PK_15
LT934125.1	+	131	13634	13634	0	1	16.129162	0	0	0	13634	13634	13634	6h	PK_15
LT934125.1	+	132	13665	13737	55	4	203.180161	0	0	5.35755200461808	13689.25	13665	13720	6h, 8h	C6, PC_12
LT934125.1	+	133	13764	13764	0	1	86.244071	0	0	0	13764	13764	13764	6h	C6
LT934125.1	+	134	13793	13817	24	3	113.54463	0	0	2.32192809488736	13805.3333333333	13793	13817	6h, 8h	PC_12, PK_15
LT934125.1	+	135	13855	13855	0	1	40.594301	0	0	0	13855	13855	13855	4h	PK_15
LT934125.1	+	136	13896	13906	10	5	187.696217	0	0	0	13902.4	13896	13906	6h, 12h, 4h	C6, PC_12, PK_15
LT934125.1	+	137	13944	13944	0	2	68.054255	0	0	0	13944	13944	13944	12h, 4h	PK_15
LT934125.1	+	138	13985	13986	1	2	45.079905	0	0	0	13985.5	13985	13986	8h, 12h	PC_12, PK_15
LT934125.1	+	139	14040	14054	0	21	219059.700347	0	0	3.29952832500857	14048	14048	14048	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15
LT934125.1	+	140	14101	14178	68	9	1055.485965	0	0	5.4262647547021	14131.7777777778	14101	14169	12h, 6h, 8h, 2h, 4h	C6, PC_12, PK_15
LT934125.1	+	141	14212	14245	31	5	386.784562	0	0	4.75488750216347	14230.6	14214	14245	6h, 8h, 12h, 4h	C6, PC_12, PK_15
LT934125.1	+	142	14279	14279	0	3	144.24503	0	0	0	14279	14279	14279	6h, 8h	C6, PC_12
LT934125.1	+	143	14328	14379	42	6	628.021408	0	0	3.32192809488736	14360	14328	14370	12h, 6h, 8h, 2h	C6, PK_15
LT934125.1	+	144	14403	14457	54	10	705.874537	0	0	0	14437.6	14403	14457	12h, 8h, 4h, 6h, 2h	C6, PC_12, PK_15
LT934125.1	+	145	14495	14618	123	11	1242.628976	0	0	9.25488750216347	14552.4545454545	14495	14618	12h, 8h, 2.5h, 4h, 6h	C6, PC_12, PK_15
LT934125.1	+	146	14648	14818	170	14	4579.217004	0	0	16.9653975905523	14722.3571428571	14648	14818	12h, 1h, 4h, 6h, 8h, 2.5h	C6, PC_12, PK_15
LT934125.1	+	147	14847	14868	21	9	1244.255295	0	0	2.8073549220576	14857	14847	14868	12h, 4h, 8h, 6h, 2h	C6, PC_12, PK_15
LT934125.1	+	148	14910	14970	60	10	1086.720641	0	0	8.5918806818448	14932.3	14910	14970	12h, 4h, 8h, 6h	C6, PC_12, PK_15
LT934125.1	+	149	15007	15201	170	13	4022.440302	0	0	24.9884297333958	15133.3846153846	15030	15200	12h, 6h, 8h, 2h, 4h	C6, PC_12, PK_15
LT934125.1	+	150	15234	15292	58	13	2325.766306	0	0	9.12128088679794	15270.3846153846	15234	15292	12h, 6h, 8h, 2.5h, 2h, 4h	C6, PC_12, PK_15
LT934125.1	+	151	15321	15354	30	5	792.548224	0	0	2.82085788735601	15343.4	15324	15354	4h, 8h, 12h	C6, PC_12, PK_15
LT934125.1	+	152	15387	15439	47	7	572.818662	0	0	5.4262647547021	15416.1428571429	15387	15434	12h, 6h, 8h, 2h	C6, PC_12, PK_15
LT934125.1	+	153	15468	15483	15	3	148.501263	0	0	0.954434001237924	15476	15468	15483	12h, 6h, 4h	PC_12, PK_15
LT934125.1	+	154	15527	15528	1	5	269.743806	0	0	0	15527.2	15527	15528	6h, 4h, 12h, 8h	C6, PC_12, PK_15
LT934125.1	+	155	15571	15571	0	1	86.244071	0	0	0	15571	15571	15571	6h	C6
LT934125.1	+	156	15591	15802	190	17	43720.850974	0	0	30.417076563089	15666.5294117647	15597	15787	12h, 1h, 2h, 6h, 8h, 0.5h, 1.5h, 4h	C6, PC_12, PK_15
LT934125.1	+	157	15818	15870	22	9	2944.79117	0	0	17.0607238082416	15840.4444444444	15834	15856	12h, 2h, 2.5h, 4h, 8h	C6, PC_12, PK_15
LT934125.1	+	158	15884	15894	8	2	225.790204	1.58496250072116	1.58496250072116	3.32192809488736	15888	15884	15892	6h	C6, PC_12
LT934125.1	+	159	15926	15978	47	7	716.290441	0	0	13.5121574413568	15949	15926	15973	12h, 8h, 4h	C6, PC_12, PK_15
LT934125.1	+	160	16013	16131	114	14	7437.924242	0	0	23.9368602466872	16048	16013	16127	12h, 6h, 8h, 2h, 2.5h, 4h	C6, NRK, PC_12, PK_15
LT934125.1	+	161	16469	16489	20	2	63.634028	0	0	0	16479	16469	16489	8h	C6, PC_12
LT934125.1	+	162	17305	17305	0	1	31.349928	0	0	0	17305	17305	17305	8h	PC_12
LT934125.1	+	163	17333	17333	0	1	26.651031	0	0	0	17333	17333	17333	6h	PC_12
LT934125.1	+	164	17519	17519	0	1	31.349928	0	0	0	17519	17519	17519	8h	PC_12
LT934125.1	+	165	17644	17647	3	6	277.612652	0	0	1	17646.3333333333	17644	17647	12h, 4h, 6h, 8h	PC_12, PK_15
LT934125.1	+	166	17914	17914	0	1	40.594301	0	0	0	17914	17914	17914	4h	PK_15
LT934125.1	+	167	18005	18005	0	1	31.349928	0	0	0	18005	18005	18005	8h	PC_12
LT934125.1	+	168	18534	18534	0	1	31.349928	0	0	0	18534	18534	18534	8h	PC_12
LT934125.1	+	169	18587	18587	0	1	26.651031	0	0	0	18587	18587	18587	6h	PC_12
LT934125.1	+	170	18758	18758	0	1	31.349928	0	0	0	18758	18758	18758	8h	PC_12
LT934125.1	+	171	18853	18870	17	2	80.604513	0	0	0	18861.5	18853	18870	12h, 6h	PC_12
LT934125.1	+	172	18929	18929	0	1	32.2841	0	0	0	18929	18929	18929	8h	C6
LT934125.1	+	173	18987	18987	0	1	26.651031	0	0	0	18987	18987	18987	6h	PC_12
LT934125.1	+	174	19067	19079	12	7	215.100616	0	0	0	19077.2857142857	19067	19079	12h, 8h, 6h	C6, PC_12, PK_15
LT934125.1	+	175	19136	19137	1	4	764.873498	0	0	0	19136.25	19136	19137	8h, 12h, 2h	C6, PC_12
LT934125.1	+	176	19175	19175	0	1	26.651031	0	0	0	19175	19175	19175	6h	PC_12
LT934125.1	+	177	19447	19447	0	1	31.349928	0	0	0	19447	19447	19447	8h	PC_12
LT934125.1	+	178	19507	19507	0	2	52.330563	0	0	0	19507	19507	19507	12h, 8h	C6, PC_12
LT934125.1	+	179	19666	19666	0	1	31.349928	0	0	0	19666	19666	19666	8h	PC_12
LT934125.1	+	180	19749	19749	0	1	40.594301	0	0	0	19749	19749	19749	4h	PK_15
LT934125.1	+	181	20988	20988	0	1	32.2841	0	0	0	20988	20988	20988	8h	C6
LT934125.1	+	182	21964	21964	0	1	362.056481	0	0	0	21964	21964	21964	2h	PK_15
LT934125.1	+	183	22420	22420	0	1	40.594301	0	0	0	22420	22420	22420	4h	PK_15
LT934125.1	+	184	22482	22482	0	1	32.2841	0	0	0	22482	22482	22482	8h	C6
LT934125.1	+	185	22683	22687	1	3	123.968795	0	0	2	22683.6666666667	22683	22684	6h, 4h	PC_12, PK_15
LT934125.1	+	186	22861	22861	0	1	86.244071	0	0	0	22861	22861	22861	6h	C6
LT934125.1	+	187	23530	23530	0	1	31.349928	0	0	0	23530	23530	23530	8h	PC_12
LT934125.1	+	188	23570	23570	0	1	86.244071	0	0	0	23570	23570	23570	6h	C6
LT934125.1	+	189	23768	23768	0	1	31.349928	0	0	0	23768	23768	23768	8h	PC_12
LT934125.1	+	190	24083	24083	0	1	86.244071	0	0	0	24083	24083	24083	6h	C6
LT934125.1	+	191	24227	24227	0	1	31.349928	0	0	0	24227	24227	24227	8h	PC_12
LT934125.1	+	192	24389	24437	48	3	121.634987	0	0	0	24413	24389	24437	8h, 6h	C6, PC_12
LT934125.1	+	193	24766	24766	0	1	667.111408	0	0	0	24766	24766	24766	2h	PC_12
LT934125.1	+	194	24824	24830	6	4	126.56944	0	0	0	24825.5	24824	24830	12h, 6h, 8h, 4h	C6, PC_12, PK_15
LT934125.1	+	195	25157	25174	17	5	264.798918	0	0	0	25160.4	25157	25174	12h, 6h, 8h	C6, PC_12
LT934125.1	+	196	25247	25250	3	2	112.895102	0	0	0	25248.5	25247	25250	6h	C6, PC_12
LT934125.1	+	197	25419	25426	2	14	16686.407588	0	0	4.64385618977472	25420.2857142857	25420	25422	12h, 1h, 6h, 8h, 1.5h, 2h, 4h	C6, PC_12, PK_15
LT934125.1	+	198	25506	25506	0	2	84.651991	0	0	0	25506	25506	25506	6h, 8h	PC_12
LT934125.1	+	199	25715	25715	0	1	362.056481	0	0	0	25715	25715	25715	2h	PK_15
LT934125.1	+	200	25770	25770	0	1	100.38145	0	0	0	25770	25770	25770	4h	PC_12
LT934125.1	+	201	25820	25840	20	3	136.072108	0	0	0	25833	25820	25840	6h, 8h	C6, PK_15
LT934125.1	+	202	25928	25928	0	1	362.056481	0	0	0	25928	25928	25928	2h	PK_15
LT934125.1	+	203	25990	26001	11	3	116.936091	0	0	0	25994.6666666667	25990	26001	8h, 6h	C6, PC_12
LT934125.1	+	204	26094	26094	0	1	26.651031	0	0	0	26094	26094	26094	6h	PC_12
LT934125.1	+	205	26135	26135	0	1	86.244071	0	0	0	26135	26135	26135	6h	C6
LT934125.1	+	206	26235	26241	6	2	67.245332	0	0	0	26238	26235	26241	6h, 4h	PC_12, PK_15
LT934125.1	+	207	26292	26292	0	1	53.302063	0	0	0	26292	26292	26292	6h	PC_12
LT934125.1	+	208	26357	26384	27	6	255.15043	0	0	5.8650581894328	26364.6666666667	26357	26384	8h, 6h, 4h	C6, PC_12, PK_15
LT934125.1	+	209	26468	26486	18	2	1572.181977	0	0	0	26477	26468	26486	1h, 8h	C6, PC_12
LT934125.1	+	210	26520	26520	0	1	32.2841	0	0	0	26520	26520	26520	8h	C6
LT934125.1	+	211	26560	26583	23	2	393.406409	0	0	0	26571.5	26560	26583	8h, 2h	PC_12, PK_15
LT934125.1	+	212	26706	26706	0	2	1573.116149	0	0	0	26706	26706	26706	1h, 8h	C6
LT934125.1	+	213	26760	26778	18	3	597.430304	0	0	0	26766	26760	26778	4h, 8h	C6, PC_12, PK_15
LT934125.1	+	214	26882	26882	0	1	31.349928	0	0	0	26882	26882	26882	8h	PC_12
LT934125.1	+	215	26919	26930	6	2	307.367025	2.32192809488736	2.32192809488736	5.37744373426736	26927	26924	26930	4h, 6h	PC_12
LT934125.1	+	216	27170	27170	0	1	26.651031	0	0	0	27170	27170	27170	6h	PC_12
LT934125.1	+	217	27224	27242	18	2	63.634028	0	0	0	27233	27224	27242	8h	C6, PC_12
LT934125.1	+	218	27447	27447	0	1	32.2841	0	0	0	27447	27447	27447	8h	C6
LT934125.1	+	219	27524	27550	24	4	212.309023	0	0	1.28584540492312	27542	27524	27548	12h, 8h, 6h	C6, PC_12
LT934125.1	+	220	27592	27612	20	3	798.193409	0	0	0	27604.3333333333	27592	27612	2.5h, 6h, 8h	PC_12
LT934125.1	+	221	27684	27684	0	1	86.244071	0	0	0	27684	27684	27684	6h	C6
LT934125.1	+	222	27775	27873	98	11	1967.144591	0	0	12.008067422907	27825.4545454545	27775	27873	12h, 6h, 8h, 2.5h, 2h, 4h	C6, PC_12, PK_15
LT934125.1	+	223	27911	27911	0	1	32.2841	0	0	0	27911	27911	27911	8h	C6
LT934125.1	+	224	27976	27976	0	1	40.594301	0	0	0	27976	27976	27976	4h	PK_15
LT934125.1	+	225	28063	28063	0	1	32.2841	0	0	0	28063	28063	28063	8h	C6
