seqnames	strand	cluster	TC.start	TC.end	TC.width	support	score	mean_shape	min_shape	max_shape	consensus_peak	min_peak	max_peak	hpi_samples	cell_lines
LT934125.1	+	46	7752	7752	0	1	62.932662	0	0	0	7752	7752	7752	4h	PK_15
LT934125.1	+	47	7808	7811	0	3	175.932164	0	0	1.83659166810898	7811	7811	7811	12h	PK_15, PC_12, C6
LT934125.1	+	48	7851	7863	12	2	90.218536	0	0	0	7857	7851	7863	4h, 12h	PK_15, C6
LT934125.1	+	49	8238	8239	1	2	87.233703	0	0	0	8238.5	8238	8239	4h, 12h	PK_15, PC_12
LT934125.1	+	50	8531	8531	0	1	24.301041	0	0	0	8531	8531	8531	12h	PC_12
LT934125.1	+	51	8605	8605	0	1	62.932662	0	0	0	8605	8605	8605	4h	PK_15
LT934125.1	+	52	8705	8705	0	1	241.779497	0	0	0	8705	8705	8705	4h	PC_12
LT934125.1	+	53	8735	8735	0	1	24.301041	0	0	0	8735	8735	8735	12h	PC_12
LT934125.1	+	54	8805	8805	0	1	62.932662	0	0	0	8805	8805	8805	4h	PK_15
LT934125.1	+	55	8902	8904	2	4	356.299074	0	0	0	8903	8902	8904	4h, 12h	PK_15, PC_12, C6
LT934125.1	+	56	9017	9020	3	2	75.887957	0	0	0	9018.5	9017	9020	12h	PC_12, C6
LT934125.1	+	57	9052	9052	0	1	62.932662	0	0	0	9052	9052	9052	4h	PK_15
LT934125.1	+	58	9108	9115	5	6	31004.025366	1.28584540492312	1.28584540492312	4.3196349916549	9111.16666666667	9108	9113	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	59	9257	9270	0	6	96386.194546	0.331723457764852	0.331723457764852	0.690234629946463	9270	9270	9270	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	60	9339	9339	0	2	77.338407	0	0	0	9339	9339	9339	12h, 4h	PK_15
LT934125.1	+	61	9411	9423	1	6	6723.976813	0	0	2.91092892308965	9414.66666666667	9414	9415	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	62	9473	9491	1	5	1632.631135	0	0	6.37355646705709	9479.6	9479	9480	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	63	9545	9558	2	5	1685.312489	0	0	2.58817936879202	9548.4	9548	9550	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	64	9592	9592	0	1	21.608618	0	0	0	9592	9592	9592	12h	PK_15
LT934125.1	+	65	9638	9647	3	6	122944.445765	0	0	1.29289704434047	9645.5	9643	9646	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	66	9707	9728	21	2	1953.842948	0	0	3.05246981989905	9717.5	9707	9728	4h	PK_15, C6
LT934125.1	+	67	9742	9771	3	5	3918.540985	0	0	5.20148261524489	9760.4	9759	9762	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	68	9803	9820	17	4	1627.758267	0	0	2.74190118426235	9807.75	9803	9820	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	69	9859	9867	5	3	436.851576	1.97543998797919	1.97543998797919	2.99767224416586	9863.66666666667	9862	9867	12h	PK_15, PC_12, C6
LT934125.1	+	70	9932	9949	1	6	3287.384727	0	0	5.49024829634309	9932.66666666667	9932	9933	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	71	9996	10014	11	3	719.770196	8.68380237781867	8.68380237781867	8.99942228670911	10001.6666666667	9998	10009	12h	PK_15, PC_12, C6
LT934125.1	+	72	10059	10059	0	1	241.779497	0	0	0	10059	10059	10059	4h	PC_12
LT934125.1	+	73	10087	10089	1	4	1300.960547	0.48890858642327	0.48890858642327	0.811278124459133	10088.75	10088	10089	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	74	10135	10166	29	5	759.504515	0	0	0	10153.6	10135	10164	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	75	10218	10218	0	1	24.301041	0	0	0	10218	10218	10218	12h	PC_12
LT934125.1	+	76	10258	10267	0	1	54.571748	3.32192809488736	3.32192809488736	3.32192809488736	10258	10258	10258	12h	C6
LT934125.1	+	77	10334	10334	0	1	27.285874	0	0	0	10334	10334	10334	12h	C6
LT934125.1	+	78	10426	10435	3	5	12852.35641	0	0	3.44535052820735	10430.4	10428	10431	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	79	10521	10521	0	1	62.932662	0	0	0	10521	10521	10521	4h	PK_15
LT934125.1	+	80	10620	10628	8	2	90.218536	0	0	0	10624	10620	10628	4h, 12h	PK_15, C6
LT934125.1	+	81	10694	10694	0	1	27.285874	0	0	0	10694	10694	10694	12h	C6
LT934125.1	+	82	10784	10784	0	1	18.007181	0	0	0	10784	10784	10784	12h	PK_15
LT934125.1	+	83	10859	10859	0	1	27.285874	0	0	0	10859	10859	10859	12h	C6
LT934125.1	+	84	10956	10956	0	1	62.932662	0	0	0	10956	10956	10956	4h	PK_15
LT934125.1	+	85	10997	10999	2	3	108.225717	0	0	0	10998	10997	10999	12h, 4h	PK_15, C6
LT934125.1	+	86	11040	11063	23	2	87.233703	0	0	0	11051.5	11040	11063	4h, 12h	PK_15, PC_12
LT934125.1	+	87	11153	11153	0	1	27.285874	0	0	0	11153	11153	11153	12h	C6
LT934125.1	+	88	11270	11270	0	1	27.285874	0	0	0	11270	11270	11270	12h	C6
LT934125.1	+	89	11499	11499	0	1	27.285874	0	0	0	11499	11499	11499	12h	C6
LT934125.1	+	90	11526	11526	0	1	18.007181	0	0	0	11526	11526	11526	12h	PK_15
LT934125.1	+	91	11606	11640	25	4	1342.169328	0	0	3.00829576227038	11624	11606	11631	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	92	11701	11701	0	1	27.285874	0	0	0	11701	11701	11701	12h	C6
LT934125.1	+	93	11785	11797	1	6	172970.721939	0.666578358024853	0.666578358024853	2.01257509570466	11792.6666666667	11792	11793	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	94	11840	11872	23	3	280.119247	0	0	5.21969551603592	11849	11840	11863	12h, 4h	PK_15, C6
LT934125.1	+	95	11920	11938	10	4	948.944042	0	0	9.66169129233631	11924	11920	11930	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	96	11962	11980	1	4	1883.013362	0	0	4.19360401028626	11976.75	11976	11977	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	97	12004	12036	3	2	1290.796995	0	0	10.1783610364725	12020.5	12019	12022	4h, 12h	PK_15, C6
LT934125.1	+	98	12010	12070	10	5	5269.319742	2.8073549220576	2.8073549220576	22.2970785425293	12064	12058	12068	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	99	12104	12130	6	3	1348.230328	5.61286174745836	5.61286174745836	11.4189000179336	12112.6666666667	12109	12115	12h	PK_15, PC_12, C6
LT934125.1	+	100	12166	12172	6	2	1051.418165	0	0	0	12169	12166	12172	4h	PC_12, C6
LT934125.1	+	101	12204	12211	7	3	174.759816	0	0	3	12208.6666666667	12204	12211	12h, 4h	PK_15, C6
LT934125.1	+	102	12373	12373	0	1	27.285874	0	0	0	12373	12373	12373	12h	C6
LT934125.1	+	103	12416	12416	0	2	68.977493	0	0	0	12416	12416	12416	12h	PK_15, C6
LT934125.1	+	104	12447	12447	0	1	24.301041	0	0	0	12447	12447	12447	12h	PC_12
LT934125.1	+	105	12842	12842	0	1	18.007181	0	0	0	12842	12842	12842	12h	PK_15
LT934125.1	+	106	13296	13296	0	1	241.779497	0	0	0	13296	13296	13296	4h	PC_12
LT934125.1	+	107	13326	13326	0	1	62.932662	0	0	0	13326	13326	13326	4h	PK_15
LT934125.1	+	108	13374	13374	0	1	24.301041	0	0	0	13374	13374	13374	12h	PC_12
LT934125.1	+	109	13405	13405	0	1	241.779497	0	0	0	13405	13405	13405	4h	PC_12
LT934125.1	+	110	13593	13598	0	1	28.81149	2.58496250072116	2.58496250072116	2.58496250072116	13593	13593	13593	12h	PK_15
LT934125.1	+	111	13858	13858	0	1	36.451562	0	0	0	13858	13858	13858	12h	PC_12
LT934125.1	+	112	13979	13979	0	1	24.301041	0	0	0	13979	13979	13979	12h	PC_12
LT934125.1	+	113	14043	14051	3	6	53570.601716	0	0	3.22518718243005	14047	14045	14048	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	114	14137	14139	0	3	698.611285	0	0	2.37744375108173	14138	14138	14138	12h, 4h	PK_15, C6
LT934125.1	+	115	14175	14176	0	1	125.865324	1	1	1	14175	14175	14175	4h	PK_15
LT934125.1	+	116	14207	14207	0	1	27.285874	0	0	0	14207	14207	14207	12h	C6
LT934125.1	+	117	14267	14267	0	1	62.932662	0	0	0	14267	14267	14267	4h	PK_15
LT934125.1	+	118	14294	14294	0	1	18.007181	0	0	0	14294	14294	14294	12h	PK_15
LT934125.1	+	119	14338	14338	0	1	27.285874	0	0	0	14338	14338	14338	12h	C6
LT934125.1	+	120	14398	14400	2	2	51.586915	0	0	0	14399	14398	14400	12h	PC_12, C6
LT934125.1	+	121	14468	14468	0	1	27.285874	0	0	0	14468	14468	14468	12h	C6
LT934125.1	+	122	14537	14563	26	4	307.772157	0	0	0	14551.75	14537	14563	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	123	14603	14606	3	4	252.361558	0	0	0	14605	14603	14606	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	124	14654	14684	20	2	144.790284	0	0	5.48306938934921	14664	14654	14674	4h, 12h	PK_15, C6
LT934125.1	+	125	14741	14741	0	1	27.285874	0	0	0	14741	14741	14741	12h	C6
LT934125.1	+	126	14821	14822	1	4	234.354377	0	0	0	14821.75	14821	14822	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	127	14861	14861	0	1	18.007181	0	0	0	14861	14861	14861	12h	PK_15
LT934125.1	+	128	14935	14956	21	4	322.610098	0	0	3.16992500144231	14945.25	14935	14956	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	129	15028	15054	26	3	293.366412	0	0	0	15043.6666666667	15028	15054	12h, 4h	PC_12, C6
LT934125.1	+	130	15085	15109	17	3	171.158379	0	0	3	15094.6666666667	15085	15102	12h, 4h	PK_15, C6
LT934125.1	+	131	15172	15187	15	5	588.991811	0	0	8.7886388936966	15178.4	15172	15187	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	132	15251	15286	35	3	104.624281	0	0	0	15269.3333333333	15251	15286	12h, 4h	PK_15, C6
LT934125.1	+	133	15321	15366	25	4	1181.076859	0	0	8.25740278004968	15339.5	15321	15346	4h, 12h	PK_15, PC_12, C6
LT934125.1	+	134	15374	15380	3	2	85.962657	0	0	2.72580292501089	15378.5	15377	15380	12h	PK_15, PC_12
LT934125.1	+	135	15427	15445	18	2	87.233703	0	0	0	15436	15427	15445	4h, 12h	PK_15, PC_12
LT934125.1	+	136	15513	15550	37	5	1533.666192	0	0	3.32192809488736	15531.4	15513	15550	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	137	15588	15599	3	5	3250.324944	0	0	6.1197869044989	15598.2	15596	15599	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	138	15639	15649	9	3	403.372315	0	0	4.99059314004692	15645	15639	15648	12h, 4h	PK_15, PC_12
LT934125.1	+	139	15694	15697	1	4	625.081341	0	0	1.97285345238086	15696.5	15696	15697	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	140	15752	15810	58	6	1186.27031	0	0	5.7456568095503	15776.8333333333	15752	15810	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	141	15846	15857	11	2	99.384224	0	0	0	15851.5	15846	15857	4h, 12h	PK_15, PC_12
LT934125.1	+	142	15952	15982	30	3	359.283907	0	0	0	15964.6666666667	15952	15982	4h, 12h	PK_15, PC_12, C6
LT934125.1	+	143	16604	16604	0	1	241.779497	0	0	0	16604	16604	16604	4h	PC_12
LT934125.1	+	144	16632	16632	0	1	567.859171	0	0	0	16632	16632	16632	4h	C6
LT934125.1	+	145	16657	16657	0	1	62.932662	0	0	0	16657	16657	16657	4h	PK_15
LT934125.1	+	146	16734	16734	0	1	27.285874	0	0	0	16734	16734	16734	12h	C6
LT934125.1	+	147	16950	16950	0	1	27.285874	0	0	0	16950	16950	16950	12h	C6
LT934125.1	+	148	17395	17398	3	2	153.151198	0	0	0	17396.5	17395	17398	4h, 12h	PK_15, C6
LT934125.1	+	149	18476	18476	0	1	27.285874	0	0	0	18476	18476	18476	12h	C6
LT934125.1	+	150	18710	18710	0	1	241.779497	0	0	0	18710	18710	18710	4h	PC_12
LT934125.1	+	151	18908	18908	0	1	567.859171	0	0	0	18908	18908	18908	4h	C6
LT934125.1	+	152	19294	19294	0	1	54.571748	0	0	0	19294	19294	19294	12h	C6
LT934125.1	+	153	19488	19488	0	1	27.285874	0	0	0	19488	19488	19488	12h	C6
LT934125.1	+	154	20379	20382	0	2	225.249548	0	0	3.16992500144231	20379	20379	20379	4h, 12h	PK_15, PC_12
LT934125.1	+	155	21148	21148	0	1	24.301041	0	0	0	21148	21148	21148	12h	PC_12
LT934125.1	+	156	21320	21320	0	1	62.932662	0	0	0	21320	21320	21320	4h	PK_15
LT934125.1	+	157	21348	21348	0	1	27.285874	0	0	0	21348	21348	21348	12h	C6
LT934125.1	+	158	21491	21491	0	1	27.285874	0	0	0	21491	21491	21491	12h	C6
LT934125.1	+	159	21639	21639	0	1	241.779497	0	0	0	21639	21639	21639	4h	PC_12
LT934125.1	+	160	22830	22830	0	1	241.779497	0	0	0	22830	22830	22830	4h	PC_12
LT934125.1	+	161	23169	23169	0	1	36.451562	0	0	0	23169	23169	23169	12h	PC_12
LT934125.1	+	162	23722	23723	0	2	72.578929	0	0	1	23722	23722	23722	12h	PK_15, C6
LT934125.1	+	163	24434	24434	0	1	27.285874	0	0	0	24434	24434	24434	12h	C6
LT934125.1	+	164	24821	24821	0	1	62.932662	0	0	0	24821	24821	24821	4h	PK_15
LT934125.1	+	165	25047	25047	0	1	27.285874	0	0	0	25047	25047	25047	12h	C6
LT934125.1	+	166	25107	25107	0	1	27.285874	0	0	0	25107	25107	25107	12h	C6
LT934125.1	+	167	25166	25166	0	1	27.285874	0	0	0	25166	25166	25166	12h	C6
LT934125.1	+	168	25369	25369	0	1	14.405745	0	0	0	25369	25369	25369	12h	PK_15
LT934125.1	+	169	25418	25422	3	5	4080.667661	1	1	3.65730282610403	25420	25419	25422	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	170	25593	25593	0	1	62.932662	0	0	0	25593	25593	25593	4h	PK_15
LT934125.1	+	171	25827	25827	0	1	62.932662	0	0	0	25827	25827	25827	4h	PK_15
LT934125.1	+	172	25887	25887	0	1	62.932662	0	0	0	25887	25887	25887	4h	PK_15
LT934125.1	+	173	25990	25990	0	1	62.932662	0	0	0	25990	25990	25990	4h	PK_15
LT934125.1	+	174	26034	26034	0	1	62.932662	0	0	0	26034	26034	26034	4h	PK_15
LT934125.1	+	175	26173	26173	0	1	27.285874	0	0	0	26173	26173	26173	12h	C6
LT934125.1	+	176	26364	26387	23	3	331.998033	0	0	0	26374.6666666667	26364	26387	4h, 12h	PK_15, PC_12, C6
LT934125.1	+	177	26556	26556	0	1	483.558994	0	0	0	26556	26556	26556	4h	PC_12
LT934125.1	+	178	26729	26735	0	1	54.571748	2.8073549220576	2.8073549220576	2.8073549220576	26729	26729	26729	12h	C6
LT934125.1	+	179	26927	26927	0	1	54.571748	0	0	0	26927	26927	26927	12h	C6
LT934125.1	+	180	26984	27008	24	2	269.065371	0	0	0	26996	26984	27008	4h, 12h	PC_12, C6
LT934125.1	+	181	27041	27041	0	1	62.932662	0	0	0	27041	27041	27041	4h	PK_15
LT934125.1	+	182	27096	27096	0	1	27.285874	0	0	0	27096	27096	27096	12h	C6
LT934125.1	+	183	27177	27194	17	2	117.50441	0	0	0	27185.5	27177	27194	4h, 12h	PK_15, C6
LT934125.1	+	184	27311	27311	0	1	241.779497	0	0	0	27311	27311	27311	4h	PC_12
LT934125.1	+	185	27519	27524	0	1	54.571748	2.58496250072116	2.58496250072116	2.58496250072116	27519	27519	27519	12h	C6
LT934125.1	+	186	27612	27622	10	2	90.218536	0	0	0	27617	27612	27622	4h, 12h	PK_15, C6
LT934125.1	+	187	27825	27861	36	4	199.060857	0	0	2	27839.25	27825	27861	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	188	28074	28088	14	2	90.218536	0	0	0	28081	28074	28088	4h, 12h	PK_15, C6
LT934125.1	+	189	28173	28173	0	1	241.779497	0	0	0	28173	28173	28173	4h	PC_12
LT934125.1	+	190	28258	28258	0	1	27.285874	0	0	0	28258	28258	28258	12h	C6
LT934125.1	+	191	28323	28323	0	1	27.285874	0	0	0	28323	28323	28323	12h	C6
LT934125.1	+	192	28383	28383	0	1	567.859171	0	0	0	28383	28383	28383	4h	C6
LT934125.1	+	193	28470	28475	0	1	54.571748	2.58496250072116	2.58496250072116	2.58496250072116	28470	28470	28470	12h	C6
LT934125.1	+	194	28516	28516	0	1	54.571748	0	0	0	28516	28516	28516	12h	C6
LT934125.1	+	195	28549	28549	0	1	24.301041	0	0	0	28549	28549	28549	12h	PC_12
LT934125.1	+	196	28625	28627	2	2	50.857307	0	0	0	28626	28625	28627	12h	PK_15, PC_12
LT934125.1	+	197	28808	28808	0	1	24.301041	0	0	0	28808	28808	28808	12h	PC_12
LT934125.1	+	198	29096	29100	4	2	752.624365	0	0	1.45546446154482	29098	29096	29100	4h, 12h	PC_12, C6
LT934125.1	+	199	29184	29184	0	1	27.285874	0	0	0	29184	29184	29184	12h	C6
LT934125.1	+	200	29307	29311	0	2	323.637119	0	0	2.13221689650914	29311	29311	29311	4h, 12h	PC_12, C6
LT934125.1	+	201	29410	29410	0	1	27.285874	0	0	0	29410	29410	29410	12h	C6
LT934125.1	+	202	29464	29465	0	2	63.300237	0	0	0.970950591206173	29465	29465	29465	12h	PK_15, C6
LT934125.1	+	203	29906	29906	0	1	567.859171	0	0	0	29906	29906	29906	4h	C6
LT934125.1	+	204	30233	30249	6	4	2302.463604	2.58496250072116	2.58496250072116	3.07503159875195	30236.25	30234	30240	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	205	30269	30275	0	1	125.865324	2.8073549220576	2.8073549220576	2.8073549220576	30269	30269	30269	4h	PK_15
LT934125.1	+	206	30299	30299	0	1	27.285874	0	0	0	30299	30299	30299	12h	C6
LT934125.1	+	207	30439	30439	0	1	27.285874	0	0	0	30439	30439	30439	12h	C6
LT934125.1	+	208	30511	30511	0	1	54.571748	0	0	0	30511	30511	30511	12h	C6
LT934125.1	+	209	30594	30594	0	1	27.285874	0	0	0	30594	30594	30594	12h	C6
LT934125.1	+	210	30701	30738	37	4	410.870822	0	0	5.02421225738452	30714	30701	30738	4h, 12h	PK_15, PC_12, C6
LT934125.1	+	211	30777	30777	0	1	27.285874	0	0	0	30777	30777	30777	12h	C6
LT934125.1	+	212	30842	30844	0	1	54.571748	1.58496250072116	1.58496250072116	1.58496250072116	30842	30842	30842	12h	C6
LT934125.1	+	213	30925	30949	24	2	90.218536	0	0	0	30937	30925	30949	4h, 12h	PK_15, C6
LT934125.1	+	214	30987	30987	0	1	567.859171	0	0	0	30987	30987	30987	4h	C6
LT934125.1	+	215	31089	31098	0	6	71695.866303	0.689147893975141	0.689147893975141	1.8798488165891	31098	31098	31098	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	216	31146	31167	19	5	886.942998	0	0	3.5438558770067	31153	31148	31167	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	217	31229	31231	2	2	228.413785	0	0	0	31230	31229	31231	12h, 4h	PK_15
LT934125.1	+	218	31270	31272	2	6	10148.895056	0.803715925386238	0.803715925386238	2.46724250782464	31270.8333333333	31270	31272	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	219	31329	31330	0	1	251.730648	0.811278124459133	0.811278124459133	0.811278124459133	31330	31330	31330	4h	PK_15
LT934125.1	+	220	31357	31382	24	3	587.025234	0	0	2.13221689650914	31372	31357	31381	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	221	31455	31458	1	6	2182.718839	0	0	0.650022421648354	31456.6666666667	31456	31457	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	222	31543	31562	19	3	287.689156	0	0	0	31554.6666666667	31543	31562	12h, 4h	PK_15, PC_12
LT934125.1	+	223	31596	31605	1	4	1975.279615	0	0	1.66382187014038	31604.75	31604	31605	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	224	31639	31639	0	1	241.779497	0	0	0	31639	31639	31639	4h	PC_12
LT934125.1	+	225	31703	31703	0	1	27.285874	0	0	0	31703	31703	31703	12h	C6
LT934125.1	+	226	31769	31790	21	5	617.86416	0	0	4.74270983404608	31775.2	31769	31790	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	227	31853	31872	13	6	1420.384425	0	0	1.72624113269261	31864.3333333333	31859	31872	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	228	31931	31949	9	4	5172.41006	4.45408915948655	4.45408915948655	5.38908560185303	31934.75	31932	31941	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	229	32007	32040	4	6	285532.616687	1.54186154101714	1.54186154101714	2.97326512028641	32037.3333333333	32034	32038	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	230	32091	32118	27	4	1064.592174	0	0	11.4993406637147	32099.75	32091	32118	4h, 12h	PK_15, PC_12, C6
LT934125.1	+	231	32145	32164	18	4	238.685422	0	0	0.811278124459133	32159.25	32146	32164	12h, 4h	PK_15, PC_12, C6
LT934125.1	+	232	32213	32213	0	1	241.779497	0	0	0	32213	32213	32213	4h	PC_12
LT934125.1	+	233	32733	32733	0	1	62.932662	0	0	0	32733	32733	32733	4h	PK_15
LT934125.1	+	234	34143	34145	1	2	160.136828	0	0	1	34143.5	34143	34144	4h, 12h	PK_15, PC_12
LT934125.1	+	235	34176	34176	0	1	27.285874	0	0	0	34176	34176	34176	12h	C6
LT934125.1	+	236	34347	34347	0	1	27.285874	0	0	0	34347	34347	34347	12h	C6
LT934125.1	+	237	34531	34531	0	1	62.932662	0	0	0	34531	34531	34531	4h	PK_15
LT934125.1	+	238	34726	34726	0	1	24.301041	0	0	0	34726	34726	34726	12h	PC_12
LT934125.1	+	239	34780	34794	14	2	51.586915	0	0	0	34787	34780	34794	12h	PC_12, C6
LT934125.1	+	240	34887	34887	0	1	27.285874	0	0	0	34887	34887	34887	12h	C6
LT934125.1	+	241	34942	34942	0	1	27.285874	0	0	0	34942	34942	34942	12h	C6
LT934125.1	+	242	40811	40811	0	1	62.932662	0	0	0	40811	40811	40811	4h	PK_15
LT934125.1	+	243	40984	41018	34	3	573.77753	0	0	0	41000	40984	41018	4h, 12h	PK_15, PC_12, C6
