seqnames	strand	window_start	window_end	group	hpi	Time	cell_line	sum_coverage.hpi	mean_coverage.hpi	sd_coverage.hpi	median_coverage.hpi	min_coverage.hpi	max_coverage.hpi	varcoeff_coverage.hpi
LT934125.1	+	1551	1600	PK-15_CAGE_12h	12h	12	PK-15	4.44	4.44		4.44	4.44	4.44	
LT934125.1	+	1601	1650	PK-15_CAGE_12h	12h	12	PK-15	201.2	201.2		201.2	201.2	201.2	
LT934125.1	+	1651	1700	PK-15_CAGE_12h	12h	12	PK-15	4.2	4.2		4.2	4.2	4.2	
LT934125.1	+	1701	1750	PK-15_CAGE_12h	12h	12	PK-15	2.74	2.74		2.74	2.74	2.74	
LT934125.1	+	1751	1800	PK-15_CAGE_12h	12h	12	PK-15	1.66	1.66		1.66	1.66	1.66	
LT934125.1	+	1801	1850	PK-15_CAGE_12h	12h	12	PK-15	2.44	2.44		2.44	2.44	2.44	
LT934125.1	+	1851	1900	PK-15_CAGE_12h	12h	12	PK-15	3.98	3.98		3.98	3.98	3.98	
LT934125.1	+	1901	1950	PK-15_CAGE_12h	12h	12	PK-15	3.94	3.94		3.94	3.94	3.94	
LT934125.1	+	1951	2000	PK-15_CAGE_12h	12h	12	PK-15	1.58	1.58		1.58	1.58	1.58	
LT934125.1	+	2001	2050	PK-15_CAGE_12h	12h	12	PK-15	1.14	1.14		1.14	1.14	1.14	
LT934125.1	+	2051	2100	PK-15_CAGE_12h	12h	12	PK-15	1.9	1.9		1.9	1.9	1.9	
LT934125.1	+	2101	2150	PK-15_CAGE_12h	12h	12	PK-15	0.46	0.46		0.46	0.46	0.46	
LT934125.1	+	2151	2200	PK-15_CAGE_12h	12h	12	PK-15	6.26	6.26		6.26	6.26	6.26	
LT934125.1	+	2201	2250	PK-15_CAGE_12h	12h	12	PK-15	7.7	7.7		7.7	7.7	7.7	
LT934125.1	+	2251	2300	PK-15_CAGE_12h	12h	12	PK-15	6.34	6.34		6.34	6.34	6.34	
LT934125.1	+	2301	2350	PK-15_CAGE_12h	12h	12	PK-15	8.22	8.22		8.22	8.22	8.22	
LT934125.1	+	2351	2400	PK-15_CAGE_12h	12h	12	PK-15	10	10		10	10	10	
LT934125.1	+	2401	2450	PK-15_CAGE_12h	12h	12	PK-15	9.48	9.48		9.48	9.48	9.48	
LT934125.1	+	2451	2500	PK-15_CAGE_12h	12h	12	PK-15	9.16	9.16		9.16	9.16	9.16	
LT934125.1	+	2501	2550	PK-15_CAGE_12h	12h	12	PK-15	10.76	10.76		10.76	10.76	10.76	
LT934125.1	+	2551	2600	PK-15_CAGE_12h	12h	12	PK-15	21.88	21.88		21.88	21.88	21.88	
LT934125.1	+	2601	2650	PK-15_CAGE_12h	12h	12	PK-15	51.18	51.18		51.18	51.18	51.18	
LT934125.1	+	2651	2700	PK-15_CAGE_12h	12h	12	PK-15	14.36	14.36		14.36	14.36	14.36	
LT934125.1	+	2701	2750	PK-15_CAGE_12h	12h	12	PK-15	0.9	0.9		0.9	0.9	0.9	
LT934125.1	+	2751	2800	PK-15_CAGE_12h	12h	12	PK-15	0.32	0.32		0.32	0.32	0.32	
LT934125.1	+	2801	2850	PK-15_CAGE_12h	12h	12	PK-15	0.14	0.14		0.14	0.14	0.14	
LT934125.1	+	2851	2900	PK-15_CAGE_12h	12h	12	PK-15	0.82	0.82		0.82	0.82	0.82	
LT934125.1	+	2901	2950	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	2951	3000	PK-15_CAGE_12h	12h	12	PK-15	0.66	0.66		0.66	0.66	0.66	
LT934125.1	+	3001	3050	PK-15_CAGE_12h	12h	12	PK-15	1.3	1.3		1.3	1.3	1.3	
LT934125.1	+	3051	3100	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3101	3150	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3151	3200	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3201	3250	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3251	3300	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3301	3350	PK-15_CAGE_12h	12h	12	PK-15	0.24	0.24		0.24	0.24	0.24	
LT934125.1	+	3351	3400	PK-15_CAGE_12h	12h	12	PK-15	1.28	1.28		1.28	1.28	1.28	
LT934125.1	+	3401	3450	PK-15_CAGE_12h	12h	12	PK-15	0.38	0.38		0.38	0.38	0.38	
LT934125.1	+	3451	3500	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3501	3550	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3551	3600	PK-15_CAGE_12h	12h	12	PK-15	0.14	0.14		0.14	0.14	0.14	
LT934125.1	+	3601	3650	PK-15_CAGE_12h	12h	12	PK-15	0.78	0.78		0.78	0.78	0.78	
LT934125.1	+	3651	3700	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3701	3750	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3751	3800	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3801	3850	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3851	3900	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	3901	3950	PK-15_CAGE_12h	12h	12	PK-15	1.24	1.24		1.24	1.24	1.24	
LT934125.1	+	3951	4000	PK-15_CAGE_12h	12h	12	PK-15	2.14	2.14		2.14	2.14	2.14	
LT934125.1	+	4001	4050	PK-15_CAGE_12h	12h	12	PK-15	1.48	1.48		1.48	1.48	1.48	
LT934125.1	+	4051	4100	PK-15_CAGE_12h	12h	12	PK-15	0.82	0.82		0.82	0.82	0.82	
LT934125.1	+	4101	4150	PK-15_CAGE_12h	12h	12	PK-15	0.04	0.04		0.04	0.04	0.04	
LT934125.1	+	4151	4200	PK-15_CAGE_12h	12h	12	PK-15	0.94	0.94		0.94	0.94	0.94	
LT934125.1	+	4201	4250	PK-15_CAGE_12h	12h	12	PK-15	2.56	2.56		2.56	2.56	2.56	
LT934125.1	+	4251	4300	PK-15_CAGE_12h	12h	12	PK-15	2.14	2.14		2.14	2.14	2.14	
LT934125.1	+	4301	4350	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	4351	4400	PK-15_CAGE_12h	12h	12	PK-15	0.9	0.9		0.9	0.9	0.9	
LT934125.1	+	4401	4450	PK-15_CAGE_12h	12h	12	PK-15	0.78	0.78		0.78	0.78	0.78	
LT934125.1	+	4451	4500	PK-15_CAGE_12h	12h	12	PK-15	7.82	7.82		7.82	7.82	7.82	
LT934125.1	+	4501	4550	PK-15_CAGE_12h	12h	12	PK-15	7.46	7.46		7.46	7.46	7.46	
LT934125.1	+	4551	4600	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	4601	4650	PK-15_CAGE_12h	12h	12	PK-15	3.56	3.56		3.56	3.56	3.56	
LT934125.1	+	4651	4700	PK-15_CAGE_12h	12h	12	PK-15	6.92	6.92		6.92	6.92	6.92	
LT934125.1	+	4701	4750	PK-15_CAGE_12h	12h	12	PK-15	1.96	1.96		1.96	1.96	1.96	
LT934125.1	+	4751	4800	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	4801	4850	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	4851	4900	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	4901	4950	PK-15_CAGE_12h	12h	12	PK-15	0.2	0.2		0.2	0.2	0.2	
LT934125.1	+	4951	5000	PK-15_CAGE_12h	12h	12	PK-15	3.56	3.56		3.56	3.56	3.56	
LT934125.1	+	5001	5050	PK-15_CAGE_12h	12h	12	PK-15	0.3	0.3		0.3	0.3	0.3	
LT934125.1	+	5051	5100	PK-15_CAGE_12h	12h	12	PK-15	2.46	2.46		2.46	2.46	2.46	
LT934125.1	+	5101	5150	PK-15_CAGE_12h	12h	12	PK-15	0.28	0.28		0.28	0.28	0.28	
LT934125.1	+	5151	5200	PK-15_CAGE_12h	12h	12	PK-15	0.96	0.96		0.96	0.96	0.96	
LT934125.1	+	5201	5250	PK-15_CAGE_12h	12h	12	PK-15	1.72	1.72		1.72	1.72	1.72	
LT934125.1	+	5251	5300	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5301	5350	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5351	5400	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5401	5450	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5451	5500	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5501	5550	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5551	5600	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5601	5650	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5651	5700	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5701	5750	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5751	5800	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5801	5850	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5851	5900	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5901	5950	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	5951	6000	PK-15_CAGE_12h	12h	12	PK-15	0.2	0.2		0.2	0.2	0.2	
LT934125.1	+	6001	6050	PK-15_CAGE_12h	12h	12	PK-15	0.74	0.74		0.74	0.74	0.74	
LT934125.1	+	6051	6100	PK-15_CAGE_12h	12h	12	PK-15	0.18	0.18		0.18	0.18	0.18	
LT934125.1	+	6101	6150	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	6151	6200	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	6201	6250	PK-15_CAGE_12h	12h	12	PK-15	0.64	0.64		0.64	0.64	0.64	
LT934125.1	+	6251	6300	PK-15_CAGE_12h	12h	12	PK-15	0.52	0.52		0.52	0.52	0.52	
LT934125.1	+	6301	6350	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	6351	6400	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	6401	6450	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	6451	6500	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	6501	6550	PK-15_CAGE_12h	12h	12	PK-15	0.36	0.36		0.36	0.36	0.36	
LT934125.1	+	6551	6600	PK-15_CAGE_12h	12h	12	PK-15	1.14	1.14		1.14	1.14	1.14	
LT934125.1	+	6601	6650	PK-15_CAGE_12h	12h	12	PK-15	0.4	0.4		0.4	0.4	0.4	
LT934125.1	+	6651	6700	PK-15_CAGE_12h	12h	12	PK-15	0.52	0.52		0.52	0.52	0.52	
LT934125.1	+	6701	6750	PK-15_CAGE_12h	12h	12	PK-15	0.42	0.42		0.42	0.42	0.42	
LT934125.1	+	6751	6800	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	6801	6850	PK-15_CAGE_12h	12h	12	PK-15	0.4	0.4		0.4	0.4	0.4	
LT934125.1	+	6851	6900	PK-15_CAGE_12h	12h	12	PK-15	0.64	0.64		0.64	0.64	0.64	
LT934125.1	+	6901	6950	PK-15_CAGE_12h	12h	12	PK-15	0.86	0.86		0.86	0.86	0.86	
LT934125.1	+	6951	7000	PK-15_CAGE_12h	12h	12	PK-15	0.76	0.76		0.76	0.76	0.76	
LT934125.1	+	7001	7050	PK-15_CAGE_12h	12h	12	PK-15	1.94	1.94		1.94	1.94	1.94	
LT934125.1	+	7051	7100	PK-15_CAGE_12h	12h	12	PK-15	0.24	0.24		0.24	0.24	0.24	
LT934125.1	+	7101	7150	PK-15_CAGE_12h	12h	12	PK-15	0.72	0.72		0.72	0.72	0.72	
LT934125.1	+	7151	7200	PK-15_CAGE_12h	12h	12	PK-15	2.1	2.1		2.1	2.1	2.1	
LT934125.1	+	7201	7250	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	7251	7300	PK-15_CAGE_12h	12h	12	PK-15	1.6	1.6		1.6	1.6	1.6	
LT934125.1	+	7301	7350	PK-15_CAGE_12h	12h	12	PK-15	0.58	0.58		0.58	0.58	0.58	
LT934125.1	+	7351	7400	PK-15_CAGE_12h	12h	12	PK-15	0.64	0.64		0.64	0.64	0.64	
LT934125.1	+	7401	7450	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	7451	7500	PK-15_CAGE_12h	12h	12	PK-15	1.88	1.88		1.88	1.88	1.88	
LT934125.1	+	7501	7550	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	7551	7600	PK-15_CAGE_12h	12h	12	PK-15	27.38	27.38		27.38	27.38	27.38	
LT934125.1	+	7601	7650	PK-15_CAGE_12h	12h	12	PK-15	81.72	81.72		81.72	81.72	81.72	
LT934125.1	+	7651	7700	PK-15_CAGE_12h	12h	12	PK-15	1.46	1.46		1.46	1.46	1.46	
LT934125.1	+	7701	7750	PK-15_CAGE_12h	12h	12	PK-15	0.06	0.06		0.06	0.06	0.06	
LT934125.1	+	7751	7800	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	7801	7850	PK-15_CAGE_12h	12h	12	PK-15	16.08	16.08		16.08	16.08	16.08	
LT934125.1	+	7851	7900	PK-15_CAGE_12h	12h	12	PK-15	3.56	3.56		3.56	3.56	3.56	
LT934125.1	+	7901	7950	PK-15_CAGE_12h	12h	12	PK-15	0.2	0.2		0.2	0.2	0.2	
LT934125.1	+	7951	8000	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	8001	8050	PK-15_CAGE_12h	12h	12	PK-15	2.16	2.16		2.16	2.16	2.16	
LT934125.1	+	8051	8100	PK-15_CAGE_12h	12h	12	PK-15	0.72	0.72		0.72	0.72	0.72	
LT934125.1	+	8101	8150	PK-15_CAGE_12h	12h	12	PK-15	2.08	2.08		2.08	2.08	2.08	
LT934125.1	+	8151	8200	PK-15_CAGE_12h	12h	12	PK-15	0.72	0.72		0.72	0.72	0.72	
LT934125.1	+	8201	8250	PK-15_CAGE_12h	12h	12	PK-15	0.9	0.9		0.9	0.9	0.9	
LT934125.1	+	8251	8300	PK-15_CAGE_12h	12h	12	PK-15	0.1	0.1		0.1	0.1	0.1	
LT934125.1	+	8301	8350	PK-15_CAGE_12h	12h	12	PK-15	0.36	0.36		0.36	0.36	0.36	
LT934125.1	+	8351	8400	PK-15_CAGE_12h	12h	12	PK-15	0.6	0.6		0.6	0.6	0.6	
LT934125.1	+	8401	8450	PK-15_CAGE_12h	12h	12	PK-15	0.96	0.96		0.96	0.96	0.96	
LT934125.1	+	8451	8500	PK-15_CAGE_12h	12h	12	PK-15	0.08	0.08		0.08	0.08	0.08	
LT934125.1	+	8501	8550	PK-15_CAGE_12h	12h	12	PK-15	1.18	1.18		1.18	1.18	1.18	
LT934125.1	+	8551	8600	PK-15_CAGE_12h	12h	12	PK-15	1.86	1.86		1.86	1.86	1.86	
LT934125.1	+	8601	8650	PK-15_CAGE_12h	12h	12	PK-15	1.16	1.16		1.16	1.16	1.16	
LT934125.1	+	8651	8700	PK-15_CAGE_12h	12h	12	PK-15	1.34	1.34		1.34	1.34	1.34	
LT934125.1	+	8701	8750	PK-15_CAGE_12h	12h	12	PK-15	0.88	0.88		0.88	0.88	0.88	
LT934125.1	+	8751	8800	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	8801	8850	PK-15_CAGE_12h	12h	12	PK-15	1.36	1.36		1.36	1.36	1.36	
LT934125.1	+	8851	8900	PK-15_CAGE_12h	12h	12	PK-15	1.66	1.66		1.66	1.66	1.66	
LT934125.1	+	8901	8950	PK-15_CAGE_12h	12h	12	PK-15	3.62	3.62		3.62	3.62	3.62	
LT934125.1	+	8951	9000	PK-15_CAGE_12h	12h	12	PK-15	0.08	0.08		0.08	0.08	0.08	
LT934125.1	+	9001	9050	PK-15_CAGE_12h	12h	12	PK-15	0.64	0.64		0.64	0.64	0.64	
LT934125.1	+	9051	9100	PK-15_CAGE_12h	12h	12	PK-15	1.26	1.26		1.26	1.26	1.26	
LT934125.1	+	9101	9150	PK-15_CAGE_12h	12h	12	PK-15	213.8	213.8		213.8	213.8	213.8	
LT934125.1	+	9151	9200	PK-15_CAGE_12h	12h	12	PK-15	33.26	33.26		33.26	33.26	33.26	
LT934125.1	+	9201	9250	PK-15_CAGE_12h	12h	12	PK-15	2.92	2.92		2.92	2.92	2.92	
LT934125.1	+	9251	9300	PK-15_CAGE_12h	12h	12	PK-15	181.28	181.28		181.28	181.28	181.28	
LT934125.1	+	9301	9350	PK-15_CAGE_12h	12h	12	PK-15	75.4	75.4		75.4	75.4	75.4	
LT934125.1	+	9351	9400	PK-15_CAGE_12h	12h	12	PK-15	12.52	12.52		12.52	12.52	12.52	
LT934125.1	+	9401	9450	PK-15_CAGE_12h	12h	12	PK-15	101.52	101.52		101.52	101.52	101.52	
LT934125.1	+	9451	9500	PK-15_CAGE_12h	12h	12	PK-15	54.6	54.6		54.6	54.6	54.6	
LT934125.1	+	9501	9550	PK-15_CAGE_12h	12h	12	PK-15	31.44	31.44		31.44	31.44	31.44	
LT934125.1	+	9551	9600	PK-15_CAGE_12h	12h	12	PK-15	108.68	108.68		108.68	108.68	108.68	
LT934125.1	+	9601	9650	PK-15_CAGE_12h	12h	12	PK-15	64.62	64.62		64.62	64.62	64.62	
LT934125.1	+	9651	9700	PK-15_CAGE_12h	12h	12	PK-15	203.42	203.42		203.42	203.42	203.42	
LT934125.1	+	9701	9750	PK-15_CAGE_12h	12h	12	PK-15	154.64	154.64		154.64	154.64	154.64	
LT934125.1	+	9751	9800	PK-15_CAGE_12h	12h	12	PK-15	156.82	156.82		156.82	156.82	156.82	
LT934125.1	+	9801	9850	PK-15_CAGE_12h	12h	12	PK-15	46.86	46.86		46.86	46.86	46.86	
LT934125.1	+	9851	9900	PK-15_CAGE_12h	12h	12	PK-15	30.96	30.96		30.96	30.96	30.96	
LT934125.1	+	9901	9950	PK-15_CAGE_12h	12h	12	PK-15	72.36	72.36		72.36	72.36	72.36	
LT934125.1	+	9951	10000	PK-15_CAGE_12h	12h	12	PK-15	99.86	99.86		99.86	99.86	99.86	
LT934125.1	+	10001	10050	PK-15_CAGE_12h	12h	12	PK-15	43	43		43	43	43	
LT934125.1	+	10051	10100	PK-15_CAGE_12h	12h	12	PK-15	29.32	29.32		29.32	29.32	29.32	
LT934125.1	+	10101	10150	PK-15_CAGE_12h	12h	12	PK-15	40.38	40.38		40.38	40.38	40.38	
LT934125.1	+	10151	10200	PK-15_CAGE_12h	12h	12	PK-15	8.66	8.66		8.66	8.66	8.66	
LT934125.1	+	10201	10250	PK-15_CAGE_12h	12h	12	PK-15	2.66	2.66		2.66	2.66	2.66	
LT934125.1	+	10251	10300	PK-15_CAGE_12h	12h	12	PK-15	0.2	0.2		0.2	0.2	0.2	
LT934125.1	+	10301	10350	PK-15_CAGE_12h	12h	12	PK-15	0.48	0.48		0.48	0.48	0.48	
LT934125.1	+	10351	10400	PK-15_CAGE_12h	12h	12	PK-15	2.68	2.68		2.68	2.68	2.68	
LT934125.1	+	10401	10450	PK-15_CAGE_12h	12h	12	PK-15	117.12	117.12		117.12	117.12	117.12	
LT934125.1	+	10451	10500	PK-15_CAGE_12h	12h	12	PK-15	136.64	136.64		136.64	136.64	136.64	
LT934125.1	+	10501	10550	PK-15_CAGE_12h	12h	12	PK-15	0.74	0.74		0.74	0.74	0.74	
LT934125.1	+	10551	10600	PK-15_CAGE_12h	12h	12	PK-15	0.38	0.38		0.38	0.38	0.38	
LT934125.1	+	10601	10650	PK-15_CAGE_12h	12h	12	PK-15	0	0		0	0	0	
LT934125.1	+	10651	10700	PK-15_CAGE_12h	12h	12	PK-15	0.04	0.04		0.04	0.04	0.04	
LT934125.1	+	10701	10750	PK-15_CAGE_12h	12h	12	PK-15	1.18	1.18		1.18	1.18	1.18	
LT934125.1	+	10751	10800	PK-15_CAGE_12h	12h	12	PK-15	5.3	5.3		5.3	5.3	5.3	
LT934125.1	+	10801	10850	PK-15_CAGE_12h	12h	12	PK-15	15.38	15.38		15.38	15.38	15.38	
LT934125.1	+	10851	10900	PK-15_CAGE_12h	12h	12	PK-15	3.84	3.84		3.84	3.84	3.84	
LT934125.1	+	10901	10950	PK-15_CAGE_12h	12h	12	PK-15	5.52	5.52		5.52	5.52	5.52	
LT934125.1	+	10951	11000	PK-15_CAGE_12h	12h	12	PK-15	9.36	9.36		9.36	9.36	9.36	
LT934125.1	+	11001	11050	PK-15_CAGE_12h	12h	12	PK-15	9.38	9.38		9.38	9.38	9.38	
LT934125.1	+	11051	11100	PK-15_CAGE_12h	12h	12	PK-15	0.74	0.74		0.74	0.74	0.74	
LT934125.1	+	11101	11150	PK-15_CAGE_12h	12h	12	PK-15	1.68	1.68		1.68	1.68	1.68	
LT934125.1	+	11151	11200	PK-15_CAGE_12h	12h	12	PK-15	1.86	1.86		1.86	1.86	1.86	
LT934125.1	+	11201	11250	PK-15_CAGE_12h	12h	12	PK-15	3.08	3.08		3.08	3.08	3.08	
LT934125.1	+	11251	11300	PK-15_CAGE_12h	12h	12	PK-15	0.74	0.74		0.74	0.74	0.74	
LT934125.1	+	11301	11350	PK-15_CAGE_12h	12h	12	PK-15	4.16	4.16		4.16	4.16	4.16	
LT934125.1	+	11351	11400	PK-15_CAGE_12h	12h	12	PK-15	5.08	5.08		5.08	5.08	5.08	
LT934125.1	+	11401	11450	PK-15_CAGE_12h	12h	12	PK-15	5.18	5.18		5.18	5.18	5.18	
LT934125.1	+	11451	11500	PK-15_CAGE_12h	12h	12	PK-15	3.94	3.94		3.94	3.94	3.94	
LT934125.1	+	11501	11550	PK-15_CAGE_12h	12h	12	PK-15	6.34	6.34		6.34	6.34	6.34	
LT934125.1	+	11551	11600	PK-15_CAGE_12h	12h	12	PK-15	7.76	7.76		7.76	7.76	7.76	
LT934125.1	+	11601	11650	PK-15_CAGE_12h	12h	12	PK-15	35.26	35.26		35.26	35.26	35.26	
LT934125.1	+	11651	11700	PK-15_CAGE_12h	12h	12	PK-15	44.6	44.6		44.6	44.6	44.6	
LT934125.1	+	11701	11750	PK-15_CAGE_12h	12h	12	PK-15	10.76	10.76		10.76	10.76	10.76	
LT934125.1	+	11751	11800	PK-15_CAGE_12h	12h	12	PK-15	126.58	126.58		126.58	126.58	126.58	
LT934125.1	+	11801	11850	PK-15_CAGE_12h	12h	12	PK-15	140.7	140.7		140.7	140.7	140.7	
LT934125.1	+	11851	11900	PK-15_CAGE_12h	12h	12	PK-15	60	60		60	60	60	
LT934125.1	+	11901	11950	PK-15_CAGE_12h	12h	12	PK-15	112.16	112.16		112.16	112.16	112.16	
LT934125.1	+	11951	12000	PK-15_CAGE_12h	12h	12	PK-15	156.02	156.02		156.02	156.02	156.02	
LT934125.1	+	12001	12050	PK-15_CAGE_12h	12h	12	PK-15	165.54	165.54		165.54	165.54	165.54	
LT934125.1	+	12051	12100	PK-15_CAGE_12h	12h	12	PK-15	187.68	187.68		187.68	187.68	187.68	
LT934125.1	+	12101	12150	PK-15_CAGE_12h	12h	12	PK-15	174	174		174	174	174	
LT934125.1	+	12151	12200	PK-15_CAGE_12h	12h	12	PK-15	63.3	63.3		63.3	63.3	63.3	
