seqnames	strand	cluster	TC.start	TC.end	TC.width	support	score	mean_shape	min_shape	max_shape	consensus_peak	min_peak	max_peak	hpi_samples	cell_lines
LT934125.1	+	89	11499	11499	0	1	27.285874	0	0	0	11499	11499	11499	NA	NA
LT934125.1	+	90	11526	11526	0	1	18.007181	0	0	0	11526	11526	11526	NA	NA
LT934125.1	+	91	11606	11640	25	4	1342.169328	0	0	3.00829576227038	11624	11606	11631	NA	NA
LT934125.1	+	92	11701	11701	0	1	27.285874	0	0	0	11701	11701	11701	NA	NA
LT934125.1	+	93	11785	11797	1	6	172970.721939	0.666578358024853	0.666578358024853	2.01257509570466	11793	11792	11793	NA	NA
LT934125.1	+	94	11840	11872	23	3	280.119247	0	0	5.21969551603592	11849	11840	11863	NA	NA
LT934125.1	+	95	11920	11938	10	4	948.944042	0	0	9.66169129233631	11924	11920	11930	NA	NA
LT934125.1	+	96	11962	11980	1	4	1883.013362	0	0	4.19360401028626	11977	11976	11977	NA	NA
LT934125.1	+	97	12004	12036	3	2	1290.796995	0	0	10.1783610364725	12020	12019	12022	NA	NA
LT934125.1	+	98	12010	12070	10	5	5269.319742	2.8073549220576	2.8073549220576	22.2970785425293	12064	12058	12068	NA	NA
LT934125.1	+	99	12104	12130	6	3	1348.230328	5.61286174745836	5.61286174745836	11.4189000179336	12113	12109	12115	NA	NA
LT934125.1	+	100	12166	12172	6	2	1051.418165	0	0	0	12169	12166	12172	NA	NA
LT934125.1	+	101	12204	12211	7	3	174.759816	0	0	3	12209	12204	12211	NA	NA
LT934125.1	+	102	12373	12373	0	1	27.285874	0	0	0	12373	12373	12373	NA	NA
LT934125.1	+	103	12416	12416	0	2	68.977493	0	0	0	12416	12416	12416	NA	NA
LT934125.1	+	104	12447	12447	0	1	24.301041	0	0	0	12447	12447	12447	NA	NA
LT934125.1	+	105	12842	12842	0	1	18.007181	0	0	0	12842	12842	12842	NA	NA
LT934125.1	+	106	13296	13296	0	1	241.779497	0	0	0	13296	13296	13296	NA	NA
LT934125.1	+	107	13326	13326	0	1	62.932662	0	0	0	13326	13326	13326	NA	NA
LT934125.1	+	108	13374	13374	0	1	24.301041	0	0	0	13374	13374	13374	NA	NA
LT934125.1	+	109	13405	13405	0	1	241.779497	0	0	0	13405	13405	13405	NA	NA
LT934125.1	+	110	13593	13598	0	1	28.81149	2.58496250072116	2.58496250072116	2.58496250072116	13593	13593	13593	NA	NA
LT934125.1	+	111	13858	13858	0	1	36.451562	0	0	0	13858	13858	13858	NA	NA
LT934125.1	+	112	13979	13979	0	1	24.301041	0	0	0	13979	13979	13979	NA	NA
LT934125.1	+	113	14043	14051	3	6	53570.601716	0	0	3.22518718243005	14047	14045	14048	NA	NA
LT934125.1	+	114	14137	14139	0	3	698.611285	0	0	2.37744375108173	14138	14138	14138	NA	NA
LT934125.1	+	115	14175	14176	0	1	125.865324	1	1	1	14175	14175	14175	NA	NA
LT934125.1	+	116	14207	14207	0	1	27.285874	0	0	0	14207	14207	14207	NA	NA
LT934125.1	+	117	14267	14267	0	1	62.932662	0	0	0	14267	14267	14267	NA	NA
LT934125.1	+	118	14294	14294	0	1	18.007181	0	0	0	14294	14294	14294	NA	NA
LT934125.1	+	119	14338	14338	0	1	27.285874	0	0	0	14338	14338	14338	NA	NA
LT934125.1	+	120	14398	14400	2	2	51.586915	0	0	0	14399	14398	14400	NA	NA
LT934125.1	+	121	14468	14468	0	1	27.285874	0	0	0	14468	14468	14468	NA	NA
LT934125.1	+	122	14537	14563	26	4	307.772157	0	0	0	14552	14537	14563	NA	NA
LT934125.1	+	123	14603	14606	3	4	252.361558	0	0	0	14605	14603	14606	NA	NA
LT934125.1	+	124	14654	14684	20	2	144.790284	0	0	5.48306938934921	14664	14654	14674	NA	NA
LT934125.1	+	125	14741	14741	0	1	27.285874	0	0	0	14741	14741	14741	NA	NA
LT934125.1	+	126	14821	14822	1	4	234.354377	0	0	0	14822	14821	14822	NA	NA
LT934125.1	+	127	14861	14861	0	1	18.007181	0	0	0	14861	14861	14861	NA	NA
LT934125.1	+	128	14935	14956	21	4	322.610098	0	0	3.16992500144231	14945	14935	14956	NA	NA
LT934125.1	+	129	15028	15054	26	3	293.366412	0	0	0	15044	15028	15054	NA	NA
LT934125.1	+	130	15085	15109	17	3	171.158379	0	0	3	15095	15085	15102	NA	NA
LT934125.1	+	131	15172	15187	15	5	588.991811	0	0	8.7886388936966	15178	15172	15187	NA	NA
LT934125.1	+	132	15251	15286	35	3	104.624281	0	0	0	15269	15251	15286	NA	NA
LT934125.1	+	133	15321	15366	25	4	1181.076859	0	0	8.25740278004968	15340	15321	15346	NA	NA
LT934125.1	+	134	15374	15380	3	2	85.962657	0	0	2.72580292501089	15378	15377	15380	NA	NA
LT934125.1	+	135	15427	15445	18	2	87.233703	0	0	0	15436	15427	15445	NA	NA
LT934125.1	+	136	15513	15550	37	5	1533.666192	0	0	3.32192809488736	15531	15513	15550	NA	NA
LT934125.1	+	137	15588	15599	3	5	3250.324944	0	0	6.1197869044989	15598	15596	15599	NA	NA
LT934125.1	+	138	15639	15649	9	3	403.372315	0	0	4.99059314004692	15645	15639	15648	NA	NA
LT934125.1	+	139	15694	15697	1	4	625.081341	0	0	1.97285345238086	15696	15696	15697	NA	NA
LT934125.1	+	140	15752	15810	58	6	1186.27031	0	0	5.7456568095503	15777	15752	15810	NA	NA
LT934125.1	+	141	15846	15857	11	2	99.384224	0	0	0	15852	15846	15857	NA	NA
LT934125.1	+	142	15952	15982	30	3	359.283907	0	0	0	15965	15952	15982	NA	NA
LT934125.1	+	143	16604	16604	0	1	241.779497	0	0	0	16604	16604	16604	NA	NA
LT934125.1	+	144	16632	16632	0	1	567.859171	0	0	0	16632	16632	16632	NA	NA
LT934125.1	+	145	16657	16657	0	1	62.932662	0	0	0	16657	16657	16657	NA	NA
LT934125.1	+	146	16734	16734	0	1	27.285874	0	0	0	16734	16734	16734	NA	NA
LT934125.1	+	147	16950	16950	0	1	27.285874	0	0	0	16950	16950	16950	NA	NA
LT934125.1	+	148	17395	17398	3	2	153.151198	0	0	0	17396	17395	17398	NA	NA
LT934125.1	+	149	18476	18476	0	1	27.285874	0	0	0	18476	18476	18476	NA	NA
LT934125.1	+	150	18710	18710	0	1	241.779497	0	0	0	18710	18710	18710	NA	NA
LT934125.1	+	151	18908	18908	0	1	567.859171	0	0	0	18908	18908	18908	NA	NA
LT934125.1	+	152	19294	19294	0	1	54.571748	0	0	0	19294	19294	19294	NA	NA
LT934125.1	+	153	19488	19488	0	1	27.285874	0	0	0	19488	19488	19488	NA	NA
LT934125.1	+	154	20379	20382	0	2	225.249548	0	0	3.16992500144231	20379	20379	20379	NA	NA
LT934125.1	+	155	21148	21148	0	1	24.301041	0	0	0	21148	21148	21148	NA	NA
LT934125.1	+	156	21320	21320	0	1	62.932662	0	0	0	21320	21320	21320	NA	NA
LT934125.1	+	157	21348	21348	0	1	27.285874	0	0	0	21348	21348	21348	NA	NA
LT934125.1	+	158	21491	21491	0	1	27.285874	0	0	0	21491	21491	21491	NA	NA
LT934125.1	+	159	21639	21639	0	1	241.779497	0	0	0	21639	21639	21639	NA	NA
LT934125.1	+	160	22830	22830	0	1	241.779497	0	0	0	22830	22830	22830	NA	NA
LT934125.1	+	161	23169	23169	0	1	36.451562	0	0	0	23169	23169	23169	NA	NA
LT934125.1	+	162	23722	23723	0	2	72.578929	0	0	1	23722	23722	23722	NA	NA
LT934125.1	+	163	24434	24434	0	1	27.285874	0	0	0	24434	24434	24434	NA	NA
LT934125.1	+	164	24821	24821	0	1	62.932662	0	0	0	24821	24821	24821	NA	NA
LT934125.1	+	165	25047	25047	0	1	27.285874	0	0	0	25047	25047	25047	NA	NA
LT934125.1	+	166	25107	25107	0	1	27.285874	0	0	0	25107	25107	25107	NA	NA
LT934125.1	+	167	25166	25166	0	1	27.285874	0	0	0	25166	25166	25166	NA	NA
LT934125.1	+	168	25369	25369	0	1	14.405745	0	0	0	25369	25369	25369	NA	NA
LT934125.1	+	169	25418	25422	3	5	4080.667661	1	1	3.65730282610403	25420	25419	25422	NA	NA
LT934125.1	+	170	25593	25593	0	1	62.932662	0	0	0	25593	25593	25593	NA	NA
LT934125.1	+	171	25827	25827	0	1	62.932662	0	0	0	25827	25827	25827	NA	NA
LT934125.1	+	172	25887	25887	0	1	62.932662	0	0	0	25887	25887	25887	NA	NA
LT934125.1	+	173	25990	25990	0	1	62.932662	0	0	0	25990	25990	25990	NA	NA
LT934125.1	+	174	26034	26034	0	1	62.932662	0	0	0	26034	26034	26034	NA	NA
LT934125.1	+	175	26173	26173	0	1	27.285874	0	0	0	26173	26173	26173	NA	NA
LT934125.1	+	176	26364	26387	23	3	331.998033	0	0	0	26375	26364	26387	NA	NA
LT934125.1	+	177	26556	26556	0	1	483.558994	0	0	0	26556	26556	26556	NA	NA
LT934125.1	+	178	26729	26735	0	1	54.571748	2.8073549220576	2.8073549220576	2.8073549220576	26729	26729	26729	NA	NA
LT934125.1	+	179	26927	26927	0	1	54.571748	0	0	0	26927	26927	26927	NA	NA
LT934125.1	+	180	26984	27008	24	2	269.065371	0	0	0	26996	26984	27008	NA	NA
LT934125.1	+	181	27041	27041	0	1	62.932662	0	0	0	27041	27041	27041	NA	NA
LT934125.1	+	182	27096	27096	0	1	27.285874	0	0	0	27096	27096	27096	NA	NA
LT934125.1	+	183	27177	27194	17	2	117.50441	0	0	0	27186	27177	27194	NA	NA
LT934125.1	+	184	27311	27311	0	1	241.779497	0	0	0	27311	27311	27311	NA	NA
LT934125.1	+	185	27519	27524	0	1	54.571748	2.58496250072116	2.58496250072116	2.58496250072116	27519	27519	27519	NA	NA
LT934125.1	+	186	27612	27622	10	2	90.218536	0	0	0	27617	27612	27622	NA	NA
LT934125.1	+	187	27825	27861	36	4	199.060857	0	0	2	27839	27825	27861	NA	NA
LT934125.1	+	188	28074	28088	14	2	90.218536	0	0	0	28081	28074	28088	NA	NA
LT934125.1	+	189	28173	28173	0	1	241.779497	0	0	0	28173	28173	28173	NA	NA
LT934125.1	+	190	28258	28258	0	1	27.285874	0	0	0	28258	28258	28258	NA	NA
LT934125.1	+	191	28323	28323	0	1	27.285874	0	0	0	28323	28323	28323	NA	NA
LT934125.1	+	192	28383	28383	0	1	567.859171	0	0	0	28383	28383	28383	NA	NA
LT934125.1	+	193	28470	28475	0	1	54.571748	2.58496250072116	2.58496250072116	2.58496250072116	28470	28470	28470	NA	NA
LT934125.1	+	194	28516	28516	0	1	54.571748	0	0	0	28516	28516	28516	NA	NA
LT934125.1	+	195	28549	28549	0	1	24.301041	0	0	0	28549	28549	28549	NA	NA
LT934125.1	+	196	28625	28627	2	2	50.857307	0	0	0	28626	28625	28627	NA	NA
LT934125.1	+	197	28808	28808	0	1	24.301041	0	0	0	28808	28808	28808	NA	NA
LT934125.1	+	198	29096	29100	4	2	752.624365	0	0	1.45546446154482	29098	29096	29100	NA	NA
LT934125.1	+	199	29184	29184	0	1	27.285874	0	0	0	29184	29184	29184	NA	NA
LT934125.1	+	200	29307	29311	0	2	323.637119	0	0	2.13221689650914	29311	29311	29311	NA	NA
LT934125.1	+	201	29410	29410	0	1	27.285874	0	0	0	29410	29410	29410	NA	NA
LT934125.1	+	202	29464	29465	0	2	63.300237	0	0	0.970950591206173	29465	29465	29465	NA	NA
LT934125.1	+	203	29906	29906	0	1	567.859171	0	0	0	29906	29906	29906	NA	NA
LT934125.1	+	204	30233	30249	6	4	2302.463604	2.58496250072116	2.58496250072116	3.07503159875195	30236	30234	30240	NA	NA
LT934125.1	+	205	30269	30275	0	1	125.865324	2.8073549220576	2.8073549220576	2.8073549220576	30269	30269	30269	NA	NA
LT934125.1	+	206	30299	30299	0	1	27.285874	0	0	0	30299	30299	30299	NA	NA
LT934125.1	+	207	30439	30439	0	1	27.285874	0	0	0	30439	30439	30439	NA	NA
LT934125.1	+	208	30511	30511	0	1	54.571748	0	0	0	30511	30511	30511	NA	NA
LT934125.1	+	209	30594	30594	0	1	27.285874	0	0	0	30594	30594	30594	NA	NA
LT934125.1	+	210	30701	30738	37	4	410.870822	0	0	5.02421225738452	30714	30701	30738	NA	NA
LT934125.1	+	211	30777	30777	0	1	27.285874	0	0	0	30777	30777	30777	NA	NA
LT934125.1	+	212	30842	30844	0	1	54.571748	1.58496250072116	1.58496250072116	1.58496250072116	30842	30842	30842	NA	NA
LT934125.1	+	213	30925	30949	24	2	90.218536	0	0	0	30937	30925	30949	NA	NA
LT934125.1	+	214	30987	30987	0	1	567.859171	0	0	0	30987	30987	30987	NA	NA
LT934125.1	+	215	31089	31098	0	6	71695.866303	0.689147893975141	0.689147893975141	1.8798488165891	31098	31098	31098	NA	NA
LT934125.1	+	216	31146	31167	19	5	886.942998	0	0	3.5438558770067	31153	31148	31167	NA	NA
LT934125.1	+	217	31229	31231	2	2	228.413785	0	0	0	31230	31229	31231	NA	NA
LT934125.1	+	218	31270	31272	2	6	10148.895056	0.803715925386238	0.803715925386238	2.46724250782464	31271	31270	31272	NA	NA
LT934125.1	+	219	31329	31330	0	1	251.730648	0.811278124459133	0.811278124459133	0.811278124459133	31330	31330	31330	NA	NA
LT934125.1	+	220	31357	31382	24	3	587.025234	0	0	2.13221689650914	31372	31357	31381	NA	NA
LT934125.1	+	221	31455	31458	1	6	2182.718839	0	0	0.650022421648354	31457	31456	31457	NA	NA
LT934125.1	+	222	31543	31562	19	3	287.689156	0	0	0	31555	31543	31562	NA	NA
LT934125.1	+	223	31596	31605	1	4	1975.279615	0	0	1.66382187014038	31605	31604	31605	NA	NA
LT934125.1	+	224	31639	31639	0	1	241.779497	0	0	0	31639	31639	31639	NA	NA
LT934125.1	+	225	31703	31703	0	1	27.285874	0	0	0	31703	31703	31703	NA	NA
LT934125.1	+	226	31769	31790	21	5	617.86416	0	0	4.74270983404608	31775	31769	31790	NA	NA
LT934125.1	+	227	31853	31872	13	6	1420.384425	0	0	1.72624113269261	31864	31859	31872	NA	NA
LT934125.1	+	228	31931	31949	9	4	5172.41006	4.45408915948655	4.45408915948655	5.38908560185303	31935	31932	31941	NA	NA
LT934125.1	+	229	32007	32040	4	6	285532.616687	1.54186154101714	1.54186154101714	2.97326512028641	32037	32034	32038	NA	NA
LT934125.1	+	230	32091	32118	27	4	1064.592174	0	0	11.4993406637147	32100	32091	32118	NA	NA
LT934125.1	+	231	32145	32164	18	4	238.685422	0	0	0.811278124459133	32159	32146	32164	NA	NA
LT934125.1	+	232	32213	32213	0	1	241.779497	0	0	0	32213	32213	32213	NA	NA
LT934125.1	+	233	32733	32733	0	1	62.932662	0	0	0	32733	32733	32733	NA	NA
LT934125.1	+	234	34143	34145	1	2	160.136828	0	0	1	34144	34143	34144	NA	NA
LT934125.1	+	235	34176	34176	0	1	27.285874	0	0	0	34176	34176	34176	NA	NA
LT934125.1	+	236	34347	34347	0	1	27.285874	0	0	0	34347	34347	34347	NA	NA
LT934125.1	+	237	34531	34531	0	1	62.932662	0	0	0	34531	34531	34531	NA	NA
LT934125.1	+	238	34726	34726	0	1	24.301041	0	0	0	34726	34726	34726	NA	NA
LT934125.1	+	239	34780	34794	14	2	51.586915	0	0	0	34787	34780	34794	NA	NA
LT934125.1	+	240	34887	34887	0	1	27.285874	0	0	0	34887	34887	34887	NA	NA
LT934125.1	+	241	34942	34942	0	1	27.285874	0	0	0	34942	34942	34942	NA	NA
LT934125.1	+	242	40811	40811	0	1	62.932662	0	0	0	40811	40811	40811	NA	NA
LT934125.1	+	243	40984	41018	34	3	573.77753	0	0	0	41000	40984	41018	NA	NA
LT934125.1	+	244	41430	41432	2	2	90.218536	0	0	0	41431	41430	41432	NA	NA
LT934125.1	+	245	41683	41714	25	4	153.226363	0	0	3.16992500144231	41701	41683	41708	NA	NA
LT934125.1	+	246	42009	42015	6	2	90.218536	0	0	0	42012	42009	42015	NA	NA
LT934125.1	+	247	42220	42220	0	1	27.285874	0	0	0	42220	42220	42220	NA	NA
LT934125.1	+	248	42676	42676	0	1	62.932662	0	0	0	42676	42676	42676	NA	NA
LT934125.1	+	249	43629	43629	0	1	241.779497	0	0	0	43629	43629	43629	NA	NA
LT934125.1	+	250	44031	44031	0	1	27.285874	0	0	0	44031	44031	44031	NA	NA
LT934125.1	+	251	44731	44731	0	1	27.285874	0	0	0	44731	44731	44731	NA	NA
LT934125.1	+	252	44806	44812	3	6	38737.454713	0	0	1.20902958747541	44812	44809	44812	NA	NA
LT934125.1	+	253	44882	44882	0	1	54.571748	0	0	0	44882	44882	44882	NA	NA
LT934125.1	+	254	44946	44970	24	3	119.030026	0	0	0	44954	44946	44970	NA	NA
LT934125.1	+	255	45038	45038	0	1	62.932662	0	0	0	45038	45038	45038	NA	NA
LT934125.1	+	256	45064	45069	1	3	180.587403	0	0	2.467176109424	45064	45064	45065	NA	NA
LT934125.1	+	257	45104	45110	6	2	112.339519	0	0	2.76588505508838	45107	45104	45110	NA	NA
LT934125.1	+	258	45140	45140	0	1	62.932662	0	0	0	45140	45140	45140	NA	NA
LT934125.1	+	259	45204	45204	0	1	27.285874	0	0	0	45204	45204	45204	NA	NA
LT934125.1	+	260	45285	45306	21	3	149.917336	0	0	0	45299	45285	45306	NA	NA
LT934125.1	+	261	45333	45333	0	1	62.932662	0	0	0	45333	45333	45333	NA	NA
LT934125.1	+	262	45373	45373	0	1	62.932662	0	0	0	45373	45373	45373	NA	NA
LT934125.1	+	263	45503	45503	0	1	241.779497	0	0	0	45503	45503	45503	NA	NA
LT934125.1	+	264	45596	45608	0	1	81.857622	5.8650581894328	5.8650581894328	5.8650581894328	45596	45596	45596	NA	NA
LT934125.1	+	265	45630	45650	20	3	331.998033	0	0	0	45637	45630	45650	NA	NA
LT934125.1	+	266	45702	45748	46	4	900.661978	0	0	0	45725	45702	45748	NA	NA
LT934125.1	+	267	45822	45866	39	3	129.730096	0	0	5.33231801796324	45841	45822	45861	NA	NA
LT934125.1	+	268	45956	45969	13	3	299.839677	0	0	0	45961	45956	45969	NA	NA
LT934125.1	+	269	46017	46029	3	6	10537.450681	0.811278124459133	0.811278124459133	7.92311923548737	46023	46021	46024	NA	NA
LT934125.1	+	270	46086	46106	20	2	63.007828	0	0	0	46096	46086	46106	NA	NA
LT934125.1	+	271	46151	46171	20	3	101.098011	0	0	0	46164	46151	46171	NA	NA
LT934125.1	+	272	46227	46235	1	6	22853.904508	0	0	0	46235	46234	46235	NA	NA
LT934125.1	+	273	46331	46333	2	2	99.384224	0	0	0	46332	46331	46333	NA	NA
LT934125.1	+	274	46407	46421	14	2	304.712159	0	0	0	46414	46407	46421	NA	NA
LT934125.1	+	275	46451	46453	0	1	81.857622	1.45546446154482	1.45546446154482	1.45546446154482	46453	46453	46453	NA	NA
LT934125.1	+	276	46489	46492	0	4	409.953043	0	0	2	46489	46489	46489	NA	NA
