gene	Kinetic_class	cluster	au	si	gene_to_centroid_dist	sil_width
UL27	L	cluster_6	0.987216541014762	0.882636806462591	0.0203342704811776	0.170824796760356
UL28	E	cluster_7	0.997214208728148	0.952647620662983	0.00800243230451488	0.880133522557533
UL29	E	cluster_7	0.997214208728148	0.952647620662983	0.0250979395611856	0.666165293689127
UL3	L	cluster_1	0.977867781821777	0.88923575936621	0.0948959482823765	0.0319433314042208
UL3.5	L	cluster_1	0.977867781821777	0.88923575936621	0.0537208252894026	0.142080845964516
UL30	E	cluster_2	0.994448548601268	0.901993875367416	0.00504901740909261	0.698423178133376
UL31	L	cluster_1	0.977867781821777	0.88923575936621	0.043073036789462	0.391035831815881
UL32	L	cluster_8	0.967623154868555	0.741178866537538	0.00366284477298446	0.632954524033221
UL33	E	cluster_1	0.977867781821777	0.88923575936621	0.0998414819885301	0.185639445439701
UL34	E	cluster_4	0.996653728834866	0.955255529876566	0.0477894200253053	0.251493538123482
UL35	L	cluster_1	0.977867781821777	0.88923575936621	0.16339948403767	-0.0402091694407835
UL36	L	cluster_6	0.987216541014762	0.882636806462591	0.0221168982610234	0.462669306948171
UL37	L	cluster_1	0.977867781821777	0.88923575936621	0.0973797075984686	0.18152086392118
UL38	E	cluster_4	0.996653728834866	0.955255529876566	0.0549664018687726	-0.430310329641887
UL39	E	cluster_9	0.99119691577487	0.899006744824736	1.09723715683908e-05	-0.0361967665554427
UL4	L	cluster_4	0.996653728834866	0.955255529876566	0.0910162478073532	0.24600381248048
UL40	E	cluster_4	0.996653728834866	0.955255529876566	0.134396147657836	0.131395882072399
UL41	L	cluster_10	0.97717224650975	0.761379334458033	0.0329264615009569	0.1880331668443
UL42	L	cluster_4	0.996653728834866	0.955255529876566	0.0631694579203368	-0.00735946148994804
UL43	L	cluster_4	0.996653728834866	0.955255529876566	0.0811794963832961	0.158545408744204
UL44	L	cluster_6	0.987216541014762	0.882636806462591	0.025765156028316	0.448047338893135
UL46	L	cluster_4	0.996653728834866	0.955255529876566	0.055237021319128	0.000767325937247571
UL47	L	cluster_6	0.987216541014762	0.882636806462591	0.0217682639887087	0.247131184115543
UL48	L	cluster_5	0.998774121207509	0.975809136276033	0	0
UL49	L	cluster_1	0.977867781821777	0.88923575936621	0.0742650117186226	0.315809278918663
UL49.5	L	cluster_4	0.996653728834866	0.955255529876566	0.0491869481066798	0.17299952934536
UL5	E	cluster_10	0.97717224650975	0.761379334458033	0.0208195298206836	0.685467609394553
UL50	L	cluster_4	0.996653728834866	0.955255529876566	0.0706757753544565	-0.162213222021048
UL51	L	cluster_4	0.996653728834866	0.955255529876566	0.0735656330279217	0.298570425876994
UL52	E	cluster_3	0.991224820628493	0.933672438960039	0.445339905908154	0.702359540098589
UL53	L	cluster_1	0.977867781821777	0.88923575936621	0.0994142540940769	0.34543590372781
UL54	E	cluster_2	0.994448548601268	0.901993875367416	0.0195144949188166	0.123693075900187
UL6	L	cluster_1	0.977867781821777	0.88923575936621	0.099759294446923	0.053741909200481
UL7	E	cluster_8	0.967623154868555	0.741178866537538	0.00431127612138002	0.409683846529916
UL8	E	cluster_2	0.994448548601268	0.901993875367416	0.0049413006677085	0.39294259486158
UL9	L	cluster_11	0.999233643865284	0.977679110243119	0	0
US1	E	cluster_4	0.996653728834866	0.955255529876566	0.299284998799482	0.292824390193487
US2	L	cluster_4	0.996653728834866	0.955255529876566	0.0917597141658424	0.015063270057881
US3	L	cluster_12	0.903262301476541	0.34120498198369	0.0327243001670712	0.528750906549121
US4	L	cluster_1	0.977867781821777	0.88923575936621	0.236910494920972	0.119384980276613
US6	L	cluster_1	0.977867781821777	0.88923575936621	0.095378638490207	0.178176133096904
US7	L	cluster_1	0.977867781821777	0.88923575936621	0.0598724457301887	0.0767779568511266
US8	L	cluster_12	0.903262301476541	0.34120498198369	0.023127725518788	0.694412053327028
US9	L	cluster_1	0.977867781821777	0.88923575936621	0.0618795274910291	0.159272768106599
